,City,Building,PM_id,alpha_CHP,beta_ABC,energy_demand_int,percent_change_co2_int,percent_change_n2o_int,percent_change_ch4_int,percent_change_co_int,percent_change_nox_int,percent_change_pm_int,percent_change_so2_int,percent_change_voc_int,percent_change_GHG_int_100,percent_change_GHG_int_20,percent_change_NG_int,percent_change_TFCE,technology,CHP_efficiency
2291,chicago,large_hotel,FC4,1.0,0.0,391.9626136769343,-9.647827430528363,-89.2788494757222,3.7872072509236547,-84.11608502495412,-89.84373779504139,-93.84056759560609,-98.62452990324974,-23.45470953396738,-6.494774990083359,-3.1018268375474856,1.5991503934394926,14.368890101620407,Fuel Cell,0.81
2292,chicago,large_hotel,FC4,1.0,1.0,391.9626136769343,29.56511376610446,54.295360398702606,32.96863214400781,60.25258632591128,46.16566884959325,-11.355423978502767,-80.2046754389668,82.05959997237717,30.451174672189623,31.28169285010352,30.009683176490242,29.345736405293625,Fuel Cell,0.81
2293,chicago,large_hotel,FC5,1.0,0.0,391.9626136769343,-9.176802251827723,-69.61927720541284,-9.239340395666302,-69.08557563778368,-71.22001169749849,-82.54590232399846,-96.10230491335831,-72.7538756121381,-9.309701610514324,-9.28618946858659,-11.197850339775714,18.990127342723223,Fuel Cell,0.82
2294,chicago,large_hotel,FC5,1.0,1.0,391.9626136769343,32.72516969398221,73.07888429453868,29.29616317887237,76.11938048339039,63.95950481778277,-0.5640592373109029,-77.7948430826523,55.221086815009755,31.95935825367009,31.08043460850734,26.400121469586264,33.03941495284295,Fuel Cell,0.82
2295,chicago,large_office,None,0.0,1.0,141.74730796514984,30.27290492776323,173.84514768020483,27.155032581044946,183.4218687225781,148.37080455996937,45.29169971478309,-7.9191145579757345,127.71092122541904,29.637910210584163,28.809493509904993,25.709686365544073,26.369686524310815,None,1.0
2296,chicago,large_office,RE1,1.0,0.0,141.74730796514984,-16.237655674373276,-394.8705617749138,65.53657896329436,-140.50556724892292,-296.5703141450962,-196.88249200272128,-114.93131468619336,1082.9699874504017,3.8389690521452966,24.416396960755936,61.28912443816618,38.24336870829598,Reciprocating Engine,0.828
2297,chicago,large_office,RE1,1.0,1.0,141.74730796514984,-11.229061740456435,-263.9185911379322,52.845222786370094,-50.40522454863615,-193.44598252453054,-153.85699236785433,-108.30032015561659,934.5759197304718,4.546445507008546,20.654974894597355,48.79107582683847,42.33609268498203,Reciprocating Engine,0.828
2298,chicago,large_office,RE2,1.0,0.0,141.74730796514984,-6.774888236953528,-268.39572316171626,34.190537607951526,-135.17970427600474,-177.078978027939,-155.3279961360159,-108.52702799222133,1178.9692971307902,3.209957560954974,13.542802680439983,30.572560328374205,35.17332276751294,Reciprocating Engine,0.798
2299,chicago,large_office,RE2,1.0,1.0,141.74730796514984,6.163941884607234,-121.35073157005871,35.99262952251653,-5.7278887166320915,-61.73686072106096,-107.0149833477267,-101.08113366737825,1042.7904567182086,13.497977110497978,21.000381818083564,32.16742204465638,42.86630084643327,Reciprocating Engine,0.798
2300,chicago,large_office,RE3,1.0,0.0,141.74730796514984,-10.2890473648709,-238.12524057242263,24.380191221294957,-103.3951025205052,-150.8360943416917,-145.38234483151422,-106.99422628247089,889.3261712993046,-1.8453161782336949,6.901602265643611,20.984917734544364,37.16343601716348,Reciprocating Engine,0.806
