alpha_CHP,beta_ABC,PM_id,percent_change_co2_int_mean,percent_change_n2o_int_mean,percent_change_ch4_int_mean,percent_change_co_int_mean,percent_change_nox_int_mean,percent_change_pm_int_mean,percent_change_so2_int_mean,percent_change_voc_int_mean,percent_change_GHG_int_100_mean,percent_change_GHG_int_20_mean,percent_change_NG_int_mean,percent_change_TFCE_mean,percent_change_co2_int_std,percent_change_n2o_int_std,percent_change_ch4_int_std,percent_change_co_int_std,percent_change_nox_int_std,percent_change_pm_int_std,percent_change_so2_int_std,percent_change_voc_int_std,percent_change_GHG_int_100_std,percent_change_GHG_int_20_std,percent_change_NG_int_std,percent_change_TFCE_std
1.0,0.0,GT6,5.618370661509814,-174.99689189559638,25.860654370170796,-156.46087649490093,-144.79615862655194,-117.96737684002089,-102.07079885800881,112.07723157600618,10.494429993693844,15.621610327096306,22.550434076919586,15.324286967761765,5.564632791378698,104.56581583233131,11.560419607622094,99.49508384542206,78.88875970920554,31.403908340203042,5.7615946886271,35.122762065159414,3.9297572174122752,5.228741279976974,10.873120634509503,7.971163707683136
1.0,0.0,MT1,258.9978510539706,-363.7706862471686,74.7098918029981,-331.26530073444854,-266.3346533553497,-183.14311682729564,-113.05610868420834,232.56156798006845,212.3814290374782,166.60097959022698,70.49602541211858,22.366070990628387,40.48897956545751,196.28941062577547,23.534828083668888,187.72948665326768,130.06412408246885,45.3263108192181,6.707954154312512,85.3616111191086,35.87092036926281,31.518655219113555,22.423953566893502,10.86001469094501
1.0,0.0,MT2,15.964134402009497,-330.49803639573855,62.75764089422327,-332.3250210728899,-270.74797110608984,-171.58634596200713,-111.09206180530973,-137.3191040259316,27.286834930931597,39.10915546256616,58.79360307676879,23.615687248477816,4.502062664930997,180.3739493944801,21.04101502204791,189.38344285085893,132.97323409224555,43.22066096940888,6.644003881484038,65.91348994906072,5.0910451379665975,9.931425500846377,20.03027330698828,10.80352595255904
1.0,0.0,MT3,19.041475861355874,-237.68237144726658,48.20471449128262,-198.44966749416648,-190.577312548186,-139.43056390115845,-105.65507447141712,328.10961858965385,26.06260853209623,33.44780826979873,44.41212092295811,12.794962258609333,4.69213735719584,135.89929453742047,16.793004291318248,121.0983785086357,99.26544241362333,36.81975710724855,6.270888720178355,121.35111502784744,4.749395050275662,8.136139528511741,15.903585240292555,8.617425143209067
1.0,0.0,MT4,23.92184699723764,-268.0683001070545,49.99751911252194,-266.5639181858267,-208.53364741591838,-149.94636164496964,-107.4291095355205,-90.0124876007006,30.135852749215726,36.763508479142786,46.23169803204397,18.73162444958095,4.221795375439483,150.44270901199965,17.772622903922656,156.3368239688875,106.58106449491864,38.981683419481655,6.416499739400673,48.35972807561698,5.199499989591959,8.936108610964105,16.86816756138455,9.690495065819603
1.0,0.0,MT5,15.773317586058369,-243.78205355828464,40.637811278382884,-216.91045712966223,-162.6891720021044,-141.54066234868736,-106.0107672747217,191.78825748981689,21.72065805093296,28.03326257036791,37.07541268797783,20.380213853359482,4.920373833250398,138.81537585118008,15.735655341797665,130.7076784578449,86.60957215330068,37.25731088750823,6.30125246746204,66.57890355708017,4.384900520897181,7.401170985968961,14.913179037430796,9.641811175895429
1.0,0.0,MT6,17.64397110934394,-237.68237144726658,47.796087845308044,-198.44966749416648,-190.577312548186,-139.43056390115845,-105.65507447141712,328.10961858965385,24.913336722004846,32.54494781971623,44.01509055194969,13.105370330836239,4.7993416436379635,135.89929453742047,16.727906104805335,121.0983785086357,99.26544241362333,36.81975710724855,6.270888720178355,121.35111502784744,4.646190648219403,8.002282899417276,15.842101370535254,8.655361304188094
1.0,0.0,RE1,-12.218878096897393,-330.49803639573855,53.141612432722,-115.68291745345189,-245.8804861765593,-171.58634596200713,-111.09206180530973,916.2813367340201,3.767005748790039,20.21511562552087,49.450464577830125,31.33317799741721,8.225552051789109,180.3739493944801,19.48223154602704,74.1869353455504,121.78657697880959,43.22066096940888,6.644003881484038,360.92311579133127,3.886735189028004,7.079245718680425,18.55558822533274,11.758086025393265
1.0,0.0,RE2,-3.557707117935943,-223.79849871301434,25.784069044546246,-111.6101669562609,-145.4308553134002,-134.63522646751687,-104.84812499515363,997.1249424893094,3.5501431561841734,10.96548098011397,22.59290294402431,28.908382407143442,7.294872958770625,129.22279020640832,12.925726053511042,75.50779352394093,79.33485105264174,35.78806894144911,6.193081542785682,391.57176112917585,4.280686437744099,5.052355216626575,12.23603361372893,10.563746844506632
1.0,0.0,RE3,-6.951819158073903,-198.87815392975105,17.191004162850874,-85.35029583880046,-123.93050908594185,-126.0886626074957,-103.41908261923004,752.5639718500283,-1.1109018799917463,4.994876715501825,14.182872893889309,30.877180669529686,7.551392739525341,116.85192376288362,10.962365875980097,62.05876829849332,69.87216518195875,33.68362044084963,5.999260179593667,292.66591618084885,4.550572524524557,4.348920830407612,10.352345311848598,10.548962782688113
1.0,0.0,RE4,-8.857431047337322,-170.69304890522105,10.31727187130207,-55.63822257203467,-99.64222532151892,-116.50631709827036,-101.82857335089521,773.8224885136877,-4.225433962619755,0.6275672740817774,7.43824298321554,30.21314553647279,7.316443043513603,102.34459225291454,9.123376665895005,46.47843101631328,58.702417771939054,30.98773938370835,5.71804581765191,301.77835954473653,4.614100660027772,3.909095988540341,8.582787283568178,10.046112439170988
1.0,0.0,RE5,-6.972579661684362,-154.583536111759,8.879565706163113,-38.65235422814934,-60.90116625153716,-111.05344377751507,-100.92624711847218,785.9584138939584,-3.1559244462979406,0.861551784032676,6.004940661996502,26.94466896920814,6.747030520873333,93.92093858584228,8.394314730582332,37.62095174398587,41.30589392593404,29.37616201921552,5.546791396380924,307.1383246460434,4.391253636331348,3.809185907792429,7.873394748651776,9.25909988003478
1.0,1.0,FC1,3.1557570218165747,-98.39365206258962,28.120098103553946,-99.08300113503691,-96.78424476275423,-94.493784605822,-98.35753381300815,-95.73415928026742,9.284483416699217,15.565315613507757,24.774680219634767,43.352348057144646,21.279956908201864,162.19607668476408,17.394453600720507,172.4628923546828,136.9858901446125,51.779928323971134,8.861205129586846,118.2744912878303,19.029020358215103,17.419711565718444,16.52783858594783,14.826035161293433
1.0,1.0,FC2,14.683604359513392,80.95960212581663,13.566498290650276,90.30500572195707,57.082977825793776,-34.89536801306736,-88.55336686805572,38.45039477778042,14.468293426523616,14.170146665454519,10.32680246497351,40.000423018828776,24.166114842164262,159.99542107132265,22.175418023716002,172.45084815348903,130.56368546745108,44.03227191982352,7.419130420181868,109.82044771664347,23.73922446882026,23.184655825689035,21.276869982344273,15.34101372217382
1.0,1.0,FC3,17.05132111498638,18.76093536549374,15.587614017971228,24.491238881770425,4.016581290600992,-54.96893033234678,-91.81493860726411,-7.617278803191215,16.69167903440762,16.332654521612977,12.37793306617037,43.931925624802155,22.29897178169155,153.81549707587493,20.521859324533185,164.48884048426333,128.15621625790888,46.744166179685976,8.020113123746972,109.60461734404396,21.689052344217963,21.0984424533009,19.64382648009676,15.077293051145169
1.0,1.0,FC4,-1.2607490975712325,-88.38676643575148,32.47539572255783,-78.84874318265334,-88.15111544610316,-91.05759841187417,-97.78154912196192,18.61089417426838,7.0695007549512665,15.535135725565528,28.987019643444313,37.30779172999004,22.348592629686582,160.77989140719183,17.44585529370933,168.39498572845505,135.7965299337859,51.39123002715623,8.80965351212639,95.44861912290266,19.697055613720245,17.74722087412399,16.55716659023269,14.707529491461205
1.0,1.0,FC5,9.226366954212788,-11.894632329018467,19.799146776661296,-7.8793603181732905,-22.27980547734187,-65.12336577299219,-93.47787312654202,-30.54427259763265,11.847230229730958,14.502904302675303,16.522287969285486,42.173053529439976,22.70355614407045,154.10253239003586,19.482982426427963,164.34445205857082,129.2759936934575,48.18324974237112,8.294219040404904,111.12751113943374,21.439169634202916,20.365859526925362,18.60750007803889,14.993056418252369
1.0,1.0,GT1,37.755314664697764,-147.97385046548953,69.64995439489665,-83.50293074178366,-99.35136887667518,-111.56289246847393,-101.22597930364826,293.88169460272917,45.51582478546067,53.56048230768804,65.23957881719424,13.75030740589459,14.268708890762182,170.88624451753978,18.63347250870255,160.8760029162566,131.97487706448325,53.66023326725972,9.080084557128924,113.23918379328161,13.056877176251316,13.463555197496925,17.580178582285647,14.150539501324191
1.0,1.0,GT2,30.483983986054927,-147.97385046548953,60.12614729642186,-83.50293074178366,-99.35136887667518,-111.56289246847393,-101.22597930364826,293.88169460272917,37.69243254883302,45.171624118738215,55.983817106667885,20.43310309030232,15.301538193093904,170.88624451753978,17.845325666311485,160.8760029162566,131.97487706448325,53.66023326725972,9.080084557128924,113.23918379328161,13.750485265782054,13.628751640460198,16.846062768326846,14.197220123371494
1.0,1.0,GT3,23.821644213748776,-98.39365206258962,49.32357954335474,-70.01615358864943,-76.67419939000268,-94.493784605822,-98.35753381300815,224.60620047743558,30.058202475320137,36.48176002387218,45.38139448958202,22.97320105748349,17.8584736679064,162.19607668476408,17.381644381353883,164.69541925386187,131.69490277739632,51.779928323971134,8.861205129586846,100.60105035963744,16.16555526059054,15.378469824291647,16.415205722005997,14.604240024891059
1.0,1.0,GT4,28.605414397066426,-98.39365206258962,49.491535645760834,-70.01615358864943,-76.67419939000268,-94.493784605822,-98.35753381300815,224.60620047743558,33.68579799106323,38.95866877826262,45.54462350562838,22.835869621257363,17.12727897305012,162.19607668476408,17.38589930658544,164.69541925386187,131.69490277739632,51.779928323971134,8.861205129586846,100.60105035963744,15.736040968703529,15.201449897793122,16.418561465042632,14.604922454778054
1.0,1.0,GT5,24.00566150851366,-44.04147701957076,39.89872179215645,-12.719551886639032,-29.83105060542225,-75.96324836495558,-95.26944939846321,265.6152326559458,27.90227014291173,31.905244422412437,36.11504417530542,24.881348006578992,19.497231663378578,155.91226501073388,17.90571743897905,160.628929437284,127.26416780628875,49.549851094564474,8.530735721189965,114.1599384788846,18.235660130463994,17.42384079359838,16.9647861186815,15.017651806153284
1.0,1.0,GT6,23.08190053262775,-19.708926868266396,35.22788058718685,3.2545214205929187,-15.592808649481604,-67.74820607200462,-93.9107382701031,177.14500150904573,26.06972851650296,29.12703037118006,31.53076271974425,26.56726901485097,20.386968125110183,154.4051343153775,18.40983895857255,161.70918993572715,127.31824498993556,48.522080524694054,8.355306709509632,101.54151736515536,19.28492338904477,18.47274429189756,17.481435147378633,15.167518675745542
1.0,1.0,MT1,219.17430718538174,-221.09769243954352,63.054480199946966,-189.59615582967209,-155.8109520616609,-136.9132756615238,-105.51722523119454,238.4697905603876,179.78021815270284,140.97647755991227,58.99155049691391,27.560967534118838,32.863424236833936,187.6732460897203,18.67401328913506,185.27568928704753,140.49547584174536,56.120948676021044,9.249915884826855,95.22526128955701,28.052531171813094,23.92366162471483,17.703650913663378,13.880895081888726
1.0,1.0,MT2,21.405407204992535,-186.77889334676917,55.07320857580454,-182.51748932735774,-152.96914408523836,-124.9826239830223,-103.49156083306123,-55.84552178702125,29.5876094633154,38.08309818289799,51.15768248248898,29.336930483062677,15.482938354903073,179.31577592785655,17.610946833186883,187.54292300587565,143.71338043546095,55.024463563259324,9.196555275098838,98.91602471093995,13.433575502436348,13.041476217166265,16.66294379523386,14.106185347889573
1.0,1.0,MT3,29.738081690327057,-88.38676643575148,48.97304643010432,-49.78189563626594,-68.04107007335168,-91.05759841187417,-97.78154912196192,338.951253931971,34.415872831466125,39.27302780311929,45.02034771841153,22.107070904692716,17.274981479458653,160.77989140719183,17.438054434343407,161.37354323393708,130.69849137278274,51.39123002715623,8.80965351212639,129.27201765561506,15.97709546996266,15.45968653759275,16.4690916101188,14.692599912863544
1.0,1.0,MT4,31.75561335202385,-121.02350260278634,48.40999494262638,-113.2400295003707,-89.4977852777228,-102.27657428100397,-99.66403909206846,-6.068063811952429,35.75425698306576,39.98037894980847,44.54036472960709,26.446598379940507,15.949469835978018,165.83135292317226,17.232597782865987,173.4003189794346,132.42760855549218,52.6489698961981,8.96888931914339,95.79266211567969,14.781903477145681,14.524323144979158,16.2817795753338,14.439348962358673
1.0,1.0,MT5,26.646647429172653,-94.97042402255784,42.33537163780124,-66.40878018034837,-46.90741273442879,-93.31793514505142,-98.1603705664579,227.19425946360897,30.43797881849561,34.41084624438706,38.58287347593185,28.570152109663216,17.53058379953989,161.69751426884275,17.29734645563857,164.30156508929318,125.00258135821359,51.646798176190245,8.843739520174912,101.38605348237161,16.23088068162121,15.637329832348462,16.365577392696068,14.614455448127552
1.0,1.0,MT6,28.589976846330856,-88.38676643575148,48.637172075479256,-49.78189563626594,-68.04107007335168,-91.05759841187417,-97.78154912196192,338.951253931971,33.471603638474576,38.531115716062935,44.693926471220934,22.381393670164996,17.44551257584081,160.77989140719183,17.431644435443967,161.37354323393708,130.69849137278274,51.39123002715623,8.80965351212639,129.27201765561506,16.08578844973483,15.512433183556297,16.464480644183276,14.690201186022467
1.0,1.0,RE1,-1.748040482264841,-186.77889334676917,47.16922731227266,-8.116404049033164,-132.85909871248688,-124.9826239830223,-103.49156083306123,798.395437566853,10.263155555972224,22.55720320417032,43.47615697664032,36.237644639442095,19.402187842696737,179.31577592785655,17.035033122633152,137.61967675995672,137.29693853987322,55.024463563259324,9.196555275098838,289.72252598822735,15.918019863583075,13.973964923588028,16.127940454100365,14.337185763241814
1.0,1.0,RE2,12.100151287031977,-73.36141727315015,31.514085692276687,24.18788029657573,-28.270500209006723,-85.91382914724777,-96.92153949292954,884.2013788221677,16.860091021312577,21.748883275336635,28.022698553917575,36.410308951443554,20.497903438007704,158.85781533620994,17.697264956215403,151.15127631646249,123.64244992069467,50.78478142189044,8.72367205164028,322.56755163960565,18.733062235739737,17.513431749275437,16.80651892698839,14.753893875465392
1.0,1.0,RE3,11.006059581045957,-46.19158123390708,26.267436921714,52.835578325169344,-4.868500904436951,-76.69016450629331,-95.38978009879257,691.1171560827123,14.759598346258178,18.60034257491351,22.871444533856387,38.709192280314326,21.456518028923675,156.08740842298417,18.381967765829412,152.9526906423667,122.60086203469939,49.640853672720596,8.545641485730833,251.29869422748695,19.924889012652454,18.761907460285176,17.499937017622624,14.870582776725191
1.0,1.0,RE4,11.50085124219151,-14.932006007116813,22.78999403320887,85.80558290718568,22.032043368621505,-66.1429448831165,-93.6459641497869,714.635069231423,14.294418631771034,17.131114606209366,19.43436708372418,38.98379336358993,22.267969912361632,154.21279530259213,19.200696086072618,156.84702547820314,122.45288275527967,48.31742782085221,8.3185799500272,261.8984346229102,21.001487466992018,19.95079329309513,18.317606686172578,14.978354394738528
1.0,1.0,RE5,14.156485146503266,2.828531405672575,22.893649088491724,104.55118955885185,57.39603758480826,-60.219078524707484,-92.67261657153135,727.9484201462625,16.3276162644705,18.521085973932262,19.504341311159767,36.887097209893746,22.331939753247603,153.77963520216204,19.555968728122338,160.0013638487891,121.41934106615506,47.5157429409349,8.16973111303719,268.4056770766902,21.270967196337956,20.34886320686825,18.665394251686998,15.067927147002623
