region_id,year,Capacity_CCNG,Capacity_Coal,Capacity_CombustionTurbine_Diesel,Capacity_DistributedGeneration,Capacity_FuelCells,Capacity_Geothermal,Capacity_Hydroelectric,Capacity_MunicipalWaste,Capacity_Nuclear,Capacity_OffshoreWind,Capacity_Oil_NatGas_Steam,Capacity_OnshoreWind,Capacity_PumpedStorage,Capacity_SolarPhotovoltaic,Capacity_SolarThermal,Capacity_WoodBiomass,ElectricityPrice_Commercial,ElectricityPrice_Residential,Emissions_CarbonDioxide,Emissions_NOx,Emissions_SulfurDioxide,Generation_Coal,Generation_DistributedGeneration,Generation_NaturalGas,Generation_Nuclear,Generation_Petroleum,Generation_PumpedStorage,Generation_Renewables,NaturalGasPrice,PlannedAdditions_CCNG,PlannedAdditions_Coal,PlannedAdditions_CombustionTurbine_Diesel,PlannedAdditions_DistributedGeneration,PlannedAdditions_DiurnalStorage,PlannedAdditions_FuelCells,PlannedAdditions_Geothermal,PlannedAdditions_Hydroelectric,PlannedAdditions_MunicipalWaste,PlannedAdditions_Nuclear,PlannedAdditions_OffshoreWind,PlannedAdditions_Oil_NatGas_Steam,PlannedAdditions_OnshoreWind,PlannedAdditions_PumpedStorage,PlannedAdditions_SolarPhotovoltaic,PlannedAdditions_SolarThermal,PlannedAdditions_WoodBiomass,Retirements_CCNG,Retirements_Coal,Retirements_CombustionTurbine_Diesel,Retirements_DiurnalStorage,Retirements_FuelCells,Retirements_Nuclear,Retirements_Oil_NatGas_Steam,Retirements_PumpedStorage,Retirements_RenewableGeneration,TotalGeneration_TWh,UnplannedAdditions_CCNG,UnplannedAdditions_Coal,UnplannedAdditions_CombustionTurbine_Diesel,UnplannedAdditions_DistributedGeneration,UnplannedAdditions_DiurnalStorage,UnplannedAdditions_FuelCells,UnplannedAdditions_Nuclear,UnplannedAdditions_Oil_NatGas_Steam,UnplannedAdditions_PumpedStorage,UnplannedAdditions_RenewableGeneration,ElectricityPrice_Commercial_Dollars_kWh-1,ElectricityPrice_Residential_Dollars_kWh-1,NaturalGasPrice_Dollars_kWh-1,Emissions_CarbonDioxide_kg,Emissions_SulfurDioxide_kg,Emissions_NOx_kg,CO2_kg_MWh-1,SO2_kg_MWh-1,NOx_kg_MWh-1
BASN,2019,7.2,7.4,2.2,0.0,0.0,0.53,2.49,0.02,0.0,0.0,0.6,2.73,0.0,2.56,0.18,0.02,8.5,11.1,70.49,0.06,0.01,41.0,0.0,50.0,0.0,0.2,0.0,27.0,2.77,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,118.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.085,0.111,0.0094516278,63947470649.99999,9071850.0,54431100.0,541.4688454699407,0.07681498729889924,0.46088992379339544
BASN,2020,7.2,7.4,2.2,0.0,0.0,0.56,2.49,0.02,0.0,0.0,0.6,3.73,0.0,3.56,0.18,0.02,8.7,11.8,68.81,0.06,0.01,41.3,0.0,46.7,0.0,0.2,0.0,29.5,2.61,0.0,0,0.0,0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.99,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,117.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.087,0.11800000000000001,0.008905685399999998,62423399850.0,9071850.0,54431100.0,530.8112232142857,0.07714158163265306,0.4628494897959184
BASN,2021,7.2,7.4,2.6,0.4,0.0,0.56,2.5,0.02,0.0,0.0,0.5,4.05,0.0,3.96,0.18,0.02,8.5,12.0,69.51,0.06,0.01,41.2,0.2,48.2,0.0,0.2,0.0,34.0,2.88,0.0,0,0.0,0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,1.31,0,1.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.11,0,0.0,123.7,0.0,0.0,0.43,0.45,0.0,0.0,0,0,0,0.0,0.085,0.12,0.009826963199999999,63058429350.0,9071850.0,54431100.0,509.76903274050125,0.07333751010509297,0.44002506063055774
BASN,2022,8.4,7.4,2.6,0.5,0.0,0.56,2.5,0.07,0.0,0.0,0.2,7.01,0.0,3.96,0.18,0.02,8.6,12.1,66.4,0.05,0.01,40.7,0.2,44.9,0.0,0.2,0.0,42.4,2.94,0.0,0,0.0,0,0.0,0.0,0.03,0.01,0.05,0.0,0.0,0.0,4.27,0,1.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.35,0,0.0,128.4,1.17,0.0,0.43,0.47,0.0,0.0,0,0,0,2.51,0.086,0.121,0.010031691599999998,60237084000.0,9071850.0,45359250.0,469.13616822429907,0.07065303738317756,0.3532651869158878
BASN,2023,9.2,6.2,2.6,0.5,0.0,0.58,2.5,0.07,0.0,0.0,0.2,8.75,0.0,3.96,0.18,0.02,8.9,12.8,60.27,0.04,0.01,35.2,0.2,47.4,0.0,0.1,0.0,50.2,3.13,0.0,0,0.0,0,0.0,0.0,0.05,0.01,0.05,0.0,0.0,0.0,6.01,0,1.4,0.0,0.0,0.19,1.24,0.01,0,0,0.0,0.35,0,0.01,133.1,2.19,0.0,0.43,0.53,0.0,0.0,0,0,0,3.77,0.08900000000000001,0.128,0.010679998199999999,54676039950.0,9071850.0,36287400.0,410.7891806912096,0.06815815176558979,0.27263260706235914
BASN,2024,10.0,6.2,2.6,0.6,0.0,0.61,2.5,0.07,0.0,0.0,0.2,9.25,0.0,3.96,0.18,0.02,9.0,13.0,60.6,0.05,0.01,35.4,0.3,48.4,0.0,0.1,0.0,53.0,3.4,0.0,0,0.0,0,0.0,0.0,0.08,0.01,0.05,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.24,0.01,0,0,0.0,0.35,0,0.01,137.2,2.98,0.0,0.43,0.59,0.0,0.0,0,0,0,3.8,0.09,0.13,0.011601275999999999,54975411000.0,9071850.0,45359250.0,400.69541545189503,0.06612135568513121,0.330606778425656
BASN,2025,10.9,5.9,2.6,0.7,0.0,0.63,2.5,0.07,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,9.2,13.5,58.6,0.04,0.01,35.7,0.3,47.7,0.0,0.1,0.0,54.3,3.85,0.0,0,0.0,0,0.0,0.0,0.1,0.01,0.05,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.51,0.01,0,0,0.0,0.46,0,0.01,138.2,3.87,0.0,0.43,0.65,0.0,0.0,0,0,0,3.82,0.092,0.135,0.013136739,53161041000.0,9071850.0,36287400.0,384.66744573082497,0.06564290882778583,0.2625716353111433
BASN,2026,10.9,5.7,2.6,0.7,0.0,0.66,2.5,0.07,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,9.5,14.0,58.87,0.04,0.01,34.4,0.3,52.0,0.0,0.1,0.0,54.5,4.28,0.0,0,0.0,0,0.0,0.0,0.13,0.01,0.05,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,141.4,3.87,0.0,0.43,0.71,0.0,0.0,0,0,0,3.85,0.095,0.14,0.014603959199999999,53405980950.0,9071850.0,36287400.0,377.694349009901,0.0641573550212164,0.2566294200848656
BASN,2027,10.9,5.7,2.6,0.8,0.0,0.66,2.5,0.07,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,9.6,14.4,61.59,0.04,0.01,34.9,0.3,56.9,0.0,0.1,0.0,54.5,4.62,0.0,0,0.0,0,0.0,0.0,0.13,0.01,0.05,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,146.8,3.89,0.0,0.43,0.76,0.0,0.0,0,0,0,3.85,0.096,0.14400000000000002,0.0157640868,55873524150.0,9071850.0,36287400.0,380.6098375340599,0.06179734332425068,0.24718937329700272
BASN,2028,11.3,5.7,2.6,0.8,0.0,0.67,2.5,0.07,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,9.9,14.8,61.13,0.04,0.01,35.0,0.4,55.7,0.0,0.1,0.0,54.6,4.86,0.0,0,0.0,0,0.0,0.0,0.14,0.01,0.05,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,145.9,4.29,0.0,0.43,0.83,0.0,0.0,0,0,0,3.86,0.099,0.14800000000000002,0.0165830004,55456219050.0,9071850.0,36287400.0,380.0974575051405,0.062178546949965725,0.2487141877998629
BASN,2029,12.2,5.7,2.6,0.9,0.0,0.68,2.5,0.07,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,10.1,15.3,61.41,0.04,0.01,34.6,0.4,58.2,0.0,0.1,0.0,54.7,4.99,0.0,0,0.0,0,0.0,0.0,0.15,0.01,0.05,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,148.1,5.2,0.0,0.47,0.89,0.0,0.0,0,0,0,3.88,0.10099999999999999,0.153,0.017026578599999998,55710230850.0,9071850.0,36287400.0,376.16631228899394,0.06125489534098582,0.24501958136394328
BASN,2030,12.5,5.7,2.6,1.0,0.0,0.7,2.5,0.08,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,10.1,15.6,63.34,0.04,0.01,34.4,0.4,63.3,0.0,0.1,0.0,54.9,5.07,0.0,0,0.0,0,0.0,0.0,0.16,0.01,0.06,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,153.2,5.52,0.0,0.47,0.96,0.0,0.0,0,0,0,3.89,0.10099999999999999,0.156,0.0172995498,57461097900.0,9071850.0,36287400.0,375.0724406005222,0.05921573107049609,0.23686292428198436
BASN,2031,12.6,5.7,2.9,1.0,0.0,0.71,2.5,0.08,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,10.2,15.9,63.45,0.04,0.01,34.4,0.4,63.8,0.0,0.1,0.0,54.9,5.13,0.0,0,0.0,0,0.0,0.0,0.18,0.01,0.06,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,153.8,5.59,0.0,0.74,1.02,0.0,0.0,0,0,0,3.91,0.102,0.159,0.017504278199999997,57560888250.0,9071850.0,36287400.0,374.25805104031207,0.05898472041612483,0.23593888166449933
BASN,2032,13.0,5.7,2.9,1.1,0.0,0.72,2.5,0.08,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,10.5,16.5,63.29,0.04,0.01,34.4,0.5,63.7,0.0,0.1,0.0,55.1,5.29,0.0,0,0.0,0,0.0,0.0,0.19,0.01,0.06,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,153.7,5.97,0.0,0.74,1.09,0.0,0.0,0,0,0,3.92,0.105,0.165,0.0180502206,57415738650.0,9071850.0,36287400.0,373.5571805465192,0.05902309694209499,0.23609238776837996
BASN,2033,13.2,5.7,3.0,1.2,0.0,0.73,2.5,0.08,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,10.8,17.0,63.37,0.04,0.01,34.3,0.5,64.2,0.0,0.1,0.0,55.1,5.5,0.0,0,0.0,0,0.0,0.0,0.2,0.01,0.06,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,154.3,6.24,0.0,0.82,1.16,0.0,0.0,0,0,0,3.93,0.10800000000000001,0.17,0.01876677,57488313450.0,9071850.0,36287400.0,372.5749413480233,0.05879358392741413,0.2351743357096565
BASN,2034,13.5,5.7,3.1,1.2,0.0,0.74,2.5,0.08,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,11.1,17.6,63.9,0.04,0.01,34.3,0.5,65.6,0.0,0.1,0.0,55.2,5.69,0.0,0,0.0,0,0.0,0.0,0.21,0.01,0.06,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,155.8,6.51,0.0,0.9,1.23,0.0,0.0,0,0,0,3.94,0.111,0.17600000000000002,0.0194150766,57969121500.0,9071850.0,36287400.0,372.07395057766365,0.058227535301668805,0.23291014120667522
BASN,2035,13.9,5.7,3.1,1.3,0.0,0.75,2.5,0.08,0.0,0.0,0.1,9.27,0.0,3.96,0.18,0.02,11.5,18.2,64.14,0.04,0.01,34.2,0.6,66.3,0.0,0.1,0.0,55.4,5.84,0.0,0,0.0,0,0.0,0.0,0.22,0.01,0.06,0.0,0.0,0.0,6.53,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,156.6,6.86,0.0,0.9,1.3,0.0,0.0,0,0,0,3.97,0.115,0.182,0.019926897599999997,58186845900.0,9071850.0,36287400.0,371.56351149425285,0.05793007662835249,0.23172030651340997
BASN,2036,14.3,5.7,3.1,1.4,0.0,0.76,2.5,0.08,0.0,0.0,0.1,9.27,0.0,3.96,0.18,0.02,11.9,18.8,64.52,0.04,0.01,34.2,0.6,67.8,0.0,0.1,0.0,55.5,6.0,0.0,0,0.0,0,0.0,0.0,0.23,0.01,0.06,0.0,0.0,0.0,6.53,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,158.2,7.32,0.0,0.9,1.38,0.0,0.0,0,0,0,3.99,0.11900000000000001,0.188,0.02047284,58531576199.99999,9071850.0,36287400.0,369.98467888748416,0.05734418457648546,0.22937673830594185
BASN,2037,14.3,5.7,3.6,1.5,0.0,0.79,2.5,0.08,0.0,0.0,0.1,9.27,0.0,3.96,0.18,0.02,12.2,19.3,64.81,0.04,0.01,34.2,0.7,68.4,0.0,0.1,0.0,55.7,6.29,0.0,0,0.0,0,0.0,0.0,0.26,0.01,0.06,0.0,0.0,0.0,6.53,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,159.2,7.32,0.0,1.39,1.54,0.0,0.0,0,0,0,4.01,0.122,0.193,0.021462360599999997,58794659850.0,9071850.0,36287400.0,369.3131900125628,0.056983982412060305,0.22793592964824122
BASN,2038,14.6,5.7,3.7,1.7,0.0,0.8,2.5,0.08,0.0,0.0,0.1,9.31,0.0,3.96,0.18,0.02,12.5,19.8,64.64,0.04,0.01,34.2,0.7,68.1,0.0,0.1,0.0,55.9,6.5,0.0,0,0.0,0,0.0,0.0,0.27,0.01,0.06,0.0,0.0,0.0,6.58,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,159.1,7.56,0.0,1.51,1.71,0.0,0.0,0,0,0,4.07,0.125,0.198,0.02217891,58640438400.0,9071850.0,36287400.0,368.57597988686365,0.057019798868636076,0.2280791954745443
BASN,2039,13.9,5.7,4.1,1.9,0.0,0.82,2.5,0.08,0.0,0.0,0.1,9.31,0.0,3.96,0.18,0.02,12.7,20.3,62.99,0.04,0.01,34.1,0.8,64.0,0.0,0.1,0.0,56.1,6.68,0.0,0,0.0,0,0.0,0.0,0.28,0.01,0.06,0.0,0.0,0.0,6.58,0,1.4,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,155.2,7.56,0.0,1.95,1.88,0.0,0.0,0,0,0,4.08,0.127,0.203,0.0227930952,57143583150.0,9071850.0,36287400.0,368.1931903994846,0.05845264175257732,0.23381056701030928
BASN,2040,13.9,5.7,4.5,2.1,0.0,0.83,2.5,0.08,0.0,0.0,0.1,9.41,0.0,3.96,0.18,0.02,13.0,20.8,62.67,0.04,0.01,34.1,0.9,63.1,0.0,0.1,0.0,56.4,6.83,0.0,0,0.0,0,0.0,0.0,0.29,0.01,0.06,0.0,0.0,0.0,6.67,0,1.4,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,154.7,7.56,0.0,2.29,2.05,0.0,0.0,0,0,0,4.19,0.13,0.20800000000000002,0.023304916199999998,56853283950.0,9071850.0,36287400.0,367.5066835811248,0.058641564318034904,0.23456625727213962
BASN,2041,14.2,5.7,4.8,2.2,0.0,0.84,2.5,0.08,0.0,0.0,0.1,9.9,0.0,3.96,0.18,0.02,13.3,21.3,61.41,0.04,0.01,34.1,1.0,60.0,0.0,0.1,0.0,57.9,6.99,0.0,0,0.0,0,0.0,0.0,0.3,0.01,0.06,0.0,0.0,0.0,7.17,0,1.4,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,153.0,7.78,0.0,2.67,2.24,0.0,0.0,0,0,0,4.69,0.133,0.213,0.0238508586,55710230850.0,9071850.0,36287400.0,364.11915588235297,0.059293137254901956,0.23717254901960783
BASN,2042,14.2,5.7,5.1,2.4,0.0,0.85,2.5,0.08,0.0,0.0,0.1,9.9,0.0,3.96,0.18,0.02,13.5,21.8,60.86,0.04,0.01,34.0,1.1,58.5,0.0,0.1,0.0,58.3,7.19,0.0,0,0.0,0,0.0,0.0,0.31,0.01,0.06,0.0,0.0,0.0,7.17,0,1.4,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,152.0,7.78,0.0,2.97,2.43,0.0,0.0,0,0,0,4.71,0.135,0.218,0.0245332866,55211279100.0,9071850.0,36287400.0,363.23209934210524,0.05968322368421053,0.23873289473684212
BASN,2043,14.2,5.7,5.3,2.6,0.0,0.85,2.5,0.08,0.0,0.0,0.1,11.62,0.0,3.96,0.18,0.02,13.8,22.3,59.69,0.04,0.01,34.0,1.2,55.3,0.0,0.1,0.0,63.4,7.38,0.0,0,0.0,0,0.0,0.0,0.31,0.01,0.06,0.0,0.0,0.0,8.89,0,1.4,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,154.0,7.78,0.0,3.11,2.63,0.0,0.0,0,0,0,6.43,0.138,0.223,0.025181593199999998,54149872650.0,9071850.0,36287400.0,351.6225496753247,0.05890811688311688,0.23563246753246753
BASN,2044,14.7,5.7,5.3,2.8,0.0,0.87,2.5,0.08,0.0,0.0,0.1,12.78,0.0,4.0,0.18,0.02,14.2,23.0,60.09,0.04,0.01,34.0,1.2,56.5,0.0,0.1,0.0,68.3,7.63,0.0,0,0.0,0,0.0,0.0,0.34,0.01,0.06,0.0,0.0,0.0,10.05,0,1.45,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,160.2,8.28,0.0,3.11,2.84,0.0,0.0,0,0,0,7.66,0.142,0.23,0.026034628199999996,54512746650.0,9071850.0,36287400.0,340.27931741573036,0.05662827715355805,0.2265131086142322
BASN,2045,15.0,5.7,5.4,3.0,0.0,0.9,2.5,0.08,0.0,0.0,0.1,13.1,0.0,4.0,0.18,0.02,14.5,23.6,60.78,0.04,0.0,34.0,1.3,58.3,0.0,0.1,0.0,70.4,7.89,0.0,0,0.0,0,0.0,0.0,0.36,0.01,0.06,0.0,0.0,0.0,10.37,0,1.45,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,164.1,8.61,0.0,3.22,3.04,0.0,0.0,0,0,0,8.0,0.145,0.23600000000000002,0.0269217846,55138704300.0,0.0,36287400.0,336.0067294332724,0.0,0.22112979890310788
BASN,2046,15.4,5.7,5.4,3.3,0.0,0.93,2.5,0.08,0.0,0.0,0.1,13.22,0.0,4.0,0.18,0.02,14.7,24.1,61.14,0.04,0.0,33.9,1.4,59.2,0.0,0.1,0.0,71.2,8.16,0.0,0,0.0,0,0.0,0.0,0.39,0.01,0.06,0.0,0.0,0.0,10.49,0,1.45,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,165.9,8.98,0.0,3.22,3.25,0.0,0.0,0,0,0,8.15,0.147,0.24100000000000002,0.027843062399999997,55465290900.0,0.0,36287400.0,334.32966184448463,0.0,0.21873056057866183
BASN,2047,15.8,5.7,5.5,3.5,0.0,0.95,2.5,0.08,0.0,0.0,0.1,13.22,0.0,4.04,0.18,0.02,15.1,24.7,61.82,0.04,0.01,33.9,1.5,61.1,0.0,0.1,0.0,71.6,8.55,0.0,0,0.0,0,0.0,0.0,0.42,0.01,0.06,0.0,0.0,0.0,10.49,0,1.49,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,168.3,9.4,0.0,3.34,3.48,0.0,0.0,0,0,0,8.22,0.151,0.247,0.029173797,56082176700.0,9071850.0,36287400.0,333.227431372549,0.05390285204991087,0.21561140819964347
BASN,2048,16.2,5.7,5.5,3.7,0.0,0.99,2.5,0.08,0.0,0.0,0.1,13.22,0.0,4.07,0.18,0.02,15.4,25.3,63.48,0.04,0.01,33.9,1.6,65.2,0.0,0.1,0.0,72.0,8.92,0.0,0,0.0,0,0.0,0.0,0.45,0.01,0.06,0.0,0.0,0.0,10.49,0,1.51,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,172.9,9.84,0.0,3.34,3.7,0.0,0.0,0,0,0,8.28,0.154,0.253,0.030436288799999996,57588103800.0,9071850.0,36287400.0,333.07173973395027,0.052468768074031225,0.2098750722961249
BASN,2049,16.7,5.7,5.5,3.9,0.0,1.02,2.5,0.08,0.0,0.0,0.1,13.22,0.0,4.07,0.18,0.02,15.7,25.9,60.16,0.04,0.01,33.9,1.7,56.5,0.0,0.1,0.0,72.3,9.24,0.0,0,0.0,0,0.0,0.0,0.49,0.01,0.06,0.0,0.0,0.0,10.49,0,1.51,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,164.5,10.31,0.0,3.34,3.92,0.0,0.0,0,0,0,8.32,0.157,0.259,0.0315281736,54576249600.0,9071850.0,36287400.0,331.7705142857143,0.05514802431610943,0.2205920972644377
BASN,2050,16.9,5.7,5.8,4.1,0.0,1.04,2.5,0.08,0.0,0.0,0.1,13.22,0.0,4.07,0.18,0.02,16.0,26.4,61.16,0.04,0.0,33.8,1.8,59.0,0.0,0.1,0.0,72.4,9.6,0.0,0,0.0,0,0.0,0.0,0.5,0.01,0.06,0.0,0.0,0.0,10.49,0,1.51,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,167.1,10.52,0.0,3.62,4.14,0.0,0.0,0,0,0,8.33,0.16,0.264,0.032756544,55483434600.0,0.0,36287400.0,332.0373105924596,0.0,0.21715978456014362
CANO,2019,10.0,0.0,4.7,0.0,0.1,0.87,6.17,0.1,2.2,0.0,0.0,1.42,2.0,4.02,0.0,0.41,15.3,17.7,20.04,0.01,0.0,0.0,0.0,42.6,18.2,0.0,-0.1,40.4,3.19,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.153,0.177,0.010884726599999998,18179987400.0,0.0,9071850.0,179.8218338278932,0.0,0.08973145400593471
CANO,2020,10.0,0.0,4.6,0.0,0.1,0.96,6.17,0.1,2.2,0.0,0.0,1.53,2.0,4.77,0.0,0.41,15.6,18.6,16.14,0.01,0.0,0.0,0.0,34.2,18.1,0.0,-0.1,42.7,2.81,0.0,0,0.0,0,0.57,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0,0.75,0.0,0.0,0.0,0.0,0.05,0,0,0.0,0.0,0,0.0,94.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.156,0.18600000000000003,0.009588113399999999,14641965900.0,0.0,9071850.0,154.2883656480506,0.0,0.09559378292939935
CANO,2021,10.0,0.0,4.6,0.1,0.1,0.96,6.18,0.1,2.2,0.0,0.0,1.53,2.0,4.77,0.0,0.41,15.8,18.9,17.33,0.01,0.0,0.0,0.0,37.1,18.1,0.0,-0.1,43.7,3.18,0.0,0,0.0,0,1.31,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0,0.75,0.0,0.0,0.0,0.0,0.05,0,0,0.0,0.0,0,0.0,98.8,0.0,0.0,0.0,0.09,0.0,0.0,0,0,0,0.0,0.158,0.18899999999999997,0.0108506052,15721516050.0,0.0,9071850.0,159.12465637651823,0.0,0.09182034412955467
CANO,2022,10.0,0.0,4.6,0.1,0.1,0.96,6.18,0.1,2.2,0.0,0.0,1.53,2.0,4.77,0.0,0.41,16.6,19.7,16.61,0.01,0.0,0.0,0.0,35.8,18.1,0.0,-0.2,42.9,2.99,0.0,0,0.0,0,1.49,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0,0.75,0.0,0.0,0.0,0.0,0.05,0,0,0.0,0.0,0,0.0,96.6,0.0,0.0,0.0,0.11,0.0,0.0,0,0,0,0.0,0.166,0.19699999999999998,0.0102022986,15068342850.0,0.0,9071850.0,155.98698602484473,0.0,0.09391149068322982
CANO,2023,10.0,0.0,4.6,0.1,0.1,0.99,6.18,0.1,2.2,0.0,0.0,1.53,2.0,4.77,0.0,0.41,17.2,20.8,14.68,0.01,0.0,0.0,0.1,31.6,18.1,0.0,-0.2,43.2,3.13,0.0,0,0.0,0,1.68,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0,0.75,0.0,0.0,0.0,0.0,0.05,0,0,0.0,0.0,0,0.0,92.8,0.0,0.0,0.0,0.12,0.0,0.0,0,0,0,0.03,0.172,0.20800000000000002,0.010679998199999999,13317475800.0,0.0,9071850.0,143.5072823275862,0.0,0.09775700431034483
CANO,2024,10.0,0.0,4.6,0.1,0.1,1.01,6.18,0.1,2.2,0.0,0.0,1.53,2.0,4.77,0.0,0.41,17.7,21.5,14.3,0.01,0.0,0.0,0.1,30.8,18.1,0.0,-0.2,43.4,3.39,0.0,0,0.0,0,1.87,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.1,0,0.75,0.0,0.0,0.0,0.0,0.05,0,0,0.0,0.0,0,0.0,92.0,0.0,0.0,0.0,0.14,0.0,0.0,0,0,0,0.05,0.177,0.215,0.011567154599999999,12972745500.0,0.0,9071850.0,141.00810326086958,0.0,0.09860706521739131
CANO,2025,10.0,0.0,4.6,0.2,0.1,1.04,6.18,0.1,1.1,0.0,0.0,1.53,2.0,4.77,0.0,0.41,18.8,22.9,15.17,0.01,0.0,0.0,0.1,32.7,9.1,0.0,-0.2,43.5,3.85,0.0,0,0.0,0,1.87,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0,0.75,0.0,0.0,0.0,0.0,0.05,0,0,1.12,0.0,0,0.0,85.2,0.0,0.0,0.0,0.16,0.0,0.0,0,0,0,0.08,0.188,0.22899999999999998,0.013136739,13761996450.0,0.0,9071850.0,161.52577992957748,0.0,0.10647711267605633
CANO,2026,10.0,0.0,4.6,0.2,0.1,1.11,6.18,0.1,0.0,0.0,0.0,1.53,2.0,4.77,0.0,0.41,19.9,24.6,17.31,0.01,0.0,0.0,0.1,37.6,0.0,0.0,-0.3,44.1,4.39,0.0,0,0.0,0,1.87,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.1,0,0.75,0.0,0.0,0.0,0.0,0.05,0,0,2.24,0.0,0,0.0,81.6,0.0,0.0,0.0,0.19,0.0,0.0,0,0,0,0.15,0.19899999999999998,0.24600000000000002,0.014979294599999998,15703372350.0,0.0,9071850.0,192.44328860294118,0.0,0.11117463235294119
