datetime,Qe,T_db,Patm,RH,Wcomp_kW,Wct_kW,Welec_kW,makeup_water_kg_per_s,percent_makeup
2020-01-01 00:30:00-08:00,500,7.2,102.2,0.9,83.05,3.284,86.34,0.1389,0.003177
2020-01-01 01:30:00-08:00,500,7.2,102.1,0.9,83.05,3.284,86.34,0.139,0.003178
2020-01-01 02:30:00-08:00,500,6.7,102.2,0.89,83.05,3.284,86.34,0.1381,0.003158
2020-01-01 03:30:00-08:00,500,6.1,102.2,0.93,83.05,3.284,86.34,0.1332,0.003046
2020-01-01 04:30:00-08:00,500,4.4,102.2,0.97,83.05,3.284,86.34,0.1251,0.002862
2020-01-01 05:30:00-08:00,500,4.4,102.2,0.97,83.05,3.284,86.34,0.1251,0.002862
2020-01-01 06:30:00-08:00,500,6.1,102.2,0.89,83.05,3.284,86.34,0.1362,0.003114
2020-01-01 07:30:00-08:00,500,5.0,102.2,0.86,83.05,3.284,86.34,0.1347,0.003081
2020-01-01 08:30:00-08:00,500,7.8,102.3,0.82,83.05,3.284,86.34,0.1472,0.003366
2020-01-01 09:30:00-08:00,500,8.9,102.3,0.86,83.05,3.284,86.34,0.1475,0.003374
2020-01-01 10:30:00-08:00,500,9.4,102.3,0.86,83.05,3.284,86.34,0.1491,0.00341
2020-01-01 11:30:00-08:00,500,10.0,102.2,0.83,83.05,3.284,86.34,0.1537,0.003516
2020-01-01 12:30:00-08:00,500,10.6,102.2,0.83,83.05,3.284,86.34,0.1557,0.00356
2020-01-01 13:30:00-08:00,500,11.1,102.1,0.83,83.05,3.284,86.34,0.1573,0.003599
2020-01-01 14:30:00-08:00,500,13.9,102.0,0.53,83.05,3.284,86.34,0.1986,0.004542
2020-01-01 15:30:00-08:00,500,13.9,102.1,0.47,83.05,3.284,86.34,0.2054,0.004699
2020-01-01 16:30:00-08:00,500,11.1,102.1,0.74,83.05,3.284,86.34,0.1658,0.003791
2020-01-01 17:30:00-08:00,500,11.1,102.1,0.69,83.05,3.284,86.34,0.1705,0.0039
2020-01-01 18:30:00-08:00,500,10.6,102.1,0.58,83.05,3.284,86.34,0.1792,0.004098
2020-01-01 19:30:00-08:00,500,10.6,102.2,0.61,83.05,3.284,86.34,0.1762,0.00403
2020-01-01 20:30:00-08:00,500,8.9,102.2,0.66,83.05,3.284,86.34,0.1648,0.003769
2020-01-01 21:30:00-08:00,500,9.4,102.2,0.61,83.05,3.284,86.34,0.1713,0.003918
2020-01-01 22:30:00-08:00,500,7.8,102.2,0.76,83.05,3.284,86.34,0.1521,0.003479
2020-01-01 23:30:00-08:00,500,6.7,102.2,0.82,83.05,3.284,86.34,0.1435,0.003281
2020-01-02 00:30:00-08:00,500,8.9,102.2,0.83,83.05,3.284,86.34,0.1501,0.003433
2020-01-02 01:30:00-08:00,500,6.1,102.2,0.79,83.05,3.284,86.34,0.1437,0.003286
2020-01-02 02:30:00-08:00,500,5.6,102.2,0.85,83.05,3.284,86.34,0.1374,0.003144
2020-01-02 03:30:00-08:00,500,3.9,102.1,0.86,83.05,3.284,86.34,0.1311,0.002997
2020-01-02 04:30:00-08:00,500,5.6,102.1,0.85,83.05,3.284,86.34,0.1375,0.003145
2020-01-02 05:30:00-08:00,500,7.2,102.1,0.8,83.05,3.284,86.34,0.1468,0.003358
2020-01-02 06:30:00-08:00,500,7.8,102.1,0.71,83.05,3.284,86.34,0.1563,0.003575
2020-01-02 07:30:00-08:00,500,7.2,102.1,0.8,83.05,3.284,86.34,0.1468,0.003358
2020-01-02 08:30:00-08:00,500,10.6,102.1,0.58,83.05,3.284,86.34,0.1792,0.004098
2020-01-02 09:30:00-08:00,500,11.7,102.1,0.56,83.05,3.284,86.34,0.1859,0.004251
2020-01-02 10:30:00-08:00,500,13.9,102.1,0.44,83.05,3.284,86.34,0.2089,0.004779
2020-01-02 11:30:00-08:00,500,13.9,102.0,0.47,83.05,3.284,86.34,0.2055,0.0047
2020-01-02 12:30:00-08:00,500,13.9,101.9,0.51,83.05,3.284,86.34,0.201,0.004596
2020-01-02 13:30:00-08:00,500,13.9,101.8,0.53,83.05,3.284,86.34,0.1987,0.004545
2020-01-02 14:30:00-08:00,500,12.2,101.8,0.74,83.05,3.284,86.34,0.1698,0.003884
2020-01-02 15:30:00-08:00,500,12.8,101.8,0.62,83.05,3.284,86.34,0.1843,0.004216
2020-01-02 16:30:00-08:00,500,11.1,101.7,0.77,83.05,3.284,86.34,0.1632,0.003732
2020-01-02 17:30:00-08:00,500,10.6,101.8,0.77,83.05,3.284,86.34,0.1614,0.003691
2020-01-02 18:30:00-08:00,500,11.7,101.8,0.61,83.05,3.284,86.34,0.1809,0.004139
2020-01-02 19:30:00-08:00,500,11.7,101.8,0.54,83.05,3.284,86.34,0.1881,0.004303
2020-01-02 20:30:00-08:00,500,10.0,101.8,0.74,83.05,3.284,86.34,0.162,0.003705
2020-01-02 21:30:00-08:00,500,8.9,101.8,0.86,83.05,3.284,86.34,0.1478,0.00338
2020-01-02 22:30:00-08:00,500,9.4,101.9,0.8,83.05,3.284,86.34,0.1545,0.003534
2020-01-02 23:30:00-08:00,500,8.9,101.9,0.73,83.05,3.284,86.34,0.1588,0.003633
2020-01-03 00:30:00-08:00,500,9.4,101.9,0.8,83.05,3.284,86.34,0.1545,0.003534
2020-01-03 01:30:00-08:00,500,10.0,101.9,0.68,83.05,3.284,86.34,0.1674,0.003829
2020-01-03 02:30:00-08:00,500,12.2,101.9,0.53,83.05,3.284,86.34,0.1913,0.004375
2020-01-03 03:30:00-08:00,500,13.9,101.9,0.42,83.05,3.284,86.34,0.2115,0.004836
2020-01-03 04:30:00-08:00,500,12.8,101.9,0.51,83.05,3.284,86.34,0.1961,0.004485
2020-01-03 05:30:00-08:00,500,12.2,102.0,0.53,83.05,3.284,86.34,0.1912,0.004373
2020-01-03 06:30:00-08:00,500,11.1,102.0,0.59,83.05,3.284,86.34,0.1804,0.004125
2020-01-03 07:30:00-08:00,500,11.1,102.1,0.54,83.05,3.284,86.34,0.1853,0.004238
2020-01-03 08:30:00-08:00,500,11.7,102.2,0.5,83.05,3.284,86.34,0.192,0.004391
2020-01-03 09:30:00-08:00,500,13.3,102.2,0.43,83.05,3.284,86.34,0.2072,0.004738
2020-01-03 10:30:00-08:00,500,12.2,102.2,0.57,83.05,3.284,86.34,0.1869,0.004274
2020-01-03 11:30:00-08:00,500,15.0,102.2,0.39,83.05,3.284,86.34,0.2203,0.005039
2020-01-03 12:30:00-08:00,500,15.6,102.1,0.37,83.05,3.284,86.34,0.226,0.005168
2020-01-03 13:30:00-08:00,500,16.1,102.1,0.32,83.05,3.284,86.34,0.2352,0.00538
2020-01-03 14:30:00-08:00,500,16.1,102.2,0.32,83.05,3.284,86.34,0.2351,0.005378
2020-01-03 15:30:00-08:00,500,13.9,102.2,0.47,83.05,3.284,86.34,0.2054,0.004697
2020-01-03 16:30:00-08:00,500,13.9,102.2,0.4,83.05,3.284,86.34,0.2136,0.004886
2020-01-03 17:30:00-08:00,500,12.8,102.2,0.45,83.05,3.284,86.34,0.2025,0.004632
2020-01-03 18:30:00-08:00,500,12.2,102.3,0.45,83.05,3.284,86.34,0.1996,0.004565
2020-01-03 19:30:00-08:00,500,10.6,102.4,0.63,83.05,3.284,86.34,0.1742,0.003983
2020-01-03 20:30:00-08:00,500,10.0,102.4,0.56,83.05,3.284,86.34,0.1784,0.004079
2020-01-03 21:30:00-08:00,500,8.9,102.5,0.89,83.05,3.284,86.34,0.1449,0.003314
2020-01-03 22:30:00-08:00,500,8.9,102.5,0.89,83.05,3.284,86.34,0.1449,0.003314
2020-01-03 23:30:00-08:00,500,8.9,102.6,0.86,83.05,3.284,86.34,0.1473,0.00337
2020-01-04 00:30:00-08:00,500,8.3,102.6,0.86,83.05,3.284,86.34,0.1454,0.003326
2020-01-04 01:30:00-08:00,500,7.8,102.6,0.89,83.05,3.284,86.34,0.1414,0.003234
2020-01-04 02:30:00-08:00,500,8.3,102.6,0.9,83.05,3.284,86.34,0.1422,0.003251
2020-01-04 03:30:00-08:00,500,6.1,102.6,0.93,83.05,3.284,86.34,0.133,0.003042
2020-01-04 04:30:00-08:00,500,4.4,102.6,0.93,83.05,3.284,86.34,0.1277,0.00292
2020-01-04 05:30:00-08:00,500,6.1,102.6,0.93,83.05,3.284,86.34,0.133,0.003042
2020-01-04 06:30:00-08:00,500,5.0,102.7,0.96,83.05,3.284,86.34,0.1274,0.002914
2020-01-04 07:30:00-08:00,500,6.7,102.7,0.85,83.05,3.284,86.34,0.1409,0.003222
2020-01-04 08:30:00-08:00,500,8.3,102.8,0.83,83.05,3.284,86.34,0.1478,0.003379
2020-01-04 09:30:00-08:00,500,8.9,102.8,0.77,83.05,3.284,86.34,0.1548,0.003542
2020-01-04 10:30:00-08:00,500,8.9,102.8,0.77,83.05,3.284,86.34,0.1548,0.003542
2020-01-04 11:30:00-08:00,500,10.0,102.7,0.71,83.05,3.284,86.34,0.1642,0.003755
2020-01-04 12:30:00-08:00,500,10.6,102.7,0.71,83.05,3.284,86.34,0.1664,0.003806
2020-01-04 13:30:00-08:00,500,10.6,102.6,0.71,83.05,3.284,86.34,0.1665,0.003807
2020-01-04 14:30:00-08:00,500,10.0,102.6,0.8,83.05,3.284,86.34,0.1562,0.003571
2020-01-04 15:30:00-08:00,500,10.6,102.5,0.83,83.05,3.284,86.34,0.1555,0.003557
2020-01-04 16:30:00-08:00,500,10.0,102.5,0.86,83.05,3.284,86.34,0.1509,0.003452
2020-01-04 17:30:00-08:00,500,10.0,102.6,0.8,83.05,3.284,86.34,0.1562,0.003571
2020-01-04 18:30:00-08:00,500,9.4,102.6,0.83,83.05,3.284,86.34,0.1515,0.003465
2020-01-04 19:30:00-08:00,500,9.4,102.6,0.8,83.05,3.284,86.34,0.1541,0.003525
2020-01-04 20:30:00-08:00,500,8.9,102.6,0.86,83.05,3.284,86.34,0.1473,0.00337
2020-01-04 21:30:00-08:00,500,8.9,102.7,0.86,83.05,3.284,86.34,0.1473,0.003369
2020-01-04 22:30:00-08:00,500,7.2,102.7,0.86,83.05,3.284,86.34,0.1418,0.003242
2020-01-04 23:30:00-08:00,500,8.3,102.7,0.9,83.05,3.284,86.34,0.1421,0.00325
2020-01-05 00:30:00-08:00,500,7.8,102.7,0.89,83.05,3.284,86.34,0.1413,0.003232
2020-01-05 01:30:00-08:00,500,7.8,102.7,0.89,83.05,3.284,86.34,0.1413,0.003232
2020-01-05 02:30:00-08:00,500,5.0,102.7,0.93,83.05,3.284,86.34,0.1295,0.002962
2020-01-05 03:30:00-08:00,500,3.9,102.6,0.96,83.05,3.284,86.34,0.1241,0.002838
2020-01-05 04:30:00-08:00,500,4.4,102.6,0.97,83.05,3.284,86.34,0.1249,0.002858
2020-01-05 05:30:00-08:00,500,3.9,102.6,0.96,83.05,3.284,86.34,0.1241,0.002838
2020-01-05 06:30:00-08:00,500,6.1,102.6,0.93,83.05,3.284,86.34,0.133,0.003042
2020-01-05 07:30:00-08:00,500,6.7,102.6,0.93,83.05,3.284,86.34,0.1348,0.003084
2020-01-05 08:30:00-08:00,500,7.2,102.7,0.93,83.05,3.284,86.34,0.1363,0.003118
2020-01-05 09:30:00-08:00,500,7.2,102.7,0.93,83.05,3.284,86.34,0.1363,0.003118
2020-01-05 10:30:00-08:00,500,8.3,102.7,0.83,83.05,3.284,86.34,0.1478,0.003381
2020-01-05 11:30:00-08:00,500,8.9,102.6,0.77,83.05,3.284,86.34,0.155,0.003544
2020-01-05 12:30:00-08:00,500,9.4,102.4,0.74,83.05,3.284,86.34,0.1595,0.003647
2020-01-05 13:30:00-08:00,500,10.6,102.3,0.74,83.05,3.284,86.34,0.1639,0.003748
2020-01-05 14:30:00-08:00,500,11.1,102.3,0.8,83.05,3.284,86.34,0.16,0.00366
2020-01-05 15:30:00-08:00,500,10.0,102.3,0.83,83.05,3.284,86.34,0.1537,0.003514
2020-01-05 16:30:00-08:00,500,10.6,102.3,0.77,83.05,3.284,86.34,0.1611,0.003684
2020-01-05 17:30:00-08:00,500,9.4,102.3,0.83,83.05,3.284,86.34,0.1517,0.003469
2020-01-05 18:30:00-08:00,500,8.9,102.4,0.83,83.05,3.284,86.34,0.15,0.00343
2020-01-05 19:30:00-08:00,500,8.9,102.4,0.77,83.05,3.284,86.34,0.1551,0.003547
2020-01-05 20:30:00-08:00,500,7.8,102.4,0.79,83.05,3.284,86.34,0.1495,0.00342
2020-01-05 21:30:00-08:00,500,8.3,102.4,0.86,83.05,3.284,86.34,0.1455,0.003328
2020-01-05 22:30:00-08:00,500,7.8,102.4,0.86,83.05,3.284,86.34,0.1439,0.003291
2020-01-05 23:30:00-08:00,500,7.2,102.4,0.9,83.05,3.284,86.34,0.1388,0.003175
2020-01-06 00:30:00-08:00,500,7.2,102.4,0.86,83.05,3.284,86.34,0.1419,0.003246
2020-01-06 01:30:00-08:00,500,6.7,102.4,0.89,83.05,3.284,86.34,0.138,0.003156
2020-01-06 02:30:00-08:00,500,6.7,102.4,0.89,83.05,3.284,86.34,0.138,0.003156
2020-01-06 03:30:00-08:00,500,6.7,102.3,0.89,83.05,3.284,86.34,0.138,0.003157
2020-01-06 04:30:00-08:00,500,6.1,102.3,0.93,83.05,3.284,86.34,0.1331,0.003045
2020-01-06 05:30:00-08:00,500,6.1,102.3,0.86,83.05,3.284,86.34,0.1383,0.003164
2020-01-06 06:30:00-08:00,500,5.6,102.3,0.89,83.05,3.284,86.34,0.1345,0.003076
2020-01-06 07:30:00-08:00,500,5.0,102.3,0.93,83.05,3.284,86.34,0.1297,0.002967
2020-01-06 08:30:00-08:00,500,5.6,102.3,0.89,83.05,3.284,86.34,0.1345,0.003076
2020-01-06 09:30:00-08:00,500,6.1,102.4,0.86,83.05,3.284,86.34,0.1383,0.003163
2020-01-06 10:30:00-08:00,500,6.7,102.4,0.79,83.05,3.284,86.34,0.1457,0.003332
2020-01-06 11:30:00-08:00,500,6.7,102.3,0.79,83.05,3.284,86.34,0.1457,0.003333
2020-01-06 12:30:00-08:00,500,7.2,102.2,0.76,83.05,3.284,86.34,0.1499,0.003429
2020-01-06 13:30:00-08:00,500,7.8,102.2,0.73,83.05,3.284,86.34,0.1546,0.003536
2020-01-06 14:30:00-08:00,500,8.3,102.1,0.76,83.05,3.284,86.34,0.154,0.003521
2020-01-06 15:30:00-08:00,500,8.3,102.1,0.74,83.05,3.284,86.34,0.1556,0.00356
2020-01-06 16:30:00-08:00,500,8.3,102.1,0.76,83.05,3.284,86.34,0.154,0.003521
2020-01-06 17:30:00-08:00,500,8.3,102.1,0.8,83.05,3.284,86.34,0.1506,0.003445
2020-01-06 18:30:00-08:00,500,8.3,102.1,0.8,83.05,3.284,86.34,0.1506,0.003445
2020-01-06 19:30:00-08:00,500,7.8,102.1,0.79,83.05,3.284,86.34,0.1497,0.003424
2020-01-06 20:30:00-08:00,500,6.7,102.1,0.85,83.05,3.284,86.34,0.1412,0.003229
2020-01-06 21:30:00-08:00,500,6.7,102.2,0.85,83.05,3.284,86.34,0.1411,0.003228
2020-01-06 22:30:00-08:00,500,10.0,102.2,0.89,83.05,3.284,86.34,0.1485,0.003396
2020-01-06 23:30:00-08:00,500,8.9,102.1,0.89,83.05,3.284,86.34,0.1451,0.003319
2020-01-07 00:30:00-08:00,500,9.4,102.1,0.9,83.05,3.284,86.34,0.1458,0.003335
2020-01-07 01:30:00-08:00,500,8.9,102.1,0.93,83.05,3.284,86.34,0.1418,0.003243
2020-01-07 02:30:00-08:00,500,6.1,102.2,1.0,83.05,3.284,86.34,0.1281,0.00293
2020-01-07 03:30:00-08:00,500,6.7,102.1,0.93,83.05,3.284,86.34,0.1351,0.00309
2020-01-07 04:30:00-08:00,500,7.2,102.1,0.93,83.05,3.284,86.34,0.1366,0.003125
2020-01-07 05:30:00-08:00,500,8.3,102.1,0.9,83.05,3.284,86.34,0.1424,0.003257
2020-01-07 06:30:00-08:00,500,7.8,102.1,0.96,83.05,3.284,86.34,0.1361,0.003113
2020-01-07 07:30:00-08:00,500,8.9,102.1,0.86,83.05,3.284,86.34,0.1476,0.003376
2020-01-07 08:30:00-08:00,500,8.9,102.2,0.89,83.05,3.284,86.34,0.1451,0.003318
2020-01-07 09:30:00-08:00,500,10.0,102.2,0.8,83.05,3.284,86.34,0.1564,0.003576
2020-01-07 10:30:00-08:00,500,7.8,102.2,0.93,83.05,3.284,86.34,0.1384,0.003166
2020-01-07 11:30:00-08:00,500,7.8,102.2,0.93,83.05,3.284,86.34,0.1384,0.003166
2020-01-07 12:30:00-08:00,500,8.9,102.1,0.86,83.05,3.284,86.34,0.1476,0.003376
2020-01-07 13:30:00-08:00,500,8.9,102.1,0.86,83.05,3.284,86.34,0.1476,0.003376
2020-01-07 14:30:00-08:00,500,10.0,102.1,0.86,83.05,3.284,86.34,0.1511,0.003457
2020-01-07 15:30:00-08:00,500,9.4,102.1,0.86,83.05,3.284,86.34,0.1492,0.003413
2020-01-07 16:30:00-08:00,500,8.9,102.1,0.86,83.05,3.284,86.34,0.1476,0.003376
2020-01-07 17:30:00-08:00,500,8.3,102.1,0.9,83.05,3.284,86.34,0.1424,0.003257
2020-01-07 18:30:00-08:00,500,7.8,102.2,0.89,83.05,3.284,86.34,0.1416,0.003238
2020-01-07 19:30:00-08:00,500,7.2,102.2,0.93,83.05,3.284,86.34,0.1366,0.003124
2020-01-07 20:30:00-08:00,500,6.7,102.2,0.96,83.05,3.284,86.34,0.1328,0.003037
2020-01-07 21:30:00-08:00,500,6.7,102.2,0.96,83.05,3.284,86.34,0.1328,0.003037
2020-01-07 22:30:00-08:00,500,6.1,102.3,1.0,83.05,3.284,86.34,0.128,0.002928
2020-01-07 23:30:00-08:00,500,5.6,102.3,1.0,83.05,3.284,86.34,0.1266,0.002895
2020-01-08 00:30:00-08:00,500,5.6,102.3,1.0,83.05,3.284,86.34,0.1266,0.002895
2020-01-08 01:30:00-08:00,500,5.0,102.3,1.0,83.05,3.284,86.34,0.1248,0.002855
2020-01-08 02:30:00-08:00,500,5.0,102.3,1.0,83.05,3.284,86.34,0.1248,0.002855
2020-01-08 03:30:00-08:00,500,5.0,102.3,1.0,83.05,3.284,86.34,0.1248,0.002855
2020-01-08 04:30:00-08:00,500,4.4,102.3,1.0,83.05,3.284,86.34,0.1231,0.002815
2020-01-08 05:30:00-08:00,500,4.4,102.3,1.0,83.05,3.284,86.34,0.1231,0.002815
2020-01-08 06:30:00-08:00,500,3.9,102.3,1.0,83.05,3.284,86.34,0.1216,0.002781
2020-01-08 07:30:00-08:00,500,3.9,102.4,1.0,83.05,3.284,86.34,0.1215,0.00278
2020-01-08 08:30:00-08:00,500,4.0,102.5,1.0,83.05,3.284,86.34,0.1218,0.002785
2020-01-08 09:30:00-08:00,500,7.8,102.5,0.71,83.05,3.284,86.34,0.1561,0.003569
2020-01-08 10:30:00-08:00,500,9.0,102.5,0.61,83.05,3.284,86.34,0.1695,0.003876
2020-01-08 11:30:00-08:00,500,10.0,102.4,0.71,83.05,3.284,86.34,0.1644,0.003759
2020-01-08 12:30:00-08:00,500,13.0,102.3,0.44,83.05,3.284,86.34,0.2045,0.004677
2020-01-08 13:30:00-08:00,500,12.0,102.4,0.58,83.05,3.284,86.34,0.1849,0.004228
2020-01-08 14:30:00-08:00,500,14.0,102.3,0.38,83.05,3.284,86.34,0.2164,0.00495
2020-01-08 15:30:00-08:00,500,13.9,102.3,0.4,83.05,3.284,86.34,0.2135,0.004884
2020-01-08 16:30:00-08:00,500,10.6,102.3,0.71,83.05,3.284,86.34,0.1667,0.003812
2020-01-08 17:30:00-08:00,500,11.7,102.4,0.5,83.05,3.284,86.34,0.1919,0.004388
2020-01-08 18:30:00-08:00,500,10.0,102.4,0.66,83.05,3.284,86.34,0.169,0.003865
2020-01-08 19:30:00-08:00,500,8.9,102.4,0.77,83.05,3.284,86.34,0.1551,0.003547
2020-01-08 20:30:00-08:00,500,8.9,102.4,0.73,83.05,3.284,86.34,0.1585,0.003626
2020-01-08 21:30:00-08:00,500,9.4,102.4,0.74,83.05,3.284,86.34,0.1595,0.003647
2020-01-08 22:30:00-08:00,500,9.4,102.4,0.63,83.05,3.284,86.34,0.1693,0.003873
2020-01-08 23:30:00-08:00,500,8.9,102.3,0.68,83.05,3.284,86.34,0.163,0.003727
2020-01-09 00:30:00-08:00,500,7.8,102.4,0.68,83.05,3.284,86.34,0.1586,0.003628
2020-01-09 01:30:00-08:00,500,10.0,102.5,0.66,83.05,3.284,86.34,0.1689,0.003863
2020-01-09 02:30:00-08:00,500,8.3,102.5,0.65,83.05,3.284,86.34,0.1631,0.00373
2020-01-09 03:30:00-08:00,500,6.1,102.5,0.76,83.05,3.284,86.34,0.1458,0.003334
2020-01-09 04:30:00-08:00,500,7.2,102.5,0.82,83.05,3.284,86.34,0.145,0.003316
2020-01-09 05:30:00-08:00,500,6.7,102.5,0.82,83.05,3.284,86.34,0.1433,0.003277
2020-01-09 06:30:00-08:00,500,6.1,102.6,0.86,83.05,3.284,86.34,0.1382,0.00316
2020-01-09 07:30:00-08:00,500,6.1,102.6,0.82,83.05,3.284,86.34,0.1412,0.003229
2020-01-09 08:30:00-08:00,500,7.0,102.6,0.81,83.05,3.284,86.34,0.145,0.003317
2020-01-09 09:30:00-08:00,500,7.2,102.7,0.74,83.05,3.284,86.34,0.1513,0.003459
2020-01-09 10:30:00-08:00,500,8.0,102.7,0.71,83.05,3.284,86.34,0.1567,0.003584
2020-01-09 11:30:00-08:00,500,8.0,102.6,0.81,83.05,3.284,86.34,0.1485,0.003396
2020-01-09 12:30:00-08:00,500,9.0,102.5,0.71,83.05,3.284,86.34,0.1606,0.003673
2020-01-09 13:30:00-08:00,500,9.0,102.4,0.71,83.05,3.284,86.34,0.1606,0.003674
2020-01-09 14:30:00-08:00,500,11.0,102.3,0.62,83.05,3.284,86.34,0.1768,0.004044
2020-01-09 15:30:00-08:00,500,10.7,102.3,0.68,83.05,3.284,86.34,0.1699,0.003885
2020-01-09 16:30:00-08:00,500,10.0,102.3,0.77,83.05,3.284,86.34,0.159,0.003637
2020-01-09 17:30:00-08:00,500,10.0,102.3,0.8,83.05,3.284,86.34,0.1563,0.003575
2020-01-09 18:30:00-08:00,500,9.4,102.3,0.77,83.05,3.284,86.34,0.1569,0.003588
2020-01-09 19:30:00-08:00,500,8.9,102.3,0.68,83.05,3.284,86.34,0.163,0.003727
2020-01-09 20:30:00-08:00,500,8.3,102.3,0.74,83.05,3.284,86.34,0.1555,0.003557
2020-01-09 21:30:00-08:00,500,7.8,102.4,0.73,83.05,3.284,86.34,0.1545,0.003533
2020-01-09 22:30:00-08:00,500,6.7,102.4,0.85,83.05,3.284,86.34,0.141,0.003226
2020-01-09 23:30:00-08:00,500,6.7,102.4,0.82,83.05,3.284,86.34,0.1433,0.003278
2020-01-10 00:30:00-08:00,500,6.7,102.3,0.85,83.05,3.284,86.34,0.1411,0.003227
2020-01-10 01:30:00-08:00,500,6.7,102.3,0.82,83.05,3.284,86.34,0.1434,0.00328
2020-01-10 02:30:00-08:00,500,6.1,102.3,0.86,83.05,3.284,86.34,0.1383,0.003164
2020-01-10 03:30:00-08:00,500,6.1,102.2,0.86,83.05,3.284,86.34,0.1384,0.003165
2020-01-10 04:30:00-08:00,500,6.1,102.2,0.82,83.05,3.284,86.34,0.1414,0.003234
2020-01-10 05:30:00-08:00,500,6.1,102.3,0.82,83.05,3.284,86.34,0.1413,0.003232
2020-01-10 06:30:00-08:00,500,4.4,102.3,0.89,83.05,3.284,86.34,0.1306,0.002986
2020-01-10 07:30:00-08:00,500,5.6,102.3,0.85,83.05,3.284,86.34,0.1374,0.003142
2020-01-10 08:30:00-08:00,500,6.8,102.3,0.79,83.05,3.284,86.34,0.1461,0.003341
2020-01-10 09:30:00-08:00,500,6.8,102.2,0.78,83.05,3.284,86.34,0.1469,0.00336
2020-01-10 10:30:00-08:00,500,7.1,102.2,0.77,83.05,3.284,86.34,0.1488,0.003403
2020-01-10 11:30:00-08:00,500,7.5,102.1,0.8,83.05,3.284,86.34,0.1479,0.003382
2020-01-10 12:30:00-08:00,500,8.4,102.1,0.72,83.05,3.284,86.34,0.1577,0.003607
2020-01-10 13:30:00-08:00,500,8.3,102.0,0.72,83.05,3.284,86.34,0.1574,0.0036
2020-01-10 14:30:00-08:00,500,9.7,102.0,0.66,83.05,3.284,86.34,0.168,0.003843
2020-01-10 15:30:00-08:00,500,10.0,101.9,0.74,83.05,3.284,86.34,0.1619,0.003704
2020-01-10 16:30:00-08:00,500,8.9,101.9,0.8,83.05,3.284,86.34,0.1528,0.003495
2020-01-10 17:30:00-08:00,500,8.3,101.9,0.74,83.05,3.284,86.34,0.1558,0.003563
2020-01-10 18:30:00-08:00,500,7.8,102.0,0.76,83.05,3.284,86.34,0.1522,0.003482
2020-01-10 19:30:00-08:00,500,7.2,102.0,0.76,83.05,3.284,86.34,0.1501,0.003432
2020-01-10 20:30:00-08:00,500,6.7,102.0,0.82,83.05,3.284,86.34,0.1436,0.003283
2020-01-10 21:30:00-08:00,500,6.7,102.0,0.85,83.05,3.284,86.34,0.1412,0.003231
2020-01-10 22:30:00-08:00,500,6.7,102.0,0.82,83.05,3.284,86.34,0.1436,0.003283
2020-01-10 23:30:00-08:00,500,6.7,101.9,0.85,83.05,3.284,86.34,0.1413,0.003232
2020-01-11 00:30:00-08:00,500,5.6,101.9,0.85,83.05,3.284,86.34,0.1376,0.003147
2020-01-11 01:30:00-08:00,500,6.1,101.9,0.86,83.05,3.284,86.34,0.1385,0.003169
2020-01-11 02:30:00-08:00,500,5.6,101.9,0.85,83.05,3.284,86.34,0.1376,0.003147
2020-01-11 03:30:00-08:00,500,3.9,101.9,0.93,83.05,3.284,86.34,0.1264,0.002892
2020-01-11 04:30:00-08:00,500,5.0,101.9,0.86,83.05,3.284,86.34,0.1349,0.003085
2020-01-11 05:30:00-08:00,500,3.9,101.9,0.93,83.05,3.284,86.34,0.1264,0.002892
2020-01-11 06:30:00-08:00,500,5.0,101.9,0.93,83.05,3.284,86.34,0.1299,0.002971
2020-01-11 07:30:00-08:00,500,4.4,101.9,0.93,83.05,3.284,86.34,0.128,0.002928
2020-01-11 08:30:00-08:00,500,6.0,101.9,0.81,83.05,3.284,86.34,0.142,0.003247
2020-01-11 09:30:00-08:00,500,6.1,102.0,0.86,83.05,3.284,86.34,0.1385,0.003167
2020-01-11 10:30:00-08:00,500,6.0,102.0,0.87,83.05,3.284,86.34,0.1374,0.003143
2020-01-11 11:30:00-08:00,500,7.0,101.9,0.81,83.05,3.284,86.34,0.1454,0.003326
2020-01-11 12:30:00-08:00,500,8.0,101.8,0.76,83.05,3.284,86.34,0.1531,0.003501
2020-01-11 13:30:00-08:00,500,8.0,101.8,0.76,83.05,3.284,86.34,0.1531,0.003501
2020-01-11 14:30:00-08:00,500,9.0,101.7,0.71,83.05,3.284,86.34,0.1611,0.003684
2020-01-11 15:30:00-08:00,500,10.0,101.8,0.83,83.05,3.284,86.34,0.1539,0.003521
2020-01-11 16:30:00-08:00,500,9.4,101.8,0.83,83.05,3.284,86.34,0.152,0.003476
2020-01-11 17:30:00-08:00,500,9.4,101.8,0.86,83.05,3.284,86.34,0.1494,0.003416
2020-01-11 18:30:00-08:00,500,10.0,101.8,0.86,83.05,3.284,86.34,0.1513,0.00346
2020-01-11 19:30:00-08:00,500,10.0,101.9,0.86,83.05,3.284,86.34,0.1512,0.003459
2020-01-11 20:30:00-08:00,500,10.0,101.9,0.86,83.05,3.284,86.34,0.1512,0.003459
2020-01-11 21:30:00-08:00,500,10.0,101.9,0.89,83.05,3.284,86.34,0.1486,0.003399
2020-01-11 22:30:00-08:00,500,10.0,102.0,0.89,83.05,3.284,86.34,0.1486,0.003398
