datetime,Qe_nom,T_db,Patm,RH,Wcomp_kW,Wct_kW,Welec_kW,makeup_water_kg_per_s,percent_makeup
2020-01-06 13:30:00-07:00,500,16.7,98.5,0.21,83.05,3.284,86.34,0.2576,0.005891
2020-01-06 14:30:00-07:00,500,18.3,98.5,0.17,83.05,3.284,86.34,0.2738,0.006263
2020-01-06 15:30:00-07:00,500,18.3,98.5,0.17,83.05,3.284,86.34,0.2738,0.006263
2020-01-06 16:30:00-07:00,500,18.9,98.5,0.17,83.05,3.284,86.34,0.2777,0.006351
2020-01-06 17:30:00-07:00,500,17.2,98.5,0.19,83.05,3.284,86.34,0.2637,0.006031
2020-01-06 18:30:00-07:00,500,15.6,98.5,0.24,83.05,3.284,86.34,0.2466,0.005641
2020-01-06 19:30:00-07:00,500,13.9,98.5,0.3,83.05,3.284,86.34,0.229,0.005236
2020-01-06 20:30:00-07:00,500,12.8,98.5,0.38,83.05,3.284,86.34,0.2134,0.00488
2020-01-06 21:30:00-07:00,500,11.7,98.6,0.41,83.05,3.284,86.34,0.2044,0.004674
2020-01-06 22:30:00-07:00,500,11.1,98.6,0.4,83.05,3.284,86.34,0.2025,0.004631
2020-01-06 23:30:00-07:00,500,10.0,98.5,0.45,83.05,3.284,86.34,0.1919,0.00439
2020-01-07 00:30:00-07:00,500,9.4,98.5,0.45,83.05,3.284,86.34,0.1891,0.004324
2020-01-07 01:30:00-07:00,500,9.4,98.5,0.47,83.05,3.284,86.34,0.1871,0.00428
2020-01-07 02:30:00-07:00,500,8.9,98.5,0.49,83.05,3.284,86.34,0.1829,0.004182
2020-01-07 03:30:00-07:00,500,8.3,98.5,0.46,83.05,3.284,86.34,0.1829,0.004182
2020-01-07 04:30:00-07:00,500,7.2,98.5,0.55,83.05,3.284,86.34,0.1698,0.003883
2020-01-07 05:30:00-07:00,500,7.2,98.5,0.55,83.05,3.284,86.34,0.1698,0.003883
2020-01-07 06:30:00-07:00,500,7.2,98.5,0.57,83.05,3.284,86.34,0.168,0.003843
2020-01-07 07:30:00-07:00,500,6.7,98.5,0.59,83.05,3.284,86.34,0.1642,0.003756
2020-01-07 08:30:00-07:00,500,8.3,98.6,0.51,83.05,3.284,86.34,0.1782,0.004075
2020-01-07 09:30:00-07:00,500,11.7,98.6,0.37,83.05,3.284,86.34,0.2088,0.004775
2020-01-07 10:30:00-07:00,500,13.9,98.7,0.32,83.05,3.284,86.34,0.2263,0.005175
2020-01-07 11:30:00-07:00,500,16.7,98.6,0.29,83.05,3.284,86.34,0.2457,0.00562
2020-01-07 12:30:00-07:00,500,18.3,98.4,0.27,83.05,3.284,86.34,0.2579,0.005898
2020-01-07 13:30:00-07:00,500,20.0,98.3,0.24,83.05,3.284,86.34,0.2726,0.006235
2020-01-07 14:30:00-07:00,500,21.1,98.3,0.23,83.05,3.284,86.34,0.2808,0.006423
2020-01-07 15:30:00-07:00,500,22.2,98.2,0.23,83.05,3.284,86.34,0.2874,0.006572
2020-01-07 16:30:00-07:00,500,21.7,98.1,0.25,83.05,3.284,86.34,0.2808,0.006422
2020-01-07 17:30:00-07:00,500,20.0,98.1,0.27,83.05,3.284,86.34,0.2677,0.006122
2020-01-07 18:30:00-07:00,500,18.9,98.2,0.3,83.05,3.284,86.34,0.2566,0.005869
2020-01-07 19:30:00-07:00,500,17.2,98.2,0.36,83.05,3.284,86.34,0.2386,0.005458
2020-01-07 20:30:00-07:00,500,16.7,98.2,0.38,83.05,3.284,86.34,0.2333,0.005336
2020-01-07 21:30:00-07:00,500,14.4,98.2,0.44,83.05,3.284,86.34,0.2143,0.004901
2020-01-07 22:30:00-07:00,500,15.0,98.3,0.42,83.05,3.284,86.34,0.2196,0.005022
2020-01-07 23:30:00-07:00,500,13.3,98.1,0.49,83.05,3.284,86.34,0.2033,0.00465
2020-01-08 00:30:00-07:00,500,12.8,98.1,0.48,83.05,3.284,86.34,0.2022,0.004624
2020-01-08 01:30:00-07:00,500,11.7,98.0,0.5,83.05,3.284,86.34,0.195,0.004461
2020-01-08 02:30:00-07:00,500,12.2,98.0,0.5,83.05,3.284,86.34,0.1973,0.004512
2020-01-08 03:30:00-07:00,500,10.6,98.0,0.54,83.05,3.284,86.34,0.186,0.004254
2020-01-08 04:30:00-07:00,500,10.0,98.0,0.58,83.05,3.284,86.34,0.1794,0.004104
2020-01-08 05:30:00-07:00,500,9.4,97.9,0.61,83.05,3.284,86.34,0.1742,0.003983
2020-01-08 06:30:00-07:00,500,8.9,97.9,0.63,83.05,3.284,86.34,0.1703,0.003894
2020-01-08 07:30:00-07:00,500,8.9,98.0,0.61,83.05,3.284,86.34,0.172,0.003934
2020-01-08 08:30:00-07:00,500,12.2,98.0,0.5,83.05,3.284,86.34,0.1973,0.004512
2020-01-08 09:30:00-07:00,500,15.0,98.1,0.42,83.05,3.284,86.34,0.2197,0.005025
2020-01-08 10:30:00-07:00,500,18.9,98.1,0.33,83.05,3.284,86.34,0.252,0.005763
2020-01-08 11:30:00-07:00,500,21.7,98.1,0.28,83.05,3.284,86.34,0.2753,0.006297
2020-01-08 12:30:00-07:00,500,23.3,97.9,0.25,83.05,3.284,86.34,0.29,0.006633
2020-01-08 13:30:00-07:00,500,26.1,97.8,0.2,83.05,3.284,86.34,0.317,0.00725
2020-01-08 14:30:00-07:00,500,27.2,97.8,0.19,83.05,3.284,86.34,0.3259,0.007454
2020-01-08 15:30:00-07:00,500,26.7,97.7,0.19,83.05,3.284,86.34,0.323,0.007388
2020-01-08 16:30:00-07:00,500,26.7,97.6,0.19,83.05,3.284,86.34,0.3231,0.00739
2020-01-08 17:30:00-07:00,500,23.3,97.6,0.28,83.05,3.284,86.34,0.2844,0.006504
2020-01-08 18:30:00-07:00,500,21.7,97.6,0.31,83.05,3.284,86.34,0.2703,0.006183
2020-01-08 19:30:00-07:00,500,20.6,97.6,0.33,83.05,3.284,86.34,0.2612,0.005974
2020-01-08 20:30:00-07:00,500,16.7,97.6,0.48,83.05,3.284,86.34,0.2201,0.005035
2020-01-08 21:30:00-07:00,500,16.7,97.6,0.42,83.05,3.284,86.34,0.2283,0.00522
2020-01-08 22:30:00-07:00,500,15.6,97.7,0.44,83.05,3.284,86.34,0.2203,0.005039
2020-01-08 23:30:00-07:00,500,14.4,97.5,0.46,83.05,3.284,86.34,0.2124,0.004857
2020-01-09 00:30:00-07:00,500,13.9,97.5,0.47,83.05,3.284,86.34,0.2088,0.004777
2020-01-09 01:30:00-07:00,500,13.9,97.5,0.49,83.05,3.284,86.34,0.2065,0.004722
2020-01-09 02:30:00-07:00,500,13.3,97.5,0.49,83.05,3.284,86.34,0.2038,0.00466
2020-01-09 03:30:00-07:00,500,12.2,97.5,0.53,83.05,3.284,86.34,0.1944,0.004446
2020-01-09 04:30:00-07:00,500,11.7,97.6,0.52,83.05,3.284,86.34,0.1932,0.004419
2020-01-09 05:30:00-07:00,500,13.9,97.5,0.44,83.05,3.284,86.34,0.2124,0.004859
2020-01-09 06:30:00-07:00,500,12.2,97.6,0.49,83.05,3.284,86.34,0.1987,0.004544
2020-01-09 07:30:00-07:00,500,11.7,97.6,0.52,83.05,3.284,86.34,0.1932,0.004419
2020-01-09 08:30:00-07:00,500,13.9,97.6,0.45,83.05,3.284,86.34,0.2112,0.00483
2020-01-09 09:30:00-07:00,500,16.1,97.7,0.39,83.05,3.284,86.34,0.2294,0.005246
2020-01-09 10:30:00-07:00,500,17.8,97.7,0.34,83.05,3.284,86.34,0.2451,0.005605
2020-01-09 11:30:00-07:00,500,20.0,97.6,0.3,83.05,3.284,86.34,0.2631,0.006017
2020-01-09 12:30:00-07:00,500,21.1,97.5,0.28,83.05,3.284,86.34,0.2726,0.006234
2020-01-09 13:30:00-07:00,500,21.7,97.4,0.28,83.05,3.284,86.34,0.2759,0.006311
2020-01-09 14:30:00-07:00,500,22.2,97.3,0.27,83.05,3.284,86.34,0.2806,0.006418
2020-01-09 15:30:00-07:00,500,22.2,97.4,0.27,83.05,3.284,86.34,0.2805,0.006416
2020-01-09 16:30:00-07:00,500,21.7,97.3,0.32,83.05,3.284,86.34,0.2688,0.006148
2020-01-09 17:30:00-07:00,500,19.4,97.3,0.4,83.05,3.284,86.34,0.2442,0.005585
2020-01-09 18:30:00-07:00,500,19.4,97.3,0.37,83.05,3.284,86.34,0.2489,0.005692
2020-01-09 19:30:00-07:00,500,17.8,97.4,0.43,83.05,3.284,86.34,0.2322,0.00531
2020-01-09 20:30:00-07:00,500,16.7,97.4,0.48,83.05,3.284,86.34,0.2203,0.005038
2020-01-09 21:30:00-07:00,500,15.6,97.4,0.49,83.05,3.284,86.34,0.2141,0.004897
2020-01-09 22:30:00-07:00,500,16.1,97.5,0.42,83.05,3.284,86.34,0.2255,0.005157
2020-01-09 23:30:00-07:00,500,15.6,97.4,0.49,83.05,3.284,86.34,0.2141,0.004897
2020-01-10 00:30:00-07:00,500,16.1,97.4,0.46,83.05,3.284,86.34,0.2202,0.005037
2020-01-10 01:30:00-07:00,500,15.6,97.4,0.47,83.05,3.284,86.34,0.2167,0.004956
2020-01-10 02:30:00-07:00,500,15.0,97.4,0.49,83.05,3.284,86.34,0.2115,0.004836
2020-01-10 03:30:00-07:00,500,14.4,97.4,0.51,83.05,3.284,86.34,0.2064,0.00472
2020-01-10 04:30:00-07:00,500,13.9,97.5,0.51,83.05,3.284,86.34,0.2041,0.004668
2020-01-10 05:30:00-07:00,500,13.3,97.4,0.53,83.05,3.284,86.34,0.1992,0.004557
2020-01-10 06:30:00-07:00,500,13.9,97.5,0.51,83.05,3.284,86.34,0.2041,0.004668
2020-01-10 07:30:00-07:00,500,13.3,97.5,0.55,83.05,3.284,86.34,0.1969,0.004503
2020-01-10 08:30:00-07:00,500,14.4,97.6,0.51,83.05,3.284,86.34,0.2062,0.004717
2020-01-10 09:30:00-07:00,500,16.1,97.7,0.46,83.05,3.284,86.34,0.22,0.005032
2020-01-10 10:30:00-07:00,500,17.2,97.8,0.41,83.05,3.284,86.34,0.2319,0.005303
2020-01-10 11:30:00-07:00,500,18.9,97.7,0.38,83.05,3.284,86.34,0.2446,0.005593
2020-01-10 12:30:00-07:00,500,20.0,97.6,0.33,83.05,3.284,86.34,0.2581,0.005903
2020-01-10 13:30:00-07:00,500,22.2,97.6,0.28,83.05,3.284,86.34,0.2785,0.006369
2020-01-10 14:30:00-07:00,500,22.2,97.6,0.28,83.05,3.284,86.34,0.2785,0.006369
2020-01-10 15:30:00-07:00,500,23.3,97.6,0.28,83.05,3.284,86.34,0.2844,0.006504
2020-01-10 16:30:00-07:00,500,19.4,97.7,0.44,83.05,3.284,86.34,0.2378,0.005438
2020-01-10 17:30:00-07:00,500,17.2,97.9,0.6,83.05,3.284,86.34,0.2062,0.004717
2020-01-10 18:30:00-07:00,500,17.2,97.9,0.54,83.05,3.284,86.34,0.2141,0.004896
2020-01-10 19:30:00-07:00,500,16.1,97.9,0.6,83.05,3.284,86.34,0.202,0.004621
2020-01-10 20:30:00-07:00,500,17.2,98.0,0.5,83.05,3.284,86.34,0.2193,0.005017
2020-01-10 21:30:00-07:00,500,13.9,98.0,0.67,83.05,3.284,86.34,0.1855,0.004243
2020-01-10 22:30:00-07:00,500,16.1,98.1,0.35,83.05,3.284,86.34,0.2345,0.005363
2020-01-10 23:30:00-07:00,500,15.6,98.1,0.36,83.05,3.284,86.34,0.2305,0.005273
2020-01-11 00:30:00-07:00,500,12.8,98.1,0.48,83.05,3.284,86.34,0.2022,0.004624
2020-01-11 01:30:00-07:00,500,13.9,98.1,0.35,83.05,3.284,86.34,0.223,0.005101
2020-01-11 02:30:00-07:00,500,11.1,98.1,0.5,83.05,3.284,86.34,0.1922,0.004397
2020-01-11 03:30:00-07:00,500,12.8,98.2,0.38,83.05,3.284,86.34,0.2136,0.004886
2020-01-11 04:30:00-07:00,500,12.2,98.3,0.41,83.05,3.284,86.34,0.2071,0.004736
2020-01-11 05:30:00-07:00,500,13.3,98.2,0.42,83.05,3.284,86.34,0.2114,0.004835
2020-01-11 06:30:00-07:00,500,11.7,98.3,0.46,83.05,3.284,86.34,0.1991,0.004554
2020-01-11 07:30:00-07:00,500,13.9,98.4,0.4,83.05,3.284,86.34,0.2166,0.004954
2020-01-11 08:30:00-07:00,500,16.7,98.5,0.31,83.05,3.284,86.34,0.2429,0.005556
2020-01-11 09:30:00-07:00,500,17.2,98.5,0.31,83.05,3.284,86.34,0.2456,0.005618
2020-01-11 10:30:00-07:00,500,19.4,98.6,0.26,83.05,3.284,86.34,0.2655,0.006073
2020-01-11 11:30:00-07:00,500,21.1,98.5,0.24,83.05,3.284,86.34,0.2788,0.006377
2020-01-11 12:30:00-07:00,500,21.7,98.4,0.22,83.05,3.284,86.34,0.2861,0.006544
2020-01-11 13:30:00-07:00,500,22.8,98.3,0.18,83.05,3.284,86.34,0.3007,0.006878
2020-01-11 14:30:00-07:00,500,23.9,98.2,0.19,83.05,3.284,86.34,0.3056,0.006988
2020-01-11 15:30:00-07:00,500,23.3,98.2,0.19,83.05,3.284,86.34,0.3019,0.006904
2020-01-11 16:30:00-07:00,500,23.9,98.1,0.19,83.05,3.284,86.34,0.3057,0.006991
2020-01-11 17:30:00-07:00,500,21.1,98.2,0.24,83.05,3.284,86.34,0.2791,0.006383
2020-01-11 18:30:00-07:00,500,19.4,98.2,0.27,83.05,3.284,86.34,0.2642,0.006043
2020-01-11 19:30:00-07:00,500,18.3,98.2,0.29,83.05,3.284,86.34,0.2549,0.00583
2020-01-11 20:30:00-07:00,500,16.1,98.3,0.35,83.05,3.284,86.34,0.2343,0.005359
2020-01-11 21:30:00-07:00,500,14.4,98.2,0.4,83.05,3.284,86.34,0.2192,0.005014
