datetime,Qe,T_db,Patm,RH,Wcomp_kW,Wct_kW,Welec_kW,makeup_water_kg_per_s,percent_makeup
2020-01-02 10:30:00-06:00,500,-1.1,97.5,0.91,83.05,3.284,86.34,0.1131,0.002587
2020-01-02 11:30:00-06:00,500,0.0,97.3,0.87,83.05,3.284,86.34,0.1198,0.00274
2020-01-02 12:30:00-06:00,500,1.7,97.1,0.81,83.05,3.284,86.34,0.1295,0.002962
2020-01-02 13:30:00-06:00,500,1.7,97.0,0.84,83.05,3.284,86.34,0.1277,0.00292
2020-01-02 14:30:00-06:00,500,1.7,97.0,0.84,83.05,3.284,86.34,0.1277,0.00292
2020-01-02 15:30:00-06:00,500,1.7,97.0,0.84,83.05,3.284,86.34,0.1277,0.00292
2020-01-02 16:30:00-06:00,500,1.7,97.0,0.84,83.05,3.284,86.34,0.1277,0.00292
2020-01-02 17:30:00-06:00,500,2.2,97.1,0.81,83.05,3.284,86.34,0.1313,0.003003
2020-01-02 18:30:00-06:00,500,1.7,97.3,0.84,83.05,3.284,86.34,0.1275,0.002916
2020-01-02 19:30:00-06:00,500,1.7,97.3,0.84,83.05,3.284,86.34,0.1275,0.002916
2020-01-02 20:30:00-06:00,500,-1.7,97.5,0.8,83.05,3.284,86.34,0.1169,0.002673
2020-01-02 21:30:00-06:00,500,-2.2,97.6,0.75,83.05,3.284,86.34,0.1175,0.002688
2020-01-02 22:30:00-06:00,500,-5.0,97.7,0.68,83.05,3.284,86.34,0.1097,0.00251
2020-01-02 23:30:00-06:00,500,-7.2,97.9,0.64,83.05,3.284,86.34,0.1027,0.002349
2020-01-03 00:30:00-06:00,500,-8.3,98.0,0.64,83.05,3.284,86.34,0.09837,0.00225
2020-01-03 01:30:00-06:00,500,-9.4,98.1,0.7,83.05,3.284,86.34,0.09182,0.0021
2020-01-03 02:30:00-06:00,500,-10.6,98.2,0.67,83.05,3.284,86.34,0.08854,0.002025
2020-01-03 03:30:00-06:00,500,-11.1,98.2,0.66,83.05,3.284,86.34,0.08725,0.001996
2020-01-03 04:30:00-06:00,500,-11.7,98.2,0.67,83.05,3.284,86.34,0.08493,0.001942
2020-01-03 05:30:00-06:00,500,-11.7,98.5,0.63,83.05,3.284,86.34,0.08614,0.00197
2020-01-03 06:30:00-06:00,500,-12.2,98.5,0.63,83.05,3.284,86.34,0.08447,0.001932
2020-01-03 07:30:00-06:00,500,-12.8,98.6,0.67,83.05,3.284,86.34,0.08115,0.001856
2020-01-03 08:30:00-06:00,500,-12.2,98.7,0.63,83.05,3.284,86.34,0.08436,0.001929
2020-01-03 09:30:00-06:00,500,-11.7,98.8,0.63,83.05,3.284,86.34,0.08598,0.001966
2020-01-03 10:30:00-06:00,500,-10.6,98.9,0.57,83.05,3.284,86.34,0.09182,0.0021
2020-01-03 11:30:00-06:00,500,-10.0,98.9,0.54,83.05,3.284,86.34,0.09512,0.002176
2020-01-03 12:30:00-06:00,500,-8.3,98.9,0.49,83.05,3.284,86.34,0.104,0.002378
2020-01-03 13:30:00-06:00,500,-7.8,98.9,0.5,83.05,3.284,86.34,0.1056,0.002416
2020-01-03 14:30:00-06:00,500,-7.8,98.9,0.5,83.05,3.284,86.34,0.1056,0.002416
2020-01-03 15:30:00-06:00,500,-8.3,99.0,0.52,83.05,3.284,86.34,0.1027,0.002349
2020-01-03 16:30:00-06:00,500,-9.4,99.0,0.54,83.05,3.284,86.34,0.09744,0.002229
2020-01-03 17:30:00-06:00,500,-9.4,99.1,0.54,83.05,3.284,86.34,0.09739,0.002227
2020-01-03 18:30:00-06:00,500,-10.0,99.1,0.52,83.05,3.284,86.34,0.09575,0.00219
2020-01-03 19:30:00-06:00,500,-10.6,99.2,0.52,83.05,3.284,86.34,0.09348,0.002138
2020-01-03 20:30:00-06:00,500,-11.1,99.3,0.52,83.05,3.284,86.34,0.09162,0.002095
2020-01-03 21:30:00-06:00,500,-11.1,99.3,0.49,83.05,3.284,86.34,0.09268,0.00212
2020-01-03 22:30:00-06:00,500,-11.7,99.3,0.51,83.05,3.284,86.34,0.08981,0.002054
2020-01-03 23:30:00-06:00,500,-12.2,99.4,0.48,83.05,3.284,86.34,0.08895,0.002034
2020-01-04 00:30:00-06:00,500,-12.8,99.3,0.51,83.05,3.284,86.34,0.08587,0.001964
2020-01-04 01:30:00-06:00,500,-12.8,99.3,0.54,83.05,3.284,86.34,0.08491,0.001942
2020-01-04 02:30:00-06:00,500,-13.3,99.4,0.53,83.05,3.284,86.34,0.08343,0.001908
2020-01-04 03:30:00-06:00,500,-13.9,99.3,0.56,83.05,3.284,86.34,0.0805,0.001841
2020-01-04 04:30:00-06:00,500,-15.0,99.2,0.59,83.05,3.284,86.34,0.07601,0.001739
2020-01-04 05:30:00-06:00,500,-15.6,99.5,0.62,83.05,3.284,86.34,0.07311,0.001672
2020-01-04 06:30:00-06:00,500,-15.6,99.4,0.62,83.05,3.284,86.34,0.07315,0.001673
2020-01-04 07:30:00-06:00,500,-16.1,99.5,0.65,83.05,3.284,86.34,0.07074,0.001618
2020-01-04 08:30:00-06:00,500,-15.6,99.6,0.62,83.05,3.284,86.34,0.07306,0.001671
2020-01-04 09:30:00-06:00,500,-15.0,99.6,0.62,83.05,3.284,86.34,0.07499,0.001715
2020-01-04 10:30:00-06:00,500,-14.4,99.5,0.63,83.05,3.284,86.34,0.07671,0.001754
2020-01-04 11:30:00-06:00,500,-13.9,99.5,0.6,83.05,3.284,86.34,0.07922,0.001812
2020-01-04 12:30:00-06:00,500,-13.9,99.3,0.6,83.05,3.284,86.34,0.07932,0.001814
2020-01-04 13:30:00-06:00,500,-13.3,99.3,0.57,83.05,3.284,86.34,0.08225,0.001881
2020-01-04 14:30:00-06:00,500,-13.3,99.3,0.53,83.05,3.284,86.34,0.08348,0.001909
2020-01-04 15:30:00-06:00,500,-13.3,99.4,0.48,83.05,3.284,86.34,0.08496,0.001943
2020-01-04 16:30:00-06:00,500,-13.3,99.4,0.43,83.05,3.284,86.34,0.0865,0.001978
2020-01-04 17:30:00-06:00,500,-13.3,99.6,0.5,83.05,3.284,86.34,0.08424,0.001927
2020-01-04 18:30:00-06:00,500,-13.9,99.5,0.66,83.05,3.284,86.34,0.07745,0.001771
2020-01-04 19:30:00-06:00,500,-14.4,99.5,0.73,83.05,3.284,86.34,0.07386,0.001689
2020-01-04 20:30:00-06:00,500,-15.0,99.5,0.73,83.05,3.284,86.34,0.07203,0.001648
2020-01-04 21:30:00-06:00,500,-15.0,99.6,0.73,83.05,3.284,86.34,0.07199,0.001646
2020-01-04 22:30:00-06:00,500,-15.0,99.6,0.73,83.05,3.284,86.34,0.07199,0.001646
2020-01-04 23:30:00-06:00,500,-15.6,99.7,0.78,83.05,3.284,86.34,0.06882,0.001574
2020-01-05 00:30:00-06:00,500,-15.6,99.6,0.73,83.05,3.284,86.34,0.07017,0.001605
2020-01-05 01:30:00-06:00,500,-16.7,99.6,0.66,83.05,3.284,86.34,0.06858,0.001569
2020-01-05 02:30:00-06:00,500,-18.3,99.7,0.55,83.05,3.284,86.34,0.06606,0.001511
2020-01-05 03:30:00-06:00,500,-20.0,99.7,0.55,83.05,3.284,86.34,0.06077,0.00139
2020-01-05 04:30:00-06:00,500,-20.0,99.7,0.55,83.05,3.284,86.34,0.06077,0.00139
2020-01-05 05:30:00-06:00,500,-20.6,99.9,0.61,83.05,3.284,86.34,0.05776,0.001321
2020-01-05 06:30:00-06:00,500,-20.6,99.8,0.61,83.05,3.284,86.34,0.0578,0.001322
2020-01-05 07:30:00-06:00,500,-21.1,99.8,0.64,83.05,3.284,86.34,0.05581,0.001276
2020-01-05 08:30:00-06:00,500,-20.6,99.9,0.55,83.05,3.284,86.34,0.05886,0.001346
2020-01-05 09:30:00-06:00,500,-19.4,100.0,0.49,83.05,3.284,86.34,0.06369,0.001457
2020-01-05 10:30:00-06:00,500,-19.4,100.0,0.49,83.05,3.284,86.34,0.06369,0.001457
2020-01-05 11:30:00-06:00,500,-18.9,100.0,0.47,83.05,3.284,86.34,0.0657,0.001503
2020-01-05 12:30:00-06:00,500,-18.9,99.8,0.47,83.05,3.284,86.34,0.0658,0.001505
2020-01-05 13:30:00-06:00,500,-18.9,99.8,0.47,83.05,3.284,86.34,0.0658,0.001505
2020-01-05 14:30:00-06:00,500,-18.9,99.8,0.49,83.05,3.284,86.34,0.06538,0.001495
2020-01-05 15:30:00-06:00,500,-19.4,99.8,0.49,83.05,3.284,86.34,0.06378,0.001459
2020-01-05 16:30:00-06:00,500,-20.0,99.8,0.52,83.05,3.284,86.34,0.0613,0.001402
2020-01-05 17:30:00-06:00,500,-20.0,99.9,0.52,83.05,3.284,86.34,0.06126,0.001401
2020-01-05 18:30:00-06:00,500,-20.0,99.8,0.55,83.05,3.284,86.34,0.06072,0.001389
2020-01-05 19:30:00-06:00,500,-20.0,99.7,0.58,83.05,3.284,86.34,0.06019,0.001377
2020-01-05 20:30:00-06:00,500,-20.0,99.7,0.58,83.05,3.284,86.34,0.06019,0.001377
2020-01-05 21:30:00-06:00,500,-20.0,99.6,0.58,83.05,3.284,86.34,0.06023,0.001378
2020-01-05 22:30:00-06:00,500,-20.0,99.5,0.61,83.05,3.284,86.34,0.05969,0.001365
2020-01-05 23:30:00-06:00,500,-19.4,99.6,0.58,83.05,3.284,86.34,0.06205,0.001419
2020-01-06 00:30:00-06:00,500,-19.4,99.4,0.61,83.05,3.284,86.34,0.06153,0.001407
2020-01-06 01:30:00-06:00,500,-18.9,99.4,0.62,83.05,3.284,86.34,0.06284,0.001437
2020-01-06 02:30:00-06:00,500,-18.3,99.3,0.62,83.05,3.284,86.34,0.06471,0.00148
2020-01-06 03:30:00-06:00,500,-17.8,99.2,0.59,83.05,3.284,86.34,0.06698,0.001532
2020-01-06 04:30:00-06:00,500,-17.8,99.1,0.62,83.05,3.284,86.34,0.06635,0.001517
2020-01-06 05:30:00-06:00,500,-17.8,99.2,0.66,83.05,3.284,86.34,0.06539,0.001496
2020-01-06 06:30:00-06:00,500,-17.2,99.1,0.62,83.05,3.284,86.34,0.06822,0.00156
2020-01-06 07:30:00-06:00,500,-16.7,99.1,0.59,83.05,3.284,86.34,0.07053,0.001613
2020-01-06 08:30:00-06:00,500,-16.1,99.2,0.59,83.05,3.284,86.34,0.07241,0.001656
2020-01-06 09:30:00-06:00,500,-15.0,99.2,0.56,83.05,3.284,86.34,0.07684,0.001757
2020-01-06 10:30:00-06:00,500,-13.9,99.3,0.53,83.05,3.284,86.34,0.08139,0.001862
2020-01-06 11:30:00-06:00,500,-13.3,99.3,0.53,83.05,3.284,86.34,0.08348,0.001909
2020-01-06 12:30:00-06:00,500,-12.2,99.2,0.51,83.05,3.284,86.34,0.08806,0.002014
2020-01-06 13:30:00-06:00,500,-12.2,99.2,0.54,83.05,3.284,86.34,0.08707,0.001991
2020-01-06 14:30:00-06:00,500,-11.7,99.2,0.54,83.05,3.284,86.34,0.08884,0.002032
2020-01-06 15:30:00-06:00,500,-11.7,99.3,0.63,83.05,3.284,86.34,0.08572,0.00196
2020-01-06 16:30:00-06:00,500,-12.2,99.3,0.54,83.05,3.284,86.34,0.08702,0.00199
2020-01-06 17:30:00-06:00,500,-12.2,99.4,0.51,83.05,3.284,86.34,0.08795,0.002012
2020-01-06 18:30:00-06:00,500,-12.2,99.3,0.54,83.05,3.284,86.34,0.08702,0.00199
2020-01-06 19:30:00-06:00,500,-12.2,99.3,0.57,83.05,3.284,86.34,0.08603,0.001968
2020-01-06 20:30:00-06:00,500,-12.8,99.3,0.6,83.05,3.284,86.34,0.08301,0.001898
2020-01-06 21:30:00-06:00,500,-13.3,99.3,0.63,83.05,3.284,86.34,0.08041,0.001839
2020-01-06 22:30:00-06:00,500,-13.3,99.3,0.63,83.05,3.284,86.34,0.08041,0.001839
2020-01-06 23:30:00-06:00,500,-13.3,99.4,0.63,83.05,3.284,86.34,0.08036,0.001838
2020-01-07 00:30:00-06:00,500,-13.9,99.3,0.66,83.05,3.284,86.34,0.07755,0.001774
2020-01-07 01:30:00-06:00,500,-13.9,99.3,0.66,83.05,3.284,86.34,0.07755,0.001774
2020-01-07 02:30:00-06:00,500,-14.4,99.4,0.7,83.05,3.284,86.34,0.07476,0.00171
2020-01-07 03:30:00-06:00,500,-14.4,99.4,0.7,83.05,3.284,86.34,0.07476,0.00171
2020-01-07 04:30:00-06:00,500,-14.4,99.4,0.7,83.05,3.284,86.34,0.07476,0.00171
2020-01-07 05:30:00-06:00,500,-14.4,99.5,0.7,83.05,3.284,86.34,0.07472,0.001709
2020-01-07 06:30:00-06:00,500,-14.4,99.3,0.7,83.05,3.284,86.34,0.07481,0.001711
2020-01-07 07:30:00-06:00,500,-15.0,99.3,0.73,83.05,3.284,86.34,0.07213,0.00165
2020-01-07 08:30:00-06:00,500,-13.9,99.4,0.7,83.05,3.284,86.34,0.07633,0.001746
2020-01-07 09:30:00-06:00,500,-12.8,99.4,0.67,83.05,3.284,86.34,0.08074,0.001847
2020-01-07 10:30:00-06:00,500,-11.7,99.4,0.57,83.05,3.284,86.34,0.0877,0.002006
2020-01-07 11:30:00-06:00,500,-10.0,99.4,0.52,83.05,3.284,86.34,0.09558,0.002186
2020-01-07 12:30:00-06:00,500,-8.9,99.2,0.49,83.05,3.284,86.34,0.1013,0.002317
2020-01-07 13:30:00-06:00,500,-7.8,99.1,0.47,83.05,3.284,86.34,0.1068,0.002442
2020-01-07 14:30:00-06:00,500,-7.2,99.2,0.47,83.05,3.284,86.34,0.1093,0.0025
2020-01-07 15:30:00-06:00,500,-7.2,99.1,0.47,83.05,3.284,86.34,0.1094,0.002501
2020-01-07 16:30:00-06:00,500,-8.3,99.0,0.52,83.05,3.284,86.34,0.1027,0.002349
2020-01-07 17:30:00-06:00,500,-8.3,99.1,0.55,83.05,3.284,86.34,0.1014,0.002319
2020-01-07 18:30:00-06:00,500,-8.9,99.0,0.58,83.05,3.284,86.34,0.09787,0.002239
2020-01-07 19:30:00-06:00,500,-8.3,99.1,0.55,83.05,3.284,86.34,0.1014,0.002319
2020-01-07 20:30:00-06:00,500,-8.9,99.1,0.58,83.05,3.284,86.34,0.09782,0.002237
2020-01-07 21:30:00-06:00,500,-8.9,99.1,0.58,83.05,3.284,86.34,0.09782,0.002237
2020-01-07 22:30:00-06:00,500,-10.0,99.1,0.6,83.05,3.284,86.34,0.0928,0.002122
2020-01-07 23:30:00-06:00,500,-10.6,99.1,0.63,83.05,3.284,86.34,0.08952,0.002047
2020-01-08 00:30:00-06:00,500,-10.6,99.0,0.63,83.05,3.284,86.34,0.08957,0.002049
2020-01-08 01:30:00-06:00,500,-11.7,99.1,0.74,83.05,3.284,86.34,0.08208,0.001877
2020-01-08 02:30:00-06:00,500,-11.7,99.2,0.74,83.05,3.284,86.34,0.08203,0.001876
2020-01-08 03:30:00-06:00,500,-12.2,99.2,0.73,83.05,3.284,86.34,0.08081,0.001848
2020-01-08 04:30:00-06:00,500,-11.7,99.1,0.7,83.05,3.284,86.34,0.08344,0.001908
2020-01-08 05:30:00-06:00,500,-11.7,99.2,0.7,83.05,3.284,86.34,0.08339,0.001907
2020-01-08 06:30:00-06:00,500,-11.1,99.2,0.66,83.05,3.284,86.34,0.08672,0.001983
2020-01-08 07:30:00-06:00,500,-10.6,99.3,0.67,83.05,3.284,86.34,0.08795,0.002012
2020-01-08 08:30:00-06:00,500,-10.6,99.4,0.67,83.05,3.284,86.34,0.0879,0.00201
2020-01-08 09:30:00-06:00,500,-9.4,99.5,0.6,83.05,3.284,86.34,0.09488,0.00217
2020-01-08 10:30:00-06:00,500,-8.9,99.5,0.58,83.05,3.284,86.34,0.0976,0.002232
2020-01-08 11:30:00-06:00,500,-8.3,99.6,0.55,83.05,3.284,86.34,0.1011,0.002313
2020-01-08 12:30:00-06:00,500,-7.2,99.5,0.53,83.05,3.284,86.34,0.1065,0.002437
2020-01-08 13:30:00-06:00,500,-7.2,99.5,0.5,83.05,3.284,86.34,0.1078,0.002466
2020-01-08 14:30:00-06:00,500,-7.2,99.5,0.53,83.05,3.284,86.34,0.1065,0.002437
2020-01-08 15:30:00-06:00,500,-6.7,99.6,0.53,83.05,3.284,86.34,0.1086,0.002483
2020-01-08 16:30:00-06:00,500,-7.8,99.6,0.55,83.05,3.284,86.34,0.1032,0.002359
2020-01-08 17:30:00-06:00,500,-8.3,99.7,0.58,83.05,3.284,86.34,0.09986,0.002284
2020-01-08 18:30:00-06:00,500,-8.9,99.7,0.61,83.05,3.284,86.34,0.09632,0.002203
2020-01-08 19:30:00-06:00,500,-8.9,99.7,0.61,83.05,3.284,86.34,0.09632,0.002203
2020-01-08 20:30:00-06:00,500,-9.4,99.7,0.64,83.05,3.284,86.34,0.09326,0.002133
2020-01-08 21:30:00-06:00,500,-10.0,99.8,0.67,83.05,3.284,86.34,0.08987,0.002055
2020-01-08 22:30:00-06:00,500,-10.0,99.8,0.7,83.05,3.284,86.34,0.08878,0.00203
2020-01-08 23:30:00-06:00,500,-9.4,99.9,0.67,83.05,3.284,86.34,0.09202,0.002105
2020-01-09 00:30:00-06:00,500,-9.4,99.9,0.67,83.05,3.284,86.34,0.09202,0.002105
2020-01-09 01:30:00-06:00,500,-9.4,99.9,0.74,83.05,3.284,86.34,0.08939,0.002045
2020-01-09 02:30:00-06:00,500,-9.4,100.0,0.7,83.05,3.284,86.34,0.09084,0.002078
2020-01-09 03:30:00-06:00,500,-9.4,99.9,0.67,83.05,3.284,86.34,0.09202,0.002105
2020-01-09 04:30:00-06:00,500,-8.9,100.0,0.64,83.05,3.284,86.34,0.09499,0.002173
2020-01-09 05:30:00-06:00,500,-9.4,100.1,0.67,83.05,3.284,86.34,0.09192,0.002102
2020-01-09 06:30:00-06:00,500,-9.4,100.0,0.64,83.05,3.284,86.34,0.0931,0.002129
2020-01-09 07:30:00-06:00,500,-9.4,100.0,0.67,83.05,3.284,86.34,0.09197,0.002104
2020-01-09 08:30:00-06:00,500,-9.4,100.1,0.67,83.05,3.284,86.34,0.09192,0.002102
2020-01-09 09:30:00-06:00,500,-8.9,100.1,0.64,83.05,3.284,86.34,0.09494,0.002171
2020-01-09 10:30:00-06:00,500,-8.3,100.1,0.64,83.05,3.284,86.34,0.09723,0.002224
2020-01-09 11:30:00-06:00,500,-7.2,100.2,0.61,83.05,3.284,86.34,0.1027,0.002349
2020-01-09 12:30:00-06:00,500,-7.2,100.0,0.58,83.05,3.284,86.34,0.1041,0.002381
2020-01-09 13:30:00-06:00,500,-6.1,100.0,0.53,83.05,3.284,86.34,0.1109,0.002536
2020-01-09 14:30:00-06:00,500,-6.1,100.0,0.53,83.05,3.284,86.34,0.1109,0.002536
2020-01-09 15:30:00-06:00,500,-6.1,100.0,0.5,83.05,3.284,86.34,0.1122,0.002567
2020-01-09 16:30:00-06:00,500,-6.1,100.0,0.53,83.05,3.284,86.34,0.1109,0.002536
2020-01-09 17:30:00-06:00,500,-6.7,100.1,0.56,83.05,3.284,86.34,0.107,0.002446
2020-01-09 18:30:00-06:00,500,-6.7,100.0,0.58,83.05,3.284,86.34,0.1061,0.002427
2020-01-09 19:30:00-06:00,500,-7.2,100.0,0.61,83.05,3.284,86.34,0.1028,0.002352
2020-01-09 20:30:00-06:00,500,-6.7,100.0,0.61,83.05,3.284,86.34,0.1048,0.002397
2020-01-09 21:30:00-06:00,500,-6.7,99.9,0.61,83.05,3.284,86.34,0.1049,0.002399
2020-01-09 22:30:00-06:00,500,-6.7,99.9,0.61,83.05,3.284,86.34,0.1049,0.002399
2020-01-09 23:30:00-06:00,500,-6.7,99.9,0.61,83.05,3.284,86.34,0.1049,0.002399
2020-01-10 00:30:00-06:00,500,-6.7,99.8,0.64,83.05,3.284,86.34,0.1036,0.00237
2020-01-10 01:30:00-06:00,500,-6.7,99.8,0.64,83.05,3.284,86.34,0.1036,0.00237
2020-01-10 02:30:00-06:00,500,-6.7,99.8,0.64,83.05,3.284,86.34,0.1036,0.00237
2020-01-10 03:30:00-06:00,500,-6.7,99.8,0.68,83.05,3.284,86.34,0.1019,0.00233
2020-01-10 04:30:00-06:00,500,-6.1,99.7,0.67,83.05,3.284,86.34,0.1047,0.002395
2020-01-10 05:30:00-06:00,500,-6.1,99.7,0.71,83.05,3.284,86.34,0.1029,0.002354
2020-01-10 06:30:00-06:00,500,-5.6,99.6,0.68,83.05,3.284,86.34,0.1063,0.002431
2020-01-10 07:30:00-06:00,500,-5.6,99.5,0.72,83.05,3.284,86.34,0.1045,0.00239
2020-01-10 08:30:00-06:00,500,-5.0,99.5,0.71,83.05,3.284,86.34,0.1073,0.002454
2020-01-10 09:30:00-06:00,500,-5.0,99.4,0.75,83.05,3.284,86.34,0.1055,0.002412
2020-01-10 10:30:00-06:00,500,-4.4,99.4,0.75,83.05,3.284,86.34,0.1078,0.002465
2020-01-10 11:30:00-06:00,500,-3.9,99.4,0.71,83.05,3.284,86.34,0.1117,0.002555
2020-01-10 12:30:00-06:00,500,-3.3,99.2,0.72,83.05,3.284,86.34,0.1137,0.002601
2020-01-10 13:30:00-06:00,500,-2.8,99.1,0.72,83.05,3.284,86.34,0.1158,0.002649
2020-01-10 14:30:00-06:00,500,-2.8,99.1,0.76,83.05,3.284,86.34,0.1137,0.002601
2020-01-10 15:30:00-06:00,500,-2.2,99.0,0.72,83.05,3.284,86.34,0.1183,0.002706
2020-01-10 16:30:00-06:00,500,-2.2,98.9,0.75,83.05,3.284,86.34,0.1168,0.002671
2020-01-10 17:30:00-06:00,500,-2.8,98.9,0.79,83.05,3.284,86.34,0.1123,0.002568
2020-01-10 18:30:00-06:00,500,-2.8,98.8,0.76,83.05,3.284,86.34,0.1139,0.002605
2020-01-10 19:30:00-06:00,500,-3.3,98.7,0.79,83.05,3.284,86.34,0.1104,0.002526
2020-01-10 20:30:00-06:00,500,-3.3,98.6,0.79,83.05,3.284,86.34,0.1105,0.002527
2020-01-10 21:30:00-06:00,500,-3.3,98.6,0.79,83.05,3.284,86.34,0.1105,0.002527
2020-01-10 22:30:00-06:00,500,-3.3,98.5,0.79,83.05,3.284,86.34,0.1105,0.002528
2020-01-10 23:30:00-06:00,500,-3.9,98.4,0.83,83.05,3.284,86.34,0.1063,0.002431
2020-01-11 00:30:00-06:00,500,-3.9,98.3,0.86,83.05,3.284,86.34,0.1049,0.002398
2020-01-11 01:30:00-06:00,500,-3.9,98.2,0.86,83.05,3.284,86.34,0.1049,0.002399
2020-01-11 02:30:00-06:00,500,-3.9,98.2,0.83,83.05,3.284,86.34,0.1064,0.002433
2020-01-11 03:30:00-06:00,500,-3.9,98.0,0.83,83.05,3.284,86.34,0.1065,0.002436
2020-01-11 04:30:00-06:00,500,-4.4,98.0,0.86,83.05,3.284,86.34,0.1032,0.00236
2020-01-11 05:30:00-06:00,500,-4.4,97.9,0.86,83.05,3.284,86.34,0.1032,0.002361
2020-01-11 06:30:00-06:00,500,-5.0,97.8,0.86,83.05,3.284,86.34,0.1011,0.002313
2020-01-11 07:30:00-06:00,500,-5.0,97.8,0.86,83.05,3.284,86.34,0.1011,0.002313
2020-01-11 08:30:00-06:00,500,-5.0,97.8,0.86,83.05,3.284,86.34,0.1011,0.002313
2020-01-11 09:30:00-06:00,500,-4.4,97.8,0.86,83.05,3.284,86.34,0.1033,0.002362
2020-01-11 10:30:00-06:00,500,-2.8,97.8,0.79,83.05,3.284,86.34,0.1129,0.002582
2020-01-11 11:30:00-06:00,500,-0.6,97.7,0.69,83.05,3.284,86.34,0.1275,0.002917
2020-01-11 12:30:00-06:00,500,0.0,97.7,0.69,83.05,3.284,86.34,0.1302,0.002977
2020-01-11 13:30:00-06:00,500,0.6,97.7,0.8,83.05,3.284,86.34,0.1258,0.002878
2020-01-11 14:30:00-06:00,500,1.1,97.7,0.84,83.05,3.284,86.34,0.1252,0.002863
2020-01-11 15:30:00-06:00,500,1.7,97.8,0.84,83.05,3.284,86.34,0.1272,0.00291
2020-01-11 16:30:00-06:00,500,1.7,97.9,0.84,83.05,3.284,86.34,0.1272,0.002908
