datetime,Qe_nom,T_db,Patm,RH,Wcomp_kW,Wct_kW,Welec_kW,makeup_water_kg_per_s,percent_makeup
2020-01-01 00:30:00-07:00,500,2.8,84.3,0.42,83.05,3.284,86.34,0.1711,0.003914
2020-01-01 01:30:00-07:00,500,2.2,84.3,0.42,83.05,3.284,86.34,0.1682,0.003846
2020-01-01 02:30:00-07:00,500,1.7,84.4,0.44,83.05,3.284,86.34,0.1641,0.003753
2020-01-01 03:30:00-07:00,500,0.0,84.4,0.52,83.05,3.284,86.34,0.1504,0.00344
2020-01-01 04:30:00-07:00,500,-1.1,84.4,0.56,83.05,3.284,86.34,0.1424,0.003258
2020-01-01 05:30:00-07:00,500,0.0,84.5,0.54,83.05,3.284,86.34,0.149,0.003408
2020-01-01 06:30:00-07:00,500,-1.1,84.5,0.58,83.05,3.284,86.34,0.1411,0.003227
2020-01-01 07:30:00-07:00,500,-1.7,84.6,0.61,83.05,3.284,86.34,0.1363,0.003118
2020-01-01 08:30:00-07:00,500,2.2,84.6,0.5,83.05,3.284,86.34,0.1618,0.003701
2020-01-01 09:30:00-07:00,500,5.0,84.7,0.41,83.05,3.284,86.34,0.1826,0.004177
2020-01-01 10:30:00-07:00,500,8.3,84.7,0.34,83.05,3.284,86.34,0.2065,0.004724
2020-01-01 11:30:00-07:00,500,10.6,84.6,0.31,83.05,3.284,86.34,0.2225,0.005089
2020-01-01 12:30:00-07:00,500,13.3,84.5,0.27,83.05,3.284,86.34,0.2429,0.005556
2020-01-01 13:30:00-07:00,500,15.6,84.4,0.21,83.05,3.284,86.34,0.2655,0.006073
2020-01-01 14:30:00-07:00,500,16.1,84.4,0.2,83.05,3.284,86.34,0.2702,0.00618
2020-01-01 15:30:00-07:00,500,15.6,84.4,0.22,83.05,3.284,86.34,0.2639,0.006037
2020-01-01 16:30:00-07:00,500,11.7,84.4,0.27,83.05,3.284,86.34,0.2339,0.005349
2020-01-01 17:30:00-07:00,500,7.8,84.5,0.36,83.05,3.284,86.34,0.202,0.00462
2020-01-01 18:30:00-07:00,500,6.7,84.5,0.38,83.05,3.284,86.34,0.1942,0.004443
2020-01-01 19:30:00-07:00,500,7.8,84.6,0.39,83.05,3.284,86.34,0.1988,0.004547
2020-01-01 20:30:00-07:00,500,7.2,84.6,0.4,83.05,3.284,86.34,0.1948,0.004454
2020-01-01 21:30:00-07:00,500,7.2,84.6,0.4,83.05,3.284,86.34,0.1948,0.004454
2020-01-01 22:30:00-07:00,500,5.0,84.6,0.45,83.05,3.284,86.34,0.1792,0.004098
2020-01-01 23:30:00-07:00,500,2.2,84.6,0.55,83.05,3.284,86.34,0.1581,0.003615
2020-01-02 00:30:00-07:00,500,1.1,84.6,0.59,83.05,3.284,86.34,0.1503,0.003438
2020-01-02 01:30:00-07:00,500,0.6,84.5,0.61,83.05,3.284,86.34,0.1469,0.00336
2020-01-02 02:30:00-07:00,500,-1.1,84.5,0.66,83.05,3.284,86.34,0.136,0.003111
2020-01-02 03:30:00-07:00,500,-1.7,84.5,0.69,83.05,3.284,86.34,0.1315,0.003007
2020-01-02 04:30:00-07:00,500,-2.2,84.5,0.72,83.05,3.284,86.34,0.1275,0.002916
2020-01-02 05:30:00-07:00,500,-4.4,84.4,0.85,83.05,3.284,86.34,0.1114,0.002547
