datetime,Qe_nom,T_db,Patm,RH,Wcomp_kW,Wct_kW,Welec_kW,makeup_water_kg_per_s,percent_makeup
2020-01-08 07:30:00-08:00,500,9.4,93.9,0.28,83.05,3.284,86.34,0.2103,0.004809
2020-01-08 08:30:00-08:00,500,10.6,94.0,0.29,83.05,3.284,86.34,0.2158,0.004936
2020-01-08 09:30:00-08:00,500,12.8,93.8,0.2,83.05,3.284,86.34,0.2397,0.005483
2020-01-08 10:30:00-08:00,500,12.8,93.9,0.2,83.05,3.284,86.34,0.2396,0.005481
2020-01-08 11:30:00-08:00,500,13.3,93.8,0.2,83.05,3.284,86.34,0.2428,0.005554
2020-01-08 12:30:00-08:00,500,13.3,93.6,0.21,83.05,3.284,86.34,0.2417,0.005528
2020-01-08 13:30:00-08:00,500,13.9,93.6,0.2,83.05,3.284,86.34,0.2467,0.005643
2020-01-08 14:30:00-08:00,500,13.3,93.6,0.22,83.05,3.284,86.34,0.2404,0.005498
2020-01-08 15:30:00-08:00,500,12.2,93.6,0.41,83.05,3.284,86.34,0.2109,0.004824
2020-01-08 16:30:00-08:00,500,10.0,93.5,0.5,83.05,3.284,86.34,0.1907,0.004362
2020-01-08 17:30:00-08:00,500,9.4,93.6,0.52,83.05,3.284,86.34,0.1859,0.004252
2020-01-08 18:30:00-08:00,500,8.9,93.5,0.54,83.05,3.284,86.34,0.1818,0.004158
2020-01-08 19:30:00-08:00,500,8.3,93.5,0.53,83.05,3.284,86.34,0.1801,0.004119
2020-01-08 20:30:00-08:00,500,7.8,93.5,0.55,83.05,3.284,86.34,0.176,0.004026
2020-01-08 21:30:00-08:00,500,7.8,93.4,0.58,83.05,3.284,86.34,0.1734,0.003965
2020-01-08 22:30:00-08:00,500,7.8,93.5,0.55,83.05,3.284,86.34,0.176,0.004026
2020-01-08 23:30:00-08:00,500,7.8,93.5,0.55,83.05,3.284,86.34,0.176,0.004026
2020-01-09 00:30:00-08:00,500,7.2,93.4,0.57,83.05,3.284,86.34,0.1717,0.003927
2020-01-09 01:30:00-08:00,500,8.3,93.4,0.53,83.05,3.284,86.34,0.1802,0.004121
2020-01-09 02:30:00-08:00,500,8.3,93.5,0.53,83.05,3.284,86.34,0.1801,0.004119
2020-01-09 03:30:00-08:00,500,8.3,93.3,0.53,83.05,3.284,86.34,0.1802,0.004122
2020-01-09 04:30:00-08:00,500,8.3,93.5,0.53,83.05,3.284,86.34,0.1801,0.004119
2020-01-09 05:30:00-08:00,500,8.3,93.6,0.51,83.05,3.284,86.34,0.1819,0.00416
2020-01-09 06:30:00-08:00,500,8.3,93.7,0.9,83.05,3.284,86.34,0.147,0.003361
2020-01-09 07:30:00-08:00,500,8.3,93.8,0.93,83.05,3.284,86.34,0.1444,0.003302
2020-01-09 08:30:00-08:00,500,8.3,93.8,0.9,83.05,3.284,86.34,0.1469,0.00336
2020-01-09 09:30:00-08:00,500,8.9,93.7,0.86,83.05,3.284,86.34,0.1523,0.003483
2020-01-09 10:30:00-08:00,500,9.4,93.8,0.8,83.05,3.284,86.34,0.1592,0.003642
2020-01-09 11:30:00-08:00,500,9.4,93.8,0.86,83.05,3.284,86.34,0.1538,0.003518
2020-01-09 12:30:00-08:00,500,9.4,93.8,0.86,83.05,3.284,86.34,0.1538,0.003518
2020-01-09 13:30:00-08:00,500,10.6,93.8,0.79,83.05,3.284,86.34,0.1642,0.003755
2020-01-09 14:30:00-08:00,500,11.1,93.8,0.78,83.05,3.284,86.34,0.1668,0.003816
2020-01-09 15:30:00-08:00,500,10.6,93.6,0.83,83.05,3.284,86.34,0.1605,0.003671
2020-01-09 16:30:00-08:00,500,11.1,93.8,0.8,83.05,3.284,86.34,0.1649,0.003771
2020-01-09 17:30:00-08:00,500,10.0,93.8,0.77,83.05,3.284,86.34,0.164,0.003752
2020-01-09 18:30:00-08:00,500,10.0,93.8,0.77,83.05,3.284,86.34,0.164,0.003752
2020-01-09 19:30:00-08:00,500,9.4,93.8,0.77,83.05,3.284,86.34,0.162,0.003704
2020-01-09 20:30:00-08:00,500,8.9,93.9,0.77,83.05,3.284,86.34,0.1602,0.003663
2020-01-09 21:30:00-08:00,500,9.4,93.8,0.74,83.05,3.284,86.34,0.1647,0.003767
2020-01-09 22:30:00-08:00,500,7.0,94.0,0.87,83.05,3.284,86.34,0.1452,0.00332
2020-01-09 23:30:00-08:00,500,6.1,93.9,0.91,83.05,3.284,86.34,0.1392,0.003183
2020-01-10 00:30:00-08:00,500,5.6,93.9,0.94,83.05,3.284,86.34,0.1353,0.003096
2020-01-10 01:30:00-08:00,500,5.6,93.9,0.94,83.05,3.284,86.34,0.1353,0.003096
2020-01-10 02:30:00-08:00,500,5.0,93.9,0.92,83.05,3.284,86.34,0.135,0.003087
2020-01-10 03:30:00-08:00,500,5.0,93.9,0.93,83.05,3.284,86.34,0.1342,0.00307
2020-01-10 04:30:00-08:00,500,6.1,94.0,0.93,83.05,3.284,86.34,0.1376,0.003147
2020-01-10 05:30:00-08:00,500,5.6,94.0,0.89,83.05,3.284,86.34,0.1391,0.003181
2020-01-10 06:30:00-08:00,500,5.0,94.0,0.92,83.05,3.284,86.34,0.1349,0.003085
2020-01-10 07:30:00-08:00,500,6.1,94.1,0.89,83.05,3.284,86.34,0.1406,0.003216
2020-01-10 08:30:00-08:00,500,7.2,94.2,0.82,83.05,3.284,86.34,0.1498,0.003426
2020-01-10 09:30:00-08:00,500,8.9,94.1,0.77,83.05,3.284,86.34,0.16,0.00366
2020-01-10 10:30:00-08:00,500,10.6,94.2,0.68,83.05,3.284,86.34,0.1746,0.003994
2020-01-10 11:30:00-08:00,500,10.6,94.2,0.68,83.05,3.284,86.34,0.1746,0.003994
2020-01-10 12:30:00-08:00,500,11.7,94.1,0.59,83.05,3.284,86.34,0.1882,0.004305
2020-01-10 13:30:00-08:00,500,12.2,94.1,0.66,83.05,3.284,86.34,0.1828,0.00418
2020-01-10 14:30:00-08:00,500,11.7,94.0,0.68,83.05,3.284,86.34,0.1789,0.004091
2020-01-10 15:30:00-08:00,500,12.2,93.8,0.64,83.05,3.284,86.34,0.1851,0.004234
2020-01-10 16:30:00-08:00,500,12.2,94.0,0.64,83.05,3.284,86.34,0.185,0.004231
2020-01-10 17:30:00-08:00,500,12.2,94.0,0.59,83.05,3.284,86.34,0.1904,0.004354
2020-01-10 18:30:00-08:00,500,11.1,94.0,0.66,83.05,3.284,86.34,0.1787,0.004086
2020-01-10 19:30:00-08:00,500,11.7,94.0,0.61,83.05,3.284,86.34,0.1862,0.004258
2020-01-10 20:30:00-08:00,500,11.1,94.0,0.61,83.05,3.284,86.34,0.1838,0.004203
2020-01-10 21:30:00-08:00,500,11.1,93.7,0.61,83.05,3.284,86.34,0.184,0.004208
2020-01-10 22:30:00-08:00,500,10.6,93.9,0.68,83.05,3.284,86.34,0.1748,0.003998
2020-01-10 23:30:00-08:00,500,11.1,93.8,0.66,83.05,3.284,86.34,0.1788,0.004089
2020-01-11 00:30:00-08:00,500,10.6,93.7,0.71,83.05,3.284,86.34,0.172,0.003934
2020-01-11 01:30:00-08:00,500,10.6,93.6,0.71,83.05,3.284,86.34,0.1721,0.003935
2020-01-11 02:30:00-08:00,500,11.1,93.5,0.66,83.05,3.284,86.34,0.179,0.004094
2020-01-11 03:30:00-08:00,500,11.1,93.3,0.66,83.05,3.284,86.34,0.1791,0.004097
2020-01-11 04:30:00-08:00,500,10.6,93.4,0.65,83.05,3.284,86.34,0.1781,0.004074
2020-01-11 05:30:00-08:00,500,10.0,93.3,0.71,83.05,3.284,86.34,0.1701,0.003889
2020-01-11 06:30:00-08:00,500,10.0,93.4,0.71,83.05,3.284,86.34,0.17,0.003888
2020-01-11 07:30:00-08:00,500,9.4,93.5,0.71,83.05,3.284,86.34,0.1677,0.003836
2020-01-11 08:30:00-08:00,500,7.2,93.6,0.76,83.05,3.284,86.34,0.1552,0.003549
2020-01-11 09:30:00-08:00,500,7.2,93.6,0.76,83.05,3.284,86.34,0.1552,0.003549
2020-01-11 10:30:00-08:00,500,6.1,93.6,0.79,83.05,3.284,86.34,0.1488,0.003403
2020-01-11 11:30:00-08:00,500,6.7,93.6,0.79,83.05,3.284,86.34,0.1509,0.003451
2020-01-11 12:30:00-08:00,500,7.2,93.5,0.76,83.05,3.284,86.34,0.1552,0.00355
2020-01-11 13:30:00-08:00,500,7.8,93.4,0.73,83.05,3.284,86.34,0.16,0.00366
2020-01-11 14:30:00-08:00,500,7.8,93.4,0.71,83.05,3.284,86.34,0.1618,0.0037
2020-01-11 15:30:00-08:00,500,7.8,93.4,0.68,83.05,3.284,86.34,0.1644,0.003761
2020-01-11 16:30:00-08:00,500,7.8,93.5,0.68,83.05,3.284,86.34,0.1644,0.003759
2020-01-11 17:30:00-08:00,500,7.2,93.5,0.7,83.05,3.284,86.34,0.1603,0.003666
2020-01-11 18:30:00-08:00,500,7.2,93.5,0.68,83.05,3.284,86.34,0.162,0.003706
2020-01-11 19:30:00-08:00,500,5.6,93.5,0.79,83.05,3.284,86.34,0.1471,0.003363
2020-01-11 20:30:00-08:00,500,5.6,93.6,0.82,83.05,3.284,86.34,0.1447,0.003309
2020-01-11 21:30:00-08:00,500,3.9,93.5,0.89,83.05,3.284,86.34,0.1338,0.00306
