datetime,Qe_nom,T_db,Patm,RH,Wcomp_kW,Wct_kW,Welec_kW,makeup_water_kg_per_s,percent_makeup
2020-01-01 00:30:00-08:00,500,5.6,94.4,0.35,83.05,3.284,86.34,0.1825,0.004173
2020-01-01 01:30:00-08:00,500,6.7,94.4,0.35,83.05,3.284,86.34,0.1882,0.004305
2020-01-01 02:30:00-08:00,500,6.1,94.4,0.37,83.05,3.284,86.34,0.1833,0.004193
2020-01-01 03:30:00-08:00,500,6.1,94.4,0.37,83.05,3.284,86.34,0.1833,0.004193
2020-01-01 04:30:00-08:00,500,5.6,94.4,0.38,83.05,3.284,86.34,0.1799,0.004115
2020-01-01 05:30:00-08:00,500,5.6,94.5,0.38,83.05,3.284,86.34,0.1798,0.004113
2020-01-01 06:30:00-08:00,500,5.0,94.5,0.38,83.05,3.284,86.34,0.1768,0.004043
2020-01-01 07:30:00-08:00,500,4.4,94.6,0.4,83.05,3.284,86.34,0.172,0.003934
2020-01-01 08:30:00-08:00,500,7.2,94.7,0.34,83.05,3.284,86.34,0.1916,0.004381
2020-01-01 09:30:00-08:00,500,10.6,94.8,0.26,83.05,3.284,86.34,0.2185,0.004996
2020-01-01 10:30:00-08:00,500,12.2,94.8,0.23,83.05,3.284,86.34,0.2314,0.005291
2020-01-01 11:30:00-08:00,500,13.9,94.7,0.21,83.05,3.284,86.34,0.2443,0.005586
2020-01-01 12:30:00-08:00,500,15.0,94.7,0.19,83.05,3.284,86.34,0.2538,0.005805
2020-01-01 13:30:00-08:00,500,16.1,94.6,0.19,83.05,3.284,86.34,0.2608,0.005964
2020-01-01 14:30:00-08:00,500,16.7,94.6,0.18,83.05,3.284,86.34,0.2661,0.006086
2020-01-01 15:30:00-08:00,500,16.1,94.4,0.18,83.05,3.284,86.34,0.2625,0.006004
2020-01-01 16:30:00-08:00,500,15.0,94.6,0.2,83.05,3.284,86.34,0.2525,0.005775
2020-01-01 17:30:00-08:00,500,11.7,94.6,0.24,83.05,3.284,86.34,0.2274,0.0052
2020-01-01 18:30:00-08:00,500,9.4,94.6,0.29,83.05,3.284,86.34,0.2086,0.00477
2020-01-01 19:30:00-08:00,500,9.4,94.7,0.29,83.05,3.284,86.34,0.2085,0.004768
2020-01-01 20:30:00-08:00,500,7.8,94.7,0.3,83.05,3.284,86.34,0.1986,0.004542
2020-01-01 21:30:00-08:00,500,7.2,94.7,0.27,83.05,3.284,86.34,0.1981,0.004532
2020-01-01 22:30:00-08:00,500,7.2,94.8,0.3,83.05,3.284,86.34,0.1952,0.004465
2020-01-01 23:30:00-08:00,500,6.1,94.8,0.32,83.05,3.284,86.34,0.1874,0.004286
2020-01-02 00:30:00-08:00,500,6.7,94.9,0.29,83.05,3.284,86.34,0.1933,0.004421
2020-01-02 01:30:00-08:00,500,5.6,94.9,0.35,83.05,3.284,86.34,0.1821,0.004164
2020-01-02 02:30:00-08:00,500,5.0,94.9,0.31,83.05,3.284,86.34,0.1823,0.004169
2020-01-02 03:30:00-08:00,500,3.9,94.9,0.37,83.05,3.284,86.34,0.1716,0.003925
2020-01-02 04:30:00-08:00,500,7.2,95.0,0.28,83.05,3.284,86.34,0.1969,0.004504
2020-01-02 05:30:00-08:00,500,9.4,95.2,0.27,83.05,3.284,86.34,0.2101,0.004806
2020-01-02 06:30:00-08:00,500,6.1,95.2,0.3,83.05,3.284,86.34,0.1888,0.004319
2020-01-02 07:30:00-08:00,500,8.9,95.4,0.25,83.05,3.284,86.34,0.2092,0.004784
2020-01-02 08:30:00-08:00,500,12.2,95.5,0.19,83.05,3.284,86.34,0.2356,0.005389
2020-01-02 09:30:00-08:00,500,13.3,95.4,0.18,83.05,3.284,86.34,0.2438,0.005577
2020-01-02 10:30:00-08:00,500,15.6,95.6,0.16,83.05,3.284,86.34,0.2611,0.005971
2020-01-02 11:30:00-08:00,500,16.1,95.6,0.13,83.05,3.284,86.34,0.2689,0.006149
2020-01-02 12:30:00-08:00,500,16.7,95.5,0.13,83.05,3.284,86.34,0.273,0.006244
2020-01-02 13:30:00-08:00,500,17.2,95.5,0.13,83.05,3.284,86.34,0.2763,0.00632
2020-01-02 14:30:00-08:00,500,17.8,95.5,0.12,83.05,3.284,86.34,0.2821,0.006451
2020-01-02 15:30:00-08:00,500,17.2,95.2,0.12,83.05,3.284,86.34,0.2783,0.006365
2020-01-02 16:30:00-08:00,500,16.1,95.4,0.13,83.05,3.284,86.34,0.2691,0.006154
2020-01-02 17:30:00-08:00,500,13.9,95.4,0.15,83.05,3.284,86.34,0.2517,0.005757
2020-01-02 18:30:00-08:00,500,14.4,95.5,0.15,83.05,3.284,86.34,0.2548,0.005828
2020-01-02 19:30:00-08:00,500,12.8,95.5,0.16,83.05,3.284,86.34,0.2432,0.005562
2020-01-02 20:30:00-08:00,500,10.0,95.5,0.19,83.05,3.284,86.34,0.2221,0.005079
2020-01-02 21:30:00-08:00,500,12.2,95.4,0.15,83.05,3.284,86.34,0.2407,0.005506
2020-01-02 22:30:00-08:00,500,12.8,95.6,0.15,83.05,3.284,86.34,0.2444,0.005589
2020-01-02 23:30:00-08:00,500,12.8,95.6,0.15,83.05,3.284,86.34,0.2444,0.005589
2020-01-03 00:30:00-08:00,500,5.6,95.4,0.29,83.05,3.284,86.34,0.1868,0.004272
2020-01-03 01:30:00-08:00,500,4.4,95.4,0.27,83.05,3.284,86.34,0.1819,0.00416
2020-01-03 02:30:00-08:00,500,3.9,95.4,0.28,83.05,3.284,86.34,0.1783,0.004078
2020-01-03 03:30:00-08:00,500,3.3,95.4,0.29,83.05,3.284,86.34,0.1743,0.003986
2020-01-03 04:30:00-08:00,500,3.3,95.4,0.29,83.05,3.284,86.34,0.1743,0.003986
2020-01-03 05:30:00-08:00,500,2.8,95.5,0.27,83.05,3.284,86.34,0.173,0.003956
2020-01-03 06:30:00-08:00,500,2.8,95.5,0.27,83.05,3.284,86.34,0.173,0.003956
2020-01-03 07:30:00-08:00,500,3.9,95.6,0.28,83.05,3.284,86.34,0.1781,0.004074
2020-01-03 08:30:00-08:00,500,7.8,95.7,0.23,83.05,3.284,86.34,0.2045,0.004678
2020-01-03 09:30:00-08:00,500,11.7,95.6,0.16,83.05,3.284,86.34,0.2361,0.005399
2020-01-03 10:30:00-08:00,500,13.3,95.7,0.13,83.05,3.284,86.34,0.2502,0.005722
2020-01-03 11:30:00-08:00,500,15.0,95.6,0.13,83.05,3.284,86.34,0.2615,0.005982
2020-01-03 12:30:00-08:00,500,15.6,95.5,0.12,83.05,3.284,86.34,0.2672,0.00611
2020-01-03 13:30:00-08:00,500,16.7,95.5,0.11,83.05,3.284,86.34,0.2762,0.006317
2020-01-03 14:30:00-08:00,500,17.8,95.4,0.12,83.05,3.284,86.34,0.2822,0.006453
2020-01-03 15:30:00-08:00,500,16.1,95.1,0.11,83.05,3.284,86.34,0.2725,0.006233
2020-01-03 16:30:00-08:00,500,14.4,95.3,0.12,83.05,3.284,86.34,0.2593,0.00593
2020-01-03 17:30:00-08:00,500,11.7,95.3,0.14,83.05,3.284,86.34,0.2388,0.005463
2020-01-03 18:30:00-08:00,500,8.9,95.3,0.17,83.05,3.284,86.34,0.2177,0.004978
2020-01-03 19:30:00-08:00,500,8.3,95.2,0.17,83.05,3.284,86.34,0.214,0.004896
2020-01-03 20:30:00-08:00,500,8.3,95.2,0.17,83.05,3.284,86.34,0.214,0.004896
2020-01-03 21:30:00-08:00,500,6.7,95.0,0.16,83.05,3.284,86.34,0.2054,0.004697
2020-01-03 22:30:00-08:00,500,6.7,95.1,0.17,83.05,3.284,86.34,0.2043,0.004673
2020-01-03 23:30:00-08:00,500,6.1,95.0,0.19,83.05,3.284,86.34,0.1989,0.00455
2020-01-04 00:30:00-08:00,500,4.4,95.0,0.2,83.05,3.284,86.34,0.188,0.0043
2020-01-04 01:30:00-08:00,500,5.6,95.0,0.19,83.05,3.284,86.34,0.196,0.004482
2020-01-04 02:30:00-08:00,500,5.0,94.9,0.19,83.05,3.284,86.34,0.1925,0.004402
2020-01-04 03:30:00-08:00,500,3.3,94.9,0.21,83.05,3.284,86.34,0.1809,0.004138
2020-01-04 04:30:00-08:00,500,2.8,94.9,0.26,83.05,3.284,86.34,0.1742,0.003985
2020-01-04 05:30:00-08:00,500,2.2,94.9,0.24,83.05,3.284,86.34,0.1724,0.003943
2020-01-04 06:30:00-08:00,500,2.8,94.9,0.23,83.05,3.284,86.34,0.1765,0.004037
2020-01-04 07:30:00-08:00,500,4.4,95.0,0.22,83.05,3.284,86.34,0.1864,0.004262
2020-01-04 08:30:00-08:00,500,8.9,95.1,0.18,83.05,3.284,86.34,0.2168,0.004958
2020-01-04 09:30:00-08:00,500,11.1,95.0,0.15,83.05,3.284,86.34,0.2341,0.005353
2020-01-04 10:30:00-08:00,500,12.8,95.1,0.12,83.05,3.284,86.34,0.2488,0.005691
2020-01-04 11:30:00-08:00,500,15.0,95.1,0.11,83.05,3.284,86.34,0.265,0.006061
2020-01-04 12:30:00-08:00,500,16.1,95.0,0.11,83.05,3.284,86.34,0.2726,0.006235
2020-01-04 13:30:00-08:00,500,16.7,94.9,0.1,83.05,3.284,86.34,0.2785,0.006369
2020-01-04 14:30:00-08:00,500,17.8,94.9,0.1,83.05,3.284,86.34,0.2861,0.006544
2020-01-04 15:30:00-08:00,500,17.8,94.5,0.11,83.05,3.284,86.34,0.2849,0.006515
2020-01-04 16:30:00-08:00,500,16.1,94.8,0.12,83.05,3.284,86.34,0.2713,0.006205
2020-01-04 17:30:00-08:00,500,14.4,94.8,0.12,83.05,3.284,86.34,0.2598,0.005943
2020-01-04 18:30:00-08:00,500,9.4,94.7,0.14,83.05,3.284,86.34,0.2247,0.005138
2020-01-04 19:30:00-08:00,500,8.9,94.7,0.15,83.05,3.284,86.34,0.2204,0.005041
2020-01-04 20:30:00-08:00,500,8.3,94.7,0.15,83.05,3.284,86.34,0.2166,0.004954
2020-01-04 21:30:00-08:00,500,6.7,94.6,0.15,83.05,3.284,86.34,0.2067,0.004728
2020-01-04 22:30:00-08:00,500,5.6,94.6,0.2,83.05,3.284,86.34,0.1954,0.00447
2020-01-04 23:30:00-08:00,500,5.6,94.6,0.19,83.05,3.284,86.34,0.1963,0.00449
2020-01-05 00:30:00-08:00,500,5.0,94.6,0.2,83.05,3.284,86.34,0.1919,0.004389
2020-01-05 01:30:00-08:00,500,4.4,94.5,0.21,83.05,3.284,86.34,0.1876,0.004292
2020-01-05 02:30:00-08:00,500,3.9,94.5,0.22,83.05,3.284,86.34,0.1839,0.004207
2020-01-05 03:30:00-08:00,500,4.4,94.5,0.23,83.05,3.284,86.34,0.186,0.004253
2020-01-05 04:30:00-08:00,500,3.3,94.5,0.21,83.05,3.284,86.34,0.1813,0.004146
2020-01-05 05:30:00-08:00,500,3.3,94.5,0.23,83.05,3.284,86.34,0.1797,0.00411
2020-01-05 06:30:00-08:00,500,3.3,94.6,0.25,83.05,3.284,86.34,0.1781,0.004072
2020-01-05 07:30:00-08:00,500,5.6,94.6,0.25,83.05,3.284,86.34,0.191,0.004369
2020-01-05 08:30:00-08:00,500,8.9,94.7,0.2,83.05,3.284,86.34,0.2151,0.004919
2020-01-05 09:30:00-08:00,500,10.6,94.6,0.18,83.05,3.284,86.34,0.2278,0.00521
2020-01-05 10:30:00-08:00,500,12.8,94.8,0.14,83.05,3.284,86.34,0.2465,0.005638
2020-01-05 11:30:00-08:00,500,14.4,94.7,0.13,83.05,3.284,86.34,0.2585,0.005913
2020-01-05 12:30:00-08:00,500,15.0,94.6,0.11,83.05,3.284,86.34,0.2656,0.006074
2020-01-05 13:30:00-08:00,500,16.1,94.5,0.11,83.05,3.284,86.34,0.2732,0.006248
2020-01-05 14:30:00-08:00,500,16.1,94.5,0.12,83.05,3.284,86.34,0.2716,0.006212
2020-01-05 15:30:00-08:00,500,16.1,94.2,0.12,83.05,3.284,86.34,0.272,0.00622
2020-01-05 16:30:00-08:00,500,14.4,94.4,0.14,83.05,3.284,86.34,0.2574,0.005887
2020-01-05 17:30:00-08:00,500,13.9,94.4,0.16,83.05,3.284,86.34,0.2514,0.005749
2020-01-05 18:30:00-08:00,500,11.1,94.4,0.2,83.05,3.284,86.34,0.2287,0.005231
2020-01-05 19:30:00-08:00,500,11.1,94.4,0.21,83.05,3.284,86.34,0.2276,0.005204
2020-01-05 20:30:00-08:00,500,8.9,94.3,0.21,83.05,3.284,86.34,0.2144,0.004904
2020-01-05 21:30:00-08:00,500,8.9,94.2,0.21,83.05,3.284,86.34,0.2145,0.004906
2020-01-05 22:30:00-08:00,500,10.0,94.3,0.22,83.05,3.284,86.34,0.2199,0.005029
2020-01-05 23:30:00-08:00,500,8.9,94.2,0.28,83.05,3.284,86.34,0.2072,0.004739
2020-01-06 00:30:00-08:00,500,8.3,94.2,0.28,83.05,3.284,86.34,0.2038,0.004661
2020-01-06 01:30:00-08:00,500,8.3,94.1,0.28,83.05,3.284,86.34,0.2039,0.004663
2020-01-06 02:30:00-08:00,500,7.8,94.1,0.25,83.05,3.284,86.34,0.204,0.004667
2020-01-06 03:30:00-08:00,500,7.8,94.0,0.25,83.05,3.284,86.34,0.2041,0.004669
2020-01-06 04:30:00-08:00,500,7.2,94.1,0.23,83.05,3.284,86.34,0.2025,0.004632
2020-01-06 05:30:00-08:00,500,7.2,94.1,0.27,83.05,3.284,86.34,0.1987,0.004544
2020-01-06 06:30:00-08:00,500,7.2,94.1,0.28,83.05,3.284,86.34,0.1977,0.004522
2020-01-06 07:30:00-08:00,500,7.2,94.2,0.27,83.05,3.284,86.34,0.1986,0.004542
2020-01-06 08:30:00-08:00,500,9.4,94.2,0.26,83.05,3.284,86.34,0.2121,0.004852
2020-01-06 09:30:00-08:00,500,12.8,94.1,0.18,83.05,3.284,86.34,0.242,0.005535
2020-01-06 10:30:00-08:00,500,13.9,94.3,0.19,83.05,3.284,86.34,0.2474,0.005658
2020-01-06 11:30:00-08:00,500,15.0,94.2,0.14,83.05,3.284,86.34,0.2616,0.005983
2020-01-06 12:30:00-08:00,500,16.1,94.2,0.13,83.05,3.284,86.34,0.2704,0.006184
2020-01-06 13:30:00-08:00,500,17.2,94.1,0.11,83.05,3.284,86.34,0.2812,0.006431
2020-01-06 14:30:00-08:00,500,17.2,94.1,0.12,83.05,3.284,86.34,0.2795,0.006393
2020-01-06 15:30:00-08:00,500,17.8,93.8,0.12,83.05,3.284,86.34,0.2839,0.006494
2020-01-06 16:30:00-08:00,500,16.1,94.0,0.14,83.05,3.284,86.34,0.2691,0.006154
2020-01-06 17:30:00-08:00,500,13.3,94.0,0.18,83.05,3.284,86.34,0.2453,0.00561
2020-01-06 18:30:00-08:00,500,8.9,94.0,0.22,83.05,3.284,86.34,0.2136,0.004886
2020-01-06 19:30:00-08:00,500,8.3,94.1,0.22,83.05,3.284,86.34,0.21,0.004803
2020-01-06 20:30:00-08:00,500,8.3,94.1,0.23,83.05,3.284,86.34,0.209,0.004779
2020-01-06 21:30:00-08:00,500,7.2,93.9,0.22,83.05,3.284,86.34,0.2037,0.004658
2020-01-06 22:30:00-08:00,500,6.1,94.0,0.24,83.05,3.284,86.34,0.1953,0.004467
2020-01-06 23:30:00-08:00,500,5.6,94.0,0.25,83.05,3.284,86.34,0.1916,0.004381
2020-01-07 00:30:00-08:00,500,5.0,94.0,0.27,83.05,3.284,86.34,0.1864,0.004264
2020-01-07 01:30:00-08:00,500,5.0,94.0,0.28,83.05,3.284,86.34,0.1856,0.004245
2020-01-07 02:30:00-08:00,500,3.9,94.0,0.29,83.05,3.284,86.34,0.1787,0.004088
2020-01-07 03:30:00-08:00,500,3.9,94.0,0.29,83.05,3.284,86.34,0.1787,0.004088
2020-01-07 04:30:00-08:00,500,3.3,94.0,0.3,83.05,3.284,86.34,0.1747,0.003995
2020-01-07 05:30:00-08:00,500,2.8,94.0,0.3,83.05,3.284,86.34,0.172,0.003934
2020-01-07 06:30:00-08:00,500,2.8,94.1,0.3,83.05,3.284,86.34,0.1719,0.003932
2020-01-07 07:30:00-08:00,500,5.0,94.3,0.28,83.05,3.284,86.34,0.1853,0.004239
2020-01-07 08:30:00-08:00,500,7.2,94.3,0.27,83.05,3.284,86.34,0.1985,0.00454
2020-01-07 09:30:00-08:00,500,11.1,94.3,0.21,83.05,3.284,86.34,0.2276,0.005207
2020-01-07 10:30:00-08:00,500,12.2,94.4,0.17,83.05,3.284,86.34,0.2392,0.005471
2020-01-07 11:30:00-08:00,500,14.4,94.4,0.15,83.05,3.284,86.34,0.256,0.005855
2020-01-07 12:30:00-08:00,500,15.0,94.3,0.15,83.05,3.284,86.34,0.26,0.005947
2020-01-07 13:30:00-08:00,500,16.1,94.2,0.14,83.05,3.284,86.34,0.2688,0.006149
2020-01-07 14:30:00-08:00,500,16.7,94.2,0.14,83.05,3.284,86.34,0.2728,0.00624
2020-01-07 15:30:00-08:00,500,16.1,93.9,0.14,83.05,3.284,86.34,0.2692,0.006156
2020-01-07 16:30:00-08:00,500,15.6,94.2,0.15,83.05,3.284,86.34,0.264,0.006039
2020-01-07 17:30:00-08:00,500,12.8,94.2,0.19,83.05,3.284,86.34,0.2406,0.005504
2020-01-07 18:30:00-08:00,500,10.6,94.2,0.2,83.05,3.284,86.34,0.2259,0.005166
2020-01-07 19:30:00-08:00,500,10.6,94.1,0.21,83.05,3.284,86.34,0.2248,0.005142
2020-01-07 20:30:00-08:00,500,8.9,94.1,0.22,83.05,3.284,86.34,0.2135,0.004884
2020-01-07 21:30:00-08:00,500,7.2,93.9,0.21,83.05,3.284,86.34,0.2046,0.004681
2020-01-07 22:30:00-08:00,500,7.2,94.0,0.23,83.05,3.284,86.34,0.2026,0.004634
2020-01-07 23:30:00-08:00,500,6.7,93.9,0.26,83.05,3.284,86.34,0.197,0.004505
2020-01-08 00:30:00-08:00,500,7.2,93.9,0.26,83.05,3.284,86.34,0.1998,0.00457
2020-01-08 01:30:00-08:00,500,6.7,93.9,0.31,83.05,3.284,86.34,0.1923,0.004399
2020-01-08 02:30:00-08:00,500,6.7,93.9,0.31,83.05,3.284,86.34,0.1923,0.004399
2020-01-08 03:30:00-08:00,500,5.6,93.8,0.31,83.05,3.284,86.34,0.1865,0.004265
2020-01-08 04:30:00-08:00,500,6.7,93.8,0.31,83.05,3.284,86.34,0.1924,0.004401
2020-01-08 05:30:00-08:00,500,7.2,93.9,0.3,83.05,3.284,86.34,0.196,0.004483
2020-01-08 06:30:00-08:00,500,8.3,93.9,0.32,83.05,3.284,86.34,0.2001,0.004576
