datetime,Qe_nom,T_db,Patm,RH,Wcomp_kW,Wct_kW,Welec_kW,makeup_water_kg_per_s,percent_makeup
2020-01-01 00:30:00-05:00,500,12.2,98.8,0.75,83.05,3.284,86.34,0.1706,0.003901
2020-01-01 01:30:00-05:00,500,12.8,98.8,0.72,83.05,3.284,86.34,0.1757,0.004019
2020-01-01 02:30:00-05:00,500,12.2,98.8,0.77,83.05,3.284,86.34,0.1686,0.003856
2020-01-01 03:30:00-05:00,500,11.7,98.8,0.83,83.05,3.284,86.34,0.1611,0.003684
2020-01-01 04:30:00-05:00,500,11.7,98.7,0.83,83.05,3.284,86.34,0.1611,0.003685
2020-01-01 05:30:00-05:00,500,11.1,98.7,0.9,83.05,3.284,86.34,0.1527,0.003493
2020-01-01 06:30:00-05:00,500,11.1,98.7,0.9,83.05,3.284,86.34,0.1527,0.003493
2020-01-01 07:30:00-05:00,500,11.1,98.8,0.9,83.05,3.284,86.34,0.1527,0.003492
2020-01-01 08:30:00-05:00,500,11.7,98.8,0.9,83.05,3.284,86.34,0.1545,0.003533
2020-01-01 09:30:00-05:00,500,12.2,98.8,0.9,83.05,3.284,86.34,0.1559,0.003566
2020-01-01 10:30:00-05:00,500,12.8,98.8,0.9,83.05,3.284,86.34,0.1577,0.003606
2020-01-01 11:30:00-05:00,500,13.9,98.8,0.9,83.05,3.284,86.34,0.1608,0.003678
2020-01-01 12:30:00-05:00,500,13.9,98.7,0.93,83.05,3.284,86.34,0.1578,0.00361
2020-01-01 13:30:00-05:00,500,12.8,98.7,0.97,83.05,3.284,86.34,0.151,0.003453
2020-01-01 14:30:00-05:00,500,12.8,98.6,0.97,83.05,3.284,86.34,0.151,0.003455
2020-01-01 15:30:00-05:00,500,8.9,98.7,0.96,83.05,3.284,86.34,0.1411,0.003226
2020-01-01 16:30:00-05:00,500,7.2,98.7,0.96,83.05,3.284,86.34,0.1361,0.003112
2020-01-01 17:30:00-05:00,500,6.7,98.8,0.96,83.05,3.284,86.34,0.1345,0.003077
2020-01-01 18:30:00-05:00,500,6.7,98.8,0.93,83.05,3.284,86.34,0.1368,0.003129
2020-01-01 19:30:00-05:00,500,6.7,98.8,0.93,83.05,3.284,86.34,0.1368,0.003129
2020-01-01 20:30:00-05:00,500,6.1,98.8,0.93,83.05,3.284,86.34,0.135,0.003087
2020-01-01 21:30:00-05:00,500,5.6,98.8,0.93,83.05,3.284,86.34,0.1334,0.003052
2020-01-01 22:30:00-05:00,500,5.0,98.8,0.89,83.05,3.284,86.34,0.1344,0.003074
2020-01-01 23:30:00-05:00,500,4.4,98.9,0.93,83.05,3.284,86.34,0.1296,0.002964
2020-01-02 00:30:00-05:00,500,3.9,98.9,0.93,83.05,3.284,86.34,0.128,0.002928
2020-01-02 01:30:00-05:00,500,3.9,98.9,0.93,83.05,3.284,86.34,0.128,0.002928
2020-01-02 02:30:00-05:00,500,3.9,99.0,0.89,83.05,3.284,86.34,0.1307,0.002989
2020-01-02 03:30:00-05:00,500,3.3,98.9,0.89,83.05,3.284,86.34,0.1288,0.002945
2020-01-02 04:30:00-05:00,500,3.3,98.9,0.89,83.05,3.284,86.34,0.1288,0.002945
2020-01-02 05:30:00-05:00,500,3.3,98.9,0.89,83.05,3.284,86.34,0.1288,0.002945
2020-01-02 06:30:00-05:00,500,3.3,99.0,0.86,83.05,3.284,86.34,0.1307,0.00299
2020-01-02 07:30:00-05:00,500,3.3,99.1,0.89,83.05,3.284,86.34,0.1287,0.002943
2020-01-02 08:30:00-05:00,500,3.9,99.2,0.89,83.05,3.284,86.34,0.1306,0.002987
2020-01-02 09:30:00-05:00,500,5.6,99.2,0.83,83.05,3.284,86.34,0.1406,0.003216
2020-01-02 10:30:00-05:00,500,6.7,99.2,0.8,83.05,3.284,86.34,0.1467,0.003356
2020-01-02 11:30:00-05:00,500,7.2,99.2,0.74,83.05,3.284,86.34,0.1533,0.003507
2020-01-02 12:30:00-05:00,500,7.8,99.1,0.58,83.05,3.284,86.34,0.1693,0.003873
2020-01-02 13:30:00-05:00,500,8.9,99.1,0.56,83.05,3.284,86.34,0.1759,0.004023
2020-01-02 14:30:00-05:00,500,8.3,99.1,0.58,83.05,3.284,86.34,0.1715,0.003922
2020-01-02 15:30:00-05:00,500,8.3,99.0,0.58,83.05,3.284,86.34,0.1715,0.003923
2020-01-02 16:30:00-05:00,500,8.3,99.1,0.61,83.05,3.284,86.34,0.1688,0.003861
2020-01-02 17:30:00-05:00,500,7.2,99.1,0.66,83.05,3.284,86.34,0.16,0.00366
2020-01-02 18:30:00-05:00,500,7.2,99.0,0.66,83.05,3.284,86.34,0.1601,0.003661
2020-01-02 19:30:00-05:00,500,6.7,99.1,0.68,83.05,3.284,86.34,0.1564,0.003577
2020-01-02 20:30:00-05:00,500,6.1,99.1,0.68,83.05,3.284,86.34,0.154,0.003523
2020-01-02 21:30:00-05:00,500,6.1,99.1,0.65,83.05,3.284,86.34,0.1564,0.003578
2020-01-02 22:30:00-05:00,500,5.6,99.0,0.68,83.05,3.284,86.34,0.1521,0.00348
2020-01-02 23:30:00-05:00,500,5.0,99.0,0.7,83.05,3.284,86.34,0.1483,0.003391
2020-01-03 00:30:00-05:00,500,5.0,99.0,0.7,83.05,3.284,86.34,0.1483,0.003391
2020-01-03 01:30:00-05:00,500,5.0,98.9,0.73,83.05,3.284,86.34,0.1461,0.003341
2020-01-03 02:30:00-05:00,500,4.4,98.9,0.82,83.05,3.284,86.34,0.1374,0.003141
2020-01-03 03:30:00-05:00,500,3.3,98.9,0.89,83.05,3.284,86.34,0.1288,0.002945
2020-01-03 04:30:00-05:00,500,3.3,98.9,0.89,83.05,3.284,86.34,0.1288,0.002945
2020-01-03 05:30:00-05:00,500,2.8,98.8,0.93,83.05,3.284,86.34,0.1246,0.002849
2020-01-03 06:30:00-05:00,500,2.8,98.9,0.93,83.05,3.284,86.34,0.1245,0.002848
2020-01-03 07:30:00-05:00,500,2.8,98.8,0.93,83.05,3.284,86.34,0.1246,0.002849
2020-01-03 08:30:00-05:00,500,1.7,98.8,0.92,83.05,3.284,86.34,0.1217,0.002782
2020-01-03 09:30:00-05:00,500,1.7,98.8,0.92,83.05,3.284,86.34,0.1217,0.002782
2020-01-03 10:30:00-05:00,500,1.7,98.8,0.96,83.05,3.284,86.34,0.1192,0.002726
2020-01-03 11:30:00-05:00,500,2.2,98.7,0.93,83.05,3.284,86.34,0.1227,0.002806
2020-01-03 12:30:00-05:00,500,2.2,98.6,0.96,83.05,3.284,86.34,0.1209,0.002764
2020-01-03 13:30:00-05:00,500,2.8,98.4,0.93,83.05,3.284,86.34,0.1248,0.002854
2020-01-03 14:30:00-05:00,500,2.8,98.4,0.96,83.05,3.284,86.34,0.1228,0.00281
2020-01-03 15:30:00-05:00,500,2.8,98.4,0.96,83.05,3.284,86.34,0.1228,0.00281
2020-01-03 16:30:00-05:00,500,2.8,98.4,0.96,83.05,3.284,86.34,0.1228,0.00281
2020-01-03 17:30:00-05:00,500,2.8,98.3,0.96,83.05,3.284,86.34,0.1229,0.002811
2020-01-03 18:30:00-05:00,500,2.8,98.3,0.96,83.05,3.284,86.34,0.1229,0.002811
2020-01-03 19:30:00-05:00,500,2.8,98.5,0.96,83.05,3.284,86.34,0.1228,0.002808
2020-01-03 20:30:00-05:00,500,3.3,98.4,0.96,83.05,3.284,86.34,0.1244,0.002845
2020-01-03 21:30:00-05:00,500,3.9,98.4,0.93,83.05,3.284,86.34,0.1283,0.002934
2020-01-03 22:30:00-05:00,500,3.9,98.3,0.96,83.05,3.284,86.34,0.1263,0.002889
