,datetime,electricity_demand,heat_demand,cooling_demand,City,Building,AC_id,AC_modules,heat_cooling,electricity_cooling,ABC_id,ABC_modules,total_electricity_demand,total_heat_demand
0,2020-01-01 00:30:00-07:00,22.95542808984237,63.67792463787,0.006001391898994,albuquerque,full_service_restaurant,AC3,3,0.0,0.00176511526441,None,0,22.95719320510678,63.67792463787
1,2020-01-01 01:30:00-07:00,14.685138005,0.02,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,14.685138005,0.02
2,2020-01-01 02:30:00-07:00,14.7005273781,0.592062178639,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,14.7005273781,0.592062178639
3,2020-01-01 03:30:00-07:00,14.7000443135,0.02,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,14.7000443135,0.02
4,2020-01-01 04:30:00-07:00,14.8432300013,0.592068093004,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,14.8432300013,0.592068093004
5,2020-01-01 05:30:00-07:00,23.0549441384,71.4166554808,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,23.0549441384,71.4166554808
6,2020-01-01 06:30:00-07:00,39.0084144925192,72.05846814174001,0.04847971630704,albuquerque,full_service_restaurant,AC3,3,0.0,0.014258740090305881,None,0,39.022673232609506,72.05846814174001
7,2020-01-01 07:30:00-07:00,43.300632055147844,62.12508899584,0.02445908133817,albuquerque,full_service_restaurant,AC3,3,0.0,0.007193847452402941,None,0,43.30782590260025,62.12508899584
8,2020-01-01 08:30:00-07:00,42.27004482131019,52.42423597303,0.0026651143813084,albuquerque,full_service_restaurant,AC3,3,0.0,0.0007838571709730588,None,0,42.27082867848116,52.42423597303
9,2020-01-01 09:30:00-07:00,34.8135139595,47.09603485639,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,34.8135139595,47.09603485639
10,2020-01-01 10:30:00-07:00,42.34234795450214,43.160128452500004,0.014446037431868,albuquerque,full_service_restaurant,AC3,3,0.0,0.004248834538784706,None,0,42.34659678904092,43.160128452500004
11,2020-01-01 11:30:00-07:00,43.1065656077,30.4529827598,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,43.1065656077,30.4529827598
12,2020-01-01 12:30:00-07:00,42.46452184728112,13.94408853072,0.0070700315517439995,albuquerque,full_service_restaurant,AC3,3,0.0,0.002079421044630588,None,0,42.46660126832575,13.94408853072
13,2020-01-01 13:30:00-07:00,34.97341655584801,11.6187137082453,0.022110029637562,albuquerque,full_service_restaurant,AC3,3,0.0,0.006502949893400588,None,0,34.979919505741414,11.6187137082453
14,2020-01-01 14:30:00-07:00,34.99407337,8.1178368600997,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,34.99407337,8.1178368600997
15,2020-01-01 15:30:00-07:00,34.9804122715,8.6660212582,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,34.9804122715,8.6660212582
16,2020-01-01 16:30:00-07:00,42.366545189311516,13.07695450968,0.009162852176224,albuquerque,full_service_restaurant,AC3,3,0.0,0.0026949565224188236,None,0,42.369240145833935,13.07695450968
17,2020-01-01 17:30:00-07:00,46.561630065,28.6856086962,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,46.561630065,28.6856086962
18,2020-01-01 18:30:00-07:00,46.5427131424,36.0621973019,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,46.5427131424,36.0621973019
19,2020-01-01 19:30:00-07:00,39.1833798404,35.6207450759,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,39.1833798404,35.6207450759
20,2020-01-01 20:30:00-07:00,39.1638962913,31.1955557518,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,39.1638962913,31.1955557518
21,2020-01-01 21:30:00-07:00,39.0887895596,42.550858590000004,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,39.0887895596,42.550858590000004
22,2020-01-01 22:30:00-07:00,38.9635467415,48.134216549499996,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,38.9635467415,48.134216549499996
23,2020-01-01 23:30:00-07:00,39.7264261097,52.4183787793,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,39.7264261097,52.4183787793
24,2020-01-02 00:30:00-07:00,22.96621027030688,66.37238587783,0.005970385173855999,albuquerque,full_service_restaurant,AC3,3,0.0,0.0017559956393694116,None,0,22.967966265946252,66.37238587783
25,2020-01-02 01:30:00-07:00,14.6736417298,0.592091278515,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,14.6736417298,0.592091278515
26,2020-01-02 02:30:00-07:00,14.688405049,0.02,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,14.688405049,0.02
27,2020-01-02 03:30:00-07:00,14.6972626961,0.592071351892,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,14.6972626961,0.592071351892
28,2020-01-02 04:30:00-07:00,14.8454407864,0.02,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,14.8454407864,0.02
29,2020-01-02 05:30:00-07:00,23.0549656031,82.32100451364799,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,23.0549656031,82.32100451364799
30,2020-01-02 06:30:00-07:00,39.0071364625285,81.26274434983,0.0468735064317,albuquerque,full_service_restaurant,AC3,3,0.0,0.013786325421088236,None,0,39.02092278794959,81.26274434983
31,2020-01-02 07:30:00-07:00,43.3055674527326,81.2748628095,0.052898393496119994,albuquerque,full_service_restaurant,AC3,3,0.0,0.015558351028270587,None,0,43.32112580376087,81.2748628095
32,2020-01-02 08:30:00-07:00,42.27693447042336,68.968596877,0.0020873349712244,albuquerque,full_service_restaurant,AC3,3,0.0,0.0006139220503601177,None,0,42.277548392473726,68.968596877
33,2020-01-02 09:30:00-07:00,34.823436784,53.4461792648,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,34.823436784,53.4461792648
34,2020-01-02 10:30:00-07:00,42.34648411382763,42.7592077551,0.009430671935006,albuquerque,full_service_restaurant,AC3,3,0.0,0.002773727039707647,None,0,42.34925784086734,42.7592077551
35,2020-01-02 11:30:00-07:00,43.1084324126,25.730590957,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,43.1084324126,25.730590957
36,2020-01-02 12:30:00-07:00,42.46593674952089,11.111622319789,0.022194195560618,albuquerque,full_service_restaurant,AC3,3,0.0,0.006527704576652353,None,0,42.47246445409755,11.111622319789
37,2020-01-02 13:30:00-07:00,34.9653243298,9.8698032929228,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,34.9653243298,9.8698032929228
38,2020-01-02 14:30:00-07:00,34.9717383865,8.867040447447001,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,34.9717383865,8.867040447447001
39,2020-01-02 15:30:00-07:00,34.9571834267,10.232199708460001,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,34.9571834267,10.232199708460001
40,2020-01-02 16:30:00-07:00,42.35609868623206,16.66409255379,0.010724842858171999,albuquerque,full_service_restaurant,AC3,3,0.0,0.003154365546521176,None,0,42.35925305177858,16.66409255379
41,2020-01-02 17:30:00-07:00,46.558811139,28.1504851272,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,46.558811139,28.1504851272
42,2020-01-02 18:30:00-07:00,46.5296541426,39.6251436521,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,46.5296541426,39.6251436521
43,2020-01-02 19:30:00-07:00,39.1551797744,46.4363077195,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,39.1551797744,46.4363077195
44,2020-01-02 20:30:00-07:00,39.1273819423,47.4159405758,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,39.1273819423,47.4159405758
45,2020-01-02 21:30:00-07:00,39.0489086019,56.1109399763,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,39.0489086019,56.1109399763
46,2020-01-02 22:30:00-07:00,38.9367401594,57.3726817755,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,38.9367401594,57.3726817755
47,2020-01-02 23:30:00-07:00,39.724783065,57.61607600323,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,39.724783065,57.61607600323
48,2020-01-03 00:30:00-07:00,22.9692420501,65.84871978587,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,22.9692420501,65.84871978587
49,2020-01-03 01:30:00-07:00,14.6776762239,0.592077621419,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,14.6776762239,0.592077621419
50,2020-01-03 02:30:00-07:00,14.6948965025,0.02,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,14.6948965025,0.02
51,2020-01-03 03:30:00-07:00,14.7010686928,0.592083515994,0.0,albuquerque,full_service_restaurant,AC3,3,0.0,0.0,None,0,14.7010686928,0.592083515994
