,plant_code,state,generator_id,generator_type,Sector,Year,net_gen_steam_turbine_MWh,net_gen_sscc_MWh,net_gen_ccgt_MWh,fuel_cons_total_MMBTU,water_withdrawal_MGal,water_consumption_MGal,total_gen_MWh,water_consumption_ML,water_consumption_intensity_L_per_kWh,water_consumption_rate_per_fuel_cons_L_per_kWh
230,55748,CA,CTG1,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,0.0,0.0,6304.0,1776.0,44.0,32.0,6304.0,121.13312,19.21527918781726,232.72700679999997
231,55748,CA,CTG2,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,0.0,0.0,3808.0,0.0,4.0,4.0,3808.0,15.14164,3.9762710084033617,inf
232,55748,CA,CTG3,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,0.0,0.0,5156.0,0.0,4.0,4.0,5156.0,15.14164,2.9367028704422036,inf
233,55748,CA,CTG4,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,0.0,0.0,6048.0,0.0,12.0,8.0,6048.0,30.28328,5.007156084656085,inf
234,55749,MT,UNT1,Conventional Steam Coal,IPP Non-CHP,2020,724.0,0.0,0.0,0.0,0.0,0.0,724.0,0.0,0.0,
235,55818,WA,FIST,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,846.0,0.0,0.0,85.0,2.0,1.0,846.0,3.78541,4.474479905437352,151.95704561647057
236,55965,GA,CT7B,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,0.0,0.0,32.0,0.0,138.0,96.0,32.0,363.39936,11356.23,inf
237,56349,TX,CT1A,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,0.0,0.0,2906.0,0.0,48.0,36.0,2906.0,136.27476000000001,46.89427391603579,inf
238,56349,TX,ST1,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,2022.0,0.0,0.0,0.0,84.0,62.0,2022.0,234.69542,116.07092977250248,inf
239,56350,TX,CT2A,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,0.0,0.0,1812.0,0.0,34.0,26.0,1812.0,98.42066,54.31603752759382,inf
240,56350,TX,CT2B,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,0.0,0.0,1814.0,0.0,34.0,26.0,1814.0,98.42066,54.256152149944874,inf
241,56798,CT,ST,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,1234.0,0.0,0.0,0.0,10.0,4.0,1234.0,15.14164,12.270372771474879,inf
242,56798,CT,U1,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,0.0,0.0,1614.0,0.0,10.0,4.0,1614.0,15.14164,9.381437422552665,inf
243,56798,CT,U2,Natural Gas Fired Combined Cycle,IPP Non-CHP,2020,0.0,0.0,1488.0,0.0,10.0,4.0,1488.0,15.14164,10.175833333333333,inf
