datetime,ETR,ETRN,GHI,GHISource,GHIUncertainty,DNI,DNISource,DNIUncertainty,DHI,DHISource,DHIUncertainty,GHillum,GHillumSource,GHillumUncertainty,DNillum,DNillumSource,DNillumUncertainty,DHillum,DHillumSource,DHillumUncertainty,Zenithlum,ZenithlumSource,ZenithlumUncertainty,TotCld,TotCldSource,TotCldUnertainty,OpqCld,OpqCldSource,OpqCldUncertainty,DryBulb,DryBulbSource,DryBulbUncertainty,DewPoint,DewPointSource,DewPointUncertainty,RHum,RHumSource,RHumUncertainty,Pressure,PressureSource,PressureUncertainty,Wdir,WdirSource,WdirUncertainty,Wspd,WspdSource,WspdUncertainty,Hvis,HvisSource,HvisUncertainty,CeilHgt,CeilHgtSource,CeilHgtUncertainty,Pwat,PwatSource,PwatUncertainty,AOD,AODSource,AODUncertainty,Alb,AlbSource,AlbUncertainty,Lprecipdepth,Lprecipquantity,LprecipSource,LprecipUncertainty,PresWth,PresWthSource,PresWthUncertainty
2020-01-01 00:30:00-07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,10,A,7,5.6,A,7,74,A,7,977,A,7,110,A,7,1.5,A,7,16000,B,7,77777,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 01:30:00-07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.9,A,7,5.6,A,7,80,A,7,977,A,7,200,A,7,2.1,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 02:30:00-07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.9,A,7,5.6,A,7,80,A,7,977,A,7,120,A,7,1.5,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 03:30:00-07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.9,A,7,5,A,7,77,A,7,977,A,7,0,A,7,0,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 04:30:00-07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,B,8,0,B,8,8.3,A,7,5,A,7,80,A,7,978,A,7,0,A,7,0,A,7,16000,B,7,77777,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 05:30:00-07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,7.8,A,7,4.4,A,7,79,A,7,978,A,7,60,A,7,1.5,A,7,16000,B,7,77777,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 06:30:00-07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,7.2,A,7,4.4,A,7,82,A,7,978,A,7,90,A,7,2.6,A,7,16000,B,7,77777,A,7,1.3,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 07:30:00-07:00,24,625,0,2,9,0,2,21,0,2,9,0,2,9,0,2,21,0,2,9,0,2,25,0,E,9,0,E,9,7.8,A,7,4.4,A,7,79,A,7,979,A,7,90,A,7,2.1,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 08:30:00-07:00,234,1415,119,2,9,561,2,21,26,2,9,126,2,9,433,2,21,54,2,9,61,2,25,0,E,9,0,E,9,8.3,A,7,4.4,A,7,76,A,7,980,A,7,0,A,7,0,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 09:30:00-07:00,458,1415,301,2,9,782,2,21,47,2,9,317,2,9,714,2,21,85,2,9,106,2,25,0,E,9,0,E,9,11.7,A,7,3.9,A,7,59,A,7,980,A,7,40,B,8,1.5,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 10:30:00-07:00,631,1415,434,2,9,832,2,21,61,2,9,455,2,9,800,2,21,97,2,9,138,2,25,0,E,9,0,E,9,15,A,7,2.2,A,7,42,A,7,981,A,7,70,A,7,4.6,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 11:30:00-07:00,741,1415,537,2,9,867,2,21,81,2,9,570,2,9,858,2,21,118,2,9,184,2,25,0,E,9,0,E,9,16.7,A,7,2.2,A,7,38,A,7,980,A,7,90,A,7,2.1,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 12:30:00-07:00,780,1415,584,2,9,909,2,21,81,2,9,609,2,9,893,2,21,115,2,9,173,2,25,0,E,9,0,E,9,16.7,A,7,2.2,A,7,38,A,7,979,A,7,0,A,7,0,A,7,16000,B,7,77777,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 13:30:00-07:00,745,1415,552,2,9,904,2,21,74,2,9,577,2,9,885,2,21,109,2,9,163,2,25,0,E,9,0,E,9,17.8,A,7,2.8,A,7,37,A,7,978,A,7,360,B,8,2.1,A,7,16000,B,7,77777,A,7,1.5,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 14:30:00-07:00,639,1415,485,2,9,702,2,21,167,2,9,507,2,9,690,2,21,193,2,9,343,2,25,0,E,9,0,E,9,17.8,A,7,2.8,A,7,37,A,7,978,A,7,360,B,8,2.1,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 15:30:00-07:00,469,1415,225,2,9,221,2,21,151,2,9,242,2,9,207,2,21,173,2,9,343,2,25,0,E,9,0,E,9,18.3,A,7,2.2,A,7,34,A,7,978,A,7,0,A,7,0,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 16:30:00-07:00,247,1415,188,2,9,439,2,21,111,2,9,182,2,9,303,2,21,129,2,9,223,2,25,2,E,9,1,E,9,18.9,A,7,2.2,A,7,33,A,7,978,A,7,240,A,7,2.6,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 17:30:00-07:00,30,696,0,2,9,0,2,21,0,2,9,0,2,9,0,2,21,0,2,9,0,2,25,2,E,9,1,E,9,17.2,A,7,2.2,A,7,36,A,7,979,A,7,240,A,7,2.1,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 18:30:00-07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,0,E,9,15,A,7,3.3,A,7,45,A,7,979,A,7,220,A,7,1.5,A,7,16000,B,7,77777,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 19:30:00-07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,15,A,7,2.8,A,7,44,A,7,979,A,7,230,A,7,2.1,A,7,16000,B,7,7620,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
2020-01-01 20:30:00-07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,0,E,9,14.4,A,7,2.8,A,7,46,A,7,979,A,7,0,A,7,0,A,7,16000,B,7,7620,A,7,1.4,E,8,0,F,8,0,F,8,0,1,D,9,0,C,8
