,Qe,T_db,Patm,RH,Qfrac,Qheat_kW,Welec_kW,makeup_water_kg_per_s
2127,100.0,20.0,101.4,0.3,1,145,84.61,0.101
2128,100.0,18.9,101.4,0.33,1,145,84.61,0.09736
2129,100.0,16.7,101.4,0.43,1,145,84.61,0.08883
2130,100.0,16.7,101.4,0.38,1,145,84.61,0.09097
2131,100.0,15.6,101.3,0.56,1,145,84.61,0.0818
2132,100.0,15.6,101.4,0.56,1,145,84.61,0.08178
2133,100.0,15.6,101.4,0.5,1,145,84.61,0.08412
2134,100.0,15.0,101.4,0.44,1,145,84.61,0.08547
2135,100.0,15.6,101.3,0.35,1,145,84.61,0.09024
2136,100.0,15.0,101.3,0.35,1,145,84.61,0.0891
2137,100.0,13.9,101.2,0.36,1,145,84.61,0.08665
2138,100.0,14.4,101.2,0.32,1,145,84.61,0.08919
2139,100.0,14.4,101.1,0.31,1,145,84.61,0.08962
2140,100.0,13.3,101.1,0.27,1,145,84.61,0.08898
2141,100.0,12.8,101.1,0.29,1,145,84.61,0.0872
2142,100.0,17.8,101.1,0.18,1,145,84.61,0.1026
2143,100.0,20.0,101.2,0.19,1,145,84.61,0.1069
2144,100.0,22.2,101.2,0.17,1,145,84.61,0.113
2145,100.0,25.0,101.2,0.13,1,145,84.61,0.1222
2146,100.0,25.6,101.2,0.14,1,145,84.61,0.1228
2147,100.0,25.0,101.1,0.22,1,145,84.61,0.1159
2148,100.0,22.8,101.1,0.32,1,145,84.61,0.1053
2149,100.0,24.4,101.0,0.19,1,145,84.61,0.1167
2150,100.0,23.9,100.9,0.18,1,145,84.61,0.1163
2151,100.0,22.8,100.9,0.15,1,145,84.61,0.1158
2152,100.0,20.0,101.0,0.21,1,145,84.61,0.1059
2153,100.0,17.2,101.0,0.34,1,145,84.61,0.0938
2154,100.0,15.6,101.0,0.6,1,145,84.61,0.08035
2155,100.0,15.6,101.1,0.67,1,145,84.61,0.07771
2156,100.0,15.0,101.1,0.84,1,145,84.61,0.07094
2157,100.0,14.5,101.2,0.9,1,145,84.61,0.06837
2158,100.0,14.1,101.2,0.87,1,145,84.61,0.06888
2159,100.0,13.6,101.2,0.87,1,145,84.61,0.0683
2160,100.0,13.1,101.4,0.78,1,145,84.61,0.07053
2161,100.0,12.6,101.4,0.77,1,145,84.61,0.0702
2162,100.0,12.2,101.4,0.77,1,145,84.61,0.06968
2163,100.0,11.7,101.3,0.8,1,145,84.61,0.06813
2164,100.0,11.7,101.3,0.77,1,145,84.61,0.06904
2165,100.0,12.2,101.4,0.8,1,145,84.61,0.06875
2166,100.0,12.8,101.4,0.83,1,145,84.61,0.06857
2167,100.0,13.3,101.4,0.83,1,145,84.61,0.06918
2168,100.0,15.0,101.4,0.75,1,145,84.61,0.07397
2169,100.0,16.1,101.3,0.67,1,145,84.61,0.07834
2170,100.0,15.0,101.4,0.75,1,145,84.61,0.07397
2171,100.0,15.6,101.3,0.72,1,145,84.61,0.07583
2172,100.0,16.7,101.2,0.67,1,145,84.61,0.07918
2173,100.0,16.7,101.2,0.65,1,145,84.61,0.07995
2174,100.0,15.6,101.1,0.62,1,145,84.61,0.07957
2175,100.0,14.4,101.1,0.7,1,145,84.61,0.07499
2176,100.0,13.9,101.0,0.69,1,145,84.61,0.07468
2177,100.0,13.9,101.0,0.69,1,145,84.61,0.07468
2178,100.0,13.9,101.0,0.69,1,145,84.61,0.07468
2179,100.0,13.3,101.0,0.72,1,145,84.61,0.07285
2180,100.0,13.3,101.0,0.69,1,145,84.61,0.07385
2181,100.0,13.9,101.0,0.67,1,145,84.61,0.07537
2182,100.0,13.9,100.9,0.67,1,145,84.61,0.07539
2183,100.0,13.3,100.9,0.72,1,145,84.61,0.07287
2184,100.0,13.3,100.9,0.72,1,145,84.61,0.07287
2185,100.0,13.3,100.9,0.72,1,145,84.61,0.07287
2186,100.0,12.2,100.8,0.77,1,145,84.61,0.06981
2187,100.0,11.1,100.7,0.8,1,145,84.61,0.06749
2188,100.0,10.6,100.7,0.77,1,145,84.61,0.06771
2189,100.0,11.1,100.7,0.72,1,145,84.61,0.06989
2190,100.0,11.1,100.8,0.72,1,145,84.61,0.06987
2191,100.0,12.2,100.8,0.67,1,145,84.61,0.073
2192,100.0,13.3,100.8,0.6,1,145,84.61,0.07696
2193,100.0,13.3,100.9,0.6,1,145,84.61,0.07694
2194,100.0,13.9,100.9,0.6,1,145,84.61,0.07784
2195,100.0,14.4,100.9,0.58,1,145,84.61,0.07932
2196,100.0,15.0,100.9,0.58,1,145,84.61,0.08023
2197,100.0,15.0,100.8,0.56,1,145,84.61,0.08101
2198,100.0,15.0,100.8,0.6,1,145,84.61,0.07951
2199,100.0,13.9,100.7,0.64,1,145,84.61,0.07648
2200,100.0,13.9,100.8,0.51,1,145,84.61,0.08112
2201,100.0,12.8,100.8,0.57,1,145,84.61,0.07723
2202,100.0,11.7,100.8,0.64,1,145,84.61,0.07323
2203,100.0,12.8,100.9,0.59,1,145,84.61,0.07652
2204,100.0,12.8,101.0,0.64,1,145,84.61,0.07481
2205,100.0,11.7,101.0,0.66,1,145,84.61,0.07254
2206,100.0,11.1,101.1,0.74,1,145,84.61,0.06919
2207,100.0,10.6,101.1,0.74,1,145,84.61,0.06851
2208,100.0,11.7,101.1,0.69,1,145,84.61,0.07157
2209,100.0,11.1,101.1,0.69,1,145,84.61,0.07072
2210,100.0,10.0,101.1,0.71,1,145,84.61,0.06855
2211,100.0,10.0,101.2,0.71,1,145,84.61,0.06852
2212,100.0,9.4,101.2,0.74,1,145,84.61,0.06682
2213,100.0,9.4,101.3,0.74,1,145,84.61,0.0668
2214,100.0,11.1,101.4,0.69,1,145,84.61,0.07064
2215,100.0,12.8,101.5,0.69,1,145,84.61,0.07303
2216,100.0,14.4,101.5,0.62,1,145,84.61,0.07773
2217,100.0,16.1,101.5,0.58,1,145,84.61,0.08174
2218,100.0,16.7,101.5,0.58,1,145,84.61,0.08263
2219,100.0,15.6,101.5,0.7,1,145,84.61,0.07651
2220,100.0,16.1,101.5,0.58,1,145,84.61,0.08174
2221,100.0,15.6,101.5,0.62,1,145,84.61,0.07947
2222,100.0,15.6,101.5,0.52,1,145,84.61,0.0833
2223,100.0,15.6,101.4,0.54,1,145,84.61,0.08255
2224,100.0,14.4,101.4,0.67,1,145,84.61,0.07597
2225,100.0,13.3,101.5,0.72,1,145,84.61,0.07273
2226,100.0,12.8,101.5,0.75,1,145,84.61,0.07108
2227,100.0,12.8,101.6,0.75,1,145,84.61,0.07106
2228,100.0,12.2,101.7,0.75,1,145,84.61,0.07024
2229,100.0,12.8,101.7,0.72,1,145,84.61,0.07201
2230,100.0,12.8,101.8,0.75,1,145,84.61,0.07101
2231,100.0,12.2,101.8,0.72,1,145,84.61,0.07116
2232,100.0,11.7,101.8,0.74,1,145,84.61,0.06985
2233,100.0,11.1,101.8,0.77,1,145,84.61,0.06813
2234,100.0,11.1,101.8,0.77,1,145,84.61,0.06813
2235,100.0,10.6,101.8,0.77,1,145,84.61,0.06746
2236,100.0,10.0,101.8,0.77,1,145,84.61,0.06666
2237,100.0,10.0,101.9,0.74,1,145,84.61,0.06749
2238,100.0,11.7,102.0,0.72,1,145,84.61,0.07042
2239,100.0,13.9,102.0,0.62,1,145,84.61,0.07687
2240,100.0,16.7,102.0,0.52,1,145,84.61,0.08492
2241,100.0,19.4,102.0,0.45,1,145,84.61,0.09232
2242,100.0,18.9,102.0,0.54,1,145,84.61,0.08745
2243,100.0,19.4,102.0,0.53,1,145,84.61,0.08864
2244,100.0,20.0,102.0,0.49,1,145,84.61,0.0914
2245,100.0,18.3,101.9,0.54,1,145,84.61,0.08657
2246,100.0,19.4,101.9,0.47,1,145,84.61,0.09142
2247,100.0,18.9,101.8,0.52,1,145,84.61,0.08839
2248,100.0,18.9,101.8,0.49,1,145,84.61,0.08973
2249,100.0,17.2,101.8,0.54,1,145,84.61,0.08493
2250,100.0,20.0,101.8,0.31,1,145,84.61,0.1003
2251,100.0,18.3,101.9,0.5,1,145,84.61,0.08831
2252,100.0,16.1,102.0,0.63,1,145,84.61,0.07969
2253,100.0,15.6,102.0,0.65,1,145,84.61,0.07823
2254,100.0,16.7,102.0,0.6,1,145,84.61,0.08171
2255,100.0,16.1,101.9,0.58,1,145,84.61,0.08164
2256,100.0,15.6,101.9,0.56,1,145,84.61,0.08165
2257,100.0,15.0,101.9,0.54,1,145,84.61,0.08148
2258,100.0,14.4,101.8,0.49,1,145,84.61,0.08242
2259,100.0,13.9,101.8,0.47,1,145,84.61,0.08232
2260,100.0,13.3,101.8,0.49,1,145,84.61,0.08058
2261,100.0,13.9,101.8,0.46,1,145,84.61,0.08269
2262,100.0,16.7,101.9,0.4,1,145,84.61,0.08997
2263,100.0,20.6,101.9,0.26,1,145,84.61,0.1041
2264,100.0,23.3,101.8,0.22,1,145,84.61,0.1121
2265,100.0,26.7,101.8,0.19,1,145,84.61,0.1214
2266,100.0,28.3,101.7,0.15,1,145,84.61,0.1281
2267,100.0,28.9,101.7,0.14,1,145,84.61,0.1303
2268,100.0,28.3,101.5,0.13,1,145,84.61,0.1298
2269,100.0,27.2,101.5,0.16,1,145,84.61,0.1249
2270,100.0,26.7,101.4,0.16,1,145,84.61,0.1238
2271,100.0,26.7,101.3,0.16,1,145,84.61,0.1238
2272,100.0,23.3,101.2,0.28,1,145,84.61,0.1086
2273,100.0,19.4,101.2,0.45,1,145,84.61,0.09254
2274,100.0,18.9,101.2,0.47,1,145,84.61,0.0908
2275,100.0,18.9,101.2,0.47,1,145,84.61,0.0908
2276,100.0,18.9,101.2,0.45,1,145,84.61,0.09172
2277,100.0,18.9,101.2,0.43,1,145,84.61,0.09265
2278,100.0,18.9,101.2,0.43,1,145,84.61,0.09265
2279,100.0,17.2,101.2,0.48,1,145,84.61,0.0876
2280,100.0,17.2,101.1,0.46,1,145,84.61,0.08848
2281,100.0,16.7,101.0,0.45,1,145,84.61,0.08809
2282,100.0,16.1,101.0,0.48,1,145,84.61,0.08584
2283,100.0,15.0,101.0,0.51,1,145,84.61,0.08286
2284,100.0,14.4,101.0,0.46,1,145,84.61,0.08377
2285,100.0,15.0,101.0,0.44,1,145,84.61,0.08558
2286,100.0,17.2,101.0,0.4,1,145,84.61,0.09112
2287,100.0,19.4,101.1,0.39,1,145,84.61,0.09544
2288,100.0,20.6,101.1,0.38,1,145,84.61,0.09805
2289,100.0,22.8,101.1,0.4,1,145,84.61,0.1007
2290,100.0,22.2,101.1,0.51,1,145,84.61,0.09395
2291,100.0,21.7,101.0,0.49,1,145,84.61,0.09425
2292,100.0,20.6,101.0,0.61,1,145,84.61,0.08695
2293,100.0,21.1,101.0,0.49,1,145,84.61,0.09335
2294,100.0,18.9,101.0,0.54,1,145,84.61,0.0877
2295,100.0,17.8,100.9,0.56,1,145,84.61,0.08522
2296,100.0,16.7,100.9,0.7,1,145,84.61,0.0781
2297,100.0,16.1,100.9,0.65,1,145,84.61,0.07919
2298,100.0,15.6,100.9,0.6,1,145,84.61,0.08037
2299,100.0,14.4,101.0,0.67,1,145,84.61,0.07607
2300,100.0,13.9,101.0,0.72,1,145,84.61,0.07365
2301,100.0,13.9,101.0,0.78,1,145,84.61,0.07164
2302,100.0,13.3,101.0,0.78,1,145,84.61,0.07088
2303,100.0,13.3,101.0,0.75,1,145,84.61,0.07186
2304,100.0,12.8,101.1,0.77,1,145,84.61,0.07053
2305,100.0,12.8,101.0,0.75,1,145,84.61,0.0712
2306,100.0,12.8,101.0,0.72,1,145,84.61,0.07217
2307,100.0,12.8,101.0,0.75,1,145,84.61,0.0712
2308,100.0,12.8,101.0,0.72,1,145,84.61,0.07217
2309,100.0,12.8,101.1,0.72,1,145,84.61,0.07214
2310,100.0,13.9,101.1,0.62,1,145,84.61,0.07709
2311,100.0,14.4,101.2,0.6,1,145,84.61,0.07852
2312,100.0,15.0,101.2,0.6,1,145,84.61,0.07941
2313,100.0,15.6,101.2,0.54,1,145,84.61,0.0826
2314,100.0,16.7,101.2,0.52,1,145,84.61,0.08513
2315,100.0,16.7,101.2,0.52,1,145,84.61,0.08513
2316,100.0,17.2,101.2,0.5,1,145,84.61,0.08675
2317,100.0,17.8,101.1,0.48,1,145,84.61,0.0886
2318,100.0,17.2,101.1,0.5,1,145,84.61,0.08678
2319,100.0,15.6,101.1,0.6,1,145,84.61,0.08033
2320,100.0,15.0,101.1,0.62,1,145,84.61,0.0787
2321,100.0,13.3,101.1,0.72,1,145,84.61,0.07282
2322,100.0,13.3,101.1,0.72,1,145,84.61,0.07282
2323,100.0,13.3,101.2,0.72,1,145,84.61,0.0728
2324,100.0,13.9,101.3,0.69,1,145,84.61,0.07461
2325,100.0,13.9,101.2,0.69,1,145,84.61,0.07463
2326,100.0,13.9,101.3,0.72,1,145,84.61,0.07359
2327,100.0,13.9,101.3,0.72,1,145,84.61,0.07359
2328,100.0,13.9,101.3,0.62,1,145,84.61,0.07704
2329,100.0,13.9,101.2,0.62,1,145,84.61,0.07706
2330,100.0,13.9,101.2,0.6,1,145,84.61,0.07777
2331,100.0,13.9,101.2,0.6,1,145,84.61,0.07777
2332,100.0,13.9,101.3,0.57,1,145,84.61,0.07881
2333,100.0,13.9,101.3,0.6,1,145,84.61,0.07774
2334,100.0,14.4,101.4,0.58,1,145,84.61,0.07919
2335,100.0,15.6,101.4,0.56,1,145,84.61,0.08178
2336,100.0,16.7,101.4,0.56,1,145,84.61,0.08345
2337,100.0,17.2,101.4,0.56,1,145,84.61,0.08421
2338,100.0,17.2,101.4,0.58,1,145,84.61,0.08339
2339,100.0,16.7,101.4,0.58,1,145,84.61,0.08265
2340,100.0,17.2,101.3,0.56,1,145,84.61,0.08423
2341,100.0,16.7,101.3,0.67,1,145,84.61,0.07915
2342,100.0,16.1,101.3,0.7,1,145,84.61,0.07722
2343,100.0,15.6,101.2,0.72,1,145,84.61,0.07586
2344,100.0,15.0,101.2,0.72,1,145,84.61,0.07507
2345,100.0,13.9,101.2,0.78,1,145,84.61,0.07159
2346,100.0,13.3,101.3,0.83,1,145,84.61,0.0692
2347,100.0,13.3,101.3,0.8,1,145,84.61,0.07016
2348,100.0,12.8,101.3,0.8,1,145,84.61,0.06953
2349,100.0,13.9,101.3,0.72,1,145,84.61,0.07359
2350,100.0,13.9,101.3,0.72,1,145,84.61,0.07359
2351,100.0,13.9,101.3,0.75,1,145,84.61,0.07257
2352,100.0,13.3,101.2,0.78,1,145,84.61,0.07083
2353,100.0,12.8,101.2,0.77,1,145,84.61,0.07051
2354,100.0,12.2,101.2,0.83,1,145,84.61,0.06787
2355,100.0,12.8,101.2,0.8,1,145,84.61,0.06955
2356,100.0,12.2,101.2,0.77,1,145,84.61,0.06972
2357,100.0,11.7,101.2,0.8,1,145,84.61,0.06815
2358,100.0,12.8,101.2,0.77,1,145,84.61,0.07051
2359,100.0,14.4,101.3,0.75,1,145,84.61,0.07322
2360,100.0,16.1,101.3,0.63,1,145,84.61,0.07986
2361,100.0,16.7,101.3,0.65,1,145,84.61,0.07992
2362,100.0,17.8,101.2,0.63,1,145,84.61,0.08225
2363,100.0,17.8,101.1,0.63,1,145,84.61,0.08228
2364,100.0,17.8,101.1,0.65,1,145,84.61,0.08147
2365,100.0,17.2,101.1,0.65,1,145,84.61,0.08065
2366,100.0,16.7,101.0,0.67,1,145,84.61,0.07922
2367,100.0,16.7,101.0,0.7,1,145,84.61,0.07808
2368,100.0,15.6,101.0,0.72,1,145,84.61,0.0759
2369,100.0,14.4,101.0,0.75,1,145,84.61,0.07329
2370,100.0,13.3,101.0,0.83,1,145,84.61,0.06926
2371,100.0,13.3,101.1,0.8,1,145,84.61,0.07021
2372,100.0,13.3,101.1,0.8,1,145,84.61,0.07021
2373,100.0,13.3,101.1,0.8,1,145,84.61,0.07021
2374,100.0,13.3,101.1,0.8,1,145,84.61,0.07021
2375,100.0,13.9,101.1,0.78,1,145,84.61,0.07162
2376,100.0,13.9,101.0,0.78,1,145,84.61,0.07164
2377,100.0,13.9,101.0,0.78,1,145,84.61,0.07164
2378,100.0,13.9,101.0,0.78,1,145,84.61,0.07164
2379,100.0,13.9,101.0,0.78,1,145,84.61,0.07164
2380,100.0,14.4,101.0,0.75,1,145,84.61,0.07329
2381,100.0,14.4,101.1,0.75,1,145,84.61,0.07327
2382,100.0,15.0,101.1,0.7,1,145,84.61,0.0758
2383,100.0,15.0,101.2,0.7,1,145,84.61,0.07578
2384,100.0,15.6,101.2,0.67,1,145,84.61,0.07768
2385,100.0,16.1,101.2,0.65,1,145,84.61,0.07912
2386,100.0,16.1,101.2,0.67,1,145,84.61,0.07836
2387,100.0,16.1,101.2,0.67,1,145,84.61,0.07836
2388,100.0,16.1,101.2,0.65,1,145,84.61,0.07912
2389,100.0,17.2,101.2,0.63,1,145,84.61,0.08142
2390,100.0,16.7,101.1,0.65,1,145,84.61,0.07997
2391,100.0,16.7,101.1,0.65,1,145,84.61,0.07997
2392,100.0,16.1,101.0,0.65,1,145,84.61,0.07917
2393,100.0,14.4,101.0,0.72,1,145,84.61,0.07432
2394,100.0,13.9,101.1,0.8,1,145,84.61,0.07095
2395,100.0,14.4,101.1,0.78,1,145,84.61,0.07225
2396,100.0,14.4,101.2,0.81,1,145,84.61,0.07122
2397,100.0,15.0,101.2,0.72,1,145,84.61,0.07507
2398,100.0,14.4,101.2,0.78,1,145,84.61,0.07222
2399,100.0,14.4,101.2,0.81,1,145,84.61,0.07122
2400,100.0,12.8,101.2,0.86,1,145,84.61,0.06767
2401,100.0,13.9,101.2,0.8,1,145,84.61,0.07093
2402,100.0,14.4,101.3,0.78,1,145,84.61,0.0722
2403,100.0,13.9,101.2,0.8,1,145,84.61,0.07093
2404,100.0,13.9,101.3,0.78,1,145,84.61,0.07157
2405,100.0,13.9,101.4,0.83,1,145,84.61,0.06991
2406,100.0,14.4,101.4,0.81,1,145,84.61,0.07117
2407,100.0,15.0,101.5,0.81,1,145,84.61,0.07188
2408,100.0,16.1,101.5,0.78,1,145,84.61,0.07426
2409,100.0,17.2,101.5,0.68,1,145,84.61,0.07939
2410,100.0,17.8,101.5,0.63,1,145,84.61,0.08218
2411,100.0,18.3,101.5,0.56,1,145,84.61,0.08582
2412,100.0,18.9,101.4,0.54,1,145,84.61,0.0876
2413,100.0,17.2,101.4,0.6,1,145,84.61,0.08258
2414,100.0,17.8,101.3,0.58,1,145,84.61,0.08429
2415,100.0,16.1,101.3,0.63,1,145,84.61,0.07986
2416,100.0,16.1,101.3,0.63,1,145,84.61,0.07986
2417,100.0,14.4,101.3,0.72,1,145,84.61,0.07425
2418,100.0,13.9,101.3,0.78,1,145,84.61,0.07157
2419,100.0,13.9,101.4,0.75,1,145,84.61,0.07255
2420,100.0,13.9,101.4,0.75,1,145,84.61,0.07255
2421,100.0,13.3,101.4,0.78,1,145,84.61,0.07079
2422,100.0,13.3,101.4,0.8,1,145,84.61,0.07014
2423,100.0,13.3,101.4,0.8,1,145,84.61,0.07014
2424,100.0,13.3,101.3,0.78,1,145,84.61,0.07081
2425,100.0,12.8,101.2,0.8,1,145,84.61,0.06955
2426,100.0,12.2,101.2,0.8,1,145,84.61,0.06879
2427,100.0,12.2,101.2,0.8,1,145,84.61,0.06879
2428,100.0,12.2,101.2,0.83,1,145,84.61,0.06787
2429,100.0,11.7,101.2,0.83,1,145,84.61,0.06724
2430,100.0,12.8,101.3,0.83,1,145,84.61,0.06859
2431,100.0,14.4,101.3,0.81,1,145,84.61,0.07119
2432,100.0,16.1,101.4,0.7,1,145,84.61,0.0772
2433,100.0,17.8,101.4,0.63,1,145,84.61,0.08221
2434,100.0,18.9,101.3,0.63,1,145,84.61,0.08373
2435,100.0,19.4,101.3,0.61,1,145,84.61,0.08526
2436,100.0,19.4,101.3,0.59,1,145,84.61,0.08614
2437,100.0,18.3,101.2,0.63,1,145,84.61,0.08294
2438,100.0,17.8,101.2,0.68,1,145,84.61,0.08024
2439,100.0,17.2,101.2,0.65,1,145,84.61,0.08063
2440,100.0,16.7,101.2,0.7,1,145,84.61,0.07803
2441,100.0,15.0,101.2,0.75,1,145,84.61,0.07402
2442,100.0,13.9,101.2,0.78,1,145,84.61,0.07159
2443,100.0,13.3,101.3,0.8,1,145,84.61,0.07016
2444,100.0,13.3,101.3,0.8,1,145,84.61,0.07016
2445,100.0,13.9,101.3,0.8,1,145,84.61,0.07091
2446,100.0,13.9,101.3,0.78,1,145,84.61,0.07157
2447,100.0,13.9,101.3,0.78,1,145,84.61,0.07157
2448,100.0,13.3,101.3,0.78,1,145,84.61,0.07081
2449,100.0,12.8,101.3,0.8,1,145,84.61,0.06953
2450,100.0,11.1,101.3,0.86,1,145,84.61,0.06559
2451,100.0,12.2,101.3,0.86,1,145,84.61,0.06693
2452,100.0,13.3,101.3,0.83,1,145,84.61,0.0692
2453,100.0,13.9,101.4,0.78,1,145,84.61,0.07155
2454,100.0,14.4,101.5,0.75,1,145,84.61,0.07318
2455,100.0,15.0,101.5,0.72,1,145,84.61,0.075
2456,100.0,15.6,101.5,0.7,1,145,84.61,0.07651
2457,100.0,17.2,101.5,0.65,1,145,84.61,0.08056
2458,100.0,17.8,101.5,0.65,1,145,84.61,0.08137
2459,100.0,17.8,101.5,0.65,1,145,84.61,0.08137
2460,100.0,17.8,101.4,0.65,1,145,84.61,0.0814
2461,100.0,17.8,101.4,0.65,1,145,84.61,0.0814
2462,100.0,17.2,101.4,0.65,1,145,84.61,0.08059
2463,100.0,17.2,101.3,0.63,1,145,84.61,0.0814
2464,100.0,16.1,101.3,0.7,1,145,84.61,0.07722
2465,100.0,15.0,101.3,0.75,1,145,84.61,0.07399
2466,100.0,14.4,101.4,0.84,1,145,84.61,0.07018
2467,100.0,14.4,101.4,0.84,1,145,84.61,0.07018
2468,100.0,13.9,101.4,0.83,1,145,84.61,0.06991
2469,100.0,13.3,101.4,0.87,1,145,84.61,0.06791
2470,100.0,13.3,101.4,0.87,1,145,84.61,0.06791
2471,100.0,13.3,101.4,0.87,1,145,84.61,0.06791
2472,100.0,13.3,101.4,0.83,1,145,84.61,0.06918
2473,100.0,13.3,101.4,0.8,1,145,84.61,0.07014
2474,100.0,13.3,101.4,0.8,1,145,84.61,0.07014
2475,100.0,13.3,101.4,0.83,1,145,84.61,0.06918
2476,100.0,13.9,101.4,0.8,1,145,84.61,0.07089
2477,100.0,13.9,101.5,0.78,1,145,84.61,0.07153
2478,100.0,13.9,101.5,0.8,1,145,84.61,0.07087
2479,100.0,14.4,101.5,0.78,1,145,84.61,0.07216
2480,100.0,16.7,101.6,0.7,1,145,84.61,0.07794
2481,100.0,17.2,101.6,0.7,1,145,84.61,0.07859
2482,100.0,17.2,101.6,0.68,1,145,84.61,0.07936
2483,100.0,16.7,101.6,0.67,1,145,84.61,0.07908
2484,100.0,15.6,101.6,0.7,1,145,84.61,0.07649
2485,100.0,16.7,101.5,0.65,1,145,84.61,0.07988
2486,100.0,16.1,101.4,0.7,1,145,84.61,0.0772
2487,100.0,15.6,101.4,0.7,1,145,84.61,0.07654
2488,100.0,15.0,101.4,0.72,1,145,84.61,0.07503
2489,100.0,13.9,101.4,0.78,1,145,84.61,0.07155
2490,100.0,13.9,101.4,0.8,1,145,84.61,0.07089
2491,100.0,13.9,101.5,0.8,1,145,84.61,0.07087
2492,100.0,13.3,101.5,0.8,1,145,84.61,0.07012
2493,100.0,12.8,101.5,0.83,1,145,84.61,0.06855
2494,100.0,12.8,101.5,0.83,1,145,84.61,0.06855
2495,100.0,12.8,101.5,0.83,1,145,84.61,0.06855
2496,100.0,12.8,101.5,0.8,1,145,84.61,0.06949
2497,100.0,12.8,101.5,0.8,1,145,84.61,0.06949
2498,100.0,12.2,101.5,0.83,1,145,84.61,0.0678
2499,100.0,12.2,101.5,0.83,1,145,84.61,0.0678
2500,100.0,12.2,101.5,0.83,1,145,84.61,0.0678
2501,100.0,12.8,101.6,0.8,1,145,84.61,0.06947
2502,100.0,12.8,101.6,0.83,1,145,84.61,0.06852
2503,100.0,13.3,101.7,0.8,1,145,84.61,0.07008
2504,100.0,13.9,101.7,0.78,1,145,84.61,0.07149
2505,100.0,15.6,101.7,0.72,1,145,84.61,0.07574
2506,100.0,15.6,101.6,0.72,1,145,84.61,0.07577
2507,100.0,16.1,101.6,0.67,1,145,84.61,0.07827
2508,100.0,16.1,101.6,0.67,1,145,84.61,0.07827
2509,100.0,15.6,101.5,0.72,1,145,84.61,0.07579
2510,100.0,15.0,101.5,0.75,1,145,84.61,0.07395
2511,100.0,14.4,101.4,0.78,1,145,84.61,0.07218
2512,100.0,14.4,101.4,0.78,1,145,84.61,0.07218
2513,100.0,13.3,101.4,0.83,1,145,84.61,0.06918
2514,100.0,13.3,101.5,0.83,1,145,84.61,0.06916
2515,100.0,13.3,101.5,0.83,1,145,84.61,0.06916
2516,100.0,13.9,101.6,0.8,1,145,84.61,0.07085
2517,100.0,14.4,101.6,0.78,1,145,84.61,0.07214
2518,100.0,13.3,101.6,0.83,1,145,84.61,0.06914
2519,100.0,13.3,101.6,0.83,1,145,84.61,0.06914
2520,100.0,12.8,101.6,0.83,1,145,84.61,0.06852
2521,100.0,12.8,101.5,0.8,1,145,84.61,0.06949
2522,100.0,12.2,101.6,0.83,1,145,84.61,0.06778
2523,100.0,12.8,101.5,0.83,1,145,84.61,0.06855
2524,100.0,12.8,101.5,0.83,1,145,84.61,0.06855
2525,100.0,12.8,101.6,0.86,1,145,84.61,0.06759
2526,100.0,13.3,101.7,0.83,1,145,84.61,0.06912
2527,100.0,13.9,101.7,0.78,1,145,84.61,0.07149
2528,100.0,15.6,101.7,0.75,1,145,84.61,0.07467
2529,100.0,16.7,101.7,0.7,1,145,84.61,0.07792
2530,100.0,16.7,101.7,0.7,1,145,84.61,0.07792
2531,100.0,16.7,101.6,0.67,1,145,84.61,0.07908
2532,100.0,17.2,101.5,0.68,1,145,84.61,0.07939
2533,100.0,16.7,101.5,0.73,1,145,84.61,0.07683
2534,100.0,16.1,101.4,0.72,1,145,84.61,0.07646
2535,100.0,16.1,101.3,0.75,1,145,84.61,0.07539
2536,100.0,15.6,101.3,0.78,1,145,84.61,0.07369
2537,100.0,15.0,101.2,0.81,1,145,84.61,0.07194
2538,100.0,13.9,101.3,0.83,1,145,84.61,0.06993
2539,100.0,15.0,101.3,0.81,1,145,84.61,0.07192
2540,100.0,15.0,101.4,0.81,1,145,84.61,0.0719
2541,100.0,15.0,101.4,0.78,1,145,84.61,0.07293
2542,100.0,15.0,101.4,0.78,1,145,84.61,0.07293
2543,100.0,13.9,101.4,0.83,1,145,84.61,0.06991
2544,100.0,13.9,101.3,0.83,1,145,84.61,0.06993
2545,100.0,15.0,101.3,0.81,1,145,84.61,0.07192
2546,100.0,15.0,101.3,0.78,1,145,84.61,0.07295
2547,100.0,14.4,101.3,0.78,1,145,84.61,0.0722
2548,100.0,14.4,101.3,0.78,1,145,84.61,0.0722
2549,100.0,14.4,101.3,0.78,1,145,84.61,0.0722
2550,100.0,15.0,101.3,0.78,1,145,84.61,0.07295
2551,100.0,15.6,101.3,0.75,1,145,84.61,0.07476
2552,100.0,15.6,101.3,0.78,1,145,84.61,0.07369
2553,100.0,17.2,101.3,0.7,1,145,84.61,0.07866
2554,100.0,17.2,101.3,0.7,1,145,84.61,0.07866
2555,100.0,18.3,101.2,0.68,1,145,84.61,0.08089
2556,100.0,18.3,101.2,0.65,1,145,84.61,0.08211
2557,100.0,17.8,101.1,0.68,1,145,84.61,0.08026
2558,100.0,17.2,101.1,0.7,1,145,84.61,0.0787
2559,100.0,16.7,101.0,0.73,1,145,84.61,0.07694
2560,100.0,16.1,101.0,0.75,1,145,84.61,0.07545
2561,100.0,15.6,101.0,0.75,1,145,84.61,0.07482
2562,100.0,15.0,101.0,0.78,1,145,84.61,0.07302
