,Qe,T_db,Patm,RH,Qfrac,Qheat_kW,Welec_kW,makeup_water_kg_per_s
89,100.0,12.8,100.9,0.69,1,145,84.61,0.07317
90,100.0,11.7,100.9,0.74,1,145,84.61,0.07006
91,100.0,12.2,100.9,0.64,1,145,84.61,0.07395
92,100.0,12.2,100.9,0.64,1,145,84.61,0.07395
93,100.0,11.7,100.9,0.74,1,145,84.61,0.07006
94,100.0,10.6,100.9,0.77,1,145,84.61,0.06767
95,100.0,10.0,100.8,0.8,1,145,84.61,0.06603
96,100.0,10.0,100.9,0.8,1,145,84.61,0.066
97,100.0,8.9,100.9,0.83,1,145,84.61,0.06373
98,100.0,8.3,100.8,0.86,1,145,84.61,0.06219
99,100.0,8.3,100.7,0.86,1,145,84.61,0.06221
100,100.0,7.8,100.7,0.83,1,145,84.61,0.06234
101,100.0,7.8,100.7,0.86,1,145,84.61,0.06157
102,100.0,9.4,100.7,0.8,1,145,84.61,0.06526
103,100.0,8.3,100.7,0.89,1,145,84.61,0.06143
104,100.0,9.4,100.8,0.86,1,145,84.61,0.06358
105,100.0,10.0,100.9,0.86,1,145,84.61,0.06431
106,100.0,11.7,100.8,0.8,1,145,84.61,0.06824
107,100.0,13.3,100.6,0.75,1,145,84.61,0.07195
108,100.0,13.3,100.6,0.69,1,145,84.61,0.07394
109,100.0,13.3,100.5,0.64,1,145,84.61,0.07566
110,100.0,13.3,100.6,0.72,1,145,84.61,0.07294
111,100.0,11.1,100.6,0.86,1,145,84.61,0.06574
112,100.0,10.6,100.6,0.9,1,145,84.61,0.06399
113,100.0,10.6,100.6,0.9,1,145,84.61,0.06399
114,100.0,10.6,100.7,0.93,1,145,84.61,0.06312
115,100.0,10.0,100.7,0.96,1,145,84.61,0.0616
116,100.0,9.4,100.9,0.96,1,145,84.61,0.06087
117,100.0,8.3,100.9,0.96,1,145,84.61,0.05959
118,100.0,8.3,100.9,0.96,1,145,84.61,0.05959
119,100.0,8.3,101.0,0.93,1,145,84.61,0.06033
120,100.0,8.3,101.0,0.96,1,145,84.61,0.05957
121,100.0,8.3,101.0,1.0,1,145,84.61,0.05856
122,100.0,8.3,101.0,0.96,1,145,84.61,0.05957
123,100.0,8.3,101.0,0.96,1,145,84.61,0.05957
124,100.0,8.3,101.1,0.96,1,145,84.61,0.05955
125,100.0,8.3,101.1,0.96,1,145,84.61,0.05955
126,100.0,8.3,101.1,0.93,1,145,84.61,0.06031
127,100.0,8.3,101.2,0.93,1,145,84.61,0.06029
128,100.0,8.3,101.4,0.96,1,145,84.61,0.05949
129,100.0,8.3,101.4,1.0,1,145,84.61,0.05848
130,100.0,8.9,101.4,1.0,1,145,84.61,0.05915
131,100.0,10.6,101.3,0.96,1,145,84.61,0.06216
132,100.0,10.6,101.2,0.96,1,145,84.61,0.06218
