,Qe,T_db,Patm,RH,Qfrac,Qheat_kW,Welec_kW,makeup_water_kg_per_s
392,100.0,-2.2,83.9,0.59,1.0,145.0,84.61,0.05683
393,100.0,0.0,83.9,0.52,1.0,145.0,84.61,0.06222
394,100.0,0.0,84.1,0.54,1.0,145.0,84.61,0.06174
395,100.0,-1.1,84.0,0.57,1.0,145.0,84.61,0.05914
396,100.0,-2.2,84.0,0.59,1.0,145.0,84.61,0.0568
397,100.0,-2.8,84.0,0.57,1.0,145.0,84.61,0.05613
398,100.0,-4.4,84.0,0.61,1.0,145.0,84.61,0.05267
399,100.0,-5.6,83.9,0.62,1.0,145.0,84.61,0.05053
400,100.0,-6.7,83.6,0.68,1.0,145.0,84.61,0.04788
401,100.0,-8.3,83.8,0.74,1.0,145.0,84.61,0.04448
402,100.0,-9.4,83.8,0.78,1.0,145.0,84.61,0.04231
403,100.0,-9.4,83.8,0.78,1.0,145.0,84.61,0.04231
404,100.0,-10.0,83.6,0.78,1.0,145.0,84.61,0.04149
405,100.0,-10.6,83.7,0.78,1.0,145.0,84.61,0.04061
406,100.0,-11.1,83.7,0.82,1.0,145.0,84.61,0.03941
407,100.0,-11.7,83.6,0.82,1.0,145.0,84.61,0.03861
408,100.0,-11.7,83.5,0.82,1.0,145.0,84.61,0.03863
409,100.0,-11.7,83.5,0.78,1.0,145.0,84.61,0.03911
410,100.0,-11.7,83.5,0.78,1.0,145.0,84.61,0.03911
411,100.0,-12.2,83.4,0.82,1.0,145.0,84.61,0.03797
412,100.0,-11.7,83.8,0.82,1.0,145.0,84.61,0.03856
413,100.0,-11.7,83.6,0.82,1.0,145.0,84.61,0.03861
414,100.0,-11.7,83.7,0.78,1.0,145.0,84.61,0.03906
415,100.0,-9.4,83.6,0.78,1.0,145.0,84.61,0.04236
416,100.0,-8.3,84.0,0.71,1.0,145.0,84.61,0.04486
417,100.0,-3.9,84.0,0.56,1.0,145.0,84.61,0.0544
418,100.0,1.1,83.9,0.43,1.0,145.0,84.61,0.06616
419,100.0,3.9,83.9,0.35,1.0,145.0,84.61,0.07342
420,100.0,7.2,83.8,0.28,1.0,145.0,84.61,0.08212
421,100.0,13.3,83.7,0.13,1.0,145.0,84.61,0.1015
422,100.0,12.8,83.7,0.12,1.0,145.0,84.61,0.1007
423,100.0,11.7,83.7,0.12,1.0,145.0,84.61,0.09811
424,100.0,11.7,83.3,0.12,1.0,145.0,84.61,0.09829
425,100.0,10.0,83.3,0.14,1.0,145.0,84.61,0.09345
426,100.0,11.1,83.1,0.13,1.0,145.0,84.61,0.09652
427,100.0,10.6,83.1,0.13,1.0,145.0,84.61,0.09534
428,100.0,11.1,82.9,0.12,1.0,145.0,84.61,0.09703
429,100.0,10.6,82.8,0.12,1.0,145.0,84.61,0.09588
430,100.0,10.6,82.9,0.11,1.0,145.0,84.61,0.09625
431,100.0,9.4,82.8,0.13,1.0,145.0,84.61,0.09265
432,100.0,11.1,82.8,0.1,1.0,145.0,84.61,0.09792
433,100.0,10.6,82.6,0.1,1.0,145.0,84.61,0.09679
434,100.0,8.9,82.7,0.12,1.0,145.0,84.61,0.09189
435,100.0,7.8,82.5,0.13,1.0,145.0,84.61,0.08903
436,100.0,4.4,82.9,0.2,1.0,145.0,84.61,0.07899
437,100.0,7.2,82.9,0.19,1.0,145.0,84.61,0.08544
438,100.0,10.6,83.2,0.11,1.0,145.0,84.61,0.09612
439,100.0,9.4,83.3,0.11,1.0,145.0,84.61,0.0932
440,100.0,12.2,83.6,0.09,1.0,145.0,84.61,0.1007
441,100.0,12.8,83.7,0.08,1.0,145.0,84.61,0.1026
442,100.0,15.0,83.4,0.07,1.0,145.0,84.61,0.1088
443,100.0,15.0,83.8,0.08,1.0,145.0,84.61,0.1081
444,100.0,15.6,83.5,0.07,1.0,145.0,84.61,0.1103
445,100.0,15.6,83.6,0.07,1.0,145.0,84.61,0.1102
446,100.0,15.0,83.5,0.07,1.0,145.0,84.61,0.1087
447,100.0,12.2,83.6,0.09,1.0,145.0,84.61,0.1007
448,100.0,11.7,83.6,0.1,1.0,145.0,84.61,0.09902
449,100.0,10.6,83.5,0.11,1.0,145.0,84.61,0.09598
450,100.0,9.4,83.3,0.12,1.0,145.0,84.61,0.09281
451,100.0,0.6,83.2,0.32,1.0,145.0,84.61,0.06796
452,100.0,-2.2,83.2,0.56,1.0,145.0,84.61,0.05762
453,100.0,-3.3,83.1,0.68,1.0,145.0,84.61,0.0535
454,100.0,-5.0,83.6,0.79,1.0,145.0,84.61,0.04874
455,100.0,-5.6,83.2,0.91,1.0,145.0,84.61,0.04599
456,100.0,-5.6,83.2,0.96,1.0,145.0,84.61,0.04519
457,100.0,-5.6,83.0,0.96,1.0,145.0,84.61,0.04524
458,100.0,-5.0,83.0,0.91,1.0,145.0,84.61,0.0469
459,100.0,-5.0,83.0,0.91,1.0,145.0,84.61,0.0469
460,100.0,-5.0,83.3,0.95,1.0,145.0,84.61,0.04617
461,100.0,-5.0,83.0,0.91,1.0,145.0,84.61,0.0469
462,100.0,-4.4,83.0,0.9,1.0,145.0,84.61,0.04794
463,100.0,-4.4,83.2,0.9,1.0,145.0,84.61,0.04789
464,100.0,-4.4,83.3,0.86,1.0,145.0,84.61,0.04855
465,100.0,-1.7,83.3,0.72,1.0,145.0,84.61,0.05535
466,100.0,1.1,83.3,0.61,1.0,145.0,84.61,0.0623
467,100.0,1.7,83.6,0.58,1.0,145.0,84.61,0.06386
468,100.0,3.3,83.6,0.49,1.0,145.0,84.61,0.06876
469,100.0,5.6,83.6,0.4,1.0,145.0,84.61,0.07537
470,100.0,6.7,83.6,0.35,1.0,145.0,84.61,0.07897
471,100.0,7.2,83.5,0.34,1.0,145.0,84.61,0.0803
472,100.0,5.6,83.1,0.4,1.0,145.0,84.61,0.07554
473,100.0,3.9,83.3,0.45,1.0,145.0,84.61,0.07096
474,100.0,0.6,83.3,0.57,1.0,145.0,84.61,0.06235
475,100.0,0.0,83.2,0.6,1.0,145.0,84.61,0.06075
476,100.0,-1.7,83.1,0.69,1.0,145.0,84.61,0.05599
477,100.0,-1.7,83.2,0.65,1.0,145.0,84.61,0.05674
478,100.0,-2.8,82.8,0.72,1.0,145.0,84.61,0.05367
479,100.0,-3.3,82.8,0.72,1.0,145.0,84.61,0.05286
480,100.0,-5.0,82.9,0.79,1.0,145.0,84.61,0.04893
481,100.0,-5.6,82.7,0.83,1.0,145.0,84.61,0.04741
482,100.0,-6.1,82.5,0.83,1.0,145.0,84.61,0.04672
483,100.0,-6.1,82.5,0.83,1.0,145.0,84.61,0.04672
484,100.0,-6.7,82.8,0.83,1.0,145.0,84.61,0.04576
485,100.0,-6.7,82.8,0.83,1.0,145.0,84.61,0.04576
486,100.0,-5.6,82.6,0.72,1.0,145.0,84.61,0.04924
487,100.0,-1.7,82.6,0.54,1.0,145.0,84.61,0.05909
488,100.0,2.8,82.7,0.4,1.0,145.0,84.61,0.07043
489,100.0,6.7,82.7,0.31,1.0,145.0,84.61,0.08055
490,100.0,10.6,82.5,0.24,1.0,145.0,84.61,0.09119
491,100.0,12.8,82.6,0.19,1.0,145.0,84.61,0.09806
492,100.0,14.4,82.5,0.16,1.0,145.0,84.61,0.1032
493,100.0,15.6,82.6,0.13,1.0,145.0,84.61,0.1075
494,100.0,15.6,82.6,0.11,1.0,145.0,84.61,0.1085
495,100.0,15.0,82.5,0.13,1.0,145.0,84.61,0.1061
496,100.0,11.1,82.4,0.16,1.0,145.0,84.61,0.09557
497,100.0,8.3,82.5,0.2,1.0,145.0,84.61,0.08769
498,100.0,3.3,82.5,0.32,1.0,145.0,84.61,0.07354
499,100.0,3.9,82.5,0.34,1.0,145.0,84.61,0.07419
500,100.0,2.2,82.5,0.42,1.0,145.0,84.61,0.06889
501,100.0,1.7,82.5,0.41,1.0,145.0,84.61,0.0682
502,100.0,1.1,82.7,0.43,1.0,145.0,84.61,0.06656
503,100.0,1.1,82.4,0.43,1.0,145.0,84.61,0.06666
504,100.0,1.1,82.2,0.41,1.0,145.0,84.61,0.06719
505,100.0,0.6,82.3,0.41,1.0,145.0,84.61,0.06623
506,100.0,0.6,82.2,0.39,1.0,145.0,84.61,0.06672
507,100.0,-0.6,82.4,0.38,1.0,145.0,84.61,0.06455
508,100.0,0.0,82.7,0.35,1.0,145.0,84.61,0.0663
509,100.0,-0.6,82.5,0.37,1.0,145.0,84.61,0.06473
510,100.0,-0.6,82.4,0.33,1.0,145.0,84.61,0.06563
511,100.0,1.1,82.6,0.28,1.0,145.0,84.61,0.07011
512,100.0,4.4,82.8,0.22,1.0,145.0,84.61,0.07846
513,100.0,8.3,83.0,0.17,1.0,145.0,84.61,0.08855
514,100.0,12.2,82.9,0.12,1.0,145.0,84.61,0.09966
515,100.0,14.4,83.0,0.1,1.0,145.0,84.61,0.1059
516,100.0,16.1,83.0,0.07,1.0,145.0,84.61,0.1118
517,100.0,16.1,82.9,0.06,1.0,145.0,84.61,0.1124
518,100.0,16.1,83.1,0.06,1.0,145.0,84.61,0.1123
519,100.0,15.0,83.1,0.07,1.0,145.0,84.61,0.1089
520,100.0,11.1,82.9,0.12,1.0,145.0,84.61,0.09703
521,100.0,6.7,83.0,0.17,1.0,145.0,84.61,0.08495
522,100.0,4.4,83.1,0.22,1.0,145.0,84.61,0.07834
523,100.0,3.3,82.8,0.24,1.0,145.0,84.61,0.07557
524,100.0,3.3,82.6,0.24,1.0,145.0,84.61,0.07565
525,100.0,1.1,82.9,0.34,1.0,145.0,84.61,0.06858
526,100.0,-1.1,83.1,0.44,1.0,145.0,84.61,0.06208
527,100.0,0.0,82.8,0.39,1.0,145.0,84.61,0.06539
528,100.0,0.0,82.7,0.37,1.0,145.0,84.61,0.06586
529,100.0,-2.8,82.7,0.49,1.0,145.0,84.61,0.05805
530,100.0,-1.1,82.7,0.38,1.0,145.0,84.61,0.06347
531,100.0,-0.6,82.7,0.35,1.0,145.0,84.61,0.0651
532,100.0,-0.6,83.1,0.33,1.0,145.0,84.61,0.06539
533,100.0,-1.7,82.8,0.38,1.0,145.0,84.61,0.06226
534,100.0,0.0,83.0,0.33,1.0,145.0,84.61,0.06664
535,100.0,1.1,83.2,0.31,1.0,145.0,84.61,0.06918
536,100.0,5.0,83.5,0.24,1.0,145.0,84.61,0.07888
537,100.0,9.4,83.5,0.19,1.0,145.0,84.61,0.09008
538,100.0,12.8,83.5,0.14,1.0,145.0,84.61,0.09992
539,100.0,15.0,83.5,0.12,1.0,145.0,84.61,0.1061
540,100.0,16.1,83.5,0.08,1.0,145.0,84.61,0.111
541,100.0,16.7,83.5,0.09,1.0,145.0,84.61,0.1119
542,100.0,16.7,83.5,0.09,1.0,145.0,84.61,0.1119
543,100.0,16.1,83.6,0.11,1.0,145.0,84.61,0.1093
544,100.0,12.8,83.5,0.12,1.0,145.0,84.61,0.1008
545,100.0,8.9,83.3,0.17,1.0,145.0,84.61,0.08978
546,100.0,6.7,83.3,0.22,1.0,145.0,84.61,0.0832
547,100.0,4.4,83.3,0.33,1.0,145.0,84.61,0.07516
548,100.0,3.9,83.1,0.35,1.0,145.0,84.61,0.0737
549,100.0,2.2,83.0,0.38,1.0,145.0,84.61,0.0697
550,100.0,2.8,83.4,0.35,1.0,145.0,84.61,0.07146
551,100.0,2.8,82.9,0.32,1.0,145.0,84.61,0.07241
552,100.0,2.2,83.0,0.31,1.0,145.0,84.61,0.07143
553,100.0,2.8,83.0,0.26,1.0,145.0,84.61,0.07393
554,100.0,3.3,82.9,0.23,1.0,145.0,84.61,0.0758
555,100.0,3.9,82.9,0.2,1.0,145.0,84.61,0.07791
556,100.0,4.4,83.1,0.21,1.0,145.0,84.61,0.07863
557,100.0,5.6,83.0,0.19,1.0,145.0,84.61,0.08187
558,100.0,5.6,83.2,0.19,1.0,145.0,84.61,0.08179
559,100.0,3.9,83.2,0.25,1.0,145.0,84.61,0.0764
560,100.0,7.2,83.4,0.19,1.0,145.0,84.61,0.08523
561,100.0,8.9,83.5,0.21,1.0,145.0,84.61,0.08824
562,100.0,13.3,83.2,0.18,1.0,145.0,84.61,0.09938
563,100.0,14.4,83.5,0.18,1.0,145.0,84.61,0.1017
564,100.0,15.6,83.5,0.18,1.0,145.0,84.61,0.1045
565,100.0,15.0,83.4,0.18,1.0,145.0,84.61,0.1031
566,100.0,14.4,83.4,0.2,1.0,145.0,84.61,0.1008
567,100.0,13.3,83.4,0.23,1.0,145.0,84.61,0.09704
568,100.0,12.2,83.2,0.23,1.0,145.0,84.61,0.09475
569,100.0,8.9,83.5,0.3,1.0,145.0,84.61,0.08503
570,100.0,6.1,83.5,0.35,1.0,145.0,84.61,0.07784
571,100.0,6.1,83.5,0.37,1.0,145.0,84.61,0.07724
572,100.0,4.4,83.5,0.41,1.0,145.0,84.61,0.07288
573,100.0,2.2,83.5,0.51,1.0,145.0,84.61,0.06638
574,100.0,1.1,83.8,0.55,1.0,145.0,84.61,0.06348
575,100.0,1.1,83.4,0.5,1.0,145.0,84.61,0.06473
576,100.0,0.6,83.3,0.52,1.0,145.0,84.61,0.06345
577,100.0,-1.1,83.2,0.57,1.0,145.0,84.61,0.05939
578,100.0,-1.1,83.2,0.57,1.0,145.0,84.61,0.05939
579,100.0,-1.1,83.2,0.57,1.0,145.0,84.61,0.05939
580,100.0,1.1,83.6,0.41,1.0,145.0,84.61,0.06672
581,100.0,-3.3,83.1,0.62,1.0,145.0,84.61,0.0546
582,100.0,-3.3,83.2,0.65,1.0,145.0,84.61,0.05402
583,100.0,-2.2,83.2,0.62,1.0,145.0,84.61,0.05646
584,100.0,3.3,83.3,0.45,1.0,145.0,84.61,0.06988
585,100.0,5.6,83.4,0.38,1.0,145.0,84.61,0.07602
586,100.0,6.1,83.5,0.37,1.0,145.0,84.61,0.07724
587,100.0,8.9,83.3,0.3,1.0,145.0,84.61,0.0851
588,100.0,10.0,83.2,0.22,1.0,145.0,84.61,0.09039
589,100.0,11.1,83.2,0.22,1.0,145.0,84.61,0.09278
590,100.0,11.7,83.2,0.22,1.0,145.0,84.61,0.09409
591,100.0,9.4,83.2,0.27,1.0,145.0,84.61,0.08724
592,100.0,7.8,83.1,0.3,1.0,145.0,84.61,0.08295
593,100.0,5.6,83.1,0.33,1.0,145.0,84.61,0.0776
594,100.0,3.9,83.0,0.39,1.0,145.0,84.61,0.07266
595,100.0,5.0,82.9,0.38,1.0,145.0,84.61,0.07506
596,100.0,6.1,82.9,0.35,1.0,145.0,84.61,0.07806
597,100.0,5.0,82.8,0.44,1.0,145.0,84.61,0.0734
598,100.0,4.4,82.8,0.48,1.0,145.0,84.61,0.07122
599,100.0,3.3,82.6,0.63,1.0,145.0,84.61,0.06557
600,100.0,2.2,82.6,0.71,1.0,145.0,84.61,0.06197
601,100.0,0.6,82.5,0.8,1.0,145.0,84.61,0.05767
602,100.0,-1.1,82.4,0.91,1.0,145.0,84.61,0.05288
603,100.0,-3.9,82.4,0.91,1.0,145.0,84.61,0.04865
604,100.0,-5.0,82.6,0.86,1.0,145.0,84.61,0.04783
605,100.0,-5.6,82.4,0.87,1.0,145.0,84.61,0.04684
606,100.0,-6.7,82.5,0.87,1.0,145.0,84.61,0.04522
607,100.0,-7.8,82.6,0.87,1.0,145.0,84.61,0.04363
608,100.0,-7.8,82.7,0.87,1.0,145.0,84.61,0.0436
609,100.0,-7.2,82.7,0.82,1.0,145.0,84.61,0.04521
610,100.0,-7.2,82.8,0.78,1.0,145.0,84.61,0.04579
611,100.0,-5.6,82.7,0.72,1.0,145.0,84.61,0.04921
612,100.0,-4.4,82.7,0.61,1.0,145.0,84.61,0.05304
613,100.0,-6.1,82.8,0.75,1.0,145.0,84.61,0.04792
614,100.0,-5.6,82.8,0.72,1.0,145.0,84.61,0.04919
615,100.0,-5.6,82.7,0.75,1.0,145.0,84.61,0.04872
616,100.0,-5.0,82.7,0.79,1.0,145.0,84.61,0.04898
617,100.0,-5.0,82.8,0.86,1.0,145.0,84.61,0.04778
618,100.0,-4.4,82.8,0.9,1.0,145.0,84.61,0.04799
619,100.0,-3.9,82.8,0.91,1.0,145.0,84.61,0.04855
620,100.0,-3.9,82.9,0.86,1.0,145.0,84.61,0.0494
621,100.0,-3.3,82.9,0.82,1.0,145.0,84.61,0.05102
622,100.0,-3.0,82.9,0.9,1.0,145.0,84.61,0.05004
623,100.0,-2.7,82.7,0.88,1.0,145.0,84.61,0.05091
624,100.0,-3.5,82.6,0.9,1.0,145.0,84.61,0.04937
625,100.0,-3.2,82.5,0.84,1.0,145.0,84.61,0.05092
626,100.0,-1.8,82.5,0.83,1.0,145.0,84.61,0.05329
627,100.0,-1.5,82.5,0.82,1.0,145.0,84.61,0.05396
628,100.0,-0.1,82.7,0.76,1.0,145.0,84.61,0.0574
629,100.0,0.2,82.6,0.79,1.0,145.0,84.61,0.05728
630,100.0,1.6,82.5,0.75,1.0,145.0,84.61,0.0602
631,100.0,1.9,82.5,0.74,1.0,145.0,84.61,0.06086
632,100.0,3.3,82.6,0.67,1.0,145.0,84.61,0.06459
633,100.0,4.2,82.7,0.58,1.0,145.0,84.61,0.06826
634,100.0,5.0,82.6,0.53,1.0,145.0,84.61,0.07097
635,100.0,5.3,82.5,0.53,1.0,145.0,84.61,0.07151
636,100.0,4.8,82.5,0.54,1.0,145.0,84.61,0.07039
637,100.0,4.7,82.4,0.55,1.0,145.0,84.61,0.06998
638,100.0,4.1,82.5,0.55,1.0,145.0,84.61,0.06895
639,100.0,3.5,82.5,0.55,1.0,145.0,84.61,0.06794
640,100.0,1.8,82.8,0.62,1.0,145.0,84.61,0.06335
641,100.0,0.1,82.7,0.68,1.0,145.0,84.61,0.05938
642,100.0,-1.0,82.8,0.71,1.0,145.0,84.61,0.05686
643,100.0,-1.1,82.8,0.75,1.0,145.0,84.61,0.0559
644,100.0,-1.6,82.9,0.78,1.0,145.0,84.61,0.05446
645,100.0,-2.7,82.9,0.87,1.0,145.0,84.61,0.05104
646,100.0,-5.6,83.1,0.96,1.0,145.0,84.61,0.04522
647,100.0,-5.6,82.8,0.96,1.0,145.0,84.61,0.04529
648,100.0,-6.1,82.7,0.95,1.0,145.0,84.61,0.04477
649,100.0,-5.0,82.6,0.91,1.0,145.0,84.61,0.047
650,100.0,-6.1,82.6,0.91,1.0,145.0,84.61,0.04543
651,100.0,-5.6,82.6,0.75,1.0,145.0,84.61,0.04875
652,100.0,-5.6,82.8,0.72,1.0,145.0,84.61,0.04919
653,100.0,-7.2,82.6,0.67,1.0,145.0,84.61,0.04752
654,100.0,-10.0,82.6,0.7,1.0,145.0,84.61,0.0428
655,100.0,-9.4,82.5,0.7,1.0,145.0,84.61,0.04372
656,100.0,-9.4,82.6,0.81,1.0,145.0,84.61,0.0422
657,100.0,-5.6,82.5,0.75,1.0,145.0,84.61,0.04877
658,100.0,-3.3,82.7,0.59,1.0,145.0,84.61,0.05527
659,100.0,-2.2,82.5,0.54,1.0,145.0,84.61,0.05822
660,100.0,-2.8,82.3,0.62,1.0,145.0,84.61,0.05569
661,100.0,-1.7,82.2,0.52,1.0,145.0,84.61,0.05962
662,100.0,-1.7,82.2,0.59,1.0,145.0,84.61,0.05822
663,100.0,-2.2,82.2,0.56,1.0,145.0,84.61,0.05792
664,100.0,-2.8,82.5,0.72,1.0,145.0,84.61,0.05376
665,100.0,-4.4,82.2,0.9,1.0,145.0,84.61,0.04814
666,100.0,-4.0,82.2,0.84,1.0,145.0,84.61,0.04978
667,100.0,-5.0,82.2,0.86,1.0,145.0,84.61,0.04793
668,100.0,-5.0,82.2,0.91,1.0,145.0,84.61,0.0471
669,100.0,-6.1,82.1,0.95,1.0,145.0,84.61,0.04492
670,100.0,-9.4,82.3,0.9,1.0,145.0,84.61,0.04105
671,100.0,-7.8,82.0,0.91,1.0,145.0,84.61,0.04319
672,100.0,-10.6,81.9,0.91,1.0,145.0,84.61,0.03939
673,100.0,-11.7,81.9,0.87,1.0,145.0,84.61,0.03841
674,100.0,-15.6,81.8,0.86,1.0,145.0,84.61,0.03365
675,100.0,-13.9,81.9,0.82,1.0,145.0,84.61,0.03606
676,100.0,-13.3,82.0,0.81,1.0,145.0,84.61,0.03691
677,100.0,-12.8,81.9,0.82,1.0,145.0,84.61,0.0375
678,100.0,-15.0,81.8,0.81,1.0,145.0,84.61,0.03487
679,100.0,-10.0,81.8,0.74,1.0,145.0,84.61,0.04247
680,100.0,-8.9,81.9,0.67,1.0,145.0,84.61,0.04506
681,100.0,-7.2,81.9,0.61,1.0,145.0,84.61,0.04864
682,100.0,-5.6,82.0,0.65,1.0,145.0,84.61,0.05057
683,100.0,-3.9,81.8,0.53,1.0,145.0,84.61,0.0556
684,100.0,-2.8,81.8,0.62,1.0,145.0,84.61,0.05584
685,100.0,-2.2,81.7,0.54,1.0,145.0,84.61,0.05847
686,100.0,-2.8,81.8,0.62,1.0,145.0,84.61,0.05584
687,100.0,-2.2,81.9,0.59,1.0,145.0,84.61,0.05743
688,100.0,-3.9,81.7,0.68,1.0,145.0,84.61,0.05291
689,100.0,-7.2,81.7,0.78,1.0,145.0,84.61,0.04607
690,100.0,-10.0,81.7,0.82,1.0,145.0,84.61,0.04143
691,100.0,-9.4,81.8,0.78,1.0,145.0,84.61,0.04281
692,100.0,-10.6,81.8,0.82,1.0,145.0,84.61,0.04057
693,100.0,-11.1,81.7,0.82,1.0,145.0,84.61,0.03989
694,100.0,-11.1,81.8,0.78,1.0,145.0,84.61,0.04037
695,100.0,-11.1,81.8,0.74,1.0,145.0,84.61,0.04086
696,100.0,-11.1,81.9,0.74,1.0,145.0,84.61,0.04084
697,100.0,-9.4,81.9,0.67,1.0,145.0,84.61,0.04429
698,100.0,-10.6,82.0,0.74,1.0,145.0,84.61,0.04154
699,100.0,-10.0,82.0,0.67,1.0,145.0,84.61,0.04335
700,100.0,-11.7,82.3,0.7,1.0,145.0,84.61,0.04036
701,100.0,-10.6,82.2,0.63,1.0,145.0,84.61,0.04291
702,100.0,-11.1,82.3,0.66,1.0,145.0,84.61,0.04174
703,100.0,-12.2,82.4,0.66,1.0,145.0,84.61,0.04007
704,100.0,-7.8,82.5,0.58,1.0,145.0,84.61,0.04795
705,100.0,-6.1,82.5,0.5,1.0,145.0,84.61,0.05207
706,100.0,-4.4,82.7,0.43,1.0,145.0,84.61,0.05624
707,100.0,-2.2,82.6,0.46,1.0,145.0,84.61,0.05977
708,100.0,0.0,82.6,0.49,1.0,145.0,84.61,0.06328
709,100.0,1.7,82.6,0.4,1.0,145.0,84.61,0.06841
710,100.0,2.2,82.7,0.33,1.0,145.0,84.61,0.07104
711,100.0,1.7,82.7,0.4,1.0,145.0,84.61,0.06837
712,100.0,-1.7,83.0,0.54,1.0,145.0,84.61,0.05897
713,100.0,-4.4,82.9,0.56,1.0,145.0,84.61,0.05386
714,100.0,-4.4,83.0,0.48,1.0,145.0,84.61,0.05525
715,100.0,-7.8,83.0,0.71,1.0,145.0,84.61,0.04588
716,100.0,-4.4,82.9,0.5,1.0,145.0,84.61,0.05493
717,100.0,-5.6,82.7,0.59,1.0,145.0,84.61,0.05137
718,100.0,-5.0,83.2,0.56,1.0,145.0,84.61,0.05274
719,100.0,-5.0,82.8,0.56,1.0,145.0,84.61,0.05286
720,100.0,-5.6,82.9,0.53,1.0,145.0,84.61,0.05231
721,100.0,-5.6,82.9,0.51,1.0,145.0,84.61,0.05265
722,100.0,-6.1,82.9,0.5,1.0,145.0,84.61,0.05195
723,100.0,-6.1,82.9,0.48,1.0,145.0,84.61,0.05228
724,100.0,-8.3,83.3,0.55,1.0,145.0,84.61,0.04735
725,100.0,-8.9,83.0,0.58,1.0,145.0,84.61,0.04603
726,100.0,-8.3,83.0,0.52,1.0,145.0,84.61,0.04788
727,100.0,-7.8,83.0,0.52,1.0,145.0,84.61,0.04871
728,100.0,-4.4,83.2,0.41,1.0,145.0,84.61,0.05644
729,100.0,-2.2,83.4,0.38,1.0,145.0,84.61,0.0611
730,100.0,1.7,83.4,0.29,1.0,145.0,84.61,0.07078
731,100.0,2.8,83.4,0.3,1.0,145.0,84.61,0.07274
732,100.0,5.0,83.3,0.27,1.0,145.0,84.61,0.07808
733,100.0,5.0,83.2,0.27,1.0,145.0,84.61,0.07811
734,100.0,5.0,83.2,0.26,1.0,145.0,84.61,0.07841
735,100.0,4.4,83.2,0.27,1.0,145.0,84.61,0.07688
736,100.0,1.7,83.2,0.34,1.0,145.0,84.61,0.06964
737,100.0,-0.6,83.0,0.37,1.0,145.0,84.61,0.06456
738,100.0,-4.4,83.0,0.61,1.0,145.0,84.61,0.05295
739,100.0,-7.8,83.1,0.75,1.0,145.0,84.61,0.04526
740,100.0,-5.0,83.1,0.48,1.0,145.0,84.61,0.05415
741,100.0,-5.3,83.0,0.44,1.0,145.0,84.61,0.05434
742,100.0,-5.7,83.3,0.5,1.0,145.0,84.61,0.05252
743,100.0,-6.1,82.9,0.53,1.0,145.0,84.61,0.05146
744,100.0,-6.5,84.0,0.47,1.0,145.0,84.61,0.05141
745,100.0,-6.9,84.0,0.38,1.0,145.0,84.61,0.05214
746,100.0,-7.3,84.0,0.34,1.0,145.0,84.61,0.05204
747,100.0,-7.8,84.0,0.33,1.0,145.0,84.61,0.05128
748,100.0,-7.2,84.0,0.31,1.0,145.0,84.61,0.05269
749,100.0,-7.8,83.9,0.31,1.0,145.0,84.61,0.05161
750,100.0,-7.2,83.9,0.29,1.0,145.0,84.61,0.05303
751,100.0,-6.7,84.0,0.3,1.0,145.0,84.61,0.05378
752,100.0,-5.0,84.0,0.29,1.0,145.0,84.61,0.05718
753,100.0,-3.9,84.0,0.26,1.0,145.0,84.61,0.05988
754,100.0,-2.2,84.0,0.24,1.0,145.0,84.61,0.0637
755,100.0,-0.6,84.0,0.18,1.0,145.0,84.61,0.06833
756,100.0,1.1,83.9,0.18,1.0,145.0,84.61,0.07201
757,100.0,-3.3,83.8,0.48,1.0,145.0,84.61,0.05699
758,100.0,-3.3,83.8,0.46,1.0,145.0,84.61,0.05736
759,100.0,-3.9,83.8,0.48,1.0,145.0,84.61,0.0559
760,100.0,-4.4,83.8,0.46,1.0,145.0,84.61,0.05536
761,100.0,-6.7,83.7,0.48,1.0,145.0,84.61,0.051
762,100.0,-7.2,83.7,0.5,1.0,145.0,84.61,0.04983
763,100.0,-7.8,83.6,0.5,1.0,145.0,84.61,0.04884
764,100.0,-8.9,83.6,0.49,1.0,145.0,84.61,0.04714
765,100.0,-10.0,83.6,0.52,1.0,145.0,84.61,0.04492
766,100.0,-10.0,83.6,0.49,1.0,145.0,84.61,0.04531
767,100.0,-9.4,83.6,0.44,1.0,145.0,84.61,0.04699
768,100.0,-10.0,83.6,0.44,1.0,145.0,84.61,0.04598
769,100.0,-9.4,83.6,0.42,1.0,145.0,84.61,0.04727
770,100.0,-11.7,83.5,0.51,1.0,145.0,84.61,0.04234
771,100.0,-11.7,83.5,0.54,1.0,145.0,84.61,0.04198
772,100.0,-13.3,83.5,0.53,1.0,145.0,84.61,0.03967
773,100.0,-12.2,83.5,0.51,1.0,145.0,84.61,0.04155
774,100.0,-13.3,83.5,0.53,1.0,145.0,84.61,0.03967
775,100.0,-10.6,83.5,0.42,1.0,145.0,84.61,0.04526
776,100.0,-5.6,83.5,0.32,1.0,145.0,84.61,0.05568
777,100.0,-1.7,83.5,0.28,1.0,145.0,84.61,0.06408
778,100.0,1.1,83.4,0.29,1.0,145.0,84.61,0.06958
779,100.0,5.0,83.3,0.22,1.0,145.0,84.61,0.07954
780,100.0,7.8,83.3,0.11,1.0,145.0,84.61,0.0894
781,100.0,5.6,83.2,0.26,1.0,145.0,84.61,0.07966
782,100.0,2.8,83.2,0.51,1.0,145.0,84.61,0.06752
783,100.0,0.6,83.3,0.54,1.0,145.0,84.61,0.06301
