,city,building,CoolingDemand_kWh,Cooling_HeatDemand_kWh,Cooling_ElecDemand_kWh,MakeupWater_kg,floor_area_m^2,climate_zone,eGRID_subregion,chiller_type,CoolingDemand_intensity_kWh/sqm,Total_w4e_intensity_factor_(L/kWh),chp_id,Total_annual_water_consumption_L,percent_evaporation,Total_WaterConsumption_intensity_L/kWh,Total_WaterConsumption_intensity_L/kWh_sqm
292,chicago,medium_office,281405.05396445055,447121.36352129147,5980.795413591106,983569.2810565837,4982.0,5A,RFCW,AbsorptionChiller,56.48435446897843,0.0279,RE2,1011395.0218525666,0.9724877617599752,3.594089756399096,0.0007214150454434155
293,chicago,midrise_apartment,102746.57848341212,163252.896923644,2183.7072813674436,353494.0132822416,3135.0,5A,RFCW,AbsorptionChiller,32.77402822437388,0.0279,RE2,363653.74431861,0.972062074995529,3.5393270480273946,0.0011289719451443045
294,chicago,outpatient_healthcare,976166.6299806006,1551020.3120802857,20746.794775854294,3046971.0263281767,3804.0,5A,RFCW,AbsorptionChiller,256.6158333282336,0.0279,RE2,3143495.8016897445,0.9692938112690712,3.220245094582075,0.0008465418229711027
295,chicago,primary_school,316393.7943632786,502714.5843772091,6724.422776200858,1131563.5810541918,6871.0,5A,RFCW,AbsorptionChiller,46.04770693687652,0.0279,RE2,1162849.0593616366,0.9730958390037143,3.675321956619891,0.0005349035011817626
296,chicago,quick_service_restaurant,27837.908348107994,44231.34326421598,591.648345425123,100423.3805562116,232.0,5A,RFCW,AbsorptionChiller,119.99098425908618,0.0279,RE2,103176.03339980496,0.9733208115015733,3.7063141421980195,0.015975491992232842
297,chicago,secondary_school,3869679.460327919,6148490.698076585,82243.58746350273,13558029.80789761,19592.0,5A,RFCW,AbsorptionChiller,197.51324317721105,0.0279,RE2,13940669.338032797,0.9725522841940398,3.602538525723641,0.00018387803826682529
298,chicago,small_hotel,318329.0703395533,505789.52287284506,6765.553841616628,1026911.2671496626,4014.0,5A,RFCW,AbsorptionChiller,79.30470113093007,0.0279,RE2,1058388.1083588246,0.9702596420343657,3.3248239227095087,0.0008283069065046111
299,chicago,small_office,17186.981580108182,27308.2040661718,365.2806485158987,60861.67851969626,511.0,5A,RFCW,AbsorptionChiller,33.6340148338712,0.0279,RE2,62561.1522419196,0.9728349996551919,3.6400313778381213,0.007123349076004151
300,chicago,stand_alone_retail,88250.34608314835,140219.99433211287,1875.6140220871796,318856.6875156128,2294.0,5A,RFCW,AbsorptionChiller,38.47007239893128,0.0279,RE2,327583.0100200256,0.9733614923927851,3.7119742251365344,0.001618123027522465
301,chicago,strip_mall,80446.3223363658,127820.26771222564,1709.7525040555659,291219.397145266,2090.0,5A,RFCW,AbsorptionChiller,38.491063318835316,0.0279,RE2,299174.046437402,0.9734112989182689,3.718927574917371,0.001779391184170991
302,chicago,supermarket,84912.2049619902,134916.05899516228,1804.667396125497,306266.59701422305,4181.0,5A,RFCW,AbsorptionChiller,20.30906600382449,0.0279,RE2,314662.83927214006,0.9733167021649626,3.7057433547155516,0.0008863294318860444
303,chicago,warehouse,18574.371537099592,29512.612553391573,394.76730973515555,69243.62013370136,4835.0,5A,RFCW,AbsorptionChiller,3.8416487150154275,0.0279,RE2,71080.28099162935,0.9741607541176677,3.8267933237825504,0.000791477419603423
304,denver,full_service_restaurant,64939.12165145914,103181.04884620746,1380.172798832346,289957.19841015036,569.52,5B,RMPA,AbsorptionChiller,114.02430406563272,0.0279,RE2,296378.4731567674,0.9783342066708721,4.563943361406828,0.008013666528667699
305,denver,hospital,10603665.525031984,16848046.33421748,225363.23795867994,34282802.72799795,22422.0,5B,RMPA,AbsorptionChiller,472.91345665114545,0.0279,RE2,35331308.58896275,0.9703236052430749,3.331990103380423,0.00014860360821427273
306,denver,large_hotel,2542640.2527970057,4039972.846110799,54039.58083944577,8316111.800408948,11345.0,5B,RMPA,AbsorptionChiller,224.11989888030018,0.0279,RE2,8567531.764674054,0.9706543294882466,3.36954146590318,0.000297006740053167
307,denver,large_office,2544008.9002910727,4042147.4749069214,54068.66916085291,10351507.899904039,46320.0,5B,RMPA,AbsorptionChiller,54.92247194065356,0.0279,RE2,10603063.19802287,0.9762752241101668,4.16785617251957,8.997962375905806e-05
308,denver,medium_office,251212.54224308179,399148.81711956346,5339.103897806303,1088648.7443958698,4982.0,5B,RMPA,AbsorptionChiller,50.424034974524645,0.0279,RE2,1113489.0057439797,0.9776915073072384,4.4324578534240935,0.0008896944707796254
309,denver,midrise_apartment,88891.21466427414,141238.26329990124,1889.2346156647,369687.45441285224,3135.0,5B,RMPA,AbsorptionChiller,28.354454438364957,0.0279,RE2,378477.14693415514,0.9767761604828624,4.257756498925052,0.0013581360443142112
310,denver,outpatient_healthcare,932065.3335965892,1480948.252270132,19809.495223372804,3398293.698639203,3804.0,5B,RMPA,AbsorptionChiller,245.02243259636938,0.0279,RE2,3490457.673707172,0.9735954468772908,3.7448637428005562,0.000984454191062186
311,denver,primary_school,255303.75812595658,405649.3045779092,5426.05587270369,1133782.07187419,6871.0,5B,RMPA,AbsorptionChiller,37.156710540817436,0.0279,RE2,1159026.8785959294,0.978218963521949,4.5397956031031566,0.0006607183238397841
312,denver,quick_service_restaurant,25337.530955736234,40258.52140744754,538.5069912459142,115773.6224061129,232.0,5B,RMPA,AbsorptionChiller,109.21349549886308,0.0279,RE2,118279.03429851473,0.9788177853559522,4.668135758971306,0.02012127482315218
313,denver,secondary_school,2499227.711466768,3970995.141552757,53116.91962770702,10569905.024588821,19592.0,5B,RMPA,AbsorptionChiller,127.56368474207676,0.0279,RE2,10817032.293661244,0.9771538752623269,4.3281499496950016,0.00022091414606446516
314,denver,small_hotel,284991.0912695219,452819.1783504623,6057.0106597816,1085567.592734828,4014.0,5B,RMPA,AbsorptionChiller,70.99927535364273,0.0279,RE2,1113747.9261123224,0.9746977455878535,3.9080096193569367,0.0009735948229588781
315,denver,small_office,14682.394108257515,23328.69286089811,312.0498161141663,63711.76995681947,511.0,5B,RMPA,AbsorptionChiller,28.732669487783784,0.0279,RE2,65163.58642907251,0.9777204332693802,4.438212593164483,0.0086853475404393
316,denver,stand_alone_retail,71441.8560141265,113513.17122244519,1518.3775798202319,318780.1914593508,2294.0,5B,RMPA,AbsorptionChiller,31.14291892507694,0.0279,RE2,325844.4660323446,0.9783201026581418,4.560974255314895,0.0019882189430317763
317,denver,strip_mall,63755.91860287251,101301.0706690086,1355.0257900397191,285133.11573614477,2090.0,5B,RMPA,AbsorptionChiller,30.50522421190072,0.0279,RE2,291437.39364537323,0.978368328681598,4.571142570475685,0.0021871495552515242
318,denver,supermarket,69289.41325778273,110093.17884292142,1472.630996438747,319095.79628872505,4181.0,5B,RMPA,AbsorptionChiller,16.572449954026006,0.0279,RE2,325947.23419310746,0.9789799170367457,4.704141929741286,0.0011251236378237947
319,denver,warehouse,20141.254034243066,32002.214743297318,428.0687857411128,96182.29392115967,4835.0,5B,RMPA,AbsorptionChiller,4.165719552066818,0.0279,RE2,98173.890398079,0.9797135830224947,4.874269011808753,0.0010081218225043956
320,duluth,full_service_restaurant,17927.122408818872,28484.205605123356,381.01110826209793,62990.376074508276,569.52,7,MROW,AbsorptionChiller,31.477599397420413,0.0279,RE2,64763.03599776847,0.9726285234169492,3.6125728670157153,0.006343188767761827
321,duluth,hospital,10430594.566986347,16573055.8119893,221684.90319701645,28196026.81665013,22422.0,7,MROW,AbsorptionChiller,465.1946555608932,0.0279,RE2,29227419.169701524,0.9647114804402374,2.802085632031812,0.0001249703698167787
322,duluth,large_hotel,2448868.7817366277,3890980.397648209,52046.62450784258,6489314.592579215,11345.0,7,MROW,AbsorptionChiller,215.8544540975432,0.0279,RE2,6731462.297476465,0.9640274736459524,2.748804814565366,0.0002422921828616453
323,duluth,large_office,2216462.574116501,3521712.756651768,47107.217908555875,7255530.63764512,46320.0,7,MROW,AbsorptionChiller,47.85109184189337,0.0279,RE2,7474697.678899305,0.9706788086061484,3.3723545645153865,7.280558213547899e-05
324,duluth,medium_office,139421.06198419782,221524.57626378172,2963.1623040374893,469291.81788348465,4982.0,7,MROW,AbsorptionChiller,27.98495824652706,0.0279,RE2,483077.9751596901,0.971461838491709,3.464885206615646,0.000695480772102699
325,duluth,midrise_apartment,49032.53167539685,77907.24477313078,1042.1047398744324,160705.54208081003,3135.0,7,MROW,AbsorptionChiller,15.64036098098783,0.0279,RE2,165553.9500882326,0.9707140300497898,3.3764104041012213,0.0010770049135889062
326,duluth,outpatient_healthcare,7913.029846782806,12572.925200999362,168.1782610102907,27937.89447221032,3804.0,7,MROW,AbsorptionChiller,2.0801866053582563,0.0279,RE2,28720.346366110105,0.9727561818396774,3.6295005733849104,0.0009541273852221111
327,duluth,primary_school,122007.43036950275,193856.25047598773,2593.0645867864987,420316.29168995545,6871.0,7,MROW,AbsorptionChiller,17.756866594309816,0.0279,RE2,432380.5637590513,0.9720980241012434,3.543887142361537,0.0005157745804630384
328,duluth,quick_service_restaurant,7913.029846782806,12572.925200999362,168.1782610102907,27937.89447221032,232.0,7,MROW,AbsorptionChiller,34.10788727061554,0.0279,RE2,28720.346366110105,0.9727561818396774,3.6295005733849104,0.015644399023210822
329,duluth,secondary_school,1750390.105499801,2781175.3898496856,37201.624375555824,5904484.258259195,19592.0,7,MROW,AbsorptionChiller,89.34208378418748,0.0279,RE2,6077565.376317735,0.9715213070791505,3.4721205045788155,0.00017722134057670557
330,duluth,small_hotel,201343.92396839635,319913.1236386744,4279.229530741642,603701.4508613325,4014.0,7,MROW,AbsorptionChiller,50.16041952376591,0.0279,RE2,623610.6307437182,0.9680743417432732,3.097240872496368,0.0007716095845780687
331,duluth,small_office,6775.2325370162425,10765.091697703556,143.9962755200515,23276.28165921057,511.0,7,MROW,AbsorptionChiller,13.258772088094409,0.0279,RE2,23946.226501179684,0.9720229472507449,3.534377066816574,0.006916589171852396
332,duluth,stand_alone_retail,17937.922604426523,28501.365915922164,381.2406484194127,62466.32093061729,2294.0,7,MROW,AbsorptionChiller,7.819495468363785,0.0279,RE2,64240.0487929187,0.9723890642110325,3.5812423885175115,0.001561134432658026
333,duluth,strip_mall,18636.69097990823,29611.631223631946,396.09180562631616,64836.28334094848,2090.0,7,MROW,AbsorptionChiller,8.917077023879537,0.0279,RE2,66679.10643597104,0.9723628105785709,3.577840428209932,0.0017118853723492498
334,duluth,supermarket,30070.773701163613,47779.11821407102,639.1041770620641,102304.53392425478,4181.0,7,MROW,AbsorptionChiller,7.192244367654536,0.0279,RE2,105277.97573972745,0.9717562786083223,3.501006551609067,0.0008373610503728934
335,duluth,warehouse,4273.803721536652,6790.59924644156,90.83257509505876,15684.555888731764,4835.0,7,MROW,AbsorptionChiller,0.8839304491285733,0.0279,RE2,16107.155813264071,0.9737632186941222,3.7688103765964995,0.0007794850830602894
336,helena,full_service_restaurant,31112.259358516207,49433.92320297573,661.2392188996665,132939.47456170825,569.52,6B,NWPP,AbsorptionChiller,54.628914451671946,0.0279,RE2,136015.899992919,0.97738186909493,4.371778289244944,0.007676250683461414
337,helena,hospital,9878216.915685952,15695389.099367622,209945.0368480449,29276475.790556755,22422.0,6B,NWPP,AbsorptionChiller,440.5591345859402,0.0279,RE2,30253248.23849259,0.9677134686419212,3.0626223838486926,0.00013659006261032436
338,helena,large_hotel,2313862.8035671627,3676470.899001153,49177.2974518141,6844123.279427046,11345.0,6B,NWPP,AbsorptionChiller,203.95441194950752,0.0279,RE2,7072921.396953606,0.967651539627585,3.056759193349601,0.00026943668517845755
339,helena,large_office,1762237.745246437,2799999.9730026694,37453.42621230431,6832086.453323623,46320.0,6B,NWPP,AbsorptionChiller,38.04485633088163,0.0279,RE2,7006339.083222443,0.9751292896576916,3.975819438734502,8.583375299513173e-05
340,helena,medium_office,141310.74495293183,224527.0725363242,3003.324366066307,579739.9361564968,4982.0,6B,NWPP,AbsorptionChiller,28.364260327766324,0.0279,RE2,593712.9480315581,0.9764650376560111,4.201470654119852,0.0008433301192532823
341,helena,midrise_apartment,51683.81207959626,82119.83474869186,1098.4532860650204,204273.52040716368,3135.0,6B,NWPP,AbsorptionChiller,16.48606445920136,0.0279,RE2,209384.09087494505,0.9755923649861552,4.051250913003101,0.001292265044020128
342,helena,outpatient_healthcare,700573.9573911512,1113134.1767437183,14889.53184108658,2327102.114404583,3804.0,6B,NWPP,AbsorptionChiller,184.16770699031315,0.0279,RE2,2396375.8856896036,0.9710922765920398,3.4205894472774925,0.0008992085823547562
343,helena,primary_school,125032.08652524359,198662.09303455372,2657.34861228318,524788.7873781075,6871.0,6B,NWPP,AbsorptionChiller,18.197072700515733,0.0279,RE2,537152.1418446264,0.9769835145326573,4.296114355703223,0.0006252531444772556
344,helena,quick_service_restaurant,11639.12792802128,18493.28104118935,247.3702655635454,50794.1153821077,232.0,6B,NWPP,AbsorptionChiller,50.16865486216069,0.0279,RE2,51945.009270663526,0.9778439949339695,4.462964028911957,0.01923691391772395
