,city,building,CoolingDemand_kWh,Cooling_HeatDemand_kWh,Cooling_ElecDemand_kWh,MakeupWater_kg,floor_area_m^2,climate_zone,eGRID_subregion,chiller_type,CoolingDemand_intensity_kWh/sqm,PoG_w4e_intensity (L/kWh),Total_w4e_intensity (L/kWh),annual_water_consumption_L,WaterConsumption_intensity_L/kWh,WaterConsumption_intensity L_per_kWh_sqm,Total_annual_water_consumption_L,Total_WaterConsumption_intensity_L/kWh,Total_WaterConsumption_intensity L_per_kWh_sqm
35,baltimore,large_office,5800386.858040384,9216170.229997488,123277.55535621806,18953179.610415537,46320.0,4A,RFCE,AbsorptionChiller,1199.666361538859,11.15,14.942,20327724.35263737,3.504546308744816,0.000724828605738328,20795192.842548147,3.5851389487448158,0.0007414971972584934
36,baltimore,medium_office,407672.0136246548,647745.5327591719,8664.389196235967,1404741.506132101,4982.0,4A,RFCE,AbsorptionChiller,84.31685907438569,11.15,14.942,1501349.445670132,3.6827385630950626,0.000761683260205804,1534204.8095022587,3.763331203095062,0.0007783518517259694
37,baltimore,midrise_apartment,133634.22680022588,212329.93813813743,2840.172766927492,463473.6029993331,3135.0,4A,RFCE,AbsorptionChiller,27.638930051753025,11.15,14.942,495141.52935057465,3.7051999417093775,0.0007663288400639871,505911.4644827637,3.7857925817093783,0.0007829974315841527
38,baltimore,outpatient_healthcare,1255467.9023741249,1994799.00043889,26682.877818458095,3967904.7969796318,3804.0,4A,RFCE,AbsorptionChiller,259.66244102877454,11.15,14.942,4265418.884655439,3.397473465143484,0.0007026832399469461,4366600.357343033,3.4780661051434847,0.0007193518314671117
39,baltimore,primary_school,437185.9414027138,694639.8846732018,9291.658541279025,1569928.514533125,6871.0,4A,RFCE,AbsorptionChiller,90.42108405433585,11.15,14.942,1673530.5072683862,3.8279604826698064,0.0007917188175118524,1708764.4764569162,3.9085531226698067,0.0008083874090320179
40,baltimore,quick_service_restaurant,38096.9091924772,60531.75571693565,809.6863100374437,137855.31412074692,232.0,4A,RFCE,AbsorptionChiller,7.879402108061469,11.15,14.942,146883.31647766443,3.8555179302227676,0.000797418393014016,149953.6469653264,3.9361105702227666,0.0008140869845341813
41,baltimore,secondary_school,5208023.774135944,8274971.107793776,110687.86527963573,18067606.88918043,19592.0,4A,RFCE,AbsorptionChiller,1077.1507288802368,11.15,14.942,19301776.587048367,3.7061613817710914,0.0007665276901284573,19721504.97218875,3.7867540217710918,0.0007831962816486229
42,baltimore,small_hotel,386590.90839738835,614249.9988980736,8216.345439805838,1268283.1403477225,4014.0,4A,RFCE,AbsorptionChiller,79.95675458063874,11.15,14.942,1359895.3920015576,3.517660044409737,0.0007275408571685082,1391051.7739093013,3.598252684409737,0.0007442094486886736
43,baltimore,small_office,22528.651074165053,35795.523373395576,478.80893082958806,81024.4125153072,511.0,4A,RFCE,AbsorptionChiller,4.659493500344375,11.15,14.942,86363.1320940571,3.833479945592253,0.0007928603817150472,88178.7755597629,3.9140725855922534,0.0008095289732352127
44,baltimore,stand_alone_retail,127906.93042862839,203229.90056993192,2718.4486280431197,468404.2454492529,2294.0,4A,RFCE,AbsorptionChiller,26.454380647079294,11.15,14.942,498714.9476519337,3.899045548045693,0.0008064210026981785,509023.3048494732,3.979638188045693,0.000823089594218344
45,baltimore,strip_mall,116625.24048155417,185304.5487651362,2478.6751110346263,428736.9730935878,2090.0,4A,RFCE,AbsorptionChiller,24.12104249877025,11.15,14.942,456374.2005816239,3.9131683561570494,0.000809341955771882,465773.3366026672,3.9937609961570493,0.0008260105472920475
46,baltimore,supermarket,125835.34628655232,199938.3835441886,2674.420559743529,458180.37823001615,4181.0,4A,RFCE,AbsorptionChiller,26.025924774881556,11.15,14.942,488000.1674711565,3.8780849886158557,0.0008020858301170333,498141.57023370394,3.9586776286158556,0.0008187544216371987
47,baltimore,warehouse,27889.629316434264,44313.522136112224,592.7475884052818,107030.495853421,4835.0,4A,RFCE,AbsorptionChiller,5.768279072685473,11.15,14.942,113639.6314641399,4.07461964355247,0.000842734155853665,115887.33031937272,4.155212283552469,0.0008594027473738302
48,chicago,full_service_restaurant,68745.04918880865,109228.24482221865,1461.0614454261456,246007.94551880396,569.52,5A,RFCW,AbsorptionChiller,14.218210793962493,11.15,14.942,262298.7806353055,3.815529754221289,0.000789147829208126,267839.1256363614,3.8961223942212886,0.0008058164207282913
49,chicago,hospital,13606340.421012893,21618963.113387167,289180.0884145925,39246875.042759284,22422.0,5A,RFCW,AbsorptionChiller,2814.1345234773307,11.15,14.942,42471233.02858199,3.121429547873999,0.0006455903925282314,43567803.92385013,3.2020221878739985,0.0006622589840483968
50,chicago,large_hotel,2960639.0400040993,4704126.474673179,62923.448396887026,8667838.298124865,11345.0,5A,RFCW,AbsorptionChiller,612.3348583255635,11.15,14.942,9369434.747750156,3.164666351132485,0.0006545328544224374,9608040.46407115,3.2452589911324847,0.0006712014459426028
51,chicago,large_office,3676505.0049129263,5841557.952250532,78137.98637108265,12546829.25155344,46320.0,5A,RFCW,AbsorptionChiller,760.3940030843695,11.15,14.942,13418067.799591012,3.6496802756042497,0.0007548459722035676,13714367.043910157,3.7302729156042496,0.0007715145637237331
52,chicago,medium_office,281405.05396445055,447121.36352129147,5980.795413591106,983569.2810565837,4982.0,5A,RFCW,AbsorptionChiller,58.20166576307147,11.15,14.942,1050255.1499181245,3.7321829694316775,0.0007719096110510191,1072934.326126462,3.812775609431678,0.0007885782025711846
53,chicago,midrise_apartment,102746.57848341212,163252.896923644,2183.7072813674436,353494.0132822416,3135.0,5A,RFCW,AbsorptionChiller,21.250585001739836,11.15,14.942,377842.3494694886,3.677420261059975,0.0007605833011499431,386122.96748043393,3.7580129010599745,0.0007772518926701085
54,chicago,outpatient_healthcare,976166.6299806006,1551020.3120802857,20746.794775854294,3046971.0263281767,3804.0,5A,RFCW,AbsorptionChiller,201.89589037861438,11.15,14.942,3278297.788078952,3.358338307614656,0.0006945891018851409,3356969.6338689914,3.4389309476146552,0.0007112576934053061
55,chicago,primary_school,316393.7943632786,502714.5843772091,6724.422776200858,1131563.5810541918,6871.0,5A,RFCW,AbsorptionChiller,65.43822013718275,11.15,14.942,1206540.8950088313,3.8134151696524716,0.0007887104797626622,1232039.906176185,3.8940078096524715,0.0008053790712828276
56,chicago,quick_service_restaurant,27837.908348107994,44231.34326421598,591.648345425123,100423.3805562116,232.0,5A,RFCW,AbsorptionChiller,5.757581871377041,11.15,14.942,107020.25960770172,3.844407355230601,0.0007951204457560705,109263.79013355379,3.924999995230601,0.0008117890372762361
57,chicago,secondary_school,3869679.460327919,6148490.698076585,82243.58746350273,13558029.80789761,19592.0,5A,RFCW,AbsorptionChiller,800.347354773096,11.15,14.942,14475045.808115667,3.740631738756223,0.0007736570297324142,14786913.49177727,3.8212243787562232,0.0007903256212525798
58,chicago,small_hotel,318329.0703395533,505789.52287284506,6765.553841616628,1026911.2671496626,4014.0,5A,RFCW,AbsorptionChiller,65.83848404127265,11.15,14.942,1102347.192483688,3.4629171357420896,0.0007162186423458303,1128002.1726510983,3.5435097757420895,0.0007328872338659958
59,chicago,small_office,17186.981580108182,27308.2040661718,365.2806485158987,60861.67851969626,511.0,5A,RFCW,AbsorptionChiller,3.554701464345022,11.15,14.942,64934.55775064853,3.7781245908707026,0.0007814114975947679,66319.70196982082,3.8587172308707025,0.0007980800891149333
60,chicago,stand_alone_retail,88250.34608314835,140219.99433211287,1875.6140220871796,318856.6875156128,2294.0,5A,RFCW,AbsorptionChiller,18.252398362595315,11.15,14.942,339769.78386188485,3.850067438169116,0.0007962910937268079,346882.11223363946,3.930660078169116,0.0008129596852469733
61,chicago,strip_mall,80446.3223363658,127820.26771222564,1709.7525040555659,291219.397145266,2090.0,5A,RFCW,AbsorptionChiller,16.63832933533936,11.15,14.942,310283.13756548555,3.857020787949953,0.0007977292219131237,316766.5190608643,3.937613427949954,0.0008143978134332894
62,chicago,supermarket,84912.2049619902,134916.05899516228,1804.667396125497,306266.59701422305,4181.0,5A,RFCW,AbsorptionChiller,17.56198654849849,11.15,14.942,326388.6384810223,3.8438365677481325,0.0007950023925021991,333231.9372471302,3.9244292077481324,0.0008116709840223645
63,chicago,warehouse,18574.371537099592,29512.612553391573,394.76730973515555,69243.62013370136,4835.0,5A,RFCW,AbsorptionChiller,3.8416487150154275,11.15,14.942,73645.27563724834,3.964886536815131,0.0008200385805201925,75142.23327576405,4.045479176815131,0.000836707172040358
64,denver,full_service_restaurant,64939.12165145914,103181.04884620746,1380.172798832346,289957.19841015036,569.52,5B,RMPA,AbsorptionChiller,13.431048945493101,11.15,14.942,305346.12511713104,4.7020365744394095,0.0009724998085707155,310579.7403703033,4.782629214439409,0.000989168400090881
65,denver,hospital,10603665.525031984,16848046.33421748,225363.23795867994,34282802.72799795,22422.0,5B,RMPA,AbsorptionChiller,2193.1055894585284,11.15,14.942,36795602.831237234,3.470083316413005,0.0007177007893305078,37650180.22957654,3.5506759564130044,0.0007343693808506731
66,denver,large_hotel,2542640.2527970057,4039972.846110799,54039.58083944577,8316111.800408948,11345.0,5B,RMPA,AbsorptionChiller,525.8821619021728,11.15,14.942,8918653.126768768,3.5076346789357613,0.0007254673586216672,9123571.217311947,3.5882273189357616,0.0007421359501418328
67,denver,large_office,2544008.9002910727,4042147.4749069214,54068.66916085291,10351507.899904039,46320.0,5B,RMPA,AbsorptionChiller,526.165232738588,11.15,14.942,10954373.561047548,4.305949385552151,0.0008905789835681802,11159401.954505503,4.386542025552151,0.0009072475750883456
68,denver,medium_office,251212.54224308179,399148.81711956346,5339.103897806303,1088648.7443958698,4982.0,5B,RMPA,AbsorptionChiller,51.957092501154456,11.15,14.942,1148179.75285641,4.570551066456676,0.0009453052877883507,1168425.6348368917,4.651143706456676,0.0009619738793085162
69,denver,midrise_apartment,88891.21466427414,141238.26329990124,1889.2346156647,369687.45441285224,3135.0,5B,RMPA,AbsorptionChiller,18.384946156002925,11.15,14.942,390752.4203775136,4.395849711957633,0.000909172639494857,397916.3980401142,4.476442351957633,0.0009258412310150224
70,denver,outpatient_healthcare,932065.3335965892,1480948.252270132,19809.495223372804,3398293.698639203,3804.0,5B,RMPA,AbsorptionChiller,192.77462949257273,11.15,14.942,3619169.5703798095,3.882956955833137,0.0008030934758703489,3694287.1762668393,3.9635495958331375,0.0008197620673905144
71,denver,primary_school,255303.75812595658,405649.3045779092,5426.05587270369,1133782.07187419,6871.0,5B,RMPA,AbsorptionChiller,52.80325917806754,11.15,14.942,1194282.5948548361,4.677888816135739,0.0009675054428408974,1214858.1987241283,4.758481456135739,0.0009841740343610628
72,denver,quick_service_restaurant,25337.530955736234,40258.52140744754,538.5069912459142,115773.6224061129,232.0,5B,RMPA,AbsorptionChiller,5.240440735415974,11.15,14.942,121777.97535850485,4.806228972003888,0.0009940494254403077,123819.99386930936,4.886821612003888,0.0010107180169604732
73,denver,secondary_school,2499227.711466768,3970995.141552757,53116.91962770702,10569905.024588821,19592.0,5B,RMPA,AbsorptionChiller,516.9033529403863,11.15,14.942,11162158.678437755,4.466243162727582,0.0009237317813293862,11363578.037666019,4.546835802727582,0.0009404003728495516
74,denver,small_hotel,284991.0912695219,452819.1783504623,6057.0106597816,1085567.592734828,4014.0,5B,RMPA,AbsorptionChiller,58.94334876308623,11.15,14.942,1153103.2615913928,4.04610283238952,0.0008368361597496422,1176071.4460132846,4.12669547238952,0.0008535047512698077
75,denver,small_office,14682.394108257515,23328.69286089811,312.0498161141663,63711.76995681947,511.0,5B,RMPA,AbsorptionChiller,3.0366895777161353,11.15,14.942,67191.12540649243,4.576305806197064,0.0009464955131741602,68374.41830919734,4.656898446197063,0.0009631641046943254
76,denver,stand_alone_retail,71441.8560141265,113513.17122244519,1518.3775798202319,318780.1914593508,2294.0,5B,RMPA,AbsorptionChiller,14.775978493097519,11.15,14.942,335710.1014743464,4.699067468347478,0.0009718857225124049,341467.7892570247,4.779660108347477,0.0009885543140325701
77,denver,strip_mall,63755.91860287251,101301.0706690086,1355.0257900397191,285133.11573614477,2090.0,5B,RMPA,AbsorptionChiller,13.186332699663394,11.15,14.942,300241.6532950876,4.709235783508267,0.0009739887866614822,305379.91109091823,4.7898284235082675,0.000990657378181648
78,denver,supermarket,69289.41325778273,110093.17884292142,1472.630996438747,319095.79628872505,4181.0,5B,RMPA,AbsorptionChiller,14.33079901918981,11.15,14.942,335515.6318990171,4.842235142773868,0.0010014964100876667,341099.8486375128,4.922827782773869,0.0010181650016078323
79,denver,warehouse,20141.254034243066,32002.214743297318,428.0687857411128,96182.29392115967,4835.0,5B,RMPA,AbsorptionChiller,4.165719552066818,11.15,14.942,100955.26088217308,5.012362224841334,0.0010366829834211654,102578.49771770337,5.092954864841334,0.0010533515749413308
80,duluth,full_service_restaurant,17927.122408818872,28484.205605123356,381.01110826209793,62990.376074508276,569.52,7,MROW,AbsorptionChiller,3.7077812634578846,11.15,14.942,67238.64993163067,3.7506660800482976,0.0007757323847049219,68683.44405416054,3.8312587200482975,0.0007924009762250874
81,duluth,hospital,10430594.566986347,16573055.8119893,221684.90319701645,28196026.81665013,22422.0,7,MROW,AbsorptionChiller,2157.310148290868,11.15,14.942,30667813.487296864,2.9401788450643944,0.0006081031737465138,31508442.64021995,3.0207714850643943,0.0006247717652666793
82,duluth,large_hotel,2448868.7817366277,3890980.397648209,52046.62450784258,6489314.592579215,11345.0,7,MROW,AbsorptionChiller,506.48785558151553,11.15,14.942,7069634.45584166,2.886898027597948,0.0005970833562767213,7266995.255975399,2.967490667597948,0.0006137519477968869
83,duluth,large_office,2216462.574116501,3521712.756651768,47107.217908555875,7255530.63764512,46320.0,7,MROW,AbsorptionChiller,458.4203876145814,11.15,14.942,7780776.117325518,3.5104477775479674,0.000726049178396684,7959406.687634761,3.591040417547967,0.0007427177699168494
84,duluth,medium_office,139421.06198419782,221524.57626378172,2963.1623040374893,469291.81788348465,4982.0,7,MROW,AbsorptionChiller,28.835793585149496,11.15,14.942,502331.07757350267,3.602978419648228,0.0007451868499789509,513567.3890304128,3.683571059648228,0.0007618554414991164
85,duluth,midrise_apartment,49032.53167539685,77907.24477313078,1042.1047398744324,160705.54208081003,3135.0,7,MROW,AbsorptionChiller,10.141164772574323,11.15,14.942,172325.00993040996,3.514503617133802,0.0007268880283627305,176276.6711040138,3.595096257133802,0.000743556619882896
86,duluth,outpatient_healthcare,7913.029846782806,12572.925200999362,168.1782610102907,27937.89447221032,3804.0,7,MROW,AbsorptionChiller,1.636614239251873,11.15,14.942,29813.08208247506,3.767593786417492,0.000779233461513442,30450.814048226082,3.848186426417492,0.0007959020530336075
87,duluth,primary_school,122007.43036950275,193856.25047598773,2593.0645867864987,420316.29168995545,6871.0,7,MROW,AbsorptionChiller,25.234215174664477,11.15,14.942,449228.9618326249,3.681980355394119,0.0007615264437216378,459061.8627457193,3.7625729953941187,0.0007781950352418033
88,duluth,quick_service_restaurant,7913.029846782806,12572.925200999362,168.1782610102907,27937.89447221032,232.0,7,MROW,AbsorptionChiller,1.636614239251873,11.15,14.942,29813.08208247506,3.767593786417492,0.000779233461513442,30450.814048226082,3.848186426417492,0.0007959020530336075
89,duluth,secondary_school,1750390.105499801,2781175.3898496856,37201.624375555824,5904484.258259195,19592.0,7,MROW,AbsorptionChiller,362.0248408479423,11.15,14.942,6319282.370046643,3.6102137176113973,0.0007466832921636809,6460350.92967875,3.6908063576113976,0.0007633518836838465
90,duluth,small_hotel,201343.92396839635,319913.1236386744,4279.229530741642,603701.4508613325,4014.0,7,MROW,AbsorptionChiller,41.64300392314299,11.15,14.942,651414.8601291018,3.2353340855289487,0.0006691487250318405,667641.698509674,3.315926725528948,0.0006858173165520059
91,duluth,small_office,6775.2325370162425,10765.091697703556,143.9962755200515,23276.28165921057,511.0,7,MROW,AbsorptionChiller,1.401289045918561,11.15,14.942,24881.840131259145,3.6724702798491555,0.0007595595201342618,25427.87400803118,3.7530629198491554,0.0007762281116544271
92,duluth,stand_alone_retail,17937.922604426523,28501.365915922164,381.2406484194127,62466.32093061729,2294.0,7,MROW,AbsorptionChiller,3.710015016427409,11.15,14.942,66717.15416049374,3.7193356015500934,0.0007692524511996057,68162.81869930016,3.7999282415500937,0.0007859210427197712
93,duluth,strip_mall,18636.69097990823,29611.631223631946,396.09180562631616,64836.28334094848,2090.0,7,MROW,AbsorptionChiller,3.8545379482747117,11.15,14.942,69252.70697368191,3.715933641242514,0.0007685488399674279,70754.6871006169,3.796526281242514,0.0007852174314875933
94,duluth,supermarket,30070.773701163613,47779.11821407102,639.1041770620641,102304.53392425478,4181.0,7,MROW,AbsorptionChiller,6.219394767562278,11.15,14.942,109430.5454984968,3.639099764641649,0.0007526576555618716,111854.02853791614,3.719692404641649,0.000769326247082037
95,duluth,warehouse,4273.803721536652,6790.59924644156,90.83257509505876,15684.555888731764,4835.0,7,MROW,AbsorptionChiller,0.8839304491285733,11.15,14.942,16697.339101041667,3.90690358962908,0.0008080462439770589,17041.776225802132,3.9874962296290803,0.0008247148354972245
