,city,building,CoolingDemand_kWh,Cooling_HeatDemand_kWh,Cooling_ElecDemand_kWh,MakeupWater_kg,floor_area_m^2,climate_zone,eGRID_subregion,chiller_type,CoolingDemand_intensity_kWh/sqm,PoG_w4e_intensity (L/kWh),Total_w4e_intensity (L/kWh),annual_water_consumption_L,WaterConsumption_intensity_L/kWh,WaterConsumption_intensity L_per_kWh_sqm,Total_annual_water_consumption_L,Total_WaterConsumption_intensity_L/kWh,Total_WaterConsumption_intensity L_per_kWh_sqm
96,helena,full_service_restaurant,31112.259358516207,49433.92320297573,661.2392188996665,132939.47456170825,569.52,6B,NWPP,AbsorptionChiller,6.4348002809754306,11.15,14.942,140312.29185243952,4.509871502277527,0.0009327552228081751,142819.71097050706,4.590464142277527,0.0009494238143283407
97,helena,hospital,9878216.915685952,15695389.099367622,209945.0368480449,29276475.790556755,22422.0,6B,NWPP,AbsorptionChiller,2043.064512034323,11.15,14.942,31617362.951412454,3.2007155968812735,0.000661988748062311,32413474.53114024,3.2813082368812734,0.0006786573395824764
98,helena,large_hotel,2313862.8035671627,3676470.899001153,49177.2974518141,6844123.279427046,11345.0,6B,NWPP,AbsorptionChiller,478.56521273364274,11.15,14.942,7392450.146014773,3.1948524063821826,0.0006607760923230988,7578930.457952052,3.2754450463821825,0.0006774446838432642
99,helena,large_office,1762237.745246437,2799999.9730026694,37453.42621230431,6832086.453323623,46320.0,6B,NWPP,AbsorptionChiller,364.47523169523,11.15,14.942,7249692.155590816,4.113912651767084,0.0008508609414202862,7391715.547787874,4.194505291767084,0.0008675295329404517
100,helena,medium_office,141310.74495293183,224527.0725363242,3003.324366066307,579739.9361564968,4982.0,6B,NWPP,AbsorptionChiller,29.226627704846294,11.15,14.942,613227.002838136,4.3395638671524335,0.0008975313065465219,624615.6088342596,4.420156507152434,0.0009141998980666875
101,helena,midrise_apartment,51683.81207959626,82119.83474869186,1098.4532860650204,204273.52040716368,3135.0,6B,NWPP,AbsorptionChiller,10.689516459068512,11.15,14.942,216521.27454678866,4.1893441260356825,0.0008664620736371629,220686.60940754722,4.269936766035683,0.0008831306651573285
102,helena,outpatient_healthcare,700573.9573911512,1113134.1767437183,14889.53184108658,2327102.114404583,3804.0,6B,NWPP,AbsorptionChiller,144.89637174584306,11.15,14.942,2493120.3944326984,3.558682660310074,0.0007360253692471714,2549581.4991740985,3.6392753003100733,0.0007526939607673368
103,helena,primary_school,125032.08652524359,198662.09303455372,2657.34861228318,524788.7873781075,6871.0,6B,NWPP,AbsorptionChiller,25.859790387847692,11.15,14.942,554418.224405065,4.434207568735803,0.0009171060121480461,564494.8903428428,4.514800208735803,0.0009337746036682116
104,helena,quick_service_restaurant,11639.12792802128,18493.28104118935,247.3702655635454,50794.1153821077,232.0,6B,NWPP,AbsorptionChiller,2.407265341886511,11.15,14.942,53552.29384314123,4.601057241944537,0.0009516147346317554,54490.3218901582,4.681649881944538,0.000968283326151921
105,helena,secondary_school,1390130.1998339577,2208762.4286250705,29544.90051380441,5578059.670114796,19592.0,6B,NWPP,AbsorptionChiller,287.5140020339106,11.15,14.942,5907485.3108437145,4.249591377519406,0.0008789227254435172,6019519.573592061,4.3301840175194055,0.0008955913169636827
106,helena,small_hotel,196149.2408074083,311659.34928288497,4168.825197960134,694998.5545065156,4014.0,6B,NWPP,AbsorptionChiller,40.568612369681134,11.15,14.942,741480.9554637711,3.7801877407815407,0.0007818382090551274,757289.1406144359,3.8607803807815406,0.0007985068005752927
107,helena,small_office,8098.410697059278,12867.474774216373,172.1182220148326,33307.98190655539,511.0,6B,NWPP,AbsorptionChiller,1.6749556767444216,11.15,14.942,35227.10008202077,4.349878192126333,0.0008996645692091692,35879.77237990102,4.430470832126333,0.0009163331607293347
108,helena,stand_alone_retail,31493.993898466186,50040.45697200735,669.3523503220678,134754.14437409004,2294.0,6B,NWPP,AbsorptionChiller,6.513752616021962,11.15,14.942,142217.4230801811,4.515699835933077,0.0009339606692726116,144755.6071926024,4.596292475933078,0.0009506292607927773
109,helena,strip_mall,29103.873397231015,46242.821064489246,618.5543226024839,124809.1328593145,2090.0,6B,NWPP,AbsorptionChiller,6.019415387224615,11.15,14.942,131706.0135563322,4.525377490436132,0.0009359622524169871,134051.5715476408,4.605970130436132,0.0009526308439371525
110,helena,supermarket,36598.029982774366,58150.20319485246,777.8301305672294,160827.08432699248,4181.0,6B,NWPP,AbsorptionChiller,7.569396066757883,11.15,14.942,169499.8902828171,4.6313938308317635,0.0009578891066870245,172449.42213792802,4.7119864708317625,0.0009745576982071898
111,helena,warehouse,7519.8340709846725,11948.180801675659,159.82154012199425,34711.01817856532,4835.0,6B,NWPP,AbsorptionChiller,1.5552914314342652,11.15,14.942,36493.02835092555,4.852903402713916,0.0010037028754320404,37099.07163106816,4.933496042713916,0.001020371466952206
112,houston,full_service_restaurant,234795.52030166617,373063.99336820224,4990.187458144738,836347.3008396006,569.52,2A,ERCT,AbsorptionChiller,48.56163811823499,11.15,14.942,891987.8909979145,3.79899876220758,0.000785728802938486,910910.6818391993,3.8795914022075797,0.0008023973944586514
113,houston,hospital,18556071.28920018,29483535.492840096,394378.368466467,57819188.43397459,22422.0,2A,ERCT,AbsorptionChiller,3837.8637619855594,11.15,14.942,62216507.242375694,3.352892229864752,0.0006934627155873324,63711990.01560054,3.433484869864752,0.0007101313071074979
114,houston,large_hotel,3829362.368251737,6084431.318444385,81386.71486657627,12341018.328203132,11345.0,2A,ERCT,AbsorptionChiller,792.0087628235237,11.15,14.942,13248480.198965458,3.4597091956627595,0.0007155551593925045,13557098.621739514,3.540301835662759,0.0007322237509126699
115,houston,large_office,8672765.267591411,13780060.369617427,184325.17115387614,29166926.772496473,46320.0,2A,ERCT,AbsorptionChiller,1793.746694434625,11.15,14.942,31222152.430862192,3.6000227686933775,0.0007445755467824979,31921113.47987769,3.6806154086933773,0.0007612441383026634
116,houston,medium_office,729910.741203094,1159747.0665782448,15513.036286369688,2571911.00362326,4982.0,2A,ERCT,AbsorptionChiller,150.96395888378368,11.15,14.942,2744881.358216282,3.7605712634012773,0.000777781026556624,2803706.791814196,3.841163903401277,0.0007944496180767894
117,houston,midrise_apartment,286310.58942129154,454915.7143027182,6085.054393833835,1003516.2255100245,3135.0,2A,ERCT,AbsorptionChiller,59.21625427534468,11.15,14.942,1071364.5820012717,3.741966317650979,0.0007739330543228498,1094439.1082626896,3.822558957650979,0.0007906016458430153
118,houston,outpatient_healthcare,1850098.4989864696,2939600.9483896135,39320.7600984593,6125093.784248996,3804.0,2A,ERCT,AbsorptionChiller,382.64705253081064,11.15,14.942,6563520.259346817,3.5476599018606185,0.0007337455846661052,6712624.581640175,3.6282525418606193,0.0007504141761862708
119,houston,primary_school,978606.1960831732,1554896.5115543662,20798.643687421012,3541071.2755571916,6871.0,2A,ERCT,AbsorptionChiller,202.40045420541327,11.15,14.942,3772976.152671936,3.855459088418918,0.0007974062230442436,3851844.609534636,3.936051728418918,0.0008140748145644091
120,houston,quick_service_restaurant,96539.23317992153,153390.11494143086,2051.7805025172684,346993.2030842952,232.0,2A,ERCT,AbsorptionChiller,19.966749365030307,11.15,14.942,369870.55568736274,3.831297841345288,0.0007924090674964401,377650.9073529082,3.9118904813452877,0.0008090776590166056
121,houston,secondary_school,9826665.830957823,15613480.153632928,208849.4044606226,34469358.42993199,19592.0,2A,ERCT,AbsorptionChiller,2032.4024469406045,11.15,14.942,36798029.289667934,3.7447115758978815,0.0007745008429985278,37589986.231382616,3.8253042158978814,0.0007911694345186931
122,houston,small_hotel,672384.7755477133,1068344.6989258137,14290.417762974119,2280787.9166494985,4014.0,2A,ERCT,AbsorptionChiller,139.06613765206066,11.15,14.942,2440126.07470666,3.6290620541177105,0.0007505816037471998,2494315.338863858,3.709654694117711,0.0007672501952673652
123,houston,small_office,53903.80669190545,85647.15952158318,1145.6355715586228,193215.37160173286,511.0,2A,ERCT,AbsorptionChiller,11.148667361304126,11.15,14.942,205989.2082246115,3.821422286592316,0.0007903665535868285,210333.4583119618,3.902014926592315,0.0008070351451069938
124,houston,stand_alone_retail,347604.700222829,552305.2459096082,7387.758562069222,1266421.0243655806,2294.0,2A,ERCT,AbsorptionChiller,71.89342300368749,11.15,14.942,1348794.5323326525,3.8802540111454746,0.0008025344387064063,1376808.912800019,3.9608466511454745,0.0008192030302265718
125,houston,strip_mall,283609.45215008274,450623.90730513225,6027.646223029751,1041580.1817498978,2090.0,2A,ERCT,AbsorptionChiller,58.65759093073066,11.15,14.942,1108788.4371366794,3.9095609428063836,0.0008085958516662634,1131645.2716144084,3.990153582806384,0.0008252644431864289
126,houston,supermarket,343831.0932244791,546309.4036788956,7307.556834664242,1259451.0692149876,4181.0,2A,ERCT,AbsorptionChiller,71.11294585821699,11.15,14.942,1340930.327921494,3.8999681946915503,0.0008066118293053879,1368640.5834385406,3.9805608346915493,0.0008232804208255531
127,houston,warehouse,83300.38506025884,132355.0562624108,1770.4108504806989,322418.81926458736,4835.0,2A,ERCT,AbsorptionChiller,17.228621522287245,11.15,14.942,342158.90024744713,4.107530835540942,0.0008495410207944037,348872.29819247,4.188123475540942,0.0008662096123145691
128,las_vegas,full_service_restaurant,184634.0328775405,293362.96334987035,3924.088645423992,904730.799967756,569.52,3B,NWPP,AbsorptionChiller,38.18697681024623,11.15,14.942,948484.3883642335,5.137104864049202,0.0010624829088002486,963364.5325076813,5.217697504049202,0.001079151500320414
129,las_vegas,hospital,13887915.13610575,22066354.049590155,295164.4896927009,52677088.97990446,22422.0,3B,NWPP,AbsorptionChiller,2872.371279442761,11.15,14.942,55968173.03997807,4.02999100235515,0.0008335038267539089,57087436.7848928,4.1105836423551505,0.0008501724182740746
130,las_vegas,large_hotel,3394095.8894219236,5392841.246525968,72135.85130318026,13329332.002865216,11345.0,3B,NWPP,AbsorptionChiller,701.9846720624454,11.15,14.942,14133646.744895676,4.164186046995535,0.0008612587480859432,14407185.893037336,4.244778686995535,0.0008779273396061087
131,las_vegas,large_office,4798931.815992812,7624969.440966382,101993.29752923404,21653462.378385585,46320.0,3B,NWPP,AbsorptionChiller,992.5401894504264,11.15,14.942,22790687.645836543,4.749116786757589,0.0009822371844379707,23177446.2300674,4.829709426757589,0.0009989057759581363
132,las_vegas,medium_office,563422.4861275083,895215.7279581497,11974.605905163278,2707776.3499178574,4982.0,3B,NWPP,AbsorptionChiller,116.52998678955706,11.15,14.942,2841293.205760428,5.042917660757711,0.0010430026185641594,2886700.911352807,5.123510300757711,0.0010596712100843248
133,las_vegas,midrise_apartment,235897.69653576487,374815.2289401591,5013.6123770401255,1111078.5802123793,3135.0,3B,NWPP,AbsorptionChiller,48.789595974305044,11.15,14.942,1166980.3582163767,4.946976487493801,0.001023159563080414,1185991.9763501128,5.027569127493801,0.0010398281546005793
134,las_vegas,outpatient_healthcare,1452956.351084027,2308586.202277979,30880.165648372837,6257998.153770596,3804.0,3B,NWPP,AbsorptionChiller,300.50803538449367,11.15,14.942,6602312.000749953,4.544053918635667,0.0009398250090249569,6719409.588888583,4.624646558635668,0.0009564936005451226
135,las_vegas,primary_school,704862.1573835402,1119947.6500649592,14980.670384924813,3432940.671107004,6871.0,3B,NWPP,AbsorptionChiller,145.78327970704038,11.15,14.942,3599975.145898916,5.107346320395583,0.001056328091084919,3656781.8479985506,5.1879389603955826,0.0010729966826050843
136,las_vegas,quick_service_restaurant,80058.85992826993,127204.63299714022,1701.5176363421688,394848.3366086752,232.0,3B,NWPP,AbsorptionChiller,16.558192332630803,11.15,14.942,413820.2582538904,5.168950177714991,0.0010690693232088917,420272.4131308999,5.249542817714991,0.001085737914729057
137,las_vegas,secondary_school,6715688.039868019,10670482.107790276,142730.75647399464,31323216.34271736,19592.0,3B,NWPP,AbsorptionChiller,1388.973741441162,11.15,14.942,32914664.2774024,4.901160399649723,0.001013683640051649,33455899.30595179,4.981753039649723,0.0010303522315718145
138,las_vegas,small_hotel,516329.3981468685,820390.0437222472,10973.720808614788,2303890.707478434,4014.0,3B,NWPP,AbsorptionChiller,106.78994791041748,11.15,14.942,2426247.6944944886,4.699030702498077,0.000971878118407048,2467860.043800756,4.779623342498077,0.0009885467099272135
139,las_vegas,small_office,35231.41060446147,55978.79684931117,748.7849133801565,170942.3245334515,511.0,3B,NWPP,AbsorptionChiller,7.286744695855526,11.15,14.942,179291.27631764024,5.088961050425157,0.0010525255533454306,182130.6687091778,5.169553690425157,0.001069194144865596
140,las_vegas,stand_alone_retail,216866.4138548047,344576.6353470792,4609.134182460788,1079957.8236389942,2294.0,3B,NWPP,AbsorptionChiller,44.853446505647305,11.15,14.942,1131349.669773432,5.216804435798378,0.0010789667912716396,1148827.5065933233,5.297397075798378,0.0010956353827918052
141,las_vegas,strip_mall,203721.03072605998,323690.0821536284,4329.750973031185,1017189.2741756478,2090.0,3B,NWPP,AbsorptionChiller,42.134649581398136,11.15,14.942,1065465.9975249455,5.230024576881601,0.0010817010500272185,1081884.4132146798,5.310617216881601,0.0010983696415473839
142,las_vegas,supermarket,251168.3699391733,399078.63223668665,5338.16508910723,1267624.465142452,4181.0,3B,NWPP,AbsorptionChiller,51.947956554120644,11.15,14.942,1327145.0058859976,5.283885889801327,0.001092840928604204,1347387.3279038921,5.3644785298013264,0.0011095095201243694
143,las_vegas,warehouse,76466.8579176109,121497.34091353723,1625.1756202756208,393372.3516514049,4835.0,3B,NWPP,AbsorptionChiller,15.815275680995017,11.15,14.942,411493.0598174781,5.381325596781297,0.0011129939186724502,417655.7257695632,5.461918236781296,0.0011296625101926154
144,los_angeles,full_service_restaurant,38089.07487112025,60519.307850780104,809.5198045942097,125225.68547093085,569.52,3B-CA,CAMX,AbsorptionChiller,7.87778177272394,11.15,14.942,134251.8312921563,3.5246808106108194,0.0007289929287716276,137321.53039117754,3.6052734506108193,0.000745661520291793
145,los_angeles,hospital,14675155.111352984,23317190.899149735,311895.96329995495,43740283.29903264,22422.0,3B-CA,CAMX,AbsorptionChiller,3035.1923704969977,11.15,14.942,47217923.28982714,3.2175416839920445,0.000665468807444063,48400632.78266057,3.298134323992045,0.0006821373989642285
146,los_angeles,large_hotel,3375500.7776277964,5363295.680008603,71740.64319384914,10188425.193647819,11345.0,3B-CA,CAMX,AbsorptionChiller,698.1387337389444,11.15,14.942,10988333.365259238,3.255319458993435,0.0006732822045487973,11260373.884250313,3.3359120989934348,0.0006899507960689627
147,los_angeles,large_office,5201055.2692618435,8263898.927827175,110539.76132271168,16318970.436297636,46320.0,3B-CA,CAMX,AbsorptionChiller,1075.7094662382303,11.15,14.942,17551488.77504587,3.3746014734307668,0.0006979527349391452,17970655.549981594,3.455194113430767,0.0007146213264593107
148,los_angeles,medium_office,299648.52896584,476108.21824572486,6368.530068954006,955324.5525491702,4982.0,3B-CA,CAMX,AbsorptionChiller,61.97487672509617,11.15,14.942,1026333.6628180074,3.425124983460238,0.0007084022716567194,1050483.128839481,3.5057176234602383,0.0007250708631768849
149,los_angeles,midrise_apartment,108282.11874416638,172048.255337952,2301.3559637093445,337991.38200433896,3135.0,3B-CA,CAMX,AbsorptionChiller,22.395474404170916,11.15,14.942,363651.5009996981,3.3583707561068534,0.0006945958130520896,372378.242814084,3.4389633961068533,0.0007112644045722551
150,los_angeles,outpatient_healthcare,1193160.9061363568,1895800.106416657,25358.646458417985,3646748.1992545472,3804.0,3B-CA,CAMX,AbsorptionChiller,246.77578203440677,11.15,14.942,3929497.107265908,3.293350533911004,0.0006811479904676327,4025657.094636229,3.373943173911004,0.0006978165819877981
151,los_angeles,primary_school,306507.75873932877,487006.7722191563,6514.3115657399,985755.2347513618,6871.0,3B-CA,CAMX,AbsorptionChiller,63.39353851899251,11.15,14.942,1058389.8087093616,3.453060415379159,0.0007141800238633214,1083092.0781666473,3.533653055379159,0.0007308486153834869
152,los_angeles,quick_service_restaurant,10498.060752268371,16680.25208415974,223.11878452154352,35405.039775243305,232.0,3B-CA,CAMX,AbsorptionChiller,2.171263857759746,11.15,14.942,37892.81422265852,3.6095060903958687,0.0007465369370001797,38738.88065356421,3.690098730395868,0.000763205528520345
153,los_angeles,secondary_school,3890804.18388832,6182055.53662253,82692.55825490592,12367798.764542414,19592.0,3B-CA,CAMX,AbsorptionChiller,804.7164806387425,11.15,14.942,13289820.789084615,3.4157002411268307,0.0007064529971306786,13603390.969987217,3.4962928811268297,0.0007231215886508437
154,los_angeles,small_hotel,372311.7496972682,591562.0022967691,7912.865720232603,1143071.47714978,4014.0,3B-CA,CAMX,AbsorptionChiller,77.00346426003479,11.15,14.942,1231299.9299303733,3.307174514184847,0.0006840071384043117,1261305.5167414956,3.3877671541848478,0.0007006757299244773
155,los_angeles,small_office,15527.703098261163,24671.794922792757,330.01544984837733,50066.81552195389,511.0,3B-CA,CAMX,AbsorptionChiller,3.211520806258772,11.15,14.942,53746.4877877633,3.461328919522037,0.0007158901591565744,54997.90637358835,3.541921559522037,0.0007325587506767399
156,los_angeles,stand_alone_retail,48992.813580872746,77844.13713405348,1041.2605979721484,159194.58731834145,2294.0,3B-CA,CAMX,AbsorptionChiller,10.132950068432832,11.15,14.942,170804.6429857309,3.4863203498974924,0.0007210590175589436,174753.10317324128,3.5669129898974923,0.0007377276090791091
157,los_angeles,strip_mall,46946.748953050395,74593.16778095781,997.7749044154981,153034.41437453777,2090.0,3B-CA,CAMX,AbsorptionChiller,9.709772275708458,11.15,14.942,164159.60455877057,3.4967193302978266,0.0007232097890998607,167943.16699631413,3.5773119702978264,0.0007398783806200262
158,los_angeles,supermarket,29681.180776676327,47160.098345163475,630.8240287736267,99419.27762518726,4181.0,3B-CA,CAMX,AbsorptionChiller,6.138817120305341,11.15,14.942,106452.96554601319,3.5865475281113026,0.000741788527013713,108845.05026312279,3.6671401681113025,0.0007584571185338785
159,los_angeles,warehouse,2946.9747711806117,4682.41546976475,62.633037136825294,9741.044099379662,4835.0,3B-CA,CAMX,AbsorptionChiller,0.6095087427467656,11.15,14.942,10439.402463455264,3.542413245456136,0.0007326604437344645,10676.906940278106,3.623005885456136,0.00074932903525463
160,miami,full_service_restaurant,333075.1009053597,529219.3269940747,7078.956144575305,1147310.9278407905,569.52,1A,FRCC,AbsorptionChiller,68.88833524412817,11.15,14.942,1226241.288852805,3.6815759734656073,0.0007614428073351825,1253084.6905530347,3.762168613465608,0.0007781113988553481
161,miami,hospital,18181533.961485554,28888437.294360336,386418.2017947724,59760222.946767494,22422.0,1A,FRCC,AbsorptionChiller,3760.3999920342408,11.15,14.942,64068785.89677921,3.5238383093801597,0.0007288186782585645,65534083.71798498,3.604430949380159,0.0007454872697787299
162,miami,large_hotel,4501829.695100983,7152907.182215945,95678.88711987901,14898052.597888619,11345.0,1A,FRCC,AbsorptionChiller,931.0919741677317,11.15,14.942,15964872.18927527,3.5463074506458323,0.0007334658636289209,16327686.52923385,3.6269000906458317,0.0007501344551490862
163,miami,large_office,10589690.60717502,16825841.742511455,225066.22437115942,35996163.46016976,46320.0,1A,FRCC,AbsorptionChiller,2190.2152238211006,11.15,14.942,38505651.86190819,3.63614512361851,0.0007520465612447797,39359102.98472363,3.71673776361851,0.0007687151527649452
164,miami,medium_office,920468.298026496,1462521.8513087677,19563.019560723213,3182063.39843682,4982.0,1A,FRCC,AbsorptionChiller,190.37606991240867,11.15,14.942,3400191.066538884,3.693979546964265,0.0007640081793100858,3474374.0367131466,3.774572186964266,0.0007806767708302515
165,miami,midrise_apartment,405308.6893941922,643990.47314855,8614.160678591223,1383112.2544319972,3135.0,1A,FRCC,AbsorptionChiller,83.82806399052579,11.15,14.942,1479160.1459982893,3.649465665809347,0.0007548015854828018,1511825.0432915073,3.730058305809347,0.0007714701770029673
166,miami,outpatient_healthcare,2215771.0834806184,3520614.0548636243,47092.52142757439,7438855.856231522,3804.0,1A,FRCC,AbsorptionChiller,458.27736990292004,11.15,14.942,7963937.470148976,3.594205885943288,0.0007433724686542479,8142512.311402339,3.674798525943288,0.0007600410601744132
167,miami,primary_school,1356672.9030103134,2155602.5014497167,28833.82143197916,4729248.904269868,6871.0,1A,FRCC,AbsorptionChiller,280.5941888335705,11.15,14.942,5050746.013236435,3.722891495827303,0.0007699878998608693,5160083.8641065005,3.8034841358273033,0.0007866564913810348
168,miami,quick_service_restaurant,134955.77569957165,214429.73250042996,2868.260086201576,467244.85993062594,232.0,1A,FRCC,AbsorptionChiller,27.91225971035608,11.15,14.942,499225.9598917735,3.699181878685301,0.0007650841527787592,510102.4021386499,3.779774518685301,0.0007817527442989247
169,miami,secondary_school,13001265.61455965,20657566.476467013,276320.23186144076,44718861.45012231,19592.0,1A,FRCC,AbsorptionChiller,2688.989785844809,11.15,14.942,47799832.035377376,3.676552225950069,0.0007604037695863638,48847638.35459596,3.757144865950069,0.0007770723611065292
170,miami,small_hotel,882641.2277602147,1402418.8396634518,18759.068227330394,2978084.4384944844,4014.0,1A,FRCC,AbsorptionChiller,182.55247730304336,11.15,14.942,3187248.049229218,3.6110346412405416,0.0007468530798842898,3258382.435947255,3.691627281240542,0.0007635216714044554
171,miami,small_office,77860.89656315124,123712.31342811788,1654.8035882888503,269755.7613765819,511.0,1A,FRCC,AbsorptionChiller,16.10359804822156,11.15,14.942,288206.8213860026,3.7015605279120365,0.0007655761174585391,294481.83659279393,3.7821531679120373,0.0007822447089787047
172,miami,stand_alone_retail,494478.4787146058,785671.3606243168,10509.315934281065,1724233.4307668433,2294.0,1A,FRCC,AbsorptionChiller,102.27062641460306,11.15,14.942,1841412.3034340772,3.723948326772115,0.0007702064791669318,1881263.629456871,3.804540966772115,0.0007868750706870973
173,miami,strip_mall,395947.9090670562,629117.2332954352,8415.212894038516,1387413.6235644089,2090.0,1A,FRCC,AbsorptionChiller,81.89201842131462,11.15,14.942,1481243.2473329382,3.7410053530099097,0.000773734302587365,1513153.7346271323,3.82159799300991,0.0007904028941075305
174,miami,supermarket,431613.59909479733,685786.051895064,9173.227692761417,1510582.2588608381,4181.0,1A,FRCC,AbsorptionChiller,89.2685830599374,11.15,14.942,1612863.747635128,3.736823285961588,0.0007728693455970192,1647648.6270460791,3.8174159259615874,0.0007895379371171846
175,miami,warehouse,417101.76681913476,662728.3628348473,8864.802884129362,1505610.1717887234,4835.0,1A,FRCC,AbsorptionChiller,86.26716997293377,11.15,14.942,1604452.7239467658,3.8466696897078707,0.0007955883536107282,1638068.0564833845,3.927262329707871,0.0008122569451308937
176,minneapolis,full_service_restaurant,58445.38786568652,92863.22738659082,1242.1593101053923,211120.76363228564,569.52,6A,MROW,AbsorptionChiller,12.087980944299177,11.15,14.942,224970.83993996077,3.8492488142429098,0.0007961217816427941,229681.1080438804,3.929841454242909,0.0008127903731629595
177,minneapolis,hospital,12220318.45247957,19416728.20782862,259722.50151003368,35317935.19065137,22422.0,6A,MROW,AbsorptionChiller,2527.47020733807,11.15,14.942,38213841.082488246,3.1270740800322145,0.000646757824205215,39198708.80821429,3.207666720032215,0.0006634264157253805
178,minneapolis,large_hotel,2759755.958306853,4384945.578198663,58654.01330054804,8047044.772466393,11345.0,6A,MROW,AbsorptionChiller,570.7871682123791,11.15,14.942,8701037.020767504,3.152828421142609,0.0006520844717978509,8923453.039203182,3.2334210611426086,0.0006687530633180163
179,minneapolis,large_office,3170163.0869383183,5037036.904801991,67376.53280772915,11026491.981137678,46320.0,6A,MROW,AbsorptionChiller,655.6697180844506,11.15,14.942,11777740.321943859,3.7151843608521005,0.0007683938698763393,12033232.134350767,3.795777000852101,0.0007850624613965048
180,minneapolis,medium_office,234904.38351073337,373236.96491149854,4992.501164214781,834459.1657593519,4982.0,6A,MROW,AbsorptionChiller,48.584153776780425,11.15,14.942,890125.5537403467,3.7893101032730394,0.0007837249438000082,909057.1181550492,3.8699027432730393,0.0008003935353201735
181,minneapolis,midrise_apartment,91041.63081959124,144655.03563557277,1934.9381270190495,317558.5637229153,3135.0,6A,MROW,AbsorptionChiller,18.829706477681746,11.15,14.942,339133.1238391777,3.7250334905709934,0.0007704309184221289,346470.40921683394,3.8056261305709937,0.0007870995099422944
182,minneapolis,outpatient_healthcare,859087.7428124285,1364994.969135294,18258.47816057337,2689108.348154403,3804.0,6A,MROW,AbsorptionChiller,177.68102229833062,11.15,14.942,2892690.379644796,3.3671652329421957,0.000696414732769844,2961926.52882969,3.447757872942195,0.0007130833242900093
183,minneapolis,primary_school,252154.34036805455,400645.22969590855,5359.120247289047,915282.4166515946,6871.0,6A,MROW,AbsorptionChiller,52.15188011748801,11.15,14.942,975036.6074088675,3.866824604270801,0.0007997568985048193,995358.3913865875,3.947417244270801,0.0008164254900249847
184,minneapolis,quick_service_restaurant,23566.730710415573,37444.91657321585,500.871583365366,85733.71650107965,232.0,6A,MROW,AbsorptionChiller,4.874194562650584,11.15,14.942,91318.43465560347,3.874887687126,0.0008014245474924508,93217.73969972495,3.955480327126,0.0008180931390126164
185,minneapolis,secondary_school,3210837.3087884746,5101663.723963902,68240.9956027844,11416409.587968932,19592.0,6A,MROW,AbsorptionChiller,664.0821734826214,11.15,14.942,12177296.68893998,3.7925611041111154,0.0007843973328047808,12436066.544265738,3.8731537441111152,0.0008010659243249462
186,minneapolis,small_hotel,282436.0612098215,448759.5194778272,6002.707754246085,919044.9752807034,4014.0,6A,MROW,AbsorptionChiller,58.41490407648842,11.15,14.942,985975.1667405473,3.4909676990859437,0.0007220202066361827,1008737.4345446484,3.5715603390859436,0.0007386887981563482
187,minneapolis,small_office,14392.478470317683,22868.049125060355,305.8881424224856,51552.40190006433,511.0,6A,MROW,AbsorptionChiller,2.9767277084421266,11.15,14.942,54963.05468807505,3.8188735040617265,0.0007898394010468928,56122.98252414111,3.8994661440617264,0.0008065079925670582
188,minneapolis,stand_alone_retail,72166.95675186455,114665.27572796278,1533.7883874996285,261654.6216121695,2294.0,6A,MROW,AbsorptionChiller,14.92594762189546,11.15,14.942,278756.3621327903,3.86265923740214,0.0007988953955330176,284572.4876981889,3.94325187740214,0.0008155639870531831
189,minneapolis,strip_mall,66433.46329682377,105555.39168273122,1411.93253993516,241071.0111684842,2090.0,6A,MROW,AbsorptionChiller,13.740116503996644,11.15,14.942,256814.05898876124,3.865733415723333,0.0007995312131795933,262168.10718019534,3.9463260557233326,0.0008161998046997585
190,minneapolis,supermarket,71679.7319896904,113891.12971695238,1523.4332372208867,261351.77669492975,4181.0,6A,MROW,AbsorptionChiller,14.82517724709212,11.15,14.942,278338.05728994263,3.8830789340838447,0.0008031187040504332,284114.9161254842,3.963671574083844,0.0008197872955705986
191,minneapolis,warehouse,14570.77077760158,23151.335791078087,309.67744825995925,54809.913587979034,4835.0,6A,MROW,AbsorptionChiller,3.013603056380885,11.15,14.942,58262.81713607758,3.998609135052767,0.0008270132647472114,59437.114019879344,4.079201775052766,0.0008436818562673767
192,phoenix,full_service_restaurant,266638.07857127185,423658.28039657604,5666.9479632347575,1281413.8844955736,569.52,2B,AZNM,AbsorptionChiller,55.14748264142127,11.15,14.942,1344600.354285641,5.042791942885352,0.0010429766169359571,1366089.4209622273,5.123384582885352,0.0010596452084561225
193,phoenix,hospital,16674461.267935596,26493866.236831024,354387.8834811931,65236261.47974736,22422.0,2B,AZNM,AbsorptionChiller,3448.6993315275276,11.15,14.942,69187686.38056266,4.149320644835954,0.0008581842078254299,70531525.23472334,4.229913284835954,0.0008748527993455954
194,phoenix,large_hotel,3981322.8122200817,6325879.579416324,84616.38083571747,16224886.099571435,11345.0,2B,AZNM,AbsorptionChiller,823.4380170051875,11.15,14.942,17168358.745889686,4.312224744297033,0.0008918768861007308,17489224.062018726,4.392817384297032,0.000908545477620896
