,city,building,CoolingDemand_kWh,Cooling_HeatDemand_kWh,Cooling_ElecDemand_kWh,MakeupWater_kg,floor_area_m^2,climate_zone,eGRID_subregion,w4e_intensity (L/kWh),chiller_type,CoolingDemand_intensity_kWh/sqm,fuel_type,annual_water_consumption_L,WaterConsumption_intensity_L/kWh,WaterConsumption_intensity L_per_kWh_sqm
28,atlanta,stand_alone_retail,185250.8378786051,294342.9979626724,3937.1978077132876,690731.8792698794,2294.0,3A,SRSO,0.268,AbsorptionChiller,38.3145476481086,US Overall,691787.0482823466,3.7343261504472913,0.0007723528749632453
29,atlanta,strip_mall,168569.13147156916,267837.62000482663,3582.655940875749,632462.0431315838,2090.0,3A,SRSO,0.268,AbsorptionChiller,34.86434983900086,US Overall,633422.1949237385,3.7576404967748878,0.000777174870067195
30,atlanta,supermarket,183299.7360377032,291242.9139265729,3895.7303899213193,679807.1111357838,4181.0,3A,SRSO,0.268,AbsorptionChiller,37.91101055588484,US Overall,680851.1668802828,3.7144143335822233,0.0007682346088070782
31,atlanta,warehouse,40339.670567919835,64095.25434680596,857.3524651368555,156096.2456280063,4835.0,3A,SRSO,0.268,AbsorptionChiller,8.34326175137949,US Overall,156326.01608866296,3.87524275453507,0.0008014979843919484
32,baltimore,full_service_restaurant,94354.6876052642,149919.1147505863,2005.3516272372092,338390.64542126225,569.52,4A,RFCE,0.268,AbsorptionChiller,19.514930218255266,US Overall,338928.07965736184,3.5920640326347972,0.0007429294793453562
33,baltimore,hospital,16332923.58797378,25951200.812002894,347129.06932306924,48007818.9704364,22422.0,4A,RFCE,0.268,AbsorptionChiller,3378.0607214009888,US Overall,48100849.56101499,2.945023853318734,0.0006091052437060463
34,baltimore,large_hotel,3297171.8709036363,5238839.75043577,70075.89282960506,10050422.387676325,11345.0,4A,RFCE,0.268,AbsorptionChiller,681.9383393802764,US Overall,10069202.72695466,3.0538907649345717,0.0006316216680319693
35,baltimore,large_office,5800386.858040384,9216170.229997488,123277.55535621806,18953179.610415537,46320.0,4A,RFCE,0.268,AbsorptionChiller,1199.666361538859,US Overall,18986217.995251004,3.273267535411483,0.0006769943196300895
36,baltimore,medium_office,407672.0136246548,647745.5327591719,8664.389196235967,1404741.506132101,4982.0,4A,RFCE,0.268,AbsorptionChiller,84.31685907438569,US Overall,1407063.5624366922,3.45145978976173,0.0007138489740975656
37,baltimore,midrise_apartment,133634.22680022588,212329.93813813743,2840.172766927492,463473.6029993331,3135.0,4A,RFCE,0.268,AbsorptionChiller,27.638930051753025,US Overall,464234.76930086967,3.473921168376042,0.000718494553955748
38,baltimore,outpatient_healthcare,1255467.9023741249,1994799.00043889,26682.877818458095,3967904.7969796318,3804.0,4A,RFCE,0.268,AbsorptionChiller,259.66244102877454,US Overall,3975055.8082349785,3.1661946918101505,0.0006548489538387074
39,baltimore,primary_school,437185.9414027138,694639.8846732018,9291.658541279025,1569928.514533125,6871.0,4A,RFCE,0.268,AbsorptionChiller,90.42108405433585,US Overall,1572418.6790221878,3.596681709336473,0.0007438845314036138
40,baltimore,quick_service_restaurant,38096.9091924772,60531.75571693565,809.6863100374437,137855.31412074692,232.0,4A,RFCE,0.268,AbsorptionChiller,7.879402108061469,US Overall,138072.31005183695,3.6242391568894354,0.0007495841069057777
41,baltimore,secondary_school,5208023.774135944,8274971.107793776,110687.86527963573,18067606.88918043,19592.0,4A,RFCE,0.268,AbsorptionChiller,1077.1507288802368,US Overall,18097271.23707537,3.4748826084377584,0.0007186934040202189
42,baltimore,small_hotel,386590.90839738835,614249.9988980736,8216.345439805838,1268283.1403477225,4014.0,4A,RFCE,0.268,AbsorptionChiller,79.95675458063874,US Overall,1270485.1209255904,3.286381271076403,0.0006797065710602695
43,baltimore,small_office,22528.651074165053,35795.523373395576,478.80893082958806,81024.4125153072,511.0,4A,RFCE,0.268,AbsorptionChiller,4.659493500344375,US Overall,81152.73330876953,3.60220117225892,0.0007450260956068087
44,baltimore,stand_alone_retail,127906.93042862839,203229.90056993192,2718.4486280431197,468404.2454492529,2294.0,4A,RFCE,0.268,AbsorptionChiller,26.454380647079294,US Overall,469132.78968156845,3.667766774712359,0.0007585867165899398
45,baltimore,strip_mall,116625.24048155417,185304.5487651362,2478.6751110346263,428736.9730935878,2090.0,4A,RFCE,0.268,AbsorptionChiller,24.12104249877025,US Overall,429401.2580233451,3.6818895828237164,0.0007615076696636435
46,baltimore,supermarket,125835.34628655232,199938.3835441886,2674.420559743529,458180.37823001615,4181.0,4A,RFCE,0.268,AbsorptionChiller,26.025924774881556,US Overall,458897.12294002745,3.6468062152825222,0.0007542515440087947
47,baltimore,warehouse,27889.629316434264,44313.522136112224,592.7475884052818,107030.495853421,4835.0,4A,RFCE,0.268,AbsorptionChiller,5.768279072685473,US Overall,107189.35220711361,3.8433408702191367,0.0007948998697454265
48,chicago,full_service_restaurant,68745.04918880865,109228.24482221865,1461.0614454261456,246007.94551880396,569.52,5A,RFCW,0.268,AbsorptionChiller,14.218210793962493,US Overall,246399.50998617816,3.5842509808879552,0.0007413135430998873
49,chicago,hospital,13606340.421012893,21618963.113387167,289180.0884145925,39246875.042759284,22422.0,5A,RFCW,0.268,AbsorptionChiller,2814.1345234773307,US Overall,39324375.3064544,2.890150774540667,0.0005977561064199931
50,chicago,large_hotel,2960639.0400040993,4704126.474673179,62923.448396887026,8667838.298124865,11345.0,5A,RFCW,0.268,AbsorptionChiller,612.3348583255635,US Overall,8684701.78229523,2.933387577799152,0.0006066985683141989
51,chicago,large_office,3676505.0049129263,5841557.952250532,78137.98637108265,12546829.25155344,46320.0,5A,RFCW,0.268,AbsorptionChiller,760.3940030843695,US Overall,12567770.231900891,3.4184015022709167,0.0007070116860953292
52,chicago,medium_office,281405.05396445055,447121.36352129147,5980.795413591106,983569.2810565837,4982.0,5A,RFCW,0.268,AbsorptionChiller,58.20166576307147,US Overall,985172.1342274261,3.500904196098345,0.0007240753249427807
53,chicago,midrise_apartment,102746.57848341212,163252.896923644,2183.7072813674436,353494.0132822416,3135.0,5A,RFCW,0.268,AbsorptionChiller,21.250585001739836,US Overall,354079.24683364807,3.4461414877266425,0.0007127490150417048
54,chicago,outpatient_healthcare,976166.6299806006,1551020.3120802857,20746.794775854294,3046971.0263281767,3804.0,5A,RFCW,0.268,AbsorptionChiller,201.89589037861438,US Overall,3052531.167328106,3.1270595342813237,0.0006467548157769026
55,chicago,primary_school,316393.7943632786,502714.5843772091,6724.422776200858,1131563.5810541918,6871.0,5A,RFCW,0.268,AbsorptionChiller,65.43822013718275,US Overall,1133365.7263582137,3.5821363963191395,0.0007408761936544239
56,chicago,quick_service_restaurant,27837.908348107994,44231.34326421598,591.648345425123,100423.3805562116,232.0,5A,RFCW,0.268,AbsorptionChiller,5.757581871377041,US Overall,100581.94231278554,3.6131285818972674,0.000747286159647832
57,chicago,secondary_school,3869679.460327919,6148490.698076585,82243.58746350273,13558029.80789761,19592.0,5A,RFCW,0.268,AbsorptionChiller,800.347354773096,US Overall,13580071.08933783,3.5093529654228894,0.0007258227436241757
58,chicago,small_hotel,318329.0703395533,505789.52287284506,6765.553841616628,1026911.2671496626,4014.0,5A,RFCW,0.268,AbsorptionChiller,65.83848404127265,US Overall,1028724.4355792159,3.2316383624087566,0.0006683843562375919
59,chicago,small_office,17186.981580108182,27308.2040661718,365.2806485158987,60861.67851969626,511.0,5A,RFCW,0.268,AbsorptionChiller,3.554701464345022,US Overall,60959.57373349852,3.5468458175373696,0.0007335772114865294
60,chicago,stand_alone_retail,88250.34608314835,140219.99433211287,1875.6140220871796,318856.6875156128,2294.0,5A,RFCW,0.268,AbsorptionChiller,18.252398362595315,US Overall,319359.3520735322,3.6187886648357828,0.0007484568076185693
61,chicago,strip_mall,80446.3223363658,127820.26771222564,1709.7525040555659,291219.397145266,2090.0,5A,RFCW,0.268,AbsorptionChiller,16.63832933533936,US Overall,291677.6108163529,3.6257420146166193,0.000749894935804885
62,chicago,supermarket,84912.2049619902,134916.05899516228,1804.667396125497,306266.59701422305,4181.0,5A,RFCW,0.268,AbsorptionChiller,17.56198654849849,US Overall,306750.2478763847,3.6125577944147995,0.0007471681063939606
63,chicago,warehouse,18574.371537099592,29512.612553391573,394.76730973515555,69243.62013370136,4835.0,5A,RFCW,0.268,AbsorptionChiller,3.8416487150154275,US Overall,69349.41777271038,3.7336077634817983,0.0007722042944119542
64,denver,full_service_restaurant,64939.12165145914,103181.04884620746,1380.172798832346,289957.19841015036,569.52,5B,RMPA,0.268,AbsorptionChiller,13.431048945493101,US Overall,290327.0847202374,4.470757801106076,0.0009246655224624769
65,denver,hospital,10603665.525031984,16848046.33421748,225363.23795867994,34282802.72799795,22422.0,5B,RMPA,0.268,AbsorptionChiller,2193.1055894585284,US Overall,34343200.07577088,3.2388045430796715,0.0006698665032222692
66,denver,large_hotel,2542640.2527970057,4039972.846110799,54039.58083944577,8316111.800408948,11345.0,5B,RMPA,0.268,AbsorptionChiller,525.8821619021728,US Overall,8330594.40807392,3.276355905602428,0.0006776330725134287
67,denver,large_office,2544008.9002910727,4042147.4749069214,54068.66916085291,10351507.899904039,46320.0,5B,RMPA,0.268,AbsorptionChiller,526.165232738588,US Overall,10365998.303239148,4.074670612218818,0.0008427446974599417
68,denver,medium_office,251212.54224308179,399148.81711956346,5339.103897806303,1088648.7443958698,4982.0,5B,RMPA,0.268,AbsorptionChiller,51.957092501154456,US Overall,1090079.6242404818,4.339272293123341,0.0008974710016801118
69,denver,midrise_apartment,88891.21466427414,141238.26329990124,1889.2346156647,369687.45441285224,3135.0,5B,RMPA,0.268,AbsorptionChiller,18.384946156002925,US Overall,370193.7692898504,4.1645709386243,0.0008613383533866185
70,denver,outpatient_healthcare,932065.3335965892,1480948.252270132,19809.495223372804,3398293.698639203,3804.0,5B,RMPA,0.268,AbsorptionChiller,192.77462949257273,US Overall,3403602.643359067,3.6516781824998046,0.0007552591897621105
71,denver,primary_school,255303.75812595658,405649.3045779092,5426.05587270369,1133782.07187419,6871.0,5B,RMPA,0.268,AbsorptionChiller,52.80325917806754,US Overall,1135236.2548480744,4.446610042802404,0.0009196711567326586
72,denver,quick_service_restaurant,25337.530955736234,40258.52140744754,538.5069912459142,115773.6224061129,232.0,5B,RMPA,0.268,AbsorptionChiller,5.240440735415974,US Overall,115917.94227976681,4.574950198670554,0.0009462151393320691
73,denver,secondary_school,2499227.711466768,3970995.141552757,53116.91962770702,10569905.024588821,19592.0,5B,RMPA,0.268,AbsorptionChiller,516.9033529403863,US Overall,10584140.359049046,4.234964389394249,0.0008758974952211477
74,denver,small_hotel,284991.0912695219,452819.1783504623,6057.0106597816,1085567.592734828,4014.0,5B,RMPA,0.268,AbsorptionChiller,58.94334876308623,US Overall,1087190.8715916493,3.814824059056185,0.0007890018736414034
75,denver,small_office,14682.394108257515,23328.69286089811,312.0498161141663,63711.76995681947,511.0,5B,RMPA,0.268,AbsorptionChiller,3.0366895777161353,US Overall,63795.39930753807,4.34502703286373,0.0008986612270659214
76,denver,stand_alone_retail,71441.8560141265,113513.17122244519,1518.3775798202319,318780.1914593508,2294.0,5B,RMPA,0.268,AbsorptionChiller,14.775978493097519,US Overall,319187.11665074265,4.4677886950141446,0.0009240514364041664
77,denver,strip_mall,63755.91860287251,101301.0706690086,1355.0257900397191,285133.11573614477,2090.0,5B,RMPA,0.268,AbsorptionChiller,13.186332699663394,US Overall,285496.2626478754,4.477957010174934,0.0009261545005532438
78,denver,supermarket,69289.41325778273,110093.17884292142,1472.630996438747,319095.79628872505,4181.0,5B,RMPA,0.268,AbsorptionChiller,14.33079901918981,US Overall,319490.4613957706,4.610956369440533,0.0009536621239794277
79,denver,warehouse,20141.254034243066,32002.214743297318,428.0687857411128,96182.29392115967,4835.0,5B,RMPA,0.268,AbsorptionChiller,4.165719552066818,US Overall,96297.01635573829,4.781083451508001,0.0009888486973129269
80,duluth,full_service_restaurant,17927.122408818872,28484.205605123356,381.01110826209793,62990.376074508276,569.52,7,MROW,0.268,AbsorptionChiller,3.7077812634578846,US Overall,63092.48705152252,3.5193873067149637,0.0007278980985966833
81,duluth,hospital,10430594.566986347,16573055.8119893,221684.90319701645,28196026.81665013,22422.0,7,MROW,0.268,AbsorptionChiller,2157.310148290868,US Overall,28255438.37070693,2.708900071731061,0.0005602688876382753
82,duluth,large_hotel,2448868.7817366277,3890980.397648209,52046.62450784258,6489314.592579215,11345.0,7,MROW,0.268,AbsorptionChiller,506.48785558151553,US Overall,6503263.0879473165,2.655619254264614,0.0005492490701684827
83,duluth,large_office,2216462.574116501,3521712.756651768,47107.217908555875,7255530.63764512,46320.0,7,MROW,0.268,AbsorptionChiller,458.4203876145814,US Overall,7268155.372044613,3.279169004214635,0.0006782148922884457
84,duluth,medium_office,139421.06198419782,221524.57626378172,2963.1623040374893,469291.81788348465,4982.0,7,MROW,0.268,AbsorptionChiller,28.835793585149496,US Overall,470085.9453809667,3.371699646314894,0.0006973525638707123
85,duluth,midrise_apartment,49032.53167539685,77907.24477313078,1042.1047398744324,160705.54208081003,3135.0,7,MROW,0.268,AbsorptionChiller,10.141164772574323,US Overall,160984.82615109638,3.283224843800469,0.0006790537422544921
86,duluth,outpatient_healthcare,7913.029846782806,12572.925200999362,168.1782610102907,27937.89447221032,3804.0,7,MROW,0.268,AbsorptionChiller,1.636614239251873,US Overall,27982.966246161075,3.5363150130841583,0.0007313991754052034
87,duluth,primary_school,122007.43036950275,193856.25047598773,2593.0645867864987,420316.29168995545,6871.0,7,MROW,0.268,AbsorptionChiller,25.234215174664477,US Overall,421011.23299921426,3.4507015820607854,0.0007136921576133993
88,duluth,quick_service_restaurant,7913.029846782806,12572.925200999362,168.1782610102907,27937.89447221032,232.0,7,MROW,0.268,AbsorptionChiller,1.636614239251873,US Overall,27982.966246161075,3.5363150130841583,0.0007313991754052034
89,duluth,secondary_school,1750390.105499801,2781175.3898496856,37201.624375555824,5904484.258259195,19592.0,7,MROW,0.268,AbsorptionChiller,362.0248408479423,US Overall,5914454.293591844,3.3789349442780634,0.0006988490060554423
90,duluth,small_hotel,201343.92396839635,319913.1236386744,4279.229530741642,603701.4508613325,4014.0,7,MROW,0.268,AbsorptionChiller,41.64300392314299,US Overall,604848.2843755712,3.0040553121956157,0.000621314438923602
91,duluth,small_office,6775.2325370162425,10765.091697703556,143.9962755200515,23276.28165921057,511.0,7,MROW,0.268,AbsorptionChiller,1.401289045918561,US Overall,23314.872661049943,3.441191506515823,0.0007117252340260234
92,duluth,stand_alone_retail,17937.922604426523,28501.365915922164,381.2406484194127,62466.32093061729,2294.0,7,MROW,0.268,AbsorptionChiller,3.710015016427409,US Overall,62568.49342439369,3.488056828216759,0.0007214181650913669
93,duluth,strip_mall,18636.69097990823,29611.631223631946,396.09180562631616,64836.28334094848,2090.0,7,MROW,0.268,AbsorptionChiller,3.8545379482747117,US Overall,64942.435944856334,3.4846548679091804,0.0007207145538591893
94,duluth,supermarket,30070.773701163613,47779.11821407102,639.1041770620641,102304.53392425478,4181.0,7,MROW,0.268,AbsorptionChiller,6.219394767562278,US Overall,102475.81384370741,3.4078209913083155,0.000704823369453633
95,duluth,warehouse,4273.803721536652,6790.59924644156,90.83257509505876,15684.555888731764,4835.0,7,MROW,0.268,AbsorptionChiller,0.8839304491285733,US Overall,15708.899018857239,3.6756248162957474,0.0007602119578688206
96,helena,full_service_restaurant,31112.259358516207,49433.92320297573,661.2392188996665,132939.47456170825,569.52,6B,NWPP,0.268,AbsorptionChiller,6.4348002809754306,US Overall,133116.68667237335,4.278592728944193,0.0008849209366999365
97,helena,hospital,9878216.915685952,15695389.099367622,209945.0368480449,29276475.790556755,22422.0,6B,NWPP,0.268,AbsorptionChiller,2043.064512034323,US Overall,29332741.06043203,2.969436823547941,0.0006141544619540725
98,helena,large_hotel,2313862.8035671627,3676470.899001153,49177.2974518141,6844123.279427046,11345.0,6B,NWPP,0.268,AbsorptionChiller,478.56521273364274,US Overall,6857302.795144132,2.963573633048849,0.0006129418062148603
99,helena,large_office,1762237.745246437,2799999.9730026694,37453.42621230431,6832086.453323623,46320.0,6B,NWPP,0.268,AbsorptionChiller,364.47523169523,US Overall,6842123.971548521,3.8826338784337504,0.0008030266553120477
100,helena,medium_office,141310.74495293183,224527.0725363242,3003.324366066307,579739.9361564968,4982.0,6B,NWPP,0.268,AbsorptionChiller,29.226627704846294,US Overall,580544.8270866026,4.108285093819101,0.0008496970204382836
101,helena,midrise_apartment,51683.81207959626,82119.83474869186,1098.4532860650204,204273.52040716368,3135.0,6B,NWPP,0.268,AbsorptionChiller,10.689516459068512,US Overall,204567.9058878291,3.958065352702349,0.0008186277875289243
102,helena,outpatient_healthcare,700573.9573911512,1113134.1767437183,14889.53184108658,2327102.114404583,3804.0,6B,NWPP,0.268,AbsorptionChiller,144.89637174584306,US Overall,2331092.508937994,3.3274038869767404,0.0006881910831389329
103,helena,primary_school,125032.08652524359,198662.09303455372,2657.34861228318,524788.7873781075,6871.0,6B,NWPP,0.268,AbsorptionChiller,25.859790387847692,US Overall,525500.9568061994,4.202928795402469,0.0008692717260398075
104,helena,quick_service_restaurant,11639.12792802128,18493.28104118935,247.3702655635454,50794.1153821077,232.0,6B,NWPP,0.268,AbsorptionChiller,2.407265341886511,US Overall,50860.410613278735,4.369778468611205,0.0009037804485235171
105,helena,secondary_school,1390130.1998339577,2208762.4286250705,29544.90051380441,5578059.670114796,19592.0,6B,NWPP,0.268,AbsorptionChiller,287.5140020339106,US Overall,5585977.703452495,4.018312604186072,0.0008310884393352786
106,helena,small_hotel,196149.2408074083,311659.34928288497,4168.825197960134,694998.5545065156,4014.0,6B,NWPP,0.268,AbsorptionChiller,40.568612369681134,US Overall,696115.7996595689,3.5489089674482064,0.0007340039229468886
107,helena,small_office,8098.410697059278,12867.474774216373,172.1182220148326,33307.98190655539,511.0,6B,NWPP,0.268,AbsorptionChiller,1.6749556767444216,US Overall,33354.10959005536,4.118599418793001,0.0008518302831009309
108,helena,stand_alone_retail,31493.993898466186,50040.45697200735,669.3523503220678,134754.14437409004,2294.0,6B,NWPP,0.268,AbsorptionChiller,6.513752616021962,US Overall,134933.53080397635,4.284421062599744,0.0008861263831643732
109,helena,strip_mall,29103.873397231015,46242.821064489246,618.5543226024839,124809.1328593145,2090.0,6B,NWPP,0.268,AbsorptionChiller,6.019415387224615,US Overall,124974.90541777197,4.2940987171027984,0.0008881279663087484
110,helena,supermarket,36598.029982774366,58150.20319485246,777.8301305672294,160827.08432699248,4181.0,6B,NWPP,0.268,AbsorptionChiller,7.569396066757883,US Overall,161035.5428019845,4.4001150574984305,0.000910054820578786
111,helena,warehouse,7519.8340709846725,11948.180801675659,159.82154012199425,34711.01817856532,4835.0,6B,NWPP,0.268,AbsorptionChiller,1.5552914314342652,US Overall,34753.85035131801,4.621624629380582,0.0009558685893238019
112,houston,full_service_restaurant,234795.52030166617,373063.99336820224,4990.187458144738,836347.3008396006,569.52,2A,ERCT,0.268,AbsorptionChiller,48.56163811823499,US Overall,837684.6710783835,3.567719988874247,0.0007378945168302476
113,houston,hospital,18556071.28920018,29483535.492840096,394378.368466467,57819188.43397459,22422.0,2A,ERCT,0.268,AbsorptionChiller,3837.8637619855594,US Overall,57924881.8367236,3.1216134565314193,0.000645628429479094
114,houston,large_hotel,3829362.368251737,6084431.318444385,81386.71486657627,12341018.328203132,11345.0,2A,ERCT,0.268,AbsorptionChiller,792.0087628235237,US Overall,12362829.967787376,3.2284304223294282,0.0006677208732842664
115,houston,large_office,8672765.267591411,13780060.369617427,184325.17115387614,29166926.772496473,46320.0,2A,ERCT,0.268,AbsorptionChiller,1793.746694434625,US Overall,29216325.918365713,3.368743995360044,0.0006967412606742594
116,houston,medium_office,729910.741203094,1159747.0665782448,15513.036286369688,2571911.00362326,4982.0,2A,ERCT,0.268,AbsorptionChiller,150.96395888378368,US Overall,2576068.4973480073,3.529292490067945,0.0007299467404483857
117,houston,midrise_apartment,286310.58942129154,454915.7143027182,6085.054393833835,1003516.2255100245,3135.0,2A,ERCT,0.268,AbsorptionChiller,59.21625427534468,US Overall,1005147.0200875719,3.5106875443176464,0.0007260987682146115
118,houston,outpatient_healthcare,1850098.4989864696,2939600.9483896135,39320.7600984593,6125093.784248996,3804.0,2A,ERCT,0.268,AbsorptionChiller,382.64705253081064,US Overall,6135631.747955383,3.316381128527284,0.0006859112985578665
119,houston,primary_school,978606.1960831732,1554896.5115543662,20798.643687421012,3541071.2755571916,6871.0,2A,ERCT,0.268,AbsorptionChiller,202.40045420541327,US Overall,3546645.31206542,3.624180315085585,0.0007495719369360052
120,houston,quick_service_restaurant,96539.23317992153,153390.11494143086,2051.7805025172684,346993.2030842952,232.0,2A,ERCT,0.268,AbsorptionChiller,19.966749365030307,US Overall,347543.08025896986,3.6000190680119544,0.0007445747813882016
