,eGRID_subregion,climate_zone,chiller_type,scope,WC_mean,WC_std,%_evap_mean,%_evap_std,reference_w4r_(L/MWhr_sqm),normalized_w4r_mean,normalized_w4r_std,percent_diff-mean,percent_diff-std
141,SPSO,5B,WaterCooledChiller,PoG,2.338638248035352,4.021787918749949,0.73424384205076,0.030464025639773778,2.361038215051045,0.9905126622377821,1.7033980615442939,155.50001298348562,26.293564945345018
142,SRMV,2A,AbsorptionChiller,PoG,2.4078614366953115,4.051653178745723,1.0,0.0,2.361038215051045,1.0198316237940495,1.7160472680693684,81.34889814605815,9.786560590196704
143,SRMV,2A,WaterCooledChiller,PoG,2.1457688274885465,3.6047245888628674,0.5861609580311387,0.01771571309733121,2.361038215051045,0.908824267989307,1.5267540211266482,62.54401216118513,6.857383738379872
144,SRMV,3A,AbsorptionChiller,PoG,2.4531507236238816,4.079352850647545,1.0,0.0,2.3610382150510447,1.039013561062096,1.7277792560250238,82.99288019899517,11.169724980854122
145,SRMV,3A,WaterCooledChiller,PoG,2.189659951473065,3.6317426697723745,0.591401620903187,0.019356711715215066,2.3610382150510447,0.9274140238453218,1.5381973263375823,64.69708354085512,7.561353873180892
146,SRMV,4A,AbsorptionChiller,PoG,2.410532579234114,4.082330774296664,1.0,0.0,2.361038215051045,1.0209629661508883,1.7290405332166152,78.56932345079474,12.932707015164722
147,SRMV,4A,WaterCooledChiller,PoG,2.16133246346632,3.6471823766580576,0.584071365337022,0.022869004695896204,2.361038215051045,0.9154161290945443,1.5447366982068123,61.89691281570463,8.605749042356488
148,SRMW,3A,AbsorptionChiller,PoG,2.4531507236238825,4.146784738737044,1.0,0.0,2.361038215051045,1.0390135610620963,1.7563395256808207,49.10014400360603,9.251381062923233
149,SRMW,3A,WaterCooledChiller,PoG,2.3884288360636265,4.0248679083530305,0.5412175229561779,0.020159420827628817,2.361038215051045,1.0116010917730907,1.704702568003972,46.63067248870391,6.262729489961059
150,SRMW,4A,AbsorptionChiller,PoG,2.410532579234114,4.082330774296664,1.0,0.0,2.361038215051045,1.0209629661508883,1.7290405332166152,45.49588930556755,10.53739618841855
151,SRMW,4A,WaterCooledChiller,PoG,2.3601013480569057,3.9802740476922027,0.5337232733858032,0.023350718756941728,2.361038215051045,0.9996031970223238,1.6858151733076248,44.34913094512076,7.0118488767296965
152,SRMW,5A,AbsorptionChiller,PoG,2.3928954161335683,4.065268968777133,1.0,0.0,2.361038215051045,1.0134928782090191,1.7218141336561315,44.42769572673768,10.728835731807484
153,SRMW,5A,WaterCooledChiller,PoG,2.3467995091917864,3.96856367114415,0.5305810619671073,0.024579348624145285,2.361038215051045,0.9939693030936602,1.6808553312883805,43.40473053836934,7.104410139267927
154,SRSO,2A,AbsorptionChiller,PoG,2.4078614366953115,4.051653178745723,1.0,0.0,2.361038215051045,1.0198316237940495,1.7160472680693684,63.36683043664228,8.81615163279993
155,SRSO,2A,WaterCooledChiller,PoG,2.242017683812915,3.7660169579867344,0.5606548812253404,0.01797474588108891,2.361038215051045,0.9495897480695555,1.5950681924499532,53.08532968191319,6.1774240587111535
156,SRSO,3A,AbsorptionChiller,PoG,2.4531507236238816,4.079352850647545,1.0,0.0,2.3610382150510447,1.039013561062096,1.7277792560250238,64.8477996624203,10.062165172362628
157,SRSO,3A,WaterCooledChiller,PoG,2.2859088077974405,3.7904113057899287,0.5659868454168895,0.019647864462168083,2.3610382150510447,0.9681795039255725,1.605400235213042,55.0249083096101,6.811590413293382
158,SRSO,4A,AbsorptionChiller,PoG,2.410532579234114,4.082330774296664,1.0,0.0,2.361038215051045,1.0209629661508883,1.7290405332166152,60.86287087267878,11.650334662259437
159,SRSO,4A,WaterCooledChiller,PoG,2.257581319790713,3.808473457778117,0.5585543284776745,0.023173011898211377,2.361038215051045,0.9561816091748031,1.6130503240057803,52.502394962548536,7.752426173839107
160,SRTV,3A,AbsorptionChiller,PoG,2.4531507236238816,4.079352850647545,1.0,0.0,2.3610382150510447,1.039013561062096,1.7277792560250238,100.29288969221668,12.22570239372025
161,SRTV,3A,WaterCooledChiller,PoG,2.114133228521634,3.50723528481626,0.6130050358405,0.019027142421342663,2.3610382150510447,0.8954252476916926,1.4854631587318186,73.91879644443391,8.276198590879037
162,SRTV,4A,AbsorptionChiller,PoG,2.410532579234114,4.082330774296664,1.0,0.0,2.361038215051045,1.0209629661508883,1.7290405332166152,95.45113321048314,14.155355425813825
163,SRTV,4A,WaterCooledChiller,PoG,2.0858057405149126,3.5206171838697182,0.60579292966947,0.022512801379284086,2.361038215051045,0.8834273529409256,1.4911309615518458,70.85389968145603,9.419330095165078
164,SRTV,5A,AbsorptionChiller,PoG,2.3928954161335683,4.065268968777133,1.0,0.0,2.361038215051045,1.0134928782090191,1.7218141336561315,94.01618101721522,14.412524723687426
165,SRTV,5A,WaterCooledChiller,PoG,2.0725039016497875,3.5089097933101487,0.6027588774445123,0.023822484513005632,2.361038215051045,0.8777934590122594,1.4861723842255925,69.58524439101264,9.543671777530276
166,SRVC,2A,AbsorptionChiller,PoG,2.4078614366953115,4.051653178745723,1.0,0.0,2.361038215051045,1.0198316237940495,1.7160472680693684,74.38858061602349,9.410944471597109
167,SRVC,2A,WaterCooledChiller,PoG,2.1806692626429913,3.663210167928102,0.576648029655568,0.017823460023911226,2.361038215051045,0.9236060851288874,1.5515251487993826,58.88284067994472,6.59419179880336
168,SRVC,3A,AbsorptionChiller,PoG,2.4531507236238816,4.079352850647545,1.0,0.0,2.3610382150510447,1.039013561062096,1.7277792560250238,75.96946530680897,10.741021893138546
169,SRVC,3A,WaterCooledChiller,PoG,2.2245603866275165,3.6892768592672693,0.5819259975495905,0.01947744687486305,2.3610382150510447,0.9421958409849044,1.5625655001045842,60.95327543694316,7.271142989902506
170,SRVC,4A,AbsorptionChiller,PoG,2.410532579234114,4.082330774296664,1.0,0.0,2.361038215051045,1.0209629661508883,1.7290405332166152,71.71568824789459,12.436339249670079
171,SRVC,4A,WaterCooledChiller,PoG,2.1962328986207713,3.7056674761771733,0.5745529870050975,0.022996832930759152,2.361038215051045,0.930197946234127,1.5695076227713904,58.26057753122913,8.275453426947504
172,SRVC,5A,AbsorptionChiller,PoG,2.3928954161335683,4.065268968777133,1.0,0.0,2.361038215051045,1.0134928782090191,1.7218141336561315,70.45499561632806,12.662278093082453
173,SRVC,5A,WaterCooledChiller,PoG,2.182931059755658,3.6939587927680253,0.5714558960128924,0.02427907756742085,2.361038215051045,0.924564052305466,1.5645484978684108,57.145986826288706,8.384695144891891
174,AZNM,2B,AbsorptionChiller,LC,3.285868580236318,5.389346864400609,0.9765898825709202,0.0060501074038655355,6.427789506874172,0.5111972905650171,0.8384448275160535,-89.79683860325105,0.6544947458627505
175,AZNM,2B,WaterCooledChiller,LC,22.901020543753866,38.41659021295127,0.08139841902057908,0.006294020259698937,6.427789506874163,3.5628143266456536,5.976640985500049,-26.892929620553222,0.4977707604948455
176,AZNM,3B,AbsorptionChiller,LC,3.353057674382717,5.511134592819188,0.9768098259335836,0.006134413362796066,6.427789506874172,0.521650198843134,0.8573918898441423,-89.67349318116857,0.8207429632262769
177,AZNM,3B,WaterCooledChiller,LC,22.96140016888181,38.526660039214,0.08299025117982005,0.007820464009675666,6.427789506874163,3.5722078553328265,5.993765041311928,-26.764277537683967,0.6189955648512293
178,AZNM,4B,AbsorptionChiller,LC,3.048302241383375,5.042145480770284,0.9743104726596148,0.006874389374797655,6.4277895068741175,0.4742380313050679,0.7844291533470398,-90.66113996352365,0.8420229856950638
179,AZNM,4B,WaterCooledChiller,LC,22.71648831105025,37.51875591612823,0.07299083118221812,0.007989319604752033,6.4277895068741575,3.5341058207889704,5.836960883053809,-27.553974585555665,0.619747298156031
180,AZNM,5B,AbsorptionChiller,LC,3.054832195617039,5.0954376027552355,0.9739652281578984,0.00717150360644689,6.427789506874172,0.4752539255291523,0.7927200474293612,-90.7538574347724,0.9688430538335844
181,AZNM,5B,WaterCooledChiller,LC,22.72430961332834,38.18361792311884,0.07215293334959313,0.009440761106695447,6.427789506874163,3.535322615811541,5.940396443020354,-27.617603831943896,0.7299874014424872
182,AZNM,6B,AbsorptionChiller,LC,2.9129461376471824,4.871207419776179,0.9724035139113131,0.007842154405789824,6.427789506874172,0.4531800760637774,0.7578355536637742,-91.24190641909766,1.0502899434577884
183,AZNM,6B,WaterCooledChiller,LC,22.62012378285249,38.011238413234246,0.06759292805785796,0.010248923068595192,6.427789506874163,3.5191139595752987,5.9135785906777665,-27.970442733074037,0.7842772551986124
184,CAMX,2B,AbsorptionChiller,LC,3.285868580236318,5.389346864400609,0.9765898825709202,0.0060501074038655355,6.427789506874172,0.5111972905650171,0.8384448275160535,-49.641658778550216,3.230299753005401
185,CAMX,2B,WaterCooledChiller,LC,6.181530827575856,10.397743797911389,0.3039542280984744,0.01815214123347605,6.427789506874163,0.9616884344089133,1.6176235682253721,-3.461625104303116,2.4567787210569056
186,CAMX,3B,AbsorptionChiller,LC,3.353057674382717,5.511134592819188,0.9768098259335836,0.006134413362796066,6.427789506874172,0.521650198843134,0.8573918898441423,-49.032879733330496,4.050828227652303
187,CAMX,3B,WaterCooledChiller,LC,6.241910452703774,10.507804688028905,0.3082691653718529,0.022518688318173986,6.427789506874163,0.9710819630960844,1.6347462338011214,-2.8266547028702864,3.0550913248582776
188,CAMX,3B-CA,AbsorptionChiller,LC,2.285700579311971,3.7896779716588522,0.9665301328827421,0.008269978869951107,6.427789506874172,0.35559667547724466,0.5895771738645149,-64.91034437715095,1.2433894946127606
189,CAMX,3B-CA,WaterCooledChiller,LC,5.3979233814850565,9.104038914288486,0.2059443180844714,0.008058282484810497,6.427789506874163,0.8397791146882264,1.416356105711337,-15.421789559148868,0.8571647168008505
190,CAMX,3C,AbsorptionChiller,LC,2.4266132847610686,4.111734979245312,0.9671776874526344,0.00848314677352803,6.427789506874172,0.37751909613187207,0.6396810248450174,-64.02650892276738,2.903094956204977
191,CAMX,3C,WaterCooledChiller,LC,5.522863501522875,9.384299619175875,0.2142531495144037,0.020234464823308682,6.427789506874163,0.8592166086982903,1.4599575186990628,-14.482554934275523,2.200411877867205
192,CAMX,4B,AbsorptionChiller,LC,3.048302241383372,5.0457354744474365,0.9743104726596138,0.006879283921074242,6.427789506874172,0.4742380313050681,0.7849876647409355,-53.90747219914652,4.158816068288556
193,CAMX,4B,WaterCooledChiller,LC,5.9969985948722,10.120211410224325,0.2792825628904009,0.024754123130661707,6.427789506874163,0.9329799285522254,1.5744466117630829,-6.724253873552138,3.1093636803173887
194,CAMX,4C,AbsorptionChiller,LC,2.505314545636114,4.19443836424108,0.9682521604393259,0.008496301145493839,6.427789506874172,0.38976300374441647,0.6525475608302603,-62.66930996247031,3.6452811098856968
195,CAMX,4C,WaterCooledChiller,LC,5.579127763245517,9.44164360701522,0.22337763465276014,0.024678594236909365,6.427789506874163,0.8679698918701293,1.4688787796983565,-13.451207731641897,2.6978015836740603
196,CAMX,5B,AbsorptionChiller,LC,3.054832195617039,5.0954376027552355,0.9739652281578984,0.00717150360644689,6.427789506874172,0.4752539255291523,0.7927200474293612,-54.36508507742872,4.781785487635365
197,CAMX,5B,WaterCooledChiller,LC,6.004819897150318,10.165001482760365,0.27656829656472365,0.029064444830673185,6.427789506874163,0.9341967235747993,1.581414803936791,-7.038299998734514,3.602898476239015
198,CAMX,6B,AbsorptionChiller,LC,2.9129461376471824,4.871207419776179,0.9724035139113131,0.007842154405789824,6.427789506874172,0.4531800760637774,0.7578355536637742,-56.77388136416254,5.183771705400078
199,CAMX,6B,WaterCooledChiller,LC,5.900634066674494,9.992675071901694,0.26253933581797695,0.032542844452931166,6.427789506874163,0.917988067338561,1.554605212447465,-8.77975846326392,3.870849444966141
200,ERCT,2A,AbsorptionChiller,LC,2.4822292511079755,4.049584282286467,0.9694472774182877,0.007682174640917009,6.427789506874172,0.38617152108876157,0.6300119625814852,-47.7482830629935,2.682603735200824
201,ERCT,2A,WaterCooledChiller,LC,4.401754768644069,7.385315754746514,0.28378972798998214,0.014713080552961104,6.427789506874163,0.6848007023155686,1.1489666465972992,-6.201086403543062,1.9154803282791146
202,ERCT,2B,AbsorptionChiller,LC,3.285868580236318,5.389346864400609,0.9765898825709202,0.0060501074038655355,6.427789506874172,0.5111972905650171,0.8384448275160535,-31.658103425535618,4.383877750331901
203,ERCT,2B,WaterCooledChiller,LC,5.0636262640349425,8.524358484961908,0.37199850096589493,0.020164777271187106,6.427789506874163,0.7877710149997409,1.3261726252618542,7.032118507380911,3.3341232691167004
204,ERCT,3A,AbsorptionChiller,LC,2.5275185380365444,4.138873950182367,0.969685127635228,0.007683790168534791,6.4277895068741175,0.39321737828121184,0.6439031560937192,-47.289067799185894,3.100659230947801
205,ERCT,3A,WaterCooledChiller,LC,4.445645892628589,7.350845107283671,0.2882824222218302,0.01615355374338248,6.4277895068741575,0.6916290410372364,1.1436038935970683,-5.599666674026415,2.1121210583824865
206,ERCT,3B,AbsorptionChiller,LC,3.353057674382717,5.511134592819188,0.9768098259335836,0.006134413362796066,6.427789506874172,0.521650198843134,0.8573918898441423,-30.831922230206864,5.497426584359926
207,ERCT,3B,WaterCooledChiller,LC,5.1240058891628495,8.634416442396754,0.3766978132682438,0.025008152378843226,6.427789506874163,0.7971645436869099,1.3432948345870268,7.893844299967947,4.1461003338195015
208,ERCT,4B,AbsorptionChiller,LC,3.048302241383372,5.0457354744474365,0.9743104726596138,0.006879283921074242,6.427789506874172,0.4742380313050681,0.7849876647409355,-37.44728894128444,5.64397815172836
209,ERCT,4B,WaterCooledChiller,LC,4.879094031331268,8.246862413258974,0.3444335776337095,0.02798970336873894,6.427789506874163,0.7590625091430498,1.283001318639855,2.604366669239842,4.219753985107752
210,FRCC,1A,AbsorptionChiller,LC,2.4013649655583675,3.9058427441687633,0.9688930386259771,0.0076691531946778526,6.427789506874172,0.37359110204063806,0.6076494477598686,-23.000543891158614,1.7961517393879725
211,FRCC,1A,WaterCooledChiller,LC,3.288635233158863,5.511624057436274,0.36532581999208763,0.007473305064711567,6.427789506874163,0.511627711150443,0.8574680380466565,5.821336100688749,1.2471158012105101
212,FRCC,2A,AbsorptionChiller,LC,2.4822292511079755,4.049584282286467,0.9694472774182877,0.007682174640917009,6.427789506874172,0.38617152108876157,0.6300119625814852,-21.43252411056793,4.033655095784281
213,FRCC,2A,WaterCooledChiller,LC,3.353242085937569,5.6282058945436555,0.37325072741038284,0.01697583379920669,6.427789506874163,0.5216788885745968,0.8756051965492339,7.218542815476532,2.8801819984250705
214,MROE,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,0.9686823417882903,0.008062640083127248,6.427789506874172,0.38384319024567176,0.6320652013747267,-71.04305881465729,2.0341164900900157
215,MROE,5A,WaterCooledChiller,LC,6.798786268581131,11.429226296053024,0.18047659830073598,0.014046312150273814,6.427789506874163,1.0577176277023708,1.7780959198850714,-18.035893897272764,1.3799328024156785
216,MROE,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,0.9689437066699509,0.00803611558728302,6.427789506874172,0.3871817965044247,0.6375375752418123,-70.78468340874117,2.1317175183737285
217,MROE,6A,WaterCooledChiller,LC,6.818265762309356,11.460808804116034,0.18293747143927677,0.014501150903938496,6.427789506874163,1.0607481397792509,1.7830093521045363,-17.787482833930266,1.429631307718015
218,MROE,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,0.9676066372086148,0.008520256156514066,6.427789506874172,0.37484348117789423,0.6187588860758858,-71.93879870450178,2.3262882088308423
219,MROE,7,WaterCooledChiller,LC,6.764084053455282,11.378031451373749,0.1747031607644639,0.0163577202020069,6.427789506874163,1.0523188486837458,1.7701313086257064,-18.60205444155209,1.5739972018317554
220,MROW,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,0.9686823417882903,0.008062640083127248,6.427789506874172,0.38384319024567176,0.6320652013747267,-59.575387952203435,2.8396773487086095
221,MROW,5A,WaterCooledChiller,LC,5.231402272601857,8.802579157452461,0.23505977456847874,0.01717656207780277,6.427789506874163,0.8138726800258725,1.3694566612734587,-12.170458516826741,1.9264206061216198
222,MROW,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,0.9689437066699509,0.00803611558728302,6.427789506874172,0.3871817965044247,0.6375375752418123,-59.21468944195678,2.975930818250881
223,MROW,6A,WaterCooledChiller,LC,5.250881766330075,8.834159271201314,0.23804413019659856,0.017713810215111883,6.427789506874163,0.8169031921027514,1.3743697209987464,-11.82367047731112,1.995800958943381
224,MROW,6B,AbsorptionChiller,LC,2.9129461376471824,4.871207419776179,0.9724035139113131,0.007842154405789824,6.427789506874172,0.4531800760637774,0.7578355536637742,-53.60089873135703,5.564282797136896
225,MROW,6B,WaterCooledChiller,LC,5.61011520997868,9.505842233265422,0.2764085696474118,0.033699149722664155,6.427789506874163,0.8727907477335678,1.4788664474932558,-7.0131441068339075,4.154986407770212
226,MROW,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,0.9676066372086148,0.008520256156514066,6.427789506874172,0.37484348117789423,0.6187588860758858,-60.82586317715672,3.247556354499868
227,MROW,7,WaterCooledChiller,LC,5.196700057476018,8.751387370070013,0.2279935446968954,0.020134535291134938,6.427789506874163,0.8084739010072496,1.3614925256514532,-12.960832756036366,2.1973393474472354
228,NEWE,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,0.968918063798821,0.007964427767393423,6.427789506874172,0.3865870826960515,0.6346391112628268,2.869950584175424,7.048503328562399
229,NEWE,4A,WaterCooledChiller,LC,2.853342654263126,4.806840941579764,0.4397211207192091,0.022977819981057135,6.427789506874163,0.4439072952235966,0.7478217723898885,20.0415246997344,4.803940327035577
230,NEWE,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,0.9686823417882903,0.008062640083127248,6.427789506874172,0.38384319024567176,0.6320652013747267,2.1381124769042223,7.174819243716329
231,NEWE,5A,WaterCooledChiller,LC,2.840040815398019,4.795126652927317,0.43663329384812183,0.02402242367226214,6.427789506874163,0.4418378685799767,0.745999328042587,19.39449946022753,4.867355667216424
232,NEWE,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,0.9689437066699509,0.00803611558728302,6.427789506874172,0.3871817965044247,0.6375375752418123,3.0494648225065206,7.5190816000506056
233,NEWE,6A,WaterCooledChiller,LC,2.859520309126241,4.826697901530305,0.4406790691779263,0.024675354328017735,6.427789506874163,0.44486838065685624,0.7509110085774309,20.270705167385692,5.0426542766798645
234,NEWE,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,0.9676066372086148,0.008520256156514066,6.427789506874172,0.37484348117789423,0.6187588860758858,-1.0213780588330428,8.205379332239001
235,NEWE,7,WaterCooledChiller,LC,2.8053386002721568,4.743946368484123,0.42670404587446054,0.028883537744527395,6.427789506874163,0.4364390895613498,0.7380369819843567,17.397514731023726,5.551867588838292
236,NWPP,3B,AbsorptionChiller,LC,3.353057674382717,5.511134592819188,0.9768098259335836,0.006134413362796066,6.427789506874172,0.521650198843134,0.8573918898441423,6.293494963860288,8.44812670526429
237,NWPP,3B,WaterCooledChiller,LC,4.030640694089881,6.802164117149015,0.4812454892080737,0.026946308530987912,6.427789506874163,0.6270648237281785,1.0582431347315402,29.760990461952364,6.371486806664765
238,NWPP,4B,AbsorptionChiller,LC,3.048302241383375,5.042145480770284,0.9743104726596148,0.006874389374797655,6.4277895068741175,0.4742380313050679,0.7844291533470398,-3.8726173651294307,8.66716766469131
239,NWPP,4B,WaterCooledChiller,LC,3.785728836258306,6.310360869547245,0.44635090278653033,0.030517039899534602,6.4277895068741575,0.5889627891843191,0.9817311009949323,21.632427662009444,6.37922459851065
240,NWPP,4C,AbsorptionChiller,LC,2.505314545636114,4.19443836424108,0.9682521604393259,0.008496301145493839,6.427789506874172,0.38976300374441647,0.6525475608302603,-22.145699173502127,7.6023457332507745
241,NWPP,4C,WaterCooledChiller,LC,3.367858004631631,5.736195725885699,0.37425945362196705,0.03384209000628533,6.427789506874163,0.5239527525022241,0.8924056582361879,7.603158747151608,5.626348075921487
242,NWPP,5B,AbsorptionChiller,LC,3.054832195617039,5.0954376027552355,0.9739652281578984,0.00717150360644689,6.427789506874172,0.4752539255291523,0.7927200474293612,-4.826983080095984,9.972560525074382
243,NWPP,5B,WaterCooledChiller,LC,3.7935501385364496,6.459550323235191,0.4427736804159809,0.03675824172693275,6.427789506874163,0.5901795842068972,1.0049411724399284,20.97747482082979,7.5139554488365246
244,NWPP,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,0.9689437066699509,0.00803611558728302,6.427789506874172,0.3871817965044247,0.6375375752418123,-20.757706410749645,5.781973469723568
245,NWPP,6A,WaterCooledChiller,LC,3.3301308644120127,5.615345900987428,0.377419787701281,0.02334074914025207,6.427789506874163,0.5180833723398413,0.87360450975909,7.999177422022025,3.8776668209801257
246,NWPP,6B,AbsorptionChiller,LC,2.9129461376471824,4.871207419776179,0.9724035139113131,0.007842154405789824,6.427789506874172,0.4531800760637774,0.7578355536637742,-9.850601731361083,10.810915130748805
247,NWPP,6B,WaterCooledChiller,LC,3.6893643080605996,6.287272053147852,0.4250087868975592,0.04228186199465213,6.427789506874163,0.5739709279706549,0.9781390704259941,17.345609697572396,8.072775425244131
248,NWPP,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,0.9676066372086148,0.008520256156514066,6.427789506874172,0.37484348117789423,0.6187588860758858,-23.888076154196938,6.309718145326284
249,NWPP,7,WaterCooledChiller,LC,3.275949155557931,5.532587957561203,0.3641957782318216,0.0270654603273103,6.427789506874163,0.5096540812443354,0.8607294858744842,5.7897705077029205,4.269238294458879
250,NYCW,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,0.968918063798821,0.007964427767393423,6.427789506874172,0.3865870826960515,0.6346391112628268,29.602602216246783,8.880186759346172
251,NYCW,4A,WaterCooledChiller,LC,2.5302409694348396,4.265390812196049,0.4970608000052128,0.023401283505591633,6.427789506874163,0.39364091912606775,0.6635859509142997,33.785495482449186,6.052332714661812
252,NYCW,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,0.9686823417882903,0.008062640083127248,6.427789506874172,0.38384319024567176,0.6320652013747267,28.680582495572903,9.039328191924389
253,NYCW,5A,WaterCooledChiller,LC,2.5169391305697264,4.253678912123039,0.4939137133298622,0.02456697970030089,6.427789506874163,0.39157149248244677,0.6617638781689983,32.97032881557155,6.132227699162515
254,NYLI,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,0.968918063798821,0.007964427767393423,6.427789506874172,0.3865870826960515,0.6346391112628268,45.38446890679185,9.961537914541587
255,NYLI,4A,WaterCooledChiller,LC,2.3952744428609853,4.039216369684718,0.5257062414730129,0.02338330600949469,6.427789506874163,0.3726435721486171,0.6283989799860435,41.8993750061485,6.789332639321041
256,NYUP,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,0.968918063798821,0.007964427767393423,6.427789506874172,0.3865870826960515,0.6346391112628268,11.391549544076389,7.632391220918024
257,NYUP,4A,WaterCooledChiller,LC,2.7335087382445344,4.606024307138611,0.4593725584099999,0.023191675201375935,6.427789506874163,0.4252641962405892,0.7165798292263186,24.4227065121082,5.201891844088371
258,NYUP,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,0.9686823417882903,0.008062640083127248,6.427789506874172,0.38384319024567176,0.6320652013747267,10.599087019097901,7.769170965062252
259,NYUP,5A,WaterCooledChiller,LC,2.7202068993794217,4.594310837877537,0.456255283159054,0.02428049176678908,6.427789506874163,0.4231947695969684,0.7147575123554027,23.722082631044408,5.2705604199643705
260,NYUP,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,0.9689437066699509,0.00803611558728302,6.427789506874172,0.3871817965044247,0.6375375752418123,11.58593448408427,8.141951520549938
261,NYUP,6A,WaterCooledChiller,LC,2.7396863931076436,4.625881222326241,0.4603319940415379,0.024930696364432712,6.427789506874163,0.4262252816738479,0.7196690584498944,24.67087196053648,5.460380514468145
262,RFCE,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,0.968918063798821,0.007964427767393423,6.427789506874172,0.3865870826960515,0.6346391112628268,3.121246921317761,7.065721797700443
263,RFCE,4A,WaterCooledChiller,LC,2.849525419168104,4.8004440470208145,0.44032110410966296,0.022985406139800532,6.427789506874163,0.44331343086463787,0.746826578855298,20.170722863947848,4.815675655009376
264,RFCE,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,0.9686823417882903,0.008062640083127248,6.427789506874172,0.38384319024567176,0.6320652013747267,2.387621039923034,7.19234628427427
265,RFCE,5A,WaterCooledChiller,LC,2.8362235803030047,4.78872978339723,0.4372322376662414,0.02403139688785251,6.427789506874163,0.4412440042210189,0.7450041384018486,19.522117035828874,4.879245909640083
266,RFCE,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,0.9689437066699509,0.00803611558728302,6.427789506874172,0.3871817965044247,0.6375375752418123,3.301199686840683,7.537449623506397
267,RFCE,6A,WaterCooledChiller,LC,2.85570307403122,4.82030100562431,0.4412791455791435,0.024684277326640212,6.427789506874163,0.44427451629789755,0.7499158148332745,20.40046318617054,5.054972748135919
268,RFCM,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,0.9686823417882903,0.008062640083127248,6.427789506874172,0.38384319024567176,0.6320652013747267,-67.99741178698177,2.2480617684369166
269,RFCM,5A,WaterCooledChiller,LC,6.272962134242424,10.548041043326055,0.19572285199492628,0.014973999931187292,6.427789506874163,0.9759128122558838,1.6410059837904636,-16.47811934594884,1.525072035565772
270,RFCM,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,0.9689437066699509,0.00803611558728302,6.427789506874172,0.3871817965044247,0.6375375752418123,-67.71186084888434,2.355928324415284
271,RFCM,6A,WaterCooledChiller,LC,6.292441627970656,10.579622882963502,0.1983401784066531,0.01545426699436158,6.427789506874163,0.9789433243327648,1.64591931201997,-16.203580784817518,1.5799977540602461
272,RFCW,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,0.968918063798821,0.007964427767393423,6.427789506874172,0.3865870826960515,0.6346391112628268,-25.0110561976776,5.138136229232869
273,RFCW,4A,WaterCooledChiller,LC,3.435743665902975,5.782827463415659,0.36405583569468897,0.021490712149500917,6.427789506874163,0.534514028847497,0.8996603664807702,5.707153838345207,3.501920718029805
274,RFCW,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,0.9686823417882903,0.008062640083127248,6.427789506874172,0.38384319024567176,0.6320652013747267,-25.544543055471312,5.230216540433666
275,RFCW,5A,WaterCooledChiller,LC,3.4224418270378627,5.771110012565297,0.36116958967711316,0.02234551405042567,6.427789506874163,0.532444602203876,0.8978374301761773,5.23549288148794,3.548148497416134
276,RFCW,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,0.9689437066699509,0.00803611558728302,6.427789506874172,0.3871817965044247,0.6375375752418123,-24.880195989681987,5.481172921241071
277,RFCW,6A,WaterCooledChiller,LC,3.4419213207661,5.802684583208745,0.36497739364895604,0.022987252774122852,6.427789506874163,0.535475114280758,0.9027496275357333,5.874219158309752,3.675935645166862
278,RFCW,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,0.9676066372086148,0.008520256156514066,6.427789506874172,0.37484348117789423,0.6187588860758858,-27.84771183199849,5.981462284446201
279,RFCW,7,WaterCooledChiller,LC,3.387739611912019,5.719925384287081,0.35195242864802784,0.0266069659849386,6.427789506874163,0.527045823185252,0.8898744083280792,3.779754108583087,4.047136061145268
280,RMPA,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,0.968918063798821,0.007964427767393423,6.427789506874172,0.3865870826960515,0.6346391112628268,44.992116316510085,9.93465447070286
