,eGRID_subregion,climate_zone,chiller_type,scope,WC_mean,WC_std,%_evap_mean,%_evap_std,reference_w4r_(L/MWhr_sqm),normalized_w4r_mean,normalized_w4r_std,percent_diff-mean,percent_diff-std
127,SPNO,5A,WaterCooledChiller,PoG,2.317897586329512,3.9201307628831144,0.5373590495427839,0.024552568532415043,2.361038215051045,0.9817281107749454,1.6603419368196721,45.515082523668816,7.301033500831945
128,SPNO,5B,AbsorptionChiller,PoG,2.9804643812043885,5.130335698165893,1.0,0.0,2.361038215051045,1.262353299580097,2.1729151461680076,80.86724898413432,20.021784193531225
129,SPNO,5B,WaterCooledChiller,PoG,2.800796354182149,4.7961063729387,0.6070015096629092,0.03647604789192652,2.361038215051045,1.1862562563908337,2.0313548261797236,72.14554248556354,14.657117795906558
130,SPSO,2A,AbsorptionChiller,PoG,2.4078614366953115,4.051653178745723,1.0,0.0,2.361038215051045,1.0198316237940495,1.7160472680693684,172.40558143065257,14.70046829637685
131,SPSO,2A,WaterCooledChiller,PoG,1.8534776830700364,3.1149099811567957,0.6801616083116286,0.01593594292326999,2.361038215051045,0.7850265494453103,1.3192967234922337,110.4404092119989,10.300529109595487
132,SPSO,3A,AbsorptionChiller,PoG,2.4531507236238816,4.079352850647545,1.0,0.0,2.3610382150510447,1.039013561062096,1.7277792560250238,174.8750195776171,16.77813021714261
133,SPSO,3A,WaterCooledChiller,PoG,1.8973688070545487,3.149896347944306,0.6848275505208664,0.017385371409500878,2.3610382150510447,0.8036163053013219,1.334114936329485,113.67455437104933,11.357968089600453
134,SPSO,3B,AbsorptionChiller,PoG,3.2786898599700502,5.5590395208730765,1.0,0.0,2.361038215051045,1.3886644608584475,2.354489429876887,263.37360893474596,30.402549844565964
135,SPSO,3B,WaterCooledChiller,PoG,2.575728803588818,4.364081966204757,0.7639206014214662,0.020209822038910176,2.361038215051045,1.0909305860316756,1.8483741340503488,186.23614663918508,22.295727368894724
136,SPSO,4A,AbsorptionChiller,PoG,2.410532579234114,4.082330774296664,1.0,0.0,2.361038215051045,1.0209629661508883,1.7290405332166152,168.23036079940647,19.426319155800645
137,SPSO,4A,WaterCooledChiller,PoG,1.869041319047822,3.1573724541220236,0.6782170665985482,0.02067262314264452,2.361038215051045,0.7916184105505526,1.3372813849409728,109.46839628415199,12.926762144655875
138,SPSO,4B,AbsorptionChiller,PoG,2.973934426970701,5.079063800539203,1.0,0.0,2.361038215051045,1.2595875865170634,2.151199319079804,227.79935825094947,31.217563300684944
139,SPSO,4B,WaterCooledChiller,PoG,2.33081694575724,3.976763117326869,0.7374305894725406,0.025235461390838054,2.361038215051045,0.9872000084110661,1.6843281451252978,157.79188777340426,22.691801172393596
140,SPSO,5B,AbsorptionChiller,PoG,2.9804643812043885,5.130335698165893,1.0,0.0,2.361038215051045,1.262353299580097,2.1729151461680076,224.45974876312982,35.9172990450655
