,eGRID_subregion,climate_zone,chiller_type,scope,WC_mean,WC_std,WC_2_mean,WC_2_std,W4C_mean,W4C_std,MuW_mean,MuW_std,%_evap_mean,%_evap_std
26,AZNM,6B,AirCooledChiller,LC,31.22376608351512,52.32556180633721,3503.996408643521,5288.885137506431,46.40277568260672,5.801557143511545e-15,0.0,0.0,0.0,0.0
27,AZNM,6B,AirCooledChiller,PoG,2.371188852261019,3.9736971034057915,266.09977798044844,401.6474324524767,3.5239100920199116,3.6259732146947156e-16,0.0,0.0,0.0,0.0
28,AZNM,6B,WaterCooledChiller,LC,22.62012378285249,38.011238413234246,2491.8936831909823,3725.5830701238665,33.423713883746565,0.36392641545928384,0.0022627032536867604,0.0003639264154592777,0.06759292805785796,0.010248923068595192
29,AZNM,6B,WaterCooledChiller,PoG,3.244656419491026,5.542127492492118,317.5381658130895,443.9776013385594,4.629126344147863,0.3639264154592781,0.0022627032536867604,0.0003639264154592777,0.485584483382085,0.04370191757300668
30,CAMX,2B,AbsorptionChiller,LC,3.285868580236318,5.389346864400609,1320.0700546305195,884.1088516147419,4.7345500954679975,0.30370372877694685,0.00462402937862151,0.0003023542889105473,0.9765898825709202,0.0060501074038655355
31,CAMX,2B,AbsorptionChiller,PoG,3.2115007658236543,5.433434370290215,1288.401204235373,888.8369711432682,4.624029378621519,0.3118262857694464,0.0046240293786215195,0.00031182628576944594,1.0,0.0
32,CAMX,2B,AirCooledChiller,LC,6.326283134773882,10.60174222057633,2693.989540168137,1967.5284927413159,9.401719716397649,1.8910762641950537e-15,0.0,0.0,0.0,0.0
33,CAMX,2B,AirCooledChiller,PoG,2.3447971955149667,3.929469310302814,998.5103391611592,729.2521048443064,3.484688489968321,2.808666774861361e-16,0.0,0.0,0.0,0.0
34,CAMX,2B,WaterCooledChiller,LC,6.181530827575856,10.397743797911389,2573.8104133743846,1837.2595720797433,9.076267426458845,0.23097944940567136,0.0027626992462406216,0.00023097944940566147,0.3039542280984744,0.01815214123347605
35,CAMX,2B,WaterCooledChiller,PoG,3.5078303031655245,5.917182772476162,1435.2396139248426,1007.5924595269621,5.102783723537343,0.2309794494056649,0.0027626992462406216,0.00023097944940566147,0.5404875472938027,0.021766455396990948
36,CAMX,3B,AbsorptionChiller,LC,3.353057674382717,5.511134592819188,907.8014719722149,675.8957957590305,4.791785794991733,0.38084751615646667,0.00468126507814525,0.0003797722892894264,0.9768098259335836,0.006134413362796066
37,CAMX,3B,AbsorptionChiller,PoG,3.2786898599700502,5.5590395208730765,885.8868071424927,678.8874427084256,4.681265078145256,0.39166959673033536,0.004681265078145257,0.0003916695967303358,1.0,0.0
38,CAMX,3B,AirCooledChiller,LC,6.326283134773882,10.60174222057633,1864.2254799547513,1563.7100746230622,9.401719716397649,0.0,0.0,0.0,0.0,0.0
39,CAMX,3B,AirCooledChiller,PoG,2.3447971955149667,3.929469310302814,690.9634905806994,579.5793389991793,3.484688489968321,3.243169037060329e-16,0.0,0.0,0.0,0.0
40,CAMX,3B,WaterCooledChiller,LC,6.241910452703774,10.507804688028905,1780.5591122726516,1442.2238967890823,9.13596556388362,0.2872311234429552,0.0028223973836653798,0.00028723112344296477,0.3082691653718529,0.022518688318173986
41,CAMX,3B,WaterCooledChiller,PoG,3.5682099282934434,6.027233096986422,992.6745776750182,783.2765017673977,5.162481860962108,0.28723112344296137,0.0028223973836653798,0.00028723112344296477,0.5453078419712025,0.026985868439100433
42,CAMX,3B-CA,AbsorptionChiller,LC,2.285700579311971,3.7896779716588522,398.69283396635257,514.445405879843,3.2990310711096034,0.1168999952665216,0.0031885103542631287,0.0001133480041416441,0.9665301328827421,0.008269978869951107
43,CAMX,3B-CA,AbsorptionChiller,PoG,2.211332764899303,3.7836095361138704,384.85937682931814,511.58992470163406,3.188510354263125,0.11689891106960815,0.003188510354263125,0.00011689891106960813,1.0,0.0
44,CAMX,3B-CA,AirCooledChiller,LC,6.326283134773882,10.60174222057633,1176.7774442864695,1611.1735057534415,9.401719716397649,0.0,0.0,0.0,0.0,0.0
45,CAMX,3B-CA,AirCooledChiller,PoG,2.3447971955149667,3.929469310302814,436.16518456797,597.1713622824949,3.484688489968321,3.243169037060329e-16,0.0,0.0,0.0,0.0
46,CAMX,3B-CA,WaterCooledChiller,LC,5.3979233814850565,9.104038914288486,985.7133322624259,1339.1240619261625,7.951806286794051,0.08058822418142039,0.0016382381065758234,8.058822418141799e-05,0.2059443180844714,0.008058282484810497
47,CAMX,3B-CA,WaterCooledChiller,PoG,2.724222857074724,4.623535695960122,488.36751278611297,658.2065881824834,3.978322583872548,0.08058822418141864,0.0016382381065758234,8.058822418141799e-05,0.41156416644901517,0.01195577128012526
48,CAMX,3C,AbsorptionChiller,LC,2.4266132847610686,4.111734979245312,292.92710085979485,455.17620515955275,3.3821268032849034,0.272940850883159,0.003271606086438431,0.0002714385183248763,0.9671776874526344,0.00848314677352803
49,CAMX,3C,AbsorptionChiller,PoG,2.352245470348404,4.115847135870121,282.37654526504843,451.7655219549585,3.2716060864384255,0.27994200210948395,0.0032716060864384265,0.00027994200210948396,1.0,0.0
50,CAMX,3C,AirCooledChiller,LC,6.326283134773882,10.60174222057633,897.5092578520283,1501.2234497160407,9.401719716397649,1.3759600911837627e-15,0.0,0.0,0.0,0.0
51,CAMX,3C,AirCooledChiller,PoG,2.3447971955149667,3.929469310302814,332.6561815091906,556.4190630965691,3.484688489968321,3.6259732146947156e-16,0.0,0.0,0.0,0.0
52,CAMX,3C,WaterCooledChiller,LC,5.522863501522875,9.384299619175875,745.5808429931533,1232.1265915432682,8.04011049370399,0.20687655736335742,0.0017265423134857586,0.00020687655736335142,0.2142531495144037,0.020234464823308682
53,CAMX,3C,WaterCooledChiller,PoG,2.849162977112517,4.904400139072067,366.263173793031,597.7008978836686,4.066626790782484,0.2068765573633541,0.0017265423134857586,0.00020687655736335142,0.4231611889012106,0.02944066775151749
54,CAMX,4B,AbsorptionChiller,LC,3.048302241383372,5.0457354744474365,484.5092460320466,442.5346322523819,4.333490274039034,0.39100023026091413,0.004222969557192549,0.0003899529987237813,0.9743104726596138,0.006879283921074242
55,CAMX,4B,AbsorptionChiller,PoG,2.973934426970701,5.079063800539203,471.15350724460376,442.2145749327493,4.222969557192558,0.40216924209952054,0.004222969557192557,0.0004021692420995207,1.0,0.0
56,CAMX,4B,AirCooledChiller,LC,6.326283134773882,10.60174222057633,1136.1391444759072,1211.8945659799526,9.401719716397649,0.0,0.0,0.0,0.0,0.0
57,CAMX,4B,AirCooledChiller,PoG,2.3447971955149667,3.929469310302814,421.1028534335222,449.18112563586027,3.484688489968321,2.808666774861361e-16,0.0,0.0,0.0,0.0
58,CAMX,4B,WaterCooledChiller,LC,5.9969985948722,10.120211410224325,1031.482321198688,1055.4324592370776,8.769524214187324,0.2923336581869327,0.0024559560339690884,0.0002923336581869344,0.2792825628904009,0.024754123130661707
59,CAMX,4B,WaterCooledChiller,PoG,3.3232980704618504,5.6397787887674085,551.311617220645,543.8406769990396,4.796040511265816,0.2923336581869331,0.0024559560339690884,0.0002923336581869344,0.5102758998143015,0.031623037371478396
60,CAMX,4C,AbsorptionChiller,LC,2.505314545636114,4.19443836424108,255.89074821083304,424.5853276377111,3.509726845525881,0.34271911282614054,0.003399206128679402,0.000341523866583169,0.9682521604393259,0.008496301145493839
61,CAMX,4C,AbsorptionChiller,PoG,2.4309467312234516,4.201092704554751,246.59574898977908,420.8748129306618,3.3992061286794044,0.3522229474633209,0.0033992061286794045,0.0003522229474633209,1.0,0.0
62,CAMX,4C,AirCooledChiller,LC,6.326283134773882,10.60174222057633,790.7022315303788,1445.3635342578837,9.401719716397649,0.0,0.0,0.0,0.0,0.0
63,CAMX,4C,AirCooledChiller,PoG,2.3447971955149667,3.929469310302814,293.06882658925514,535.7149355199775,3.484688489968321,3.243169037060329e-16,0.0,0.0,0.0,0.0
64,CAMX,4C,WaterCooledChiller,LC,5.579127763245517,9.44164360701522,656.2808186573715,1178.3634021537027,8.137074866998427,0.25363974340147155,0.0018235066867801958,0.0002536397434014769,0.22337763465276014,0.024678594236909365
65,CAMX,4C,WaterCooledChiller,PoG,2.905427238835183,4.9613434014511615,322.1033994592762,567.5441644438674,4.163591164076921,0.25363974340147466,0.0018235066867801958,0.0002536397434014769,0.43592503328954657,0.03576638959393422
66,CAMX,5B,AbsorptionChiller,LC,3.054832195617039,5.0954376027552355,398.5346083478222,396.401865070936,4.290466793836842,0.44957006898672813,0.00417994607699037,0.0004486595681341399,0.9739652281578984,0.00717150360644689
67,CAMX,5B,AbsorptionChiller,PoG,2.9804643812043885,5.130335698165893,387.1659417682196,395.45424933476943,4.179946076990365,0.46271494017927955,0.004179946076990366,0.0004627149401792798,1.0,0.0
68,CAMX,5B,AirCooledChiller,LC,6.326283134773882,10.60174222057633,967.103903961778,1142.7869776999619,9.401719716397649,1.3759600911837627e-15,0.0,0.0,0.0,0.0
69,CAMX,5B,AirCooledChiller,PoG,2.3447971955149667,3.929469310302814,358.4510009228323,423.56683115431855,3.484688489968321,3.4399002279594067e-16,0.0,0.0,0.0,0.0
70,CAMX,5B,WaterCooledChiller,LC,6.004819897150318,10.165001482760365,867.9649741341443,979.2976821941476,8.739998477717519,0.33873441640235047,0.00242643029749929,0.000338734416402345,0.27656829656472365,0.029064444830673185
71,CAMX,5B,WaterCooledChiller,PoG,3.3311193727399933,5.684690696828835,459.2342613134173,496.9052108576539,4.766514774796016,0.3387344164023465,0.00242643029749929,0.000338734416402345,0.5065571888243466,0.03761306091808142
72,CAMX,6B,AbsorptionChiller,LC,2.9129461376471824,4.871207419776179,262.44775297079985,336.85231974703504,4.063998518419106,0.48736368647954276,0.003953477801572632,0.0004865239192974091,0.9724035139113131,0.007842154405789824
73,CAMX,6B,AbsorptionChiller,PoG,2.838578323234512,4.899085441686528,254.10204112027532,334.8218811948154,3.9534778015726317,0.5017654859110966,0.003953477801572632,0.0005017654859110967,1.0,0.0
74,CAMX,6B,AirCooledChiller,LC,6.326283134773882,10.60174222057633,709.9487398482611,1071.587096753983,9.401719716397649,1.3759600911837627e-15,0.0,0.0,0.0,0.0
75,CAMX,6B,AirCooledChiller,PoG,2.3447971955149667,3.929469310302814,263.1380509994953,397.177041509046,3.484688489968321,3.9720546451956367e-16,0.0,0.0,0.0,0.0
76,CAMX,6B,WaterCooledChiller,LC,5.900634066674494,9.992675071901694,615.5975386726927,893.6715271664112,8.57627143390499,0.3639264154592785,0.0022627032536867604,0.0003639264154592777,0.26253933581797695,0.032542844452931166
77,CAMX,6B,WaterCooledChiller,PoG,3.2269335422641623,5.512431962101428,315.54926742113946,440.97819353407914,4.6027877309834855,0.3639264154592783,0.0022627032536867604,0.0003639264154592777,0.4883606552993405,0.043737022546038534
78,ERCT,2A,AbsorptionChiller,LC,2.4822292511079755,4.049584282286467,925.7103527845436,694.6648393884628,3.619864004548424,0.18584385870468723,0.003509343287701951,0.00018363033781984147,0.9694472774182877,0.007682174640917009
79,ERCT,2A,AbsorptionChiller,PoG,2.4078614366953115,4.051653178745723,896.6391578475617,692.6399377612745,3.5093432877019466,0.18938301289944903,0.0035093432877019467,0.00018938301289944876,1.0,0.0
80,ERCT,2A,AirCooledChiller,LC,4.661578632330318,7.811989117157872,1822.2622542439385,1492.0636330887426,6.9277417408357245,7.605905581599572e-16,0.0,0.0,0.0,0.0
81,ERCT,2A,AirCooledChiller,PoG,1.1896546810144986,1.9936528275648915,465.04907281027147,380.78098118200336,1.7679891386332787,9.930136612989092e-17,0.0,0.0,0.0,0.0
82,ERCT,2A,WaterCooledChiller,LC,4.401754768644069,7.385315754746514,1690.8434999570327,1355.115034301194,6.498146489672292,0.13269953023954453,0.0018459369859764121,0.00013269953023954773,0.28378972798998214,0.014713080552961104
83,ERCT,2A,WaterCooledChiller,PoG,2.0702421045371207,3.478158305753432,779.429608184938,609.570237664316,3.033200625539946,0.13269953023954714,0.0018459369859764121,0.00013269953023954773,0.607863912002096,0.01742023143723201
84,ERCT,2B,AbsorptionChiller,LC,3.285868580236318,5.389346864400609,1320.0700546305195,884.1088516147419,4.7345500954679975,0.30370372877694685,0.00462402937862151,0.0003023542889105473,0.9765898825709202,0.0060501074038655355
85,ERCT,2B,AbsorptionChiller,PoG,3.2115007658236543,5.433434370290215,1288.401204235373,888.8369711432682,4.624029378621519,0.3118262857694464,0.0046240293786215195,0.00031182628576944594,1.0,0.0
86,ERCT,2B,AirCooledChiller,LC,4.661578632330318,7.811989117157872,1985.0904249194316,1449.79106765692,6.9277417408357245,6.067413692036655e-16,0.0,0.0,0.0,0.0
87,ERCT,2B,AirCooledChiller,PoG,1.1896546810144986,1.9936528275648915,506.6035140679275,369.99284280421745,1.7679891386332787,1.2819751242557092e-16,0.0,0.0,0.0,0.0
88,ERCT,2B,WaterCooledChiller,LC,5.0636262640349425,8.524358484961908,2097.7610275144593,1490.1118321707631,7.414908749936496,0.23097944940566845,0.0027626992462406216,0.00023097944940566147,0.37199850096589493,0.020164777271187106
89,ERCT,2B,WaterCooledChiller,PoG,2.732113599927977,4.617278005675397,1104.9077839804995,767.6428611008746,3.9499628858041542,0.23097944940566348,0.0027626992462406216,0.00023097944940566147,0.6983989741095354,0.018734369289574882
90,ERCT,3A,AbsorptionChiller,LC,2.5275185380365444,4.138873950182367,664.735280633708,590.8897110938693,3.6516772520594785,0.2148056637834467,0.0035411565352129982,0.00021289621344315786,0.969685127635228,0.007683790168534791
91,ERCT,3A,AbsorptionChiller,PoG,2.4531507236238816,4.079352850647545,643.7234272777114,579.4306911881903,3.541156535213,0.21614909044249886,0.0035411565352130004,0.00021614909044249887,1.0,0.0
92,ERCT,3A,AirCooledChiller,LC,4.661578632330318,7.68495643784281,1317.0806134825852,1285.1839092817888,6.927741740835726,6.767926326044664e-16,0.0,0.0,0.0,0.0
93,ERCT,3A,AirCooledChiller,PoG,1.1896546810144988,1.961233547851179,336.12457081299345,327.984396324026,1.7679891386332773,1.4921874958601022e-16,0.0,0.0,0.0,0.0
94,ERCT,3A,WaterCooledChiller,LC,4.445645892628589,7.350845107283671,1223.4894951509489,1160.679223363218,6.53981129531164,0.14632229217842882,0.0018876017916157578,0.00014632229217843536,0.2882824222218302,0.01615355374338248
95,ERCT,3A,WaterCooledChiller,PoG,2.114133228521634,3.50723528481626,564.7448139635682,518.3983288665714,3.0748654311792922,0.1463222921784339,0.0018876017916157578,0.00014632229217843536,0.6130050358405,0.019027142421342663
96,ERCT,3B,AbsorptionChiller,LC,3.353057674382717,5.511134592819188,907.8014719722149,675.8957957590305,4.791785794991733,0.38084751615646667,0.00468126507814525,0.0003797722892894264,0.9768098259335836,0.006134413362796066
97,ERCT,3B,AbsorptionChiller,PoG,3.2786898599700502,5.5590395208730765,885.8868071424927,678.8874427084256,4.681265078145256,0.39166959673033536,0.004681265078145257,0.0003916695967303358,1.0,0.0
98,ERCT,3B,AirCooledChiller,LC,4.661578632330318,7.811989117157872,1373.6713134818026,1152.2338339481867,6.9277417408357245,7.251946429389431e-16,0.0,0.0,0.0,0.0
99,ERCT,3B,AirCooledChiller,PoG,1.1896546810144986,1.9936528275648915,350.56675799160604,294.05497199447063,1.7679891386332787,1.146633409319802e-16,0.0,0.0,0.0,0.0
100,ERCT,3B,WaterCooledChiller,LC,5.1240058891628495,8.634416442396754,1451.135637680529,1166.4449949269256,7.474606887361265,0.2872311234429579,0.0028223973836653798,0.00028723112344296477,0.3766978132682438,0.025008152378843226
101,ERCT,3B,WaterCooledChiller,PoG,2.792493225055884,4.7273207331495035,764.0868251836276,592.9013509288767,4.009661023228915,0.287231123442963,0.0028223973836653798,0.00028723112344296477,0.7023430790839952,0.023232267270929606
102,ERCT,4B,AbsorptionChiller,LC,3.048302241383372,5.0457354744474365,484.5092460320466,442.5346322523819,4.333490274039034,0.39100023026091413,0.004222969557192549,0.0003899529987237813,0.9743104726596138,0.006879283921074242
103,ERCT,4B,AbsorptionChiller,PoG,2.973934426970701,5.079063800539203,471.15350724460376,442.2145749327493,4.222969557192558,0.40216924209952054,0.004222969557192557,0.0004021692420995207,1.0,0.0
104,ERCT,4B,AirCooledChiller,LC,4.661578632330318,7.811989117157872,837.1743480988054,892.9954118487333,6.9277417408357245,4.586533637279208e-16,0.0,0.0,0.0,0.0
105,ERCT,4B,AirCooledChiller,PoG,1.1896546810144986,1.9936528275648915,213.6504520450715,227.89622478155516,1.7679891386332787,1.2819751242557092e-16,0.0,0.0,0.0,0.0
106,ERCT,4B,WaterCooledChiller,LC,4.879094031331268,8.246862413258974,830.7174949382367,841.4419572138013,7.108165537664976,0.29233365818693274,0.0024559560339690884,0.0002923336581869344,0.3444335776337095,0.02798970336873894
107,ERCT,4B,WaterCooledChiller,PoG,2.547581367224319,4.339963044821971,412.0004146082658,395.7018800742263,3.643219673532623,0.29233365818693413,0.0024559560339690884,0.0002923336581869344,0.6719807524801108,0.028480936460482796
108,FRCC,1A,AbsorptionChiller,LC,2.4013649655583675,3.9058427441687633,1171.0645487576328,781.690721132603,3.547620136485669,0.08275466348516103,0.0034370994196391887,7.765626489938604e-05,0.9688930386259771,0.0076691531946778526
109,FRCC,1A,AbsorptionChiller,PoG,2.326997151145703,3.9033989980984205,1134.2667342147008,780.3387576086308,3.437099419639192,0.08008903970754631,0.003437099419639192,8.008903970754656e-05,1.0,0.0
110,FRCC,1A,AirCooledChiller,LC,3.1002076166848016,5.195404834427228,1534.008573792843,1074.2704186986425,4.607331422537337,5.127900497022837e-16,0.0,0.0,0.0,0.0
111,FRCC,1A,AirCooledChiller,PoG,2.194567764806646,3.677711103408968,1085.8904251652787,760.4520480734649,3.261427062905417,1.146633409319802e-16,0.0,0.0,0.0,0.0
112,FRCC,1A,WaterCooledChiller,LC,3.288635233158863,5.511624057436274,1616.0591661458513,1121.6846609872407,4.875539669916122,0.0574587581845045,0.001781563041968211,5.745875818450427e-05,0.36532581999208763,0.007473305064711567
113,FRCC,1A,WaterCooledChiller,PoG,2.680467884627622,4.492445609224858,1315.132892070906,910.9833113470181,3.971720028944632,0.057458758184504306,0.001781563041968211,5.745875818450427e-05,0.44845399452391416,0.007971725034615166
114,FRCC,2A,AbsorptionChiller,LC,2.4822292511079755,4.049584282286467,925.7103527845436,694.6648393884628,3.619864004548424,0.18584385870468723,0.003509343287701951,0.00018363033781984147,0.9694472774182877,0.007682174640917009
115,FRCC,2A,AbsorptionChiller,PoG,2.4078614366953115,4.051653178745723,896.6391578475617,692.6399377612745,3.5093432877019466,0.18938301289944903,0.0035093432877019467,0.00018938301289944876,1.0,0.0
116,FRCC,2A,AirCooledChiller,LC,3.1002076166848016,5.195404834427228,1211.9051861580137,992.3048402099325,4.607331422537337,6.879800455918813e-16,0.0,0.0,0.0,0.0
117,FRCC,2A,AirCooledChiller,PoG,2.194567764806646,3.677711103408968,857.880627487834,702.430444808269,3.261427062905417,3.4399002279594067e-16,0.0,0.0,0.0,0.0
118,FRCC,2A,WaterCooledChiller,LC,3.353242085937569,5.6282058945436555,1280.9683835017113,1019.7034212219075,4.9399136139243165,0.13269953023954542,0.0018459369859764121,0.00013269953023954773,0.37325072741038284,0.01697583379920669
119,FRCC,2A,WaterCooledChiller,PoG,2.745074737406333,4.60903670211376,1043.22909153611,825.2270342893536,4.036093972952829,0.1326995302395461,0.0018459369859764121,0.00013269953023954773,0.45680142432000115,0.018049838513111188
120,MROE,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,411.18084146356233,441.9341785109709,3.5407057244218576,0.24872129464570952,0.003430185007575382,0.0002470717376791999,0.9686823417882903,0.008062640083127248
121,MROE,5A,AbsorptionChiller,PoG,2.3928954161335683,4.065268968777133,397.42550406284823,439.00972564317516,3.4301850075753806,0.25481187171749176,0.0034301850075753805,0.00025481187171749194,1.0,0.0
122,MROE,5A,AirCooledChiller,LC,8.22770049695515,13.788184606749153,1521.8249623348715,1856.6140540933663,12.22748529189923,9.173067274558416e-16,0.0,0.0,0.0,0.0
123,MROE,5A,AirCooledChiller,PoG,1.0002437906754926,1.6762333586027667,185.00867522265077,225.7090763057136,1.4864987177553175,0.0,0.0,0.0,0.0,0.0
124,MROE,5A,WaterCooledChiller,LC,6.798786268581131,11.429226296053024,1227.9468985831106,1467.3538650130313,10.022149018347658,0.16873108045349983,0.0018109850619942606,0.0001687310804535024,0.18047659830073598,0.014046312150273814
125,MROE,5A,WaterCooledChiller,PoG,1.945308175090813,3.295761814347062,330.2302012443242,372.63598526709035,2.809218500924215,0.16873108045350202,0.0018109850619942606,0.0001687310804535024,0.6433682846154307,0.0229334445029214
126,MROE,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,361.27309309738934,398.6173814822892,3.5722985391781665,0.26065544602381274,0.003461777822331691,0.0002590818841437088,0.9689437066699509,0.00803611558728302
127,MROE,6A,AbsorptionChiller,PoG,2.4143552744111547,4.101546830998457,349.216255637223,395.97154386327685,3.4617778223316913,0.26719826576227024,0.003461777822331692,0.0002671982657622703,1.0,0.0
128,MROE,6A,AirCooledChiller,LC,8.22770049695515,13.788184606749153,1333.9110251686882,1675.5273964927546,12.22748529189923,1.1234667099445444e-15,0.0,0.0,0.0,0.0
129,MROE,6A,AirCooledChiller,PoG,1.0002437906754926,1.6762333586027667,162.16392669280117,203.69432201242944,1.4864987177553175,5.73316704659901e-17,0.0,0.0,0.0,0.0
130,MROE,6A,WaterCooledChiller,LC,6.818265762309356,11.460808804116034,1078.0898291984238,1325.7744242615172,10.052523444581567,0.17480795787935932,0.0018413594882281685,0.00017480795787935032,0.18293747143927677,0.014501150903938496
131,MROE,6A,WaterCooledChiller,PoG,1.964787668819029,3.3273239577745963,291.22259433525096,337.8137294944121,2.8395929271581233,0.17480795787935147,0.0018413594882281685,0.00017480795787935032,0.6471066545702551,0.023459291335697224
132,MROE,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,195.55545930837536,321.93254569809534,3.4311792611374696,0.28444654858178425,0.003320658544290994,0.0002830053005681532,0.9676066372086148,0.008520256156514066
133,MROE,7,AbsorptionChiller,PoG,2.335047180622796,3.977058609140817,188.40254412361003,318.85212533971827,3.320658544290994,0.29187114245084056,0.003320658544290994,0.00029187114245084064,1.0,0.0
