,eGRID_subregion,climate_zone,chiller_type,scope,WC_mean,WC_std,percent_diff-mean,percent_diff-std
183,AZNM,5B,AbsorptionChiller,LC,3.054832195617039,5.0954376027552355,-90.51534629000645,0.9938350831299427
184,AZNM,5B,AirCooledChiller,LC,30.438580201120818,51.00972782561903,0.0,0.0
185,AZNM,5B,WaterCooledChiller,LC,22.72430961332834,38.18361792311884,-25.750445928076353,0.7488179710075368
186,AZNM,6B,AbsorptionChiller,LC,2.9129461376471824,4.871207419776179,-91.01598486194965,1.0773829560285058
187,AZNM,6B,AirCooledChiller,LC,30.43858020112081,51.00972782561902,0.0,0.0
188,AZNM,6B,WaterCooledChiller,LC,22.62012378285249,38.011238413234246,-26.1123865718665,0.804508272039624
189,CAMX,2B,AbsorptionChiller,LC,3.285868580236318,5.389346864400609,-48.34262780119695,3.3136277448224747
190,CAMX,2B,AirCooledChiller,LC,6.167195720649413,10.335139585323592,0.0,0.0
191,CAMX,2B,WaterCooledChiller,LC,6.181530827575856,10.397743797911389,-0.9713457096465933,2.520153160834046
192,CAMX,3B,AbsorptionChiller,LC,3.353057674382717,5.511134592819188,-47.71814484637809,4.155322363558366
193,CAMX,3B,AirCooledChiller,LC,6.167195720649413,10.335139585323592,0.0,0.0
194,CAMX,3B,WaterCooledChiller,LC,6.241910452703774,10.507804688028905,-0.31999577304329063,3.1338996845709297
195,CAMX,3B-CA,AbsorptionChiller,LC,2.285700579311971,3.7896779716588522,-64.00518053471443,1.2754636541503235
196,CAMX,3B-CA,AirCooledChiller,LC,6.167195720649413,10.335139585323592,0.0,0.0
197,CAMX,3B-CA,WaterCooledChiller,LC,5.3979233814850565,9.104038914288486,-13.240031528465806,0.8792759200837046
198,CAMX,3C,AbsorptionChiller,LC,2.4266132847610686,4.111734979245312,-63.09854588547489,2.977982456206014
199,CAMX,3C,AirCooledChiller,LC,6.167195720649413,10.335139585323592,0.0,0.0
200,CAMX,3C,WaterCooledChiller,LC,5.522863501522875,9.384299619175875,-12.276568645807982,2.2571731436847164
201,CAMX,4B,AbsorptionChiller,LC,3.048302241383372,5.0457354744474365,-52.71848106112386,4.266095831099215
202,CAMX,4B,AirCooledChiller,LC,6.167195720649413,10.335139585323592,0.0,0.0
203,CAMX,4B,WaterCooledChiller,LC,5.9969985948722,10.120211410224325,-4.318136421804359,3.189572035924793
204,CAMX,4C,AbsorptionChiller,LC,2.505314545636114,4.19443836424108,-61.70633696557447,3.73931385536567
205,CAMX,4C,AirCooledChiller,LC,6.167195720649413,10.335139585323592,0.0,0.0
206,CAMX,4C,WaterCooledChiller,LC,5.579127763245517,9.44164360701522,-11.218617072733798,2.7673933879881796
207,CAMX,5B,AbsorptionChiller,LC,3.054832195617039,5.0954376027552355,-53.18789840496442,4.905135211331329
208,CAMX,5B,AirCooledChiller,LC,6.167195720649413,10.335139585323592,0.0,0.0
209,CAMX,5B,WaterCooledChiller,LC,6.004819897150318,10.165001482760365,-4.640283601053153,3.6958379300668187
210,CAMX,6B,AbsorptionChiller,LC,2.9129461376471824,4.871207419776179,-55.65883138879158,5.317490963450937
211,CAMX,6B,AirCooledChiller,LC,6.167195720649413,10.335139585323592,0.0,0.0
212,CAMX,6B,WaterCooledChiller,LC,5.900634066674494,9.992675071901694,-6.4266642857416745,3.9707008939144135
213,ERCT,2A,AbsorptionChiller,LC,2.4822292511079755,4.049584282286467,-46.400411046666036,2.7518034996784313
214,ERCT,2A,AirCooledChiller,LC,4.544353640252593,7.615540567299944,0.0,0.0
215,ERCT,2A,WaterCooledChiller,LC,4.401754768644069,7.385315754746514,-3.781473456642258,1.964891572228594
216,ERCT,2B,AbsorptionChiller,LC,3.285868580236318,5.389346864400609,-29.895173222753638,4.496963147120201
217,ERCT,2B,AirCooledChiller,LC,4.544353640252593,7.615540567299944,0.0,0.0
218,ERCT,2B,WaterCooledChiller,LC,5.0636262640349425,8.524358484961908,9.793091846462982,3.420129465982588
219,ERCT,3A,AbsorptionChiller,LC,2.5275185380365444,4.138873950182367,-45.92934998257021,3.1806430487928585
220,ERCT,3A,AirCooledChiller,LC,4.544353640252593,7.491702386244127,0.0,0.0
221,ERCT,3A,WaterCooledChiller,LC,4.445645892628589,7.350845107283671,-3.1645396565648287,2.1666047966520368
222,ERCT,3B,AbsorptionChiller,LC,3.353057674382717,5.511134592819188,-29.047680067189358,5.639236803990285
223,ERCT,3B,AirCooledChiller,LC,4.544353640252593,7.615540567299944,0.0,0.0
224,ERCT,3B,WaterCooledChiller,LC,5.1240058891628495,8.634416442396754,10.67704649868686,4.253052084775968
225,ERCT,4B,AbsorptionChiller,LC,3.048302241383372,5.0457354744474365,-35.83369509740932,5.789568778361346
226,ERCT,4B,AirCooledChiller,LC,4.544353640252593,7.615540567299944,0.0,0.0
227,ERCT,4B,WaterCooledChiller,LC,4.879094031331268,8.246862413258974,5.251122846710437,4.3286056869423355
228,FRCC,1A,AbsorptionChiller,LC,2.4013649655583675,3.9058427441687633,-21.014285481953216,1.8424848133706857
229,FRCC,1A,AirCooledChiller,LC,3.022246513382853,5.064755683443825,0.0,0.0
230,FRCC,1A,WaterCooledChiller,LC,3.288635233158863,5.511624057436274,8.551076404389555,1.2792860836062712
231,FRCC,2A,AbsorptionChiller,LC,2.4822292511079755,4.049584282286467,-19.405817461434808,4.137706237943517
232,FRCC,2A,AirCooledChiller,LC,3.022246513382853,5.064755683443825,0.0,0.0
233,FRCC,2A,WaterCooledChiller,LC,3.353242085937569,5.6282058945436555,9.984325108652179,2.9544784415872805
234,MROE,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,-70.29609291592566,2.0865880423309786
235,MROE,5A,AirCooledChiller,LC,8.020798028575825,13.441452317373543,0.0,0.0
236,MROE,5A,WaterCooledChiller,LC,6.798786268581131,11.429226296053024,-15.921568638023798,1.4155291984350835
237,MROE,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,-70.031052523675,2.186706761946131
238,MROE,6A,AirCooledChiller,LC,8.020798028575825,13.441452317373543,0.0,0.0
239,MROE,6A,WaterCooledChiller,LC,6.818265762309356,11.460808804116034,-15.666749625996495,1.4665097137548053
240,MROE,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,-71.214939084419,2.3862965485066017
241,MROE,7,AirCooledChiller,LC,8.020798028575825,13.441452317373543,0.0,0.0
242,MROE,7,WaterCooledChiller,LC,6.764084053455282,11.378031451373749,-16.50233371587858,1.614599633799605
243,MROW,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,-58.532604929097445,2.9129289442179775
244,MROW,5A,AirCooledChiller,LC,5.745454687317025,9.628375499054268,0.0,0.0
245,MROW,5A,WaterCooledChiller,LC,5.231402272601857,8.802579157452461,-9.904829976531827,1.9761140626991918
246,MROW,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,-58.162601931710626,3.0526971736473145
247,MROW,6A,AirCooledChiller,LC,5.745454687317031,9.62837549905429,0.0,0.0
248,MROW,6A,WaterCooledChiller,LC,5.250881766330075,8.834159271201314,-9.549096280845285,2.047284133477138
249,MROW,6B,AbsorptionChiller,LC,2.9129461376471824,4.871207419776179,-52.40399930204121,5.707817622648082
250,MROW,6B,AirCooledChiller,LC,5.745454687317025,9.628375499054282,0.0,0.0
251,MROW,6B,WaterCooledChiller,LC,5.61011520997868,9.505842233265422,-4.61447879415874,4.262167381632983
252,MROW,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,-59.81533709528872,3.3313294932270563
253,MROW,7,AirCooledChiller,LC,5.745454687317019,9.628375499054263,0.0,0.0
254,MROW,7,WaterCooledChiller,LC,5.196700057476018,8.751387370070013,-10.715592508833085,2.254021355053428
255,NEWE,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,5.523557696841313,7.230324729863424
256,NEWE,4A,AirCooledChiller,LC,2.2739579882633096,3.8107552094014387,0.0,0.0
257,NEWE,4A,WaterCooledChiller,LC,2.853342654263126,4.806840941579764,23.13808537609823,4.927861551349117
258,NEWE,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,4.772841279667701,7.359899058275677
259,NEWE,5A,AirCooledChiller,LC,2.2739579882633096,3.8107552094014387,0.0,0.0
