,city,building,CoolingDemand_kWh,floor_area_m^2,climate_zone,eGRID_subregion,grid_loss_factor,w4e_int_factor_(L/kWhe),CoolingDemand_intensity_kWh/sqm,chiller_type,Cooling_ElecDemand_kWh,Cooling_HeatDemand_kWh,PoG_annual_water_consumption_L,PoG_WaterConsumption_intensity_L/kWh,PoG_WaterConsumption_intensity_L/kWh_sqm,MakeupWater_kg,percent_evaporation
370,atlanta,large_hotel,3565816.383905628,11345.0,3A,SRVC,0.053,6.67,314.30730576515015,AirCooledChiller,1075823.3169122427,0,7175741.523804659,2.0123698898778097,0.00017737945261153017,0,0
371,atlanta,large_office,6461081.304124868,46320.0,3A,SRVC,0.053,6.67,139.48793834466468,AirCooledChiller,1949338.1517951027,0,13002085.472473335,2.0123698898778097,4.344494580910643e-05,0,0
372,atlanta,medium_office,490971.69680857,4982.0,3A,SRVC,0.053,6.67,98.54911617996187,AirCooledChiller,148128.4346986182,0,988016.6594397833,2.0123698898778097,0.00040392811920469886,0,0
373,atlanta,midrise_apartment,190390.21539679015,3135.0,3A,SRVC,0.053,6.67,60.7305312270463,AirCooledChiller,57441.609713920705,0,383135.5367918511,2.0123698898778097,0.0006419042710934002,0,0
374,atlanta,outpatient_healthcare,1474836.239312145,3804.0,3A,SRVC,0.053,6.67,387.70668751633673,AirCooledChiller,444964.9236120516,0,2967916.040492384,2.0123698898778097,0.0005290141666345451,0,0
375,atlanta,primary_school,581751.7807207332,6871.0,3A,SRVC,0.053,6.67,84.66770204056661,AirCooledChiller,175517.20643256395,0,1170699.7669052016,2.0123698898778097,0.0002928787498002925,0,0
376,atlanta,quick_service_restaurant,55457.844426624295,232.0,3A,SRVC,0.053,6.67,239.0424328733806,AirCooledChiller,16731.888498000993,0,111601.69628166662,2.0123698898778093,0.00867400814602504,0,0
377,atlanta,secondary_school,6420113.817731498,19592.0,3A,SRVC,0.053,6.67,327.6905786918894,AirCooledChiller,1936978.0714229892,0,12919643.736391338,2.0123698898778097,0.00010271385718037004,0,0
378,atlanta,small_hotel,493999.10115928575,4014.0,3A,SRVC,0.053,6.67,123.06903367196955,AirCooledChiller,149041.81661164152,0,994108.9167996489,2.0123698898778097,0.0005013377902037394,0,0
379,atlanta,small_office,29775.355804512157,511.0,3A,SRVC,0.053,6.67,58.26879805188289,AirCooledChiller,8983.36274083939,0,59919.02948139873,2.0123698898778097,0.003938101545749138,0,0
380,atlanta,stand_alone_retail,185250.8378786051,2294.0,3A,SRVC,0.053,6.67,80.75450648587842,AirCooledChiller,55891.03571537339,0,372793.20822154055,2.01236988987781,0.0008772318613242415,0,0
381,atlanta,strip_mall,168569.13147156916,2090.0,3A,SRVC,0.053,6.67,80.655086828502,AirCooledChiller,50858.08763661764,0,339223.44453623967,2.0123698898778097,0.0009628564066401004,0,0
382,atlanta,supermarket,183299.7360377032,4181.0,3A,SRVC,0.053,6.67,43.841123185291366,AirCooledChiller,55302.37925409661,0,368866.8696248244,2.0123698898778097,0.00048131305665577846,0,0
383,atlanta,warehouse,40339.67056791984,4835.0,3A,SRVC,0.053,6.67,8.343261751379492,AirCooledChiller,12170.66543005577,0,81178.33841847198,2.0123698898778097,0.00041620887070895757,0,0
384,las_vegas,full_service_restaurant,184634.0328775405,569.52,3B,AZNM,0.053,11.68,324.19236001815653,AirCooledChiller,55704.9427900258,0,650633.7317875014,3.523910092019913,0.0061875089408974454,0,0
385,las_vegas,hospital,13887915.13610575,22422.0,3B,AZNM,0.053,11.68,619.3878840471747,AirCooledChiller,4190048.313804722,0,48939764.30523915,3.5239100920199125,0.00015716305824725325,0,0
386,las_vegas,large_hotel,3394095.889421924,11345.0,3B,AZNM,0.053,11.68,299.1710788384243,AirCooledChiller,1024014.4484603785,0,11960488.75801722,3.5239100920199125,0.00031061349422828666,0,0
387,las_vegas,large_office,4798931.815992812,46320.0,3B,AZNM,0.053,11.68,103.60388203784136,AirCooledChiller,1447859.9535353181,0,16911004.257292517,3.523910092019913,7.607750630440226e-05,0,0
388,las_vegas,medium_office,563422.4861275083,4982.0,3B,AZNM,0.053,11.68,113.09162708300047,AirCooledChiller,169987.17336778046,0,1985450.1849356757,3.5239100920199125,0.0007073284006463092,0,0
389,las_vegas,midrise_apartment,235897.69653576487,3135.0,3B,AZNM,0.053,11.68,75.24647417408768,AirCooledChiller,71171.4275262528,0,831282.2735066327,3.523910092019913,0.0011240542558277234,0,0
390,las_vegas,outpatient_healthcare,1452956.351084027,3804.0,3B,AZNM,0.053,11.68,381.95487673081675,AirCooledChiller,438363.660004232,0,5120087.54884943,3.5239100920199125,0.0009263696351261599,0,0
391,las_vegas,primary_school,704862.1573835402,6871.0,3B,AZNM,0.053,11.68,102.58509058121673,AirCooledChiller,212660.17721633436,0,2483870.8698867853,3.523910092019913,0.0005128671360820715,0,0
392,las_vegas,quick_service_restaurant,80058.85992826993,232.0,3B,AZNM,0.053,11.68,345.0812927942669,AirCooledChiller,24154.128806236215,0,282120.224456839,3.5239100920199125,0.015189267638016864,0,0
393,las_vegas,secondary_school,6715688.039868019,19592.0,3B,AZNM,0.053,11.68,342.77705389281437,AirCooledChiller,2026154.183094892,0,23665480.858548336,3.5239100920199125,0.00017986474540730463,0,0
394,las_vegas,small_hotel,516329.3981468685,4014.0,3B,AZNM,0.053,11.68,128.63213705701756,AirCooledChiller,155778.97062810938,0,1819498.3769363177,3.523910092019913,0.0008779048560089469,0,0
395,las_vegas,small_office,35231.41060446147,511.0,3B,AZNM,0.053,11.68,68.9460090106878,AirCooledChiller,10629.479741880063,0,124152.32338515914,3.5239100920199125,0.0068961058552248775,0,0
396,las_vegas,stand_alone_retail,216866.4138548047,2294.0,3B,AZNM,0.053,11.68,94.53636175013283,AirCooledChiller,65429.60140437614,0,764217.7444031133,3.5239100920199125,0.0015361421499650882,0,0
397,las_vegas,strip_mall,203721.03072606,2090.0,3B,AZNM,0.053,11.68,97.47417738088996,AirCooledChiller,61463.578435981304,0,717894.5961322616,3.5239100920199125,0.0016860813837415848,0,0
398,las_vegas,supermarket,251168.3699391733,4181.0,3B,AZNM,0.053,11.68,60.07375506796779,AirCooledChiller,75778.66041308593,0,885094.7536248437,3.5239100920199125,0.0008428390557330572,0,0
399,las_vegas,warehouse,76466.8579176109,4835.0,3B,AZNM,0.053,11.68,15.815275680995017,AirCooledChiller,23070.405164462485,0,269462.3323209218,3.5239100920199125,0.0007288335247197337,0,0
400,las_vegas,full_service_restaurant,184634.0328775405,569.52,3B,CAMX,0.053,11.55,324.19236001815653,AirCooledChiller,55704.9427900258,0,643392.089224798,3.4846884899683213,0.006118641118781292,0,0
401,las_vegas,hospital,13887915.13610575,22422.0,3B,CAMX,0.053,11.55,619.3878840471747,AirCooledChiller,4190048.313804722,0,48395058.02444454,3.4846884899683217,0.0001554138118797753,0,0
402,las_vegas,large_hotel,3394095.889421924,11345.0,3B,CAMX,0.053,11.55,299.1710788384243,AirCooledChiller,1024014.4484603785,0,11827366.879717372,3.4846884899683217,0.0003071563234877322,0,0
403,las_vegas,large_office,4798931.815992812,46320.0,3B,CAMX,0.053,11.55,103.60388203784136,AirCooledChiller,1447859.9535353181,0,16722782.463332925,3.4846884899683213,7.523075323765806e-05,0,0
404,las_vegas,medium_office,563422.4861275083,4982.0,3B,CAMX,0.053,11.55,113.09162708300047,AirCooledChiller,169987.17336778046,0,1963351.8523978645,3.4846884899683213,0.0006994557386528143,0,0
405,las_vegas,midrise_apartment,235897.69653576487,3135.0,3B,CAMX,0.053,11.55,75.24647417408768,AirCooledChiller,71171.4275262528,0,822029.9879282198,3.4846884899683217,0.0011115433779803259,0,0
406,las_vegas,outpatient_healthcare,1452956.351084027,3804.0,3B,CAMX,0.053,11.55,381.95487673081675,AirCooledChiller,438363.660004232,0,5063100.2730488805,3.4846884899683217,0.000916059014187256,0,0
407,las_vegas,primary_school,704862.1573835402,6871.0,3B,CAMX,0.053,11.55,102.58509058121673,AirCooledChiller,212660.17721633436,0,2456225.0468486617,3.4846884899683213,0.0005071588546017059,0,0
408,las_vegas,quick_service_restaurant,80058.85992826993,232.0,3B,CAMX,0.053,11.55,345.0812927942669,AirCooledChiller,24154.128806236215,0,278980.1877120283,3.4846884899683213,0.015020209008484144,0,0
409,las_vegas,secondary_school,6715688.039868019,19592.0,3B,CAMX,0.053,11.55,342.77705389281437,AirCooledChiller,2026154.183094892,0,23402080.814746004,3.4846884899683217,0.00017786282615191515,0,0
410,las_vegas,small_hotel,516329.3981468685,4014.0,3B,CAMX,0.053,11.55,128.63213705701756,AirCooledChiller,155778.97062810938,0,1799247.1107546636,3.4846884899683217,0.0008681336547006282,0,0
411,las_vegas,small_office,35231.41060446147,511.0,3B,CAMX,0.053,11.55,68.9460090106878,AirCooledChiller,10629.479741880063,0,122770.49101871473,3.4846884899683213,0.00681935125238419,0,0
412,las_vegas,stand_alone_retail,216866.4138548047,2294.0,3B,CAMX,0.053,11.55,94.53636175013283,AirCooledChiller,65429.60140437614,0,755711.8962205445,3.4846884899683213,0.0015190446774055455,0,0
413,las_vegas,strip_mall,203721.03072606,2090.0,3B,CAMX,0.053,11.55,97.47417738088996,AirCooledChiller,61463.578435981304,0,709904.3309355841,3.4846884899683217,0.0016673150669704888,0,0
414,las_vegas,supermarket,251168.3699391733,4181.0,3B,CAMX,0.053,11.55,60.07375506796779,AirCooledChiller,75778.66041308593,0,875243.5277711425,3.4846884899683213,0.0008334581415853435,0,0
415,las_vegas,warehouse,76466.8579176109,4835.0,3B,CAMX,0.053,11.55,15.815275680995017,AirCooledChiller,23070.405164462485,0,266463.17964954174,3.4846884899683217,0.0007207215077493943,0,0
416,las_vegas,full_service_restaurant,184634.0328775405,569.52,3B,ERCT,0.053,5.86,324.19236001815653,AirCooledChiller,55704.9427900258,0,326430.9647495512,1.7679891386332782,0.003104349520005054,0,0
417,las_vegas,hospital,13887915.13610575,22422.0,3B,ERCT,0.053,5.86,619.3878840471747,AirCooledChiller,4190048.313804722,0,24553683.118895672,1.7679891386332782,7.885064394939249e-05,0,0
418,las_vegas,large_hotel,3394095.889421924,11345.0,3B,ERCT,0.053,5.86,299.1710788384243,AirCooledChiller,1024014.4484603785,0,6000724.667977818,1.7679891386332784,0.00015583861953576716,0,0
419,las_vegas,large_office,4798931.815992812,46320.0,3B,ERCT,0.053,5.86,103.60388203784136,AirCooledChiller,1447859.9535353181,0,8484459.327716965,1.7679891386332782,3.8169022854777166e-05,0,0
420,las_vegas,medium_office,563422.4861275083,4982.0,3B,ERCT,0.053,5.86,113.09162708300047,AirCooledChiller,169987.17336778046,0,996124.8359351936,1.7679891386332782,0.00035487537909138463,0,0
421,las_vegas,midrise_apartment,235897.69653576487,3135.0,3B,ERCT,0.053,5.86,75.24647417408768,AirCooledChiller,71171.4275262528,0,417064.56530384143,1.7679891386332784,0.0005639518783519229,0,0
422,las_vegas,outpatient_healthcare,1452956.351084027,3804.0,3B,ERCT,0.053,5.86,381.95487673081675,AirCooledChiller,438363.660004232,0,2568811.0476248,1.7679891386332782,0.00046477106693829605,0,0
423,las_vegas,primary_school,704862.1573835402,6871.0,3B,ERCT,0.053,5.86,102.58509058121673,AirCooledChiller,212660.17721633436,0,1246188.6384877195,1.7679891386332782,0.0002573117651918612,0,0
424,las_vegas,quick_service_restaurant,80058.85992826993,232.0,3B,ERCT,0.053,5.86,345.0812927942669,AirCooledChiller,24154.128806236215,0,141543.1948045442,1.767989138633278,0.007620642838936543,0,0
425,las_vegas,secondary_school,6715688.039868019,19592.0,3B,ERCT,0.053,5.86,342.77705389281437,AirCooledChiller,2026154.183094892,0,11873263.512936067,1.7679891386332782,9.024036028140457e-05,0,0
426,las_vegas,small_hotel,516329.3981468685,4014.0,3B,ERCT,0.053,5.86,128.63213705701756,AirCooledChiller,155778.97062810938,0,912864.767880721,1.7679891386332782,0.0004404556897442148,0,0
427,las_vegas,small_office,35231.41060446147,511.0,3B,ERCT,0.053,5.86,68.9460090106878,AirCooledChiller,10629.479741880063,0,62288.75128741717,1.7679891386332782,0.003459861328049468,0,0
428,las_vegas,stand_alone_retail,216866.4138548047,2294.0,3B,ERCT,0.053,5.86,94.53636175013283,AirCooledChiller,65429.60140437614,0,383417.4642296442,1.7679891386332782,0.00077070145537632,0,0
429,las_vegas,strip_mall,203721.03072606,2090.0,3B,ERCT,0.053,5.86,97.47417738088996,AirCooledChiller,61463.578435981304,0,360176.5696348505,1.7679891386332784,0.0008459278175278844,0,0
430,las_vegas,supermarket,251168.3699391733,4181.0,3B,ERCT,0.053,5.86,60.07375506796779,AirCooledChiller,75778.66041308593,0,444062.9500206836,1.7679891386332782,0.0004228627454277154,0,0
431,las_vegas,warehouse,76466.8579176109,4835.0,3B,ERCT,0.053,5.86,15.815275680995017,AirCooledChiller,23070.405164462485,0,135192.57426375017,1.7679891386332782,0.0003656647649706884,0,0
432,las_vegas,full_service_restaurant,184634.0328775405,569.52,3B,NWPP,0.053,11.15,324.19236001815653,AirCooledChiller,55704.9427900258,0,621110.1121087878,3.364006637501886,0.005906740127654668,0,0
433,las_vegas,hospital,13887915.13610575,22422.0,3B,NWPP,0.053,11.15,619.3878840471747,AirCooledChiller,4190048.313804722,0,46719038.69892265,3.3640066375018858,0.00015003151536445837,0,0
434,las_vegas,large_hotel,3394095.889421924,11345.0,3B,NWPP,0.053,11.15,299.1710788384243,AirCooledChiller,1024014.4484603785,0,11417761.10033322,3.3640066375018858,0.00029651887505525656,0,0
435,las_vegas,large_office,4798931.815992812,46320.0,3B,NWPP,0.053,11.15,103.60388203784136,AirCooledChiller,1447859.9535353181,0,16143638.481918797,3.3640066375018858,7.262535918613743e-05,0,0
436,las_vegas,medium_office,563422.4861275083,4982.0,3B,NWPP,0.053,11.15,113.09162708300047,AirCooledChiller,169987.17336778046,0,1895356.9830507522,3.3640066375018858,0.0006752321632882148,0,0
437,las_vegas,midrise_apartment,235897.69653576487,3135.0,3B,NWPP,0.053,11.15,75.24647417408768,AirCooledChiller,71171.4275262528,0,793561.4169177187,3.364006637501886,0.0010730483692191024,0,0
438,las_vegas,outpatient_healthcare,1452956.351084027,3804.0,3B,NWPP,0.053,11.15,381.95487673081675,AirCooledChiller,438363.660004232,0,4887754.809047187,3.3640066375018858,0.0008843340266829352,0,0
439,las_vegas,primary_school,704862.1573835402,6871.0,3B,NWPP,0.053,11.15,102.58509058121673,AirCooledChiller,212660.17721633436,0,2371160.975962128,3.3640066375018858,0.0004895949115851966,0,0
440,las_vegas,quick_service_restaurant,80058.85992826993,232.0,3B,NWPP,0.053,11.15,345.0812927942669,AirCooledChiller,24154.128806236215,0,269318.5361895338,3.364006637501886,0.014500028609921924,0,0
441,las_vegas,secondary_school,6715688.039868019,19592.0,3B,NWPP,0.053,11.15,342.77705389281437,AirCooledChiller,2026154.183094892,0,22591619.141508047,3.364006637501886,0.00017170307459687048,0,0
442,las_vegas,small_hotel,516329.3981468685,4014.0,3B,NWPP,0.053,11.15,128.63213705701756,AirCooledChiller,155778.97062810938,0,1736935.5225034198,3.364006637501886,0.0008380684199058013,0,0
443,las_vegas,small_office,35231.41060446147,511.0,3B,NWPP,0.053,11.15,68.9460090106878,AirCooledChiller,10629.479741880063,0,118518.69912196271,3.3640066375018858,0.0065831832436436125,0,0
444,las_vegas,stand_alone_retail,216866.4138548047,2294.0,3B,NWPP,0.053,11.15,94.53636175013283,AirCooledChiller,65429.60140437614,0,729540.055658794,3.364006637501886,0.0014664370695300288,0,0
445,las_vegas,strip_mall,203721.03072606,2090.0,3B,NWPP,0.053,11.15,97.47417738088996,AirCooledChiller,61463.578435981304,0,685318.8995611916,3.364006637501886,0.0016095725538286536,0,0
446,las_vegas,supermarket,251168.3699391733,4181.0,3B,NWPP,0.053,11.15,60.07375506796779,AirCooledChiller,75778.66041308593,0,844932.0636059082,3.3640066375018858,0.0008045937903616087,0,0
447,las_vegas,warehouse,76466.8579176109,4835.0,3B,NWPP,0.053,11.15,15.815275680995017,AirCooledChiller,23070.405164462485,0,257235.0175837567,3.3640066375018858,0.000695761455532965,0,0
448,las_vegas,full_service_restaurant,184634.0328775405,569.52,3B,SPSO,0.053,4.27,324.19236001815653,AirCooledChiller,55704.9427900258,0,237860.10571341016,1.2882787750791975,0.0022620430802767198,0,0
449,las_vegas,hospital,13887915.13610575,22422.0,3B,SPSO,0.053,4.27,619.3878840471747,AirCooledChiller,4190048.313804722,0,17891506.29994616,1.2882787750791973,5.7456015301007816e-05,0,0
450,las_vegas,large_hotel,3394095.889421924,11345.0,3B,SPSO,0.053,4.27,299.1710788384243,AirCooledChiller,1024014.4484603785,0,4372541.694925816,1.2882787750791975,0.00011355476201667673,0,0
451,las_vegas,large_office,4798931.815992812,46320.0,3B,SPSO,0.053,4.27,103.60388203784136,AirCooledChiller,1447859.9535353181,0,6182362.001595808,1.2882787750791975,2.7812581499982674e-05,0,0
452,las_vegas,medium_office,563422.4861275083,4982.0,3B,SPSO,0.053,4.27,113.09162708300047,AirCooledChiller,169987.17336778046,0,725845.2302804225,1.2882787750791973,0.000258586667017101,0,0
453,las_vegas,midrise_apartment,235897.69653576487,3135.0,3B,SPSO,0.053,4.27,75.24647417408768,AirCooledChiller,71171.4275262528,0,303901.9955370994,1.2882787750791975,0.00041093421852605983,0,0
454,las_vegas,outpatient_healthcare,1452956.351084027,3804.0,3B,SPSO,0.053,4.27,381.95487673081675,AirCooledChiller,438363.660004232,0,1871812.8282180706,1.2882787750791973,0.0003386642416086218,0,0
455,las_vegas,primary_school,704862.1573835402,6871.0,3B,SPSO,0.053,4.27,102.58509058121673,AirCooledChiller,212660.17721633436,0,908058.9567137476,1.2882787750791973,0.0001874950917012367,0,0
456,las_vegas,quick_service_restaurant,80058.85992826993,232.0,3B,SPSO,0.053,4.27,345.0812927942669,AirCooledChiller,24154.128806236215,0,103138.13000262862,1.2882787750791973,0.005552925754651713,0,0
457,las_vegas,secondary_school,6715688.039868019,19592.0,3B,SPSO,0.053,4.27,342.77705389281437,AirCooledChiller,2026154.183094892,0,8651678.361815188,1.2882787750791975,6.575534785010195e-05,0,0
458,las_vegas,small_hotel,516329.3981468685,4014.0,3B,SPSO,0.053,4.27,128.63213705701756,AirCooledChiller,155778.97062810938,0,665176.204582027,1.2882787750791975,0.00032094638143477766,0,0
459,las_vegas,small_office,35231.41060446147,511.0,3B,SPSO,0.053,4.27,68.9460090106878,AirCooledChiller,10629.479741880063,0,45387.87849782786,1.2882787750791973,0.00252109349330567,0,0
460,las_vegas,stand_alone_retail,216866.4138548047,2294.0,3B,SPSO,0.053,4.27,94.53636175013283,AirCooledChiller,65429.60140437614,0,279384.3979966861,1.2882787750791975,0.000561586214071141,0,0
461,las_vegas,strip_mall,203721.03072606,2090.0,3B,SPSO,0.053,4.27,97.47417738088996,AirCooledChiller,61463.578435981304,0,262449.47992164013,1.2882787750791975,0.0006164013277890897,0,0
462,las_vegas,supermarket,251168.3699391733,4181.0,3B,SPSO,0.053,4.27,60.07375506796779,AirCooledChiller,75778.66041308593,0,323574.8799638769,1.2882787750791975,0.00030812694931336943,0,0
463,las_vegas,warehouse,76466.8579176109,4835.0,3B,SPSO,0.053,4.27,15.815275680995017,AirCooledChiller,23070.405164462485,0,98510.6300522548,1.2882787750791973,0.0002664485574103821,0,0
464,los_angeles,full_service_restaurant,38089.07487112025,569.52,3B-CA,CAMX,0.053,11.55,66.87925774532984,AirCooledChiller,11491.65028544886,0,132728.56079693435,3.4846884899683217,0.006118641118781292,0,0
465,los_angeles,hospital,14675155.111352984,22422.0,3B-CA,CAMX,0.053,11.55,654.4980426078398,AirCooledChiller,4427562.260175889,0,51138344.10503153,3.4846884899683217,0.0001554138118797753,0,0
466,los_angeles,large_hotel,3375500.7776277964,11345.0,3B-CA,CAMX,0.053,11.55,297.53202094559686,AirCooledChiller,1018404.217115039,0,11762568.707678702,3.4846884899683217,0.0003071563234877322,0,0
467,los_angeles,large_office,5201055.269261844,46320.0,3B-CA,CAMX,0.053,11.55,112.28530374054068,AirCooledChiller,1569182.4616870855,0,18124057.432485837,3.4846884899683213,7.523075323765806e-05,0,0
468,los_angeles,medium_office,299648.52896584,4982.0,3B-CA,CAMX,0.053,11.55,60.146232229193096,AirCooledChiller,90405.34891109972,0,1044181.7799232018,3.4846884899683213,0.0006994557386528143,0,0
469,los_angeles,midrise_apartment,108282.11874416638,3135.0,3B-CA,CAMX,0.053,11.55,34.53975079558736,AirCooledChiller,32669.216697591306,0,377329.4528571796,3.4846884899683217,0.0011115433779803259,0,0
470,los_angeles,outpatient_healthcare,1193160.9061363568,3804.0,3B-CA,CAMX,0.053,11.55,313.6595441998835,AirCooledChiller,359982.17110766534,0,4157794.076293535,3.4846884899683213,0.0009160590141872559,0,0
471,los_angeles,primary_school,306507.7587393288,6871.0,3B-CA,CAMX,0.053,11.55,44.6089009953906,AirCooledChiller,92474.81029999362,0,1068084.0589649265,3.484688489968322,0.000507158854601706,0,0
472,los_angeles,quick_service_restaurant,10498.060752268371,232.0,3B-CA,CAMX,0.053,11.55,45.25026186322574,AirCooledChiller,3167.3135472223175,0,36582.47147041777,3.4846884899683213,0.015020209008484144,0,0
473,los_angeles,secondary_school,3890804.18388832,19592.0,3B-CA,CAMX,0.053,11.55,198.5914752903389,AirCooledChiller,1173873.6412394992,0,13558240.556316217,3.4846884899683217,0.00017786282615191515,0,0
474,los_angeles,small_hotel,372311.7496972682,4014.0,3B-CA,CAMX,0.053,11.55,92.75330087126761,AirCooledChiller,112328.17912121533,0,1297390.468850037,3.4846884899683213,0.0008681336547006281,0,0
475,los_angeles,small_office,15527.703098261163,511.0,3B-CA,CAMX,0.053,11.55,30.386894517145134,AirCooledChiller,4684.779936117413,0,54109.20826215612,3.4846884899683217,0.006819351252384191,0,0
476,los_angeles,stand_alone_retail,48992.813580872746,2294.0,3B-CA,CAMX,0.053,11.55,21.356937044844265,AirCooledChiller,14781.358751206139,0,170724.6935764309,3.4846884899683213,0.0015190446774055455,0,0
477,los_angeles,strip_mall,46946.7489530504,2090.0,3B-CA,CAMX,0.053,11.55,22.46255930767962,AirCooledChiller,14164.05157732702,0,163594.79571812708,3.4846884899683213,0.0016673150669704886,0,0
478,los_angeles,supermarket,29681.180776676327,4181.0,3B-CA,CAMX,0.053,11.55,7.0990626110204085,AirCooledChiller,8954.949698801125,0,103429.66902115301,3.4846884899683217,0.0008334581415853436,0,0
479,los_angeles,warehouse,2946.974771180612,4835.0,3B-CA,CAMX,0.053,11.55,0.6095087427467657,AirCooledChiller,889.1159363948144,0,10269.289065360108,3.4846884899683217,0.0007207215077493943,0,0
480,san_francisco,full_service_restaurant,11326.412683080798,569.52,3C,CAMX,0.053,11.55,19.887646936158166,AirCooledChiller,3417.231160983798,0,39469.01990936287,3.4846884899683213,0.006118641118781292,0,0
481,san_francisco,hospital,13677543.281808356,22422.0,3C,CAMX,0.053,11.55,610.0054982520898,AirCooledChiller,4126578.1510962006,0,47661977.64516112,3.4846884899683217,0.0001554138118797753,0,0
482,san_francisco,large_hotel,2900597.843419503,11345.0,3C,CAMX,0.053,11.55,255.6719121568535,AirCooledChiller,875123.8025100327,0,10107679.918990878,3.4846884899683217,0.0003071563234877322,0,0
483,san_francisco,large_office,3282700.888418669,46320.0,3C,CAMX,0.053,11.55,70.87005372233742,AirCooledChiller,990406.0607689453,0,11439190.001881318,3.4846884899683213,7.523075323765806e-05,0,0
484,san_francisco,medium_office,170053.08318796114,4982.0,3C,CAMX,0.053,11.55,34.13349722761163,AirCooledChiller,51305.80274187997,0,592582.0216687137,3.4846884899683217,0.0006994557386528145,0,0
485,san_francisco,midrise_apartment,68170.2860357162,3135.0,3C,CAMX,0.053,11.55,21.744907826384754,AirCooledChiller,20567.291004892504,0,237552.21110650845,3.4846884899683217,0.0011115433779803259,0,0
486,san_francisco,outpatient_healthcare,935618.1339681876,3804.0,3C,CAMX,0.053,11.55,245.95639694221546,AirCooledChiller,282280.32402117597,0,3260337.7424445827,3.4846884899683217,0.000916059014187256,0,0
487,san_francisco,primary_school,185266.11317057564,6871.0,3C,CAMX,0.053,11.55,26.963486125829668,AirCooledChiller,55895.64434170332,0,645594.6921466734,3.4846884899683217,0.000507158854601706,0,0
488,san_francisco,quick_service_restaurant,3472.5962586700903,232.0,3C,CAMX,0.053,11.55,14.968087321853837,AirCooledChiller,1047.6983734107982,0,12100.916212894721,3.4846884899683217,0.015020209008484145,0,0
489,san_francisco,secondary_school,2586770.5593144875,19592.0,3C,CAMX,0.053,11.55,132.03198036517392,AirCooledChiller,780440.6575092737,0,9014089.594232112,3.4846884899683217,0.00017786282615191515,0,0
490,san_francisco,small_hotel,271737.0067503561,4014.0,3C,CAMX,0.053,11.55,67.69731109874343,AirCooledChiller,81984.31339579307,0,946918.81972141,3.4846884899683217,0.0008681336547006282,0,0
491,san_francisco,small_office,7105.732828875942,511.0,3C,CAMX,0.053,11.55,13.905543696430415,AirCooledChiller,2143.832502300782,0,24761.265401574034,3.4846884899683213,0.00681935125238419,0,0
492,san_francisco,stand_alone_retail,12249.044525333578,2294.0,3C,CAMX,0.053,11.55,5.339600926474969,AirCooledChiller,3695.5934606527617,0,42684.1044705394,3.4846884899683213,0.0015190446774055455,0,0
493,san_francisco,strip_mall,12205.81489322058,2090.0,3C,CAMX,0.053,11.55,5.840102819722766,AirCooledChiller,3682.550880440664,0,42533.46266908967,3.4846884899683213,0.0016673150669704886,0,0
494,san_francisco,supermarket,8628.03831147981,4181.0,3C,CAMX,0.053,11.55,2.0636303065007917,AirCooledChiller,2603.1191164518964,0,30066.025795019406,3.4846884899683217,0.0008334581415853436,0,0
495,san_francisco,warehouse,1529.0296860804071,4835.0,3C,CAMX,0.053,11.55,0.31624192059574086,AirCooledChiller,461.3153374808892,0,5328.19214790427,3.4846884899683213,0.0007207215077493943,0,0
496,baltimore,full_service_restaurant,94354.6876052642,569.52,4A,NEWE,0.053,8.08,165.6740546517492,AirCooledChiller,28467.246222737733,0,230015.34947972087,2.4377734198219945,0.004280400020757822,0,0
497,baltimore,hospital,16332923.58797378,22422.0,4A,NEWE,0.053,8.08,728.4329492451067,AirCooledChiller,4927718.686973535,0,39815966.99074617,2.437773419821995,0.00010872238960940125,0,0
498,baltimore,large_hotel,3297171.8709036363,11345.0,4A,NEWE,0.053,8.08,290.6277541563364,AirCooledChiller,994772.0232021833,0,8037757.9474736415,2.4377734198219945,0.00021487645833600657,0,0
499,baltimore,large_office,5800386.858040384,46320.0,4A,NEWE,0.053,8.08,125.22424132211538,AirCooledChiller,1750003.5776257005,0,14140028.90721566,2.4377734198219945,5.262895984071663e-05,0,0
500,baltimore,medium_office,407672.0136246548,4982.0,4A,NEWE,0.053,8.08,81.82898707841325,AirCooledChiller,122996.53450736305,0,993811.9988194935,2.4377734198219945,0.0004893162223649126,0,0
501,baltimore,midrise_apartment,133634.22680022588,3135.0,4A,NEWE,0.053,8.08,42.626547623676515,AirCooledChiller,40318.065107927556,0,325769.96607205464,2.4377734198219945,0.0007775991769767127,0,0
502,baltimore,outpatient_healthcare,1255467.9023741249,3804.0,4A,NEWE,0.053,8.08,330.0388807502957,AirCooledChiller,378780.48042664805,0,3060546.2818473163,2.4377734198219945,0.0006408447475872751,0,0
503,baltimore,primary_school,437185.9414027138,6871.0,4A,NEWE,0.053,8.08,63.627702139821544,AirCooledChiller,131901.02320190493,0,1065760.267471392,2.437773419821995,0.0003547916489334878,0,0
504,baltimore,quick_service_restaurant,38096.9091924772,232.0,4A,NEWE,0.053,8.08,164.21081548481553,AirCooledChiller,11494.013936484296,0,92871.63260679311,2.437773419821994,0.01050764405095687,0,0
505,baltimore,secondary_school,5208023.774135944,19592.0,4A,NEWE,0.053,8.08,265.8239982715366,AirCooledChiller,1571284.8918799048,0,12695981.92638963,2.4377734198219945,0.00012442698141190253,0,0
