,city,building,CoolingDemand_kWh,floor_area_m^2,climate_zone,eGRID_subregion,w4e_intensity (L/kWh),CoolingDemand_intensity_kWh/sqm,chiller_type,Cooling_ElecDemand_kWh,annual_water_consumption_L,WaterConsumption_intensity_L/kWh,WaterConsumption_intensity L_per_kWh_sqm
151,los_angeles,primary_school,306507.7587393288,6871.0,3B-CA,CAMX,11.55,44.6089009953906,AirCooledChiller,90149.34080568496,1041224.8863056613,3.397058823529412,0.000494405301052163
152,los_angeles,quick_service_restaurant,10498.060752268371,232.0,3B-CA,CAMX,11.55,45.25026186322574,AirCooledChiller,3087.6649271377564,35662.52990844109,3.397058823529412,0.014642494929006086
153,los_angeles,secondary_school,3890804.18388832,19592.0,3B-CA,CAMX,11.55,198.5914752903389,AirCooledChiller,1144354.1717318587,13217290.68350297,3.397058823529412,0.00017339009920015375
154,los_angeles,small_hotel,372311.7496972682,4014.0,3B-CA,CAMX,11.55,92.75330087126761,AirCooledChiller,109503.45579331418,1264764.9144127788,3.397058823529412,0.0008463026466191859
155,los_angeles,small_office,15527.703098261163,511.0,3B-CA,CAMX,11.55,30.386894517145134,AirCooledChiller,4566.971499488577,52748.52081909307,3.397058823529412,0.006647864625302176
156,los_angeles,stand_alone_retail,48992.813580872746,2294.0,3B-CA,CAMX,11.55,21.356937044844265,AirCooledChiller,14409.651053197867,166431.46966443537,3.397058823529412,0.001480845171547259
157,los_angeles,strip_mall,46946.7489530504,2090.0,3B-CA,CAMX,11.55,22.46255930767962,AirCooledChiller,13807.867339132472,159480.86776698005,3.397058823529412,0.001625386996904025
158,los_angeles,supermarket,29681.180776676327,4181.0,3B-CA,CAMX,11.55,7.0990626110204085,AirCooledChiller,8729.759051963625,100828.71705017988,3.397058823529412,0.0008124991206719474
159,los_angeles,warehouse,2946.974771180612,4835.0,3B-CA,CAMX,11.55,0.6095087427467657,AirCooledChiller,866.7572856413566,10011.04664915767,3.3970588235294126,0.0007025974815986376
160,miami,full_service_restaurant,333075.1009053597,569.52,1A,FRCC,10.81,584.8347747319843,AirCooledChiller,97963.26497216463,1058982.8943490996,3.1794117647058826,0.005582616527436934
161,miami,hospital,18181533.961485557,22422.0,1A,FRCC,10.81,810.8792240427061,AirCooledChiller,5347509.988672223,57806582.97754673,3.1794117647058826,0.00014179875857220063
162,miami,large_hotel,4501829.695100983,11345.0,1A,FRCC,10.81,396.81178449545905,AirCooledChiller,1324067.557382642,14313170.295306362,3.179411764705883,0.00028024784175459524
163,miami,large_office,10589690.60717502,46320.0,1A,FRCC,10.81,228.62026354004794,AirCooledChiller,3114614.8844632413,33668986.90104764,3.1794117647058826,6.86401503606624e-05
164,miami,medium_office,920468.298026496,4982.0,1A,FRCC,10.81,184.75879125381292,AirCooledChiller,270725.97000779293,2926547.735784242,3.1794117647058826,0.0006381798002219756
165,miami,midrise_apartment,405308.6893941922,3135.0,1A,FRCC,10.81,129.28506838730215,AirCooledChiller,119208.43805711536,1288643.215397417,3.1794117647058826,0.0010141664321230886
166,miami,outpatient_healthcare,2215771.0834806184,3804.0,1A,FRCC,10.81,582.4845119559985,AirCooledChiller,651697.3774942996,7044848.650713379,3.1794117647058826,0.0008358075091235233
167,miami,primary_school,1356672.9030103134,6871.0,1A,FRCC,10.81,197.4491199258206,AirCooledChiller,399021.4420618569,4313421.788688674,3.179411764705883,0.00046272911726180806
168,miami,quick_service_restaurant,134955.77569957165,232.0,1A,FRCC,10.81,581.705929739533,AirCooledChiller,39692.87520575637,429079.9809742264,3.1794117647058826,0.013704361054766735
169,miami,secondary_school,13001265.61455965,19592.0,1A,FRCC,10.81,663.6007357370177,AirCooledChiller,3823901.6513410737,41336376.85099701,3.1794117647058826,0.0001622811231475032
170,miami,small_hotel,882641.2277602147,4014.0,1A,FRCC,10.81,219.8906895267102,AirCooledChiller,259600.3611059455,2806279.903555271,3.1794117647058826,0.0007920806588704242
171,miami,small_office,77860.89656315124,511.0,1A,FRCC,10.81,152.36966059325096,AirCooledChiller,22900.263695044483,247551.85054343086,3.1794117647058826,0.0062219408311269715
172,miami,stand_alone_retail,494478.4787146058,2294.0,1A,FRCC,10.81,215.55295497585257,AirCooledChiller,145434.8466807664,1572150.6926190848,3.179411764705882,0.0013859685112057028
173,miami,strip_mall,395947.9090670562,2090.0,1A,FRCC,10.81,189.44876031916564,AirCooledChiller,116455.2673726636,1258881.4402984935,3.1794117647058826,0.0015212496481846328
174,miami,supermarket,431613.5990947973,4181.0,1A,FRCC,10.81,103.23214520325216,AirCooledChiller,126945.17620435214,1372277.3547690467,3.1794117647058826,0.0007604428999535716
175,miami,warehouse,417101.7668191348,4835.0,1A,FRCC,10.81,86.26716997293377,AirCooledChiller,122676.99024092201,1326138.264504367,3.1794117647058826,0.0006575825780156944
176,minneapolis,full_service_restaurant,58445.38786568652,569.52,6A,MROW,6.48,102.6221868690942,AirCooledChiller,17189.819960496035,111390.03334401431,1.9058823529411766,0.0033464713318955906
177,minneapolis,hospital,12220318.45247957,22422.0,6A,MROW,6.48,545.014648670037,AirCooledChiller,3594211.3095528143,23290489.28590224,1.9058823529411766,8.500055092949677e-05
178,minneapolis,large_hotel,2759755.958306853,11345.0,6A,MROW,6.48,243.25746657618802,AirCooledChiller,811692.9289137804,5259770.179361297,1.9058823529411766,0.00016799315583439193
179,minneapolis,large_office,3170163.0869383183,46320.0,6A,MROW,6.48,68.4404811515181,AirCooledChiller,932400.9079230349,6041957.883341266,1.9058823529411766,4.114599207558671e-05
180,minneapolis,medium_office,234904.38351073337,4982.0,6A,MROW,6.48,47.15061893029574,AirCooledChiller,69089.5245619804,447700.1191616331,1.9058823529411768,0.0003825536637778356
181,minneapolis,midrise_apartment,91041.63081959124,3135.0,6A,MROW,6.48,29.040392605930222,AirCooledChiller,26776.95024105625,173514.63756204452,1.9058823529411768,0.0006079369546861808
182,minneapolis,outpatient_healthcare,859087.7428124285,3804.0,6A,MROW,6.48,225.8379975847604,AirCooledChiller,252672.8655330672,1637320.1686542756,1.9058823529411766,0.0005010205975134533
183,minneapolis,primary_school,252154.34036805452,6871.0,6A,MROW,6.48,36.69834672799513,AirCooledChiller,74163.04128472191,480576.50752499804,1.9058823529411766,0.0002773806364344603
184,minneapolis,quick_service_restaurant,23566.730710415573,232.0,6A,MROW,6.48,101.58073582075679,AirCooledChiller,6931.391385416346,44915.41617749792,1.9058823529411768,0.008215010141987831
185,minneapolis,secondary_school,3210837.308788474,19592.0,6A,MROW,6.48,163.88512192672897,AirCooledChiller,944363.9143495513,6119478.164985093,1.9058823529411768,9.727860110969666e-05
186,minneapolis,small_hotel,282436.0612098215,4014.0,6A,MROW,6.48,70.36274569253152,AirCooledChiller,83069.42976759456,538289.9048940127,1.9058823529411764,0.00047480875758375095
187,minneapolis,small_office,14392.478470317685,511.0,6A,MROW,6.48,28.165319902774336,AirCooledChiller,4233.081903034613,27430.370731664294,1.9058823529411766,0.003729711062507195
188,minneapolis,stand_alone_retail,72166.95675186455,2294.0,6A,MROW,6.48,31.459004686950543,AirCooledChiller,21225.57551525428,137541.72933884774,1.9058823529411766,0.0008308118365044361
189,minneapolis,strip_mall,66433.46329682377,2090.0,6A,MROW,6.48,31.786346075035297,AirCooledChiller,19539.25391083052,126614.36534218179,1.9058823529411766,0.000911905432029271
190,minneapolis,supermarket,71679.7319896904,4181.0,6A,MROW,6.48,17.144159767924037,AirCooledChiller,21082.274114614822,136613.13626270407,1.9058823529411768,0.00045584366250685883
191,minneapolis,warehouse,14570.77077760158,4835.0,6A,MROW,6.48,3.013603056380885,AirCooledChiller,4285.520816941641,27770.174893781834,1.9058823529411764,0.00039418456110469006
192,phoenix,full_service_restaurant,266638.07857127185,569.52,2B,AZNM,11.68,468.1803599017978,AirCooledChiller,78422.96428566819,915980.2228566044,3.4352941176470586,0.006031911289589582
193,phoenix,hospital,16674461.267935596,22422.0,2B,AZNM,11.68,743.6652068475424,AirCooledChiller,4904253.314098705,57281678.708672866,3.4352941176470586,0.0001532108695766238
194,phoenix,large_hotel,3981322.8122200817,11345.0,2B,AZNM,11.68,350.93193585016144,AirCooledChiller,1170977.2977117887,13677014.83727369,3.4352941176470586,0.00030280247841754594
195,phoenix,large_office,8387812.171068958,46320.0,2B,AZNM,11.68,181.0840278728186,AirCooledChiller,2467003.579726164,28814601.8112016,3.435294117647059,7.416438077821803e-05
196,phoenix,medium_office,838239.4245932477,4982.0,2B,AZNM,11.68,168.2535978709851,AirCooledChiller,246541.00723330816,2879598.9644850395,3.435294117647059,0.0006895411717477035
197,phoenix,midrise_apartment,365488.4260348538,3135.0,2B,AZNM,11.68,116.58322999516868,AirCooledChiller,107496.59589260406,1255560.2400256153,3.4352941176470586,0.0010957875973355848
198,phoenix,outpatient_healthcare,1924976.0250693748,3804.0,2B,AZNM,11.68,506.03996452927834,AirCooledChiller,566169.4191380515,6612858.815532441,3.435294117647059,0.000903074163419311
199,phoenix,primary_school,1117634.0042763494,6871.0,2B,AZNM,11.68,162.6595843801993,AirCooledChiller,328715.883610691,3839401.520572871,3.4352941176470586,0.0004999700360423605
200,phoenix,quick_service_restaurant,119619.07263903388,232.0,2B,AZNM,11.68,515.5994510303185,AirCooledChiller,35182.08018795114,410926.6965952693,3.4352941176470586,0.014807302231237322
201,phoenix,secondary_school,11281158.855991058,19592.0,2B,AZNM,11.68,575.8043515716138,AirCooledChiller,3317987.8988208994,38754098.65822811,3.435294117647059,0.00017534167607426802
202,phoenix,small_hotel,733770.7055353516,4014.0,2B,AZNM,11.68,182.8028663516073,AirCooledChiller,215814.9133927505,2520718.188427326,3.435294117647059,0.0008558281309534278
203,phoenix,small_office,71996.84106732268,511.0,2B,AZNM,11.68,140.89401383037705,AirCooledChiller,21175.541490389023,247330.3246077438,3.435294117647059,0.0067226890756302525
204,phoenix,stand_alone_retail,401983.2397528322,2294.0,2B,AZNM,11.68,175.23244976147873,AirCooledChiller,118230.36463318595,1380930.658915612,3.435294117647059,0.0014975126929586133
205,phoenix,strip_mall,314040.5657171544,2090.0,2B,AZNM,11.68,150.25864388380595,AirCooledChiller,92364.8722697513,1078821.7081106952,3.435294117647059,0.0016436813960033776
206,phoenix,supermarket,476932.2068895614,4181.0,2B,AZNM,11.68,114.07132429790992,AirCooledChiller,140274.17849692982,1638402.4048441402,3.4352941176470586,0.0008216441324197701
207,phoenix,warehouse,157690.34950958707,4835.0,2B,AZNM,11.68,32.61434322845648,AirCooledChiller,46379.51456164326,541712.7300799933,3.435294117647059,0.0007105055052010463
208,san_francisco,full_service_restaurant,11326.412683080798,569.52,3C,CAMX,11.55,19.887646936158166,AirCooledChiller,3331.2978479649405,38476.49014399506,3.3970588235294117,0.005964775290647232
209,san_francisco,hospital,13677543.281808356,22422.0,3C,CAMX,11.55,610.0054982520898,AirCooledChiller,4022806.847590693,46463419.089672506,3.397058823529412,0.00015150561161044563
210,san_francisco,large_hotel,2900597.843419503,11345.0,3C,CAMX,11.55,255.6719121568535,AirCooledChiller,853117.0127704421,9853501.497498607,3.397058823529412,0.00029943224535296714
211,san_francisco,large_office,3282700.888418669,46320.0,3C,CAMX,11.55,70.87005372233742,AirCooledChiller,965500.2612996085,11151528.018010478,3.3970588235294117,7.333892106065224e-05
212,san_francisco,medium_office,170053.08318796114,4982.0,3C,CAMX,11.55,34.13349722761163,AirCooledChiller,50015.61270234151,577680.3267120444,3.3970588235294117,0.0006818664840484567
213,san_francisco,midrise_apartment,68170.2860357162,3135.0,3C,CAMX,11.55,21.744907826384754,AirCooledChiller,20050.084128151822,231578.47168015357,3.397058823529412,0.00108359133126935
214,san_francisco,outpatient_healthcare,935618.1339681876,3804.0,3C,CAMX,11.55,245.95639694221546,AirCooledChiller,275181.80410829047,3178349.8374507553,3.397058823529412,0.0008930228242716646
215,san_francisco,primary_school,185266.11317057564,6871.0,3C,CAMX,11.55,26.963486125829668,AirCooledChiller,54490.033285463425,629359.8844471026,3.3970588235294117,0.000494405301052163
216,san_francisco,quick_service_restaurant,3472.5962586700903,232.0,3C,CAMX,11.55,14.968087321853837,AirCooledChiller,1021.3518407853207,11796.613761070455,3.397058823529412,0.014642494929006086
217,san_francisco,secondary_school,2586770.5593144875,19592.0,3C,CAMX,11.55,132.03198036517392,AirCooledChiller,760814.870386614,8787411.752965393,3.397058823529412,0.00017339009920015375
218,san_francisco,small_hotel,271737.0067503561,4014.0,3C,CAMX,11.55,67.69731109874343,AirCooledChiller,79922.64904422239,923106.5964607686,3.3970588235294117,0.0008463026466191858
219,san_francisco,small_office,7105.732828875942,511.0,3C,CAMX,11.55,13.905543696430415,AirCooledChiller,2089.92142025763,24138.59240397563,3.397058823529412,0.006647864625302176
220,san_francisco,stand_alone_retail,12249.044525333578,2294.0,3C,CAMX,11.55,5.339600926474969,AirCooledChiller,3602.660154509876,41610.724784589074,3.397058823529412,0.001480845171547259
221,san_francisco,strip_mall,12205.81489322058,2090.0,3C,CAMX,11.55,5.840102819722766,AirCooledChiller,3589.9455568295825,41463.87118138168,3.3970588235294117,0.0016253869969040248
222,san_francisco,supermarket,8628.03831147981,4181.0,3C,CAMX,11.55,2.0636303065007917,AirCooledChiller,2537.6583269058265,29309.9536757623,3.397058823529412,0.0008124991206719474
223,san_francisco,warehouse,1529.0296860804071,4835.0,3C,CAMX,11.55,0.31624192059574086,AirCooledChiller,449.71461355306093,5194.203786537854,3.397058823529412,0.0007025974815986375
224,seattle,full_service_restaurant,15625.237092130605,569.52,4C,NWPP,11.15,27.435800484847952,AirCooledChiller,4595.657968273707,51241.58634625184,3.2794117647058827,0.005758202986209234
225,seattle,hospital,13382720.384986538,22422.0,4C,NWPP,11.15,596.8566758088724,AirCooledChiller,3936094.2308783936,43887450.67429409,3.2794117647058827,0.0001462586640222051
226,seattle,large_hotel,2635595.468856204,11345.0,4C,NWPP,11.15,232.31339522751907,AirCooledChiller,775175.1378988835,8643202.787572552,3.2794117647058827,0.0002890622974619553
227,seattle,large_office,2131356.627606736,46320.0,4C,NWPP,11.15,46.01374411931641,AirCooledChiller,626869.5963549224,6989595.999357385,3.2794117647058827,7.079904500660368e-05
228,seattle,medium_office,123303.73380321776,4982.0,4C,NWPP,11.15,24.749846206988714,AirCooledChiller,36265.80405976993,404363.7152664347,3.2794117647058822,0.0006582520603584669
229,seattle,midrise_apartment,43240.35910257597,3135.0,4C,NWPP,11.15,13.792778023150229,AirCooledChiller,12717.752677228225,141802.9423510947,3.2794117647058822,0.0010460643587578572
230,seattle,outpatient_healthcare,806348.7142857026,3804.0,4C,NWPP,11.15,211.97389965449594,AirCooledChiller,237161.3865546184,2644349.460083995,3.2794117647058822,0.0008620956268942908
231,seattle,primary_school,101668.41028054242,6871.0,4C,NWPP,11.15,14.796741417630974,AirCooledChiller,29902.47361192424,333412.5807729553,3.2794117647058827,0.000477283039543863
232,seattle,quick_service_restaurant,5063.349115665304,232.0,4C,NWPP,11.15,21.82478067097114,AirCooledChiller,1489.2203281368543,16604.806658725927,3.2794117647058827,0.014135395537525356
233,seattle,secondary_school,1407931.6389288325,19592.0,4C,NWPP,11.15,71.86257854883792,AirCooledChiller,414097.5408614213,4617187.5806048475,3.2794117647058822,0.0001673852472798021
234,seattle,small_hotel,209813.83973616484,4014.0,4C,NWPP,11.15,52.27051313805801,AirCooledChiller,61709.9528635779,688065.9744288936,3.279411764705883,0.0008169934640522878
235,seattle,small_office,5982.7171709288405,511.0,4C,NWPP,11.15,11.707861391250177,AirCooledChiller,1759.622697332012,19619.793075251935,3.2794117647058827,0.006417635547369634
236,seattle,stand_alone_retail,17188.440398590796,2294.0,4C,NWPP,11.15,7.492781342018655,AirCooledChiller,5055.423646644352,56367.97366008452,3.2794117647058822,0.0014295604902815528
237,seattle,strip_mall,17693.59298662469,2090.0,4C,NWPP,11.15,8.465833964892196,AirCooledChiller,5203.997937242557,58024.57700025451,3.2794117647058827,0.001569096538136786
238,seattle,supermarket,14366.342170966967,4181.0,4C,NWPP,11.15,3.4361019303915254,AirCooledChiller,4225.3947561667555,47113.151531259326,3.2794117647058827,0.0007843606229863388
239,seattle,warehouse,3078.085706382475,4835.0,4C,NWPP,11.15,0.6366257924265719,AirCooledChiller,905.3193254066103,10094.310478283705,3.2794117647058822,0.000678265101283533
