,city,building,CoolingDemand_kWh,floor_area_m^2,climate_zone,eGRID_subregion,w4e_intensity (L/kWh),CoolingDemand_intensity_kWh/sqm,chiller_type,Cooling_ElecDemand_kWh,annual_water_consumption_L,WaterConsumption_intensity_L/kWh,WaterConsumption_intensity L_per_kWh_sqm
104,helena,quick_service_restaurant,11639.12792802128,232.0,6B,NWPP,11.15,50.16865486216069,AirCooledChiller,3423.272920006259,38169.49305806979,3.2794117647058827,0.014135395537525356
105,helena,secondary_school,1390130.1998339577,19592.0,6B,NWPP,11.15,70.95397100009993,AirCooledChiller,408861.8234805758,4558809.331808421,3.2794117647058827,0.0001673852472798021
106,helena,small_hotel,196149.2408074083,4014.0,6B,NWPP,11.15,48.866278228053886,AirCooledChiller,57690.9531786495,643254.127941942,3.2794117647058827,0.0008169934640522877
107,helena,small_office,8098.410697059278,511.0,6B,NWPP,11.15,15.848161833775496,AirCooledChiller,2381.885499135082,26558.023315356164,3.2794117647058827,0.006417635547369634
108,helena,stand_alone_retail,31493.993898466186,2294.0,6B,NWPP,11.15,13.72885523036887,AirCooledChiller,9262.939381901819,103281.77410820528,3.2794117647058822,0.0014295604902815528
109,helena,strip_mall,29103.87339723101,2090.0,6B,NWPP,11.15,13.925298276187087,AirCooledChiller,8559.962763891474,95443.58481738993,3.2794117647058822,0.0015690965381367859
110,helena,supermarket,36598.029982774366,4181.0,6B,NWPP,11.15,8.7534154467291,AirCooledChiller,10764.126465521873,120020.01009056889,3.2794117647058827,0.0007843606229863388
111,helena,warehouse,7519.834070984672,4835.0,6B,NWPP,11.15,1.555291431434265,AirCooledChiller,2211.715903230786,24660.632321023262,3.2794117647058827,0.0006782651012835332
112,houston,full_service_restaurant,234795.52030166617,569.52,2A,ERCT,5.86,412.26913945369114,AirCooledChiller,69057.50597107828,404676.9849905188,1.723529411764706,0.0030262842600166915
113,houston,hospital,18556071.28920018,22422.0,2A,ERCT,5.86,827.5832347337516,AirCooledChiller,5457668.026235347,31981934.633739132,1.723529411764706,7.686778216772394e-05
114,houston,large_hotel,3829362.368251737,11345.0,2A,ERCT,5.86,337.537449823864,AirCooledChiller,1126283.049485805,6600018.669986818,1.723529411764706,0.00015191973660332356
115,houston,large_office,8672765.267591411,46320.0,2A,ERCT,5.86,187.23586501708573,AirCooledChiller,2550813.313997474,14947766.0200252,1.7235294117647062,3.720918419181144e-05
116,houston,medium_office,729910.741203094,4982.0,2A,ERCT,5.86,146.50958273847732,AirCooledChiller,214679.6297656159,1258022.630426509,1.7235294117647058,0.00034595130705835123
117,houston,midrise_apartment,286310.58942129154,3135.0,2A,ERCT,5.86,91.32714176117753,AirCooledChiller,84208.99688861516,493464.72176728485,1.723529411764706,0.0005497701472933672
118,houston,outpatient_healthcare,1850098.4989864696,3804.0,2A,ERCT,5.86,486.356072288767,AirCooledChiller,544146.6173489616,3188699.1776649156,1.723529411764706,0.0004530834415785242
119,houston,primary_school,978606.1960831732,6871.0,2A,ERCT,5.86,142.4255852253199,AirCooledChiller,287825.3517891686,1686656.5614845282,1.7235294117647062,0.0002508411310965953
120,houston,quick_service_restaurant,96539.23317992152,232.0,2A,ERCT,5.86,416.1173843962134,AirCooledChiller,28393.892111741625,166388.20777480592,1.723529411764706,0.0074290060851926985
121,houston,secondary_school,9826665.830957824,19592.0,2A,ERCT,5.86,501.5652220782883,AirCooledChiller,2890195.8326346544,16936547.579239074,1.723529411764706,8.797108063315159e-05
122,houston,small_hotel,672384.7755477133,4014.0,2A,ERCT,5.86,167.50990920471182,AirCooledChiller,197760.22810226862,1158874.936679294,1.723529411764706,0.0004293795246050588
123,houston,small_office,53903.80669190545,511.0,2A,ERCT,5.86,105.48690154971712,AirCooledChiller,15854.060791736896,92904.79623957822,1.7235294117647062,0.0033728559917117536
124,houston,stand_alone_retail,347604.700222829,2294.0,2A,ERCT,5.86,151.52776818780688,AirCooledChiller,102236.67653612618,599106.9245016994,1.7235294117647058,0.0007513205805425918
125,houston,strip_mall,283609.45215008274,2090.0,2A,ERCT,5.86,135.6983024641544,AirCooledChiller,83414.54475002433,488809.2322351426,1.723529411764706,0.0008246552209400507
126,houston,supermarket,343831.0932244791,4181.0,2A,ERCT,5.86,82.23656857796678,AirCooledChiller,101126.7921248468,592603.0018516023,1.7235294117647062,0.00041222899109416556
127,houston,warehouse,83300.38506025884,4835.0,2A,ERCT,5.86,17.228621522287245,AirCooledChiller,24500.113253017305,143570.6636626814,1.723529411764706,0.0003564693716162784
128,las_vegas,full_service_restaurant,184634.0328775405,569.52,3B,NWPP,11.15,324.19236001815653,AirCooledChiller,54304.12731692368,605491.0195836991,3.2794117647058827,0.005758202986209234
129,las_vegas,hospital,13887915.13610575,22422.0,3B,NWPP,11.15,619.3878840471747,AirCooledChiller,4084680.922384044,45544192.28458209,3.2794117647058827,0.0001462586640222051
130,las_vegas,large_hotel,3394095.889421924,11345.0,3B,NWPP,11.15,299.1710788384243,AirCooledChiller,998263.4968888012,11130637.990310134,3.2794117647058827,0.0002890622974619553
131,las_vegas,large_office,4798931.815992812,46320.0,3B,NWPP,11.15,103.60388203784136,AirCooledChiller,1411450.5341155329,15737673.455388192,3.2794117647058827,7.079904500660368e-05
132,las_vegas,medium_office,563422.4861275083,4982.0,3B,NWPP,11.15,113.09162708300047,AirCooledChiller,165712.4959198554,1847694.3295063877,3.2794117647058822,0.0006582520603584669
133,las_vegas,midrise_apartment,235897.69653576487,3135.0,3B,NWPP,11.15,75.24647417408768,AirCooledChiller,69381.67545169556,773605.6812864054,3.2794117647058827,0.0010460643587578574
134,las_vegas,outpatient_healthcare,1452956.351084027,3804.0,3B,NWPP,11.15,381.95487673081675,AirCooledChiller,427340.1032600079,4764842.151349088,3.2794117647058822,0.0008620956268942908
135,las_vegas,primary_school,704862.1573835402,6871.0,3B,NWPP,11.15,102.58509058121673,AirCooledChiller,207312.399230453,2311533.251419551,3.2794117647058827,0.000477283039543863
136,las_vegas,quick_service_restaurant,80058.85992826993,232.0,3B,NWPP,11.15,345.0812927942669,AirCooledChiller,23546.723508314684,262545.96711770876,3.2794117647058827,0.014135395537525356
137,las_vegas,secondary_school,6715688.039868019,19592.0,3B,NWPP,11.15,342.77705389281437,AirCooledChiller,1975202.3646670643,22023506.366037767,3.2794117647058822,0.0001673852472798021
138,las_vegas,small_hotel,516329.3981468685,4014.0,3B,NWPP,11.15,128.63213705701756,AirCooledChiller,151861.58769025546,1693256.7027463485,3.2794117647058827,0.0008169934640522877
139,las_vegas,small_office,35231.41060446147,511.0,3B,NWPP,11.15,68.9460090106878,AirCooledChiller,10362.179589547492,115538.30242345453,3.2794117647058827,0.006417635547369634
140,las_vegas,stand_alone_retail,216866.4138548047,2294.0,3B,NWPP,11.15,94.53636175013283,AirCooledChiller,63784.23936906021,711194.2689650214,3.2794117647058827,0.001429560490281553
141,las_vegas,strip_mall,203721.03072606,2090.0,3B,NWPP,11.15,97.47417738088996,AirCooledChiller,59917.95021354706,668085.1448810498,3.2794117647058822,0.0015690965381367859
142,las_vegas,supermarket,251168.3699391733,4181.0,3B,NWPP,11.15,60.07375506796779,AirCooledChiller,73873.0499821098,823684.5073005244,3.279411764705883,0.000784360622986339
143,las_vegas,warehouse,76466.8579176109,4835.0,3B,NWPP,11.15,15.815275680995017,AirCooledChiller,22490.25232870909,250766.3134651064,3.2794117647058827,0.0006782651012835332
144,los_angeles,full_service_restaurant,38089.07487112025,569.52,3B-CA,CAMX,11.55,66.87925774532984,AirCooledChiller,11202.66907974125,129390.82787101145,3.3970588235294126,0.005964775290647234
145,los_angeles,hospital,14675155.111352984,22422.0,3B-CA,CAMX,11.55,654.4980426078398,AirCooledChiller,4316222.091574407,49852365.15768441,3.397058823529412,0.00015150561161044563
146,los_angeles,large_hotel,3375500.7776277964,11345.0,3B-CA,CAMX,11.55,297.53202094559686,AirCooledChiller,992794.3463611166,11466774.700470898,3.397058823529412,0.00029943224535296714
147,los_angeles,large_office,5201055.269261844,46320.0,3B-CA,CAMX,11.55,112.28530374054068,AirCooledChiller,1529722.1380181897,17668290.69411009,3.397058823529412,7.333892106065225e-05
148,los_angeles,medium_office,299648.52896584,4982.0,3B-CA,CAMX,11.55,60.146232229193096,AirCooledChiller,88131.92028407058,1017923.6792810153,3.3970588235294117,0.0006818664840484567
149,los_angeles,midrise_apartment,108282.11874416638,3135.0,3B-CA,CAMX,11.55,34.53975079558736,AirCooledChiller,31847.681983578346,367840.72691032995,3.397058823529412,0.00108359133126935
150,los_angeles,outpatient_healthcare,1193160.9061363568,3804.0,3B-CA,CAMX,11.55,313.6595441998835,AirCooledChiller,350929.6782753991,4053237.7840808597,3.3970588235294126,0.0008930228242716647
