,city,building,CoolingDemand_kWh,floor_area_m^2,climate_zone,eGRID_subregion,fuel_type,w4e_intensity (L/kWh),CoolingDemand_intensity_kWh/sqm,chiller_type,Cooling_ElecDemand_kWh,annual_water_consumption_L,WaterConsumption_intensity_L/kWh,WaterConsumption_intensity L_per_kWh_sqm
90,duluth,small_hotel,201343.92396839635,4014.0,7,MROW,US Overall,0.268,50.16041952376591,AirCooledChiller,59218.8011671754,15870.638712803007,0.07882352941176471,1.96371523198218e-05
91,duluth,small_office,6775.2325370162425,511.0,7,MROW,US Overall,0.268,13.258772088094409,AirCooledChiller,1992.7154520636009,534.0477411530451,0.07882352941176472,0.00015425348221480376
92,duluth,stand_alone_retail,17937.922604426523,2294.0,7,MROW,US Overall,0.268,7.819495468363785,AirCooledChiller,5275.859589537213,1413.930369995973,0.07882352941176471,3.4360736448022976e-05
93,duluth,strip_mall,18636.69097990823,2090.0,7,MROW,US Overall,0.268,8.917077023879537,AirCooledChiller,5481.379699973009,1469.0097595927666,0.07882352941176471,3.77146073740501e-05
94,duluth,supermarket,30070.773701163613,4181.0,7,MROW,US Overall,0.268,7.192244367654536,AirCooledChiller,8844.345206224592,2370.2845152681907,0.07882352941176471,1.885279344935774e-05
95,duluth,warehouse,4273.803721536652,4835.0,7,MROW,US Overall,0.268,0.8839304491285733,AirCooledChiller,1257.0010945696035,336.8762933446538,0.07882352941176471,1.6302694811119898e-05
96,helena,full_service_restaurant,31112.259358516207,569.52,6B,NWPP,US Overall,0.268,54.628914451671946,AirCooledChiller,9150.66451721065,2452.378090612454,0.07882352941176471,0.0001384034439734596
97,helena,hospital,9878216.915685952,22422.0,6B,NWPP,US Overall,0.268,440.5591345859402,AirCooledChiller,2905357.916378221,778635.9215893632,0.07882352941176471,3.515454884121163e-06
98,helena,large_hotel,2313862.8035671627,11345.0,6B,NWPP,US Overall,0.268,203.95441194950752,AirCooledChiller,680547.8834021067,182386.8327517646,0.07882352941176471,6.947865086977938e-06
99,helena,large_office,1762237.745246437,46320.0,6B,NWPP,US Overall,0.268,38.04485633088163,AirCooledChiller,518305.2191901285,138905.79874295444,0.07882352941176471,1.701716956212537e-06
100,helena,medium_office,141310.74495293183,4982.0,6B,NWPP,US Overall,0.268,28.364260327766324,AirCooledChiller,41561.98380968583,11138.611660995803,0.07882352941176471,1.5821663872293198e-05
101,helena,midrise_apartment,51683.81207959626,3135.0,6B,NWPP,US Overall,0.268,16.48606445920136,AirCooledChiller,15201.121199881254,4073.9004815681765,0.07882352941176472,2.514307158270007e-05
102,helena,outpatient_healthcare,700573.9573911512,3804.0,6B,NWPP,US Overall,0.268,184.16770699031315,AirCooledChiller,206051.16393857388,55221.7119355378,0.07882352941176471,2.0721222242840356e-05
103,helena,primary_school,125032.0865252436,6871.0,6B,NWPP,US Overall,0.268,18.197072700515733,AirCooledChiller,36774.143095659885,9855.47034963685,0.07882352941176471,1.1471915210561012e-05
104,helena,quick_service_restaurant,11639.12792802128,232.0,6B,NWPP,US Overall,0.268,50.16865486216069,AirCooledChiller,3423.272920006259,917.4371425616774,0.07882352941176471,0.00033975659229208927
105,helena,secondary_school,1390130.1998339577,19592.0,6B,NWPP,US Overall,0.268,70.95397100009993,AirCooledChiller,408861.8234805758,109574.96869279433,0.07882352941176471,4.023250786635602e-06
106,helena,small_hotel,196149.2408074083,4014.0,6B,NWPP,US Overall,0.268,48.866278228053886,AirCooledChiller,57690.9531786495,15461.175451878067,0.07882352941176471,1.96371523198218e-05
107,helena,small_office,8098.410697059278,511.0,6B,NWPP,US Overall,0.268,15.848161833775496,AirCooledChiller,2381.885499135082,638.345313768202,0.07882352941176471,0.00015425348221480373
108,helena,stand_alone_retail,31493.993898466186,2294.0,6B,NWPP,US Overall,0.268,13.72885523036887,AirCooledChiller,9262.939381901819,2482.4677543496878,0.07882352941176471,3.4360736448022976e-05
109,helena,strip_mall,29103.87339723101,2090.0,6B,NWPP,US Overall,0.268,13.925298276187087,AirCooledChiller,8559.962763891474,2294.070020722915,0.07882352941176471,3.77146073740501e-05
110,helena,supermarket,36598.029982774366,4181.0,6B,NWPP,US Overall,0.268,8.7534154467291,AirCooledChiller,10764.126465521873,2884.7858927598622,0.07882352941176472,1.8852793449357742e-05
111,helena,warehouse,7519.834070984672,4835.0,6B,NWPP,US Overall,0.268,1.555291431434265,AirCooledChiller,2211.715903230786,592.7398620658506,0.07882352941176471,1.6302694811119898e-05
112,houston,full_service_restaurant,234795.52030166617,569.52,2A,ERCT,US Overall,0.268,412.26913945369114,AirCooledChiller,69057.50597107828,18507.41160024898,0.0788235294117647,0.00013840344397345958
113,houston,hospital,18556071.28920018,22422.0,2A,ERCT,US Overall,0.268,827.5832347337516,AirCooledChiller,5457668.026235347,1462655.031031073,0.07882352941176471,3.515454884121163e-06
114,houston,large_hotel,3829362.368251737,11345.0,2A,ERCT,US Overall,0.268,337.537449823864,AirCooledChiller,1126283.049485805,301843.8572621957,0.0788235294117647,6.947865086977937e-06
115,houston,large_office,8672765.267591411,46320.0,2A,ERCT,US Overall,0.268,187.23586501708573,AirCooledChiller,2550813.313997474,683617.968151323,0.07882352941176471,1.701716956212537e-06
116,houston,medium_office,729910.741203094,4982.0,2A,ERCT,US Overall,0.268,146.50958273847732,AirCooledChiller,214679.6297656159,57534.14077718506,0.07882352941176471,1.5821663872293198e-05
117,houston,midrise_apartment,286310.58942129154,3135.0,2A,ERCT,US Overall,0.268,91.32714176117753,AirCooledChiller,84208.99688861516,22568.011166148866,0.07882352941176472,2.514307158270007e-05
118,houston,outpatient_healthcare,1850098.4989864696,3804.0,2A,ERCT,US Overall,0.268,486.356072288767,AirCooledChiller,544146.6173489616,145831.29344952173,0.07882352941176471,2.0721222242840356e-05
119,houston,primary_school,978606.1960831732,6871.0,2A,ERCT,US Overall,0.268,142.4255852253199,AirCooledChiller,287825.3517891686,77137.1942794972,0.07882352941176472,1.1471915210561014e-05
120,houston,quick_service_restaurant,96539.23317992152,232.0,2A,ERCT,US Overall,0.268,416.1173843962134,AirCooledChiller,28393.892111741625,7609.563085946756,0.07882352941176471,0.00033975659229208927
121,houston,secondary_school,9826665.830957824,19592.0,2A,ERCT,US Overall,0.268,501.5652220782883,AirCooledChiller,2890195.8326346544,774572.4831460874,0.07882352941176471,4.023250786635602e-06
122,houston,small_hotel,672384.7755477133,4014.0,2A,ERCT,US Overall,0.268,167.50990920471182,AirCooledChiller,197760.22810226862,52999.741131407995,0.07882352941176472,1.9637152319821803e-05
123,houston,small_office,53903.80669190545,511.0,2A,ERCT,US Overall,0.268,105.48690154971712,AirCooledChiller,15854.060791736896,4248.888292185488,0.07882352941176471,0.00015425348221480373
124,houston,stand_alone_retail,347604.700222829,2294.0,2A,ERCT,US Overall,0.268,151.52776818780688,AirCooledChiller,102236.67653612618,27399.42931168182,0.07882352941176471,3.4360736448022976e-05
125,houston,strip_mall,283609.45215008274,2090.0,2A,ERCT,US Overall,0.268,135.6983024641544,AirCooledChiller,83414.54475002433,22355.097993006522,0.07882352941176471,3.77146073740501e-05
126,houston,supermarket,343831.0932244791,4181.0,2A,ERCT,US Overall,0.268,82.23656857796678,AirCooledChiller,101126.7921248468,27101.980289458945,0.07882352941176471,1.885279344935774e-05
127,houston,warehouse,83300.38506025884,4835.0,2A,ERCT,US Overall,0.268,17.228621522287245,AirCooledChiller,24500.113253017305,6566.030351808638,0.07882352941176471,1.6302694811119898e-05
128,las_vegas,full_service_restaurant,184634.0328775405,569.52,3B,NWPP,US Overall,0.268,324.19236001815653,AirCooledChiller,54304.12731692368,14553.506120935548,0.07882352941176472,0.00013840344397345964
129,las_vegas,hospital,13887915.13610575,22422.0,3B,NWPP,US Overall,0.268,619.3878840471747,AirCooledChiller,4084680.922384044,1094694.487198924,0.07882352941176472,3.5154548841211633e-06
130,las_vegas,large_hotel,3394095.889421924,11345.0,3B,NWPP,US Overall,0.268,299.1710788384243,AirCooledChiller,998263.4968888012,267534.61716619873,0.07882352941176471,6.947865086977938e-06
131,las_vegas,large_office,4798931.815992812,46320.0,3B,NWPP,US Overall,0.268,103.60388203784136,AirCooledChiller,1411450.5341155329,378268.7431429628,0.07882352941176471,1.701716956212537e-06
132,las_vegas,medium_office,563422.4861275083,4982.0,3B,NWPP,US Overall,0.268,113.09162708300047,AirCooledChiller,165712.4959198554,44410.94890652125,0.07882352941176471,1.5821663872293198e-05
133,las_vegas,midrise_apartment,235897.69653576487,3135.0,3B,NWPP,US Overall,0.268,75.24647417408768,AirCooledChiller,69381.67545169556,18594.28902105441,0.07882352941176472,2.514307158270007e-05
134,las_vegas,outpatient_healthcare,1452956.351084027,3804.0,3B,NWPP,US Overall,0.268,381.95487673081675,AirCooledChiller,427340.1032600079,114527.14767368214,0.07882352941176471,2.0721222242840356e-05
135,las_vegas,primary_school,704862.1573835402,6871.0,3B,NWPP,US Overall,0.268,102.58509058121673,AirCooledChiller,207312.399230453,55559.72299376141,0.07882352941176472,1.1471915210561014e-05
136,las_vegas,quick_service_restaurant,80058.85992826993,232.0,3B,NWPP,US Overall,0.268,345.0812927942669,AirCooledChiller,23546.723508314684,6310.521900228336,0.07882352941176471,0.00033975659229208927
137,las_vegas,secondary_school,6715688.039868019,19592.0,3B,NWPP,US Overall,0.268,342.77705389281437,AirCooledChiller,1975202.3646670643,529354.2337307732,0.07882352941176471,4.023250786635602e-06
