,city,building,CoolingDemand_kWh,floor_area_m^2,climate_zone,eGRID_subregion,fuel_type,w4e_intensity (L/kWh),CoolingDemand_intensity_kWh/sqm,chiller_type,Cooling_ElecDemand_kWh,annual_water_consumption_L,WaterConsumption_intensity_L/kWh,WaterConsumption_intensity L_per_kWh_sqm
728,albuquerque,quick_service_restaurant,31838.046692328386,232.0,4B,AZNM,Ethanol,0.428,137.2329598807258,AirCooledChiller,9364.131380096584,4007.8482306813376,0.12588235294117645,0.0005425963488843812
729,albuquerque,secondary_school,3259135.764834071,19592.0,4B,AZNM,Ethanol,0.428,166.35033507728008,AirCooledChiller,958569.3425982562,410267.67863205366,0.12588235294117647,6.4251915547762595e-06
730,albuquerque,small_hotel,346770.75835346343,4014.0,4B,AZNM,Ethanol,0.428,86.39032345626892,AirCooledChiller,101991.39951572454,43652.3189927301,0.12588235294117647,3.136082534658108e-05
731,albuquerque,small_office,20208.386839671384,511.0,4B,AZNM,Ethanol,0.428,39.546745283114255,AirCooledChiller,5943.6431881386425,2543.879284523339,0.12588235294117647,0.00024634511338782086
732,albuquerque,stand_alone_retail,98566.42002864565,2294.0,4B,AZNM,Ethanol,0.428,42.96705319470168,AirCooledChiller,28990.123537836957,12407.772874194217,0.12588235294117647,5.487460895430535e-05
733,albuquerque,strip_mall,91738.00433999556,2090.0,4B,AZNM,Ethanol,0.428,43.89378198085912,AirCooledChiller,26981.765982351637,11548.1958404465,0.12588235294117647,6.023079088094568e-05
734,albuquerque,supermarket,96451.65469490988,4181.0,4B,AZNM,Ethanol,0.428,23.069039630449627,AirCooledChiller,28368.133733797025,12141.561238065127,0.12588235294117647,3.0108192523601164e-05
735,albuquerque,warehouse,25741.81669509118,4835.0,4B,AZNM,Ethanol,0.428,5.324057227526614,AirCooledChiller,7571.122557379759,3240.4404545585367,0.12588235294117647,2.6035646937161628e-05
736,atlanta,full_service_restaurant,138201.1475863159,569.52,3A,SRSO,Ethanol,0.428,242.66250102949132,AirCooledChiller,40647.396348916445,17397.085637336237,0.12588235294117647,0.00022103236574865935
737,atlanta,hospital,16863438.28369626,22422.0,3A,SRSO,Ethanol,0.428,752.093403072708,AirCooledChiller,4959834.789322429,2122809.2898299997,0.12588235294117647,5.614233919417379e-06
738,atlanta,large_hotel,3565816.383905628,11345.0,3A,SRSO,Ethanol,0.428,314.30730576515015,AirCooledChiller,1048769.524678126,448873.3565622379,0.12588235294117647,1.1095844243382678e-05
739,atlanta,large_office,6461081.304124868,46320.0,3A,SRSO,Ethanol,0.428,139.48793834466468,AirCooledChiller,1900318.030624961,813336.1171074833,0.12588235294117647,2.7176673778319617e-06
740,atlanta,medium_office,490971.69680857,4982.0,3A,SRSO,Ethanol,0.428,98.54911617996187,AirCooledChiller,144403.4402378147,61804.67242178469,0.12588235294117647,2.5267433348289135e-05
741,atlanta,midrise_apartment,190390.21539679015,3135.0,3A,SRSO,Ethanol,0.428,60.7305312270463,AirCooledChiller,55997.122175526514,23966.768291125347,0.12588235294117647,4.0153860587297124e-05
742,atlanta,outpatient_healthcare,1474836.239312145,3804.0,3A,SRSO,Ethanol,0.428,387.70668751633673,AirCooledChiller,433775.36450357205,185655.85600752884,0.12588235294117647,3.309210119378982e-05
743,atlanta,primary_school,581751.7807207332,6871.0,3A,SRSO,Ethanol,0.428,84.66770204056661,AirCooledChiller,171103.46491786273,73232.28298484525,0.1258823529411765,1.832081981388102e-05
744,atlanta,quick_service_restaurant,55457.844426624295,232.0,3A,SRSO,Ethanol,0.428,239.0424328733806,AirCooledChiller,16311.130713713028,6981.163945469176,0.12588235294117647,0.0005425963488843814
745,atlanta,secondary_school,6420113.817731498,19592.0,3A,SRSO,Ethanol,0.428,327.6905786918894,AirCooledChiller,1888268.7699210288,808179.0335262003,0.12588235294117647,6.4251915547762595e-06
746,atlanta,small_hotel,493999.10115928575,4014.0,3A,SRSO,Ethanol,0.428,123.06903367196955,AirCooledChiller,145293.85328214287,62185.76920475715,0.12588235294117647,3.136082534658108e-05
747,atlanta,small_office,29775.355804512157,511.0,3A,SRSO,Ethanol,0.428,58.26879805188289,AirCooledChiller,8757.4575895624,3748.191848332707,0.12588235294117647,0.00024634511338782086
748,atlanta,stand_alone_retail,185250.8378786051,2294.0,3A,SRSO,Ethanol,0.428,80.75450648587842,AirCooledChiller,54485.54055253091,23319.81135648323,0.12588235294117647,5.487460895430535e-05
749,atlanta,strip_mall,168569.13147156916,2090.0,3A,SRSO,Ethanol,0.428,80.655086828502,AirCooledChiller,49579.1563151674,21219.878902891647,0.12588235294117647,6.023079088094568e-05
750,atlanta,supermarket,183299.7360377032,4181.0,3A,SRSO,Ethanol,0.428,43.841123185291366,AirCooledChiller,53911.68706991271,23074.20206592264,0.12588235294117647,3.0108192523601164e-05
751,atlanta,warehouse,40339.67056791984,4835.0,3A,SRSO,Ethanol,0.428,8.343261751379492,AirCooledChiller,11864.60899056466,5078.052647961675,0.12588235294117647,2.6035646937161628e-05
752,baltimore,full_service_restaurant,94354.6876052642,569.52,4A,RFCE,Ethanol,0.428,165.6740546517492,AirCooledChiller,27751.37870743065,11877.590086780318,0.12588235294117647,0.00022103236574865935
753,baltimore,hospital,16332923.58797378,22422.0,4A,RFCE,Ethanol,0.428,728.4329492451067,AirCooledChiller,4803801.055286407,2056026.851662582,0.12588235294117647,5.614233919417379e-06
754,baltimore,large_hotel,3297171.8709036363,11345.0,4A,RFCE,Ethanol,0.428,290.6277541563364,AirCooledChiller,969756.4326187166,415055.7531608107,0.12588235294117647,1.1095844243382678e-05
755,baltimore,large_office,5800386.858040384,46320.0,4A,RFCE,Ethanol,0.428,125.22424132211538,AirCooledChiller,1705996.1347177601,730166.3456592014,0.1258823529411765,2.7176673778319625e-06
756,baltimore,medium_office,407672.0136246548,4982.0,4A,RFCE,Ethanol,0.428,81.82898707841325,AirCooledChiller,119903.53341901612,51318.7123033389,0.12588235294117647,2.5267433348289135e-05
757,baltimore,midrise_apartment,133634.22680022588,3135.0,4A,RFCE,Ethanol,0.428,42.626547623676515,AirCooledChiller,39304.184353007615,16822.19090308726,0.12588235294117647,4.0153860587297124e-05
758,baltimore,outpatient_healthcare,1255467.9023741249,3804.0,4A,RFCE,Ethanol,0.428,330.0388807502957,AirCooledChiller,369255.2654041544,158041.25359297806,0.12588235294117647,3.309210119378982e-05
759,baltimore,primary_school,437185.9414027138,6871.0,4A,RFCE,Ethanol,0.428,63.627702139821544,AirCooledChiller,128584.1004125629,55033.99497657692,0.12588235294117647,1.8320819813881017e-05
760,baltimore,quick_service_restaurant,38096.9091924772,232.0,4A,RFCE,Ethanol,0.428,164.21081548481553,AirCooledChiller,11204.973291905058,4795.728568935365,0.12588235294117647,0.0005425963488843814
761,baltimore,secondary_school,5208023.774135944,19592.0,4A,RFCE,Ethanol,0.428,265.8239982715366,AirCooledChiller,1531771.6982752779,655598.2868618189,0.12588235294117647,6.4251915547762595e-06
762,baltimore,small_hotel,386590.9083973884,4014.0,4A,RFCE,Ethanol,0.428,96.31063985983766,AirCooledChiller,113703.20835217307,48664.97317473007,0.12588235294117647,3.136082534658108e-05
763,baltimore,small_office,22528.651074165053,511.0,4A,RFCE,Ethanol,0.428,44.0873797928866,AirCooledChiller,6626.073845342663,2835.9596058066595,0.12588235294117647,0.00024634511338782086
764,baltimore,stand_alone_retail,127906.9304286284,2294.0,4A,RFCE,Ethanol,0.428,55.75716234900977,AirCooledChiller,37619.685420184825,16101.225359839105,0.12588235294117647,5.487460895430535e-05
765,baltimore,strip_mall,116625.24048155417,2090.0,4A,RFCE,Ethanol,0.428,55.80155046964314,AirCooledChiller,34301.541318104166,14681.059684148582,0.12588235294117647,6.023079088094568e-05
766,baltimore,supermarket,125835.34628655232,4181.0,4A,RFCE,Ethanol,0.428,30.09694960214119,AirCooledChiller,37010.395966633034,15840.449473718938,0.12588235294117647,3.0108192523601164e-05
767,baltimore,warehouse,27889.629316434264,4835.0,4A,RFCE,Ethanol,0.428,5.768279072685473,AirCooledChiller,8202.832151892431,3510.8121610099606,0.12588235294117647,2.6035646937161628e-05
768,chicago,full_service_restaurant,68745.04918880865,569.52,5A,RFCW,Ethanol,0.428,120.70699745190451,AirCooledChiller,20219.13211435549,8653.78854494415,0.12588235294117647,0.00022103236574865935
769,chicago,hospital,13606340.421012891,22422.0,5A,RFCW,Ethanol,0.428,606.8299179829137,AirCooledChiller,4001864.829709674,1712798.1471157405,0.12588235294117647,5.614233919417379e-06
770,chicago,large_hotel,2960639.0400040997,11345.0,5A,RFCW,Ethanol,0.428,260.9642168359718,AirCooledChiller,870776.1882364999,372692.2085652219,0.12588235294117645,1.1095844243382674e-05
771,chicago,large_office,3676505.0049129263,46320.0,5A,RFCW,Ethanol,0.428,79.37186970882829,AirCooledChiller,1081325.0014449784,462807.1006184507,0.12588235294117647,2.7176673778319617e-06
772,chicago,medium_office,281405.05396445055,4982.0,5A,RFCW,Ethanol,0.428,56.48435446897843,AirCooledChiller,82766.19234248546,35423.93032258378,0.12588235294117647,2.5267433348289135e-05
773,chicago,midrise_apartment,102746.57848341212,3135.0,5A,RFCW,Ethanol,0.428,32.77402822437388,AirCooledChiller,30219.581906885916,12933.981056147171,0.12588235294117647,4.0153860587297124e-05
774,chicago,outpatient_healthcare,976166.6299806006,3804.0,5A,RFCW,Ethanol,0.428,256.6158333282336,AirCooledChiller,287107.83234723547,122882.15224461678,0.12588235294117647,3.309210119378982e-05
775,chicago,primary_school,316393.7943632786,6871.0,5A,RFCW,Ethanol,0.428,46.04770693687652,AirCooledChiller,93056.99834214077,39828.395290436245,0.12588235294117647,1.8320819813881017e-05
776,chicago,quick_service_restaurant,27837.908348107994,232.0,5A,RFCW,Ethanol,0.428,119.99098425908618,AirCooledChiller,8187.620102384704,3504.3014038206534,0.12588235294117647,0.0005425963488843814
777,chicago,secondary_school,3869679.460327919,19592.0,5A,RFCW,Ethanol,0.428,197.51324317721105,AirCooledChiller,1138141.0177435055,487124.35559422034,0.12588235294117645,6.425191554776258e-06
778,chicago,small_hotel,318329.0703395533,4014.0,5A,RFCW,Ethanol,0.428,79.30470113093007,AirCooledChiller,93626.19715869214,40072.012383920235,0.12588235294117647,3.136082534658108e-05
779,chicago,small_office,17186.981580108182,511.0,5A,RFCW,Ethanol,0.428,33.6340148338712,AirCooledChiller,5054.994582384759,2163.537681260677,0.12588235294117647,0.00024634511338782086
780,chicago,stand_alone_retail,88250.34608314835,2294.0,5A,RFCW,Ethanol,0.428,38.47007239893128,AirCooledChiller,25955.984142102458,11109.161212819852,0.12588235294117647,5.487460895430535e-05
781,chicago,strip_mall,80446.3223363658,2090.0,5A,RFCW,Ethanol,0.428,38.491063318835316,AirCooledChiller,23660.68304010759,10126.772341166048,0.12588235294117647,6.023079088094568e-05
782,chicago,supermarket,84912.2049619902,4181.0,5A,RFCW,Ethanol,0.428,20.30906600382449,AirCooledChiller,24974.177929997117,10688.948154038766,0.12588235294117647,3.0108192523601164e-05
783,chicago,warehouse,18574.371537099592,4835.0,5A,RFCW,Ethanol,0.428,3.8416487150154275,AirCooledChiller,5463.050452088116,2338.1855934937134,0.12588235294117647,2.6035646937161628e-05
784,denver,full_service_restaurant,64939.12165145914,569.52,5B,RMPA,Ethanol,0.428,114.02430406563272,AirCooledChiller,19099.741662193865,8174.689431418974,0.12588235294117647,0.00022103236574865935
785,denver,hospital,10603665.525031984,22422.0,5B,RMPA,Ethanol,0.428,472.91345665114545,AirCooledChiller,3118725.1544211716,1334814.3660922614,0.12588235294117647,5.614233919417379e-06
786,denver,large_hotel,2542640.2527970057,11345.0,5B,RMPA,Ethanol,0.428,224.11989888030018,AirCooledChiller,747835.3684697076,320073.53770503483,0.12588235294117647,1.1095844243382678e-05
787,denver,large_office,2544008.9002910727,46320.0,5B,RMPA,Ethanol,0.428,54.92247194065356,AirCooledChiller,748237.9118503155,320245.826271935,0.12588235294117647,2.7176673778319617e-06
788,denver,medium_office,251212.54224308176,4982.0,5B,RMPA,Ethanol,0.428,50.42403497452464,AirCooledChiller,73886.04183620051,31623.225905893818,0.12588235294117645,2.526743334828913e-05
789,denver,midrise_apartment,88891.21466427414,3135.0,5B,RMPA,Ethanol,0.428,28.354454438364957,AirCooledChiller,26144.4749012571,11189.83525773804,0.12588235294117647,4.0153860587297124e-05
790,denver,outpatient_healthcare,932065.3335965892,3804.0,5B,RMPA,Ethanol,0.428,245.02243259636938,AirCooledChiller,274136.86282252625,117330.57728804123,0.12588235294117647,3.309210119378982e-05
791,denver,primary_school,255303.75812595655,6871.0,5B,RMPA,Ethanol,0.428,37.15671054081743,AirCooledChiller,75089.34062528134,32138.237787620415,0.12588235294117647,1.8320819813881017e-05
792,denver,quick_service_restaurant,25337.530955736234,232.0,5B,RMPA,Ethanol,0.428,109.21349549886308,AirCooledChiller,7452.214986981246,3189.548014427973,0.12588235294117647,0.0005425963488843814
793,denver,secondary_school,2499227.711466768,19592.0,5B,RMPA,Ethanol,0.428,127.56368474207676,AirCooledChiller,735066.9739608141,314608.6648552284,0.12588235294117645,6.425191554776258e-06
794,denver,small_hotel,284991.0912695219,4014.0,5B,RMPA,Ethanol,0.428,70.99927535364273,AirCooledChiller,83820.90919691822,35875.349136280995,0.12588235294117647,3.136082534658108e-05
795,denver,small_office,14682.394108257517,511.0,5B,RMPA,Ethanol,0.428,28.732669487783788,AirCooledChiller,4318.3512083110345,1848.2543171571228,0.12588235294117647,0.00024634511338782086
796,denver,stand_alone_retail,71441.8560141265,2294.0,5B,RMPA,Ethanol,0.428,31.14291892507694,AirCooledChiller,21012.31059239015,8993.268933542984,0.12588235294117647,5.487460895430535e-05
797,denver,strip_mall,63755.91860287251,2090.0,5B,RMPA,Ethanol,0.428,30.50522421190072,AirCooledChiller,18751.740765550738,8025.745047655716,0.12588235294117647,6.023079088094568e-05
798,denver,supermarket,69289.41325778273,4181.0,5B,RMPA,Ethanol,0.428,16.572449954026006,AirCooledChiller,20379.23919346551,8722.314374803238,0.12588235294117647,3.0108192523601164e-05
799,denver,warehouse,20141.254034243066,4835.0,5B,RMPA,Ethanol,0.428,4.165719552066818,AirCooledChiller,5923.898245365608,2535.42844901648,0.12588235294117647,2.6035646937161628e-05
800,duluth,full_service_restaurant,17927.122408818872,569.52,7,MROW,Ethanol,0.428,31.477599397420413,AirCooledChiller,5272.683061417315,2256.7083502866108,0.12588235294117647,0.00022103236574865935
801,duluth,hospital,10430594.566986348,22422.0,7,MROW,Ethanol,0.428,465.19465556089324,AirCooledChiller,3067821.9314665734,1313027.7866676934,0.12588235294117647,5.614233919417379e-06
802,duluth,large_hotel,2448868.781736628,11345.0,7,MROW,Ethanol,0.428,215.85445409754325,AirCooledChiller,720255.5240401848,308269.36428919906,0.12588235294117647,1.1095844243382678e-05
803,duluth,large_office,2216462.574116501,46320.0,7,MROW,Ethanol,0.428,47.85109184189337,AirCooledChiller,651900.7570930886,279013.5240358419,0.12588235294117647,2.7176673778319617e-06
804,duluth,medium_office,139421.06198419782,4982.0,7,MROW,Ethanol,0.428,27.98495824652706,AirCooledChiller,41006.19470123466,17550.651332128433,0.12588235294117647,2.5267433348289135e-05
805,duluth,midrise_apartment,49032.53167539685,3135.0,7,MROW,Ethanol,0.428,15.64036098098783,AirCooledChiller,14421.332845704957,6172.330457961722,0.12588235294117647,4.0153860587297124e-05
806,duluth,outpatient_healthcare,7913.029846782806,3804.0,7,MROW,Ethanol,0.428,2.0801866053582563,AirCooledChiller,2327.361719642002,996.1108160067768,0.12588235294117647,3.309210119378982e-05
807,duluth,primary_school,122007.43036950276,6871.0,7,MROW,Ethanol,0.428,17.75686659430982,AirCooledChiller,35884.5383439714,15358.582411219759,0.12588235294117647,1.8320819813881017e-05
808,duluth,quick_service_restaurant,7913.029846782806,232.0,7,MROW,Ethanol,0.428,34.10788727061554,AirCooledChiller,2327.361719642002,996.1108160067768,0.12588235294117647,0.0005425963488843814
809,duluth,secondary_school,1750390.105499801,19592.0,7,MROW,Ethanol,0.428,89.34208378418748,AirCooledChiller,514820.61926464736,220343.22504526906,0.12588235294117647,6.4251915547762595e-06
810,duluth,small_hotel,201343.92396839635,4014.0,7,MROW,Ethanol,0.428,50.16041952376591,AirCooledChiller,59218.8011671754,25345.64689955107,0.12588235294117647,3.136082534658108e-05
811,duluth,small_office,6775.2325370162425,511.0,7,MROW,Ethanol,0.428,13.258772088094409,AirCooledChiller,1992.7154520636009,852.8822134832211,0.12588235294117647,0.00024634511338782086
812,duluth,stand_alone_retail,17937.922604426523,2294.0,7,MROW,Ethanol,0.428,7.819495468363785,AirCooledChiller,5275.859589537213,2258.067904321927,0.12588235294117647,5.487460895430535e-05
813,duluth,strip_mall,18636.69097990823,2090.0,7,MROW,Ethanol,0.428,8.917077023879537,AirCooledChiller,5481.379699973009,2346.030511588448,0.12588235294117647,6.023079088094568e-05
814,duluth,supermarket,30070.773701163613,4181.0,7,MROW,Ethanol,0.428,7.192244367654536,AirCooledChiller,8844.345206224592,3785.3797482641253,0.12588235294117647,3.0108192523601164e-05
815,duluth,warehouse,4273.803721536652,4835.0,7,MROW,Ethanol,0.428,0.8839304491285733,AirCooledChiller,1257.0010945696035,537.9964684757903,0.12588235294117645,2.603564693716162e-05
816,helena,full_service_restaurant,31112.259358516207,569.52,6B,NWPP,Ethanol,0.428,54.628914451671946,AirCooledChiller,9150.66451721065,3916.4844133661577,0.12588235294117647,0.00022103236574865935
817,helena,hospital,9878216.915685952,22422.0,6B,NWPP,Ethanol,0.428,440.5591345859402,AirCooledChiller,2905357.916378221,1243493.1882098785,0.12588235294117645,5.6142339194173775e-06
818,helena,large_hotel,2313862.8035671627,11345.0,6B,NWPP,Ethanol,0.428,203.95441194950752,AirCooledChiller,680547.8834021067,291274.49409610167,0.12588235294117647,1.1095844243382678e-05
819,helena,large_office,1762237.745246437,46320.0,6B,NWPP,Ethanol,0.428,38.04485633088163,AirCooledChiller,518305.2191901285,221834.633813375,0.12588235294117647,2.7176673778319617e-06
820,helena,medium_office,141310.74495293183,4982.0,6B,NWPP,Ethanol,0.428,28.364260327766324,AirCooledChiller,41561.98380968583,17788.529070545534,0.12588235294117645,2.526743334828913e-05
821,helena,midrise_apartment,51683.81207959626,3135.0,6B,NWPP,Ethanol,0.428,16.48606445920136,AirCooledChiller,15201.121199881254,6506.079873549176,0.12588235294117647,4.0153860587297124e-05
822,helena,outpatient_healthcare,700573.9573911512,3804.0,6B,NWPP,Ethanol,0.428,184.16770699031315,AirCooledChiller,206051.16393857388,88189.89816570962,0.12588235294117645,3.309210119378981e-05
823,helena,primary_school,125032.0865252436,6871.0,6B,NWPP,Ethanol,0.428,18.197072700515733,AirCooledChiller,36774.143095659885,15739.33324494243,0.12588235294117647,1.8320819813881017e-05
824,helena,quick_service_restaurant,11639.12792802128,232.0,6B,NWPP,Ethanol,0.428,50.16865486216069,AirCooledChiller,3423.272920006259,1465.1608097626788,0.12588235294117647,0.0005425963488843814
825,helena,secondary_school,1390130.1998339577,19592.0,6B,NWPP,Ethanol,0.428,70.95397100009993,AirCooledChiller,408861.8234805758,174992.86044968644,0.12588235294117647,6.4251915547762595e-06
826,helena,small_hotel,196149.2408074083,4014.0,6B,NWPP,Ethanol,0.428,48.866278228053886,AirCooledChiller,57690.9531786495,24691.727960461983,0.12588235294117647,3.136082534658108e-05
827,helena,small_office,8098.410697059278,511.0,6B,NWPP,Ethanol,0.428,15.848161833775496,AirCooledChiller,2381.885499135082,1019.446993629815,0.12588235294117647,0.00024634511338782086
828,helena,stand_alone_retail,31493.993898466186,2294.0,6B,NWPP,Ethanol,0.428,13.72885523036887,AirCooledChiller,9262.939381901819,3964.5380554539784,0.12588235294117647,5.487460895430535e-05
829,helena,strip_mall,29103.87339723101,2090.0,6B,NWPP,Ethanol,0.428,13.925298276187087,AirCooledChiller,8559.962763891474,3663.6640629455505,0.12588235294117647,6.023079088094568e-05
830,helena,supermarket,36598.029982774366,4181.0,6B,NWPP,Ethanol,0.428,8.7534154467291,AirCooledChiller,10764.126465521873,4607.046127243361,0.12588235294117647,3.0108192523601164e-05
831,helena,warehouse,7519.834070984672,4835.0,6B,NWPP,Ethanol,0.428,1.555291431434265,AirCooledChiller,2211.715903230786,946.6144065827764,0.12588235294117647,2.6035646937161628e-05
832,houston,full_service_restaurant,234795.52030166617,569.52,2A,ERCT,Ethanol,0.428,412.26913945369114,AirCooledChiller,69057.50597107828,29556.612555621505,0.12588235294117647,0.00022103236574865935
833,houston,hospital,18556071.28920018,22422.0,2A,ERCT,Ethanol,0.428,827.5832347337516,AirCooledChiller,5457668.026235347,2335881.915228728,0.12588235294117645,5.6142339194173775e-06
834,houston,large_hotel,3829362.368251737,11345.0,2A,ERCT,Ethanol,0.428,337.537449823864,AirCooledChiller,1126283.049485805,482049.1451799245,0.12588235294117645,1.1095844243382674e-05
835,houston,large_office,8672765.267591411,46320.0,2A,ERCT,Ethanol,0.428,187.23586501708573,AirCooledChiller,2550813.313997474,1091748.098390919,0.12588235294117647,2.7176673778319617e-06
836,houston,medium_office,729910.741203094,4982.0,2A,ERCT,Ethanol,0.428,146.50958273847732,AirCooledChiller,214679.6297656159,91882.8815396836,0.12588235294117647,2.5267433348289135e-05
837,houston,midrise_apartment,286310.58942129154,3135.0,2A,ERCT,Ethanol,0.428,91.32714176117753,AirCooledChiller,84208.99688861516,36041.45066832729,0.12588235294117647,4.0153860587297124e-05
838,houston,outpatient_healthcare,1850098.4989864696,3804.0,2A,ERCT,Ethanol,0.428,486.356072288767,AirCooledChiller,544146.6173489616,232894.7522253556,0.12588235294117647,3.309210119378982e-05
839,houston,primary_school,978606.1960831732,6871.0,2A,ERCT,Ethanol,0.428,142.4255852253199,AirCooledChiller,287825.3517891686,123189.25056576416,0.12588235294117647,1.8320819813881017e-05
840,houston,quick_service_restaurant,96539.23317992152,232.0,2A,ERCT,Ethanol,0.428,416.1173843962134,AirCooledChiller,28393.892111741625,12152.585823825415,0.12588235294117647,0.0005425963488843814
841,houston,secondary_school,9826665.830957824,19592.0,2A,ERCT,Ethanol,0.428,501.5652220782883,AirCooledChiller,2890195.8326346544,1237003.816367632,0.12588235294117647,6.4251915547762595e-06
842,houston,small_hotel,672384.7755477133,4014.0,2A,ERCT,Ethanol,0.428,167.50990920471182,AirCooledChiller,197760.22810226862,84641.37762777097,0.12588235294117647,3.136082534658108e-05
843,houston,small_office,53903.80669190545,511.0,2A,ERCT,Ethanol,0.428,105.48690154971712,AirCooledChiller,15854.060791736896,6785.538018863392,0.12588235294117647,0.00024634511338782086
844,houston,stand_alone_retail,347604.700222829,2294.0,2A,ERCT,Ethanol,0.428,151.52776818780688,AirCooledChiller,102236.67653612618,43757.29755746201,0.12588235294117647,5.487460895430535e-05
845,houston,strip_mall,283609.45215008274,2090.0,2A,ERCT,Ethanol,0.428,135.6983024641544,AirCooledChiller,83414.54475002433,35701.425153010416,0.12588235294117647,6.023079088094568e-05
846,houston,supermarket,343831.0932244791,4181.0,2A,ERCT,Ethanol,0.428,82.23656857796678,AirCooledChiller,101126.7921248468,43282.26702943443,0.12588235294117647,3.0108192523601164e-05
847,houston,warehouse,83300.38506025884,4835.0,2A,ERCT,Ethanol,0.428,17.228621522287245,AirCooledChiller,24500.113253017305,10486.048472291406,0.12588235294117647,2.6035646937161628e-05
848,las_vegas,full_service_restaurant,184634.0328775405,569.52,3B,NWPP,Ethanol,0.428,324.19236001815653,AirCooledChiller,54304.12731692368,23242.166491643336,0.12588235294117647,0.00022103236574865935
849,las_vegas,hospital,13887915.13610575,22422.0,3B,NWPP,Ethanol,0.428,619.3878840471747,AirCooledChiller,4084680.922384044,1748243.434780371,0.12588235294117647,5.614233919417379e-06
850,las_vegas,large_hotel,3394095.889421924,11345.0,3B,NWPP,Ethanol,0.428,299.1710788384243,AirCooledChiller,998263.4968888012,427256.7766684069,0.12588235294117647,1.1095844243382678e-05
851,las_vegas,large_office,4798931.815992812,46320.0,3B,NWPP,Ethanol,0.428,103.60388203784136,AirCooledChiller,1411450.5341155329,604100.8286014481,0.12588235294117647,2.7176673778319617e-06
852,las_vegas,medium_office,563422.4861275083,4982.0,3B,NWPP,Ethanol,0.428,113.09162708300047,AirCooledChiller,165712.4959198554,70924.94825369811,0.12588235294117647,2.5267433348289135e-05
853,las_vegas,midrise_apartment,235897.69653576487,3135.0,3B,NWPP,Ethanol,0.428,75.24647417408768,AirCooledChiller,69381.67545169556,29695.357093325696,0.12588235294117647,4.0153860587297124e-05
854,las_vegas,outpatient_healthcare,1452956.351084027,3804.0,3B,NWPP,Ethanol,0.428,381.95487673081675,AirCooledChiller,427340.1032600079,182901.5641952834,0.12588235294117647,3.309210119378982e-05
855,las_vegas,primary_school,704862.1573835402,6871.0,3B,NWPP,Ethanol,0.428,102.58509058121673,AirCooledChiller,207312.399230453,88729.70687063389,0.12588235294117647,1.8320819813881017e-05
856,las_vegas,quick_service_restaurant,80058.85992826993,232.0,3B,NWPP,Ethanol,0.428,345.0812927942669,AirCooledChiller,23546.723508314684,10077.997661558684,0.12588235294117645,0.0005425963488843812
857,las_vegas,secondary_school,6715688.039868019,19592.0,3B,NWPP,Ethanol,0.428,342.77705389281437,AirCooledChiller,1975202.3646670643,845386.6120775035,0.12588235294117647,6.4251915547762595e-06
858,las_vegas,small_hotel,516329.3981468685,4014.0,3B,NWPP,Ethanol,0.428,128.63213705701756,AirCooledChiller,151861.58769025546,64996.759531429336,0.12588235294117647,3.136082534658108e-05
859,las_vegas,small_office,35231.41060446147,511.0,3B,NWPP,Ethanol,0.428,68.9460090106878,AirCooledChiller,10362.179589547492,4435.012864326326,0.12588235294117647,0.00024634511338782086
860,las_vegas,stand_alone_retail,216866.4138548047,2294.0,3B,NWPP,Ethanol,0.428,94.53636175013283,AirCooledChiller,63784.23936906021,27299.65444995777,0.12588235294117647,5.487460895430535e-05
861,las_vegas,strip_mall,203721.03072606,2090.0,3B,NWPP,Ethanol,0.428,97.47417738088996,AirCooledChiller,59917.95021354706,25644.882691398143,0.12588235294117647,6.023079088094568e-05
862,las_vegas,supermarket,251168.3699391733,4181.0,3B,NWPP,Ethanol,0.428,60.07375506796779,AirCooledChiller,73873.0499821098,31617.665392342995,0.12588235294117647,3.0108192523601164e-05
863,las_vegas,warehouse,76466.8579176109,4835.0,3B,NWPP,Ethanol,0.428,15.815275680995017,AirCooledChiller,22490.25232870909,9625.82799668749,0.12588235294117647,2.6035646937161628e-05
864,los_angeles,full_service_restaurant,38089.07487112025,569.52,3B-CA,CAMX,Ethanol,0.428,66.87925774532984,AirCooledChiller,11202.66907974125,4794.742366129255,0.12588235294117647,0.00022103236574865935
865,los_angeles,hospital,14675155.111352984,22422.0,3B-CA,CAMX,Ethanol,0.428,654.4980426078398,AirCooledChiller,4316222.091574407,1847343.0551938463,0.12588235294117647,5.614233919417379e-06
866,los_angeles,large_hotel,3375500.7776277964,11345.0,3B-CA,CAMX,Ethanol,0.428,297.53202094559686,AirCooledChiller,992794.3463611166,424915.9802425579,0.12588235294117647,1.1095844243382678e-05
867,los_angeles,large_office,5201055.269261844,46320.0,3B-CA,CAMX,Ethanol,0.428,112.28530374054068,AirCooledChiller,1529722.1380181897,654721.0750717851,0.12588235294117647,2.7176673778319617e-06
868,los_angeles,medium_office,299648.52896584,4982.0,3B-CA,CAMX,Ethanol,0.428,60.146232229193096,AirCooledChiller,88131.92028407058,37720.46188158221,0.12588235294117647,2.5267433348289135e-05
869,los_angeles,midrise_apartment,108282.11874416638,3135.0,3B-CA,CAMX,Ethanol,0.428,34.53975079558736,AirCooledChiller,31847.681983578346,13630.807888971533,0.12588235294117647,4.0153860587297124e-05
