,city,building,CoolingDemand_kWh,Cooling_HeatDemand_kWh,Cooling_ElecDemand_kWh,MakeupWater_kg,floor_area_m^2,climate_zone,eGRID_subregion,chiller_type,CoolingDemand_intensity_kWh/sqm,PoG_w4e_intensity (L/kWh),Total_w4e_intensity (L/kWh),annual_water_consumption_L,WaterConsumption_intensity_L/kWh,WaterConsumption_intensity L_per_kWh_sqm,Total_annual_water_consumption_L,Total_WaterConsumption_intensity_L/kWh,Total_WaterConsumption_intensity L_per_kWh_sqm
0,albuquerque,full_service_restaurant,81176.03759382581,0,15574.975746335389,212723.91680417783,569.52,4B,AZNM,WaterCooledChiller,16.789252863252493,11.15,14.942,386384.8963758174,4.759839329792633,0.0009844548768960977,445445.2044059212,5.487397729792634,0.0011349323122632129
1,albuquerque,hospital,11210146.841727791,0,2150853.5073661744,20820273.30024232,22422.0,4B,AZNM,WaterCooledChiller,2318.541228899233,11.15,14.942,44802289.907375164,3.9965836790475,0.0008265943493376422,52958326.4073077,4.724142079047501,0.000977071784704757
2,albuquerque,large_hotel,2760202.8158055292,0,529590.9135925522,5241976.943596304,11345.0,4B,AZNM,WaterCooledChiller,570.8795896185169,11.15,14.942,11146915.630153261,4.038440786424667,0.000835251455310169,13155124.37449622,4.765999186424664,0.0009857288906772832
3,albuquerque,large_office,3060472.3538688957,0,587202.6289623146,7252044.9897536915,46320.0,4B,AZNM,WaterCooledChiller,632.9829066947044,11.15,14.942,13799354.302683499,4.508896897970357,0.0009325536500455753,16026026.671708595,5.236455297970359,0.0010830310854126905
4,albuquerque,medium_office,320281.0793964718,0,61451.26310020303,814455.3881563416,4982.0,4B,AZNM,WaterCooledChiller,66.24220876866015,11.15,14.942,1499636.9717236054,4.682252771688784,0.0009684080189635541,1732660.1613995754,5.409811171688784,0.0011188854543306688
5,albuquerque,midrise_apartment,116117.84474337615,0,22279.14381142915,280526.2508699132,3135.0,4B,AZNM,WaterCooledChiller,24.01610025716156,11.15,14.942,528938.7043673482,4.555188787187002,0.0009421279808039301,613421.2177002875,5.282747187187003,0.001092605416171045
6,albuquerque,outpatient_healthcare,1083317.174704926,0,207852.45525338588,2314213.7045507836,3804.0,4B,AZNM,WaterCooledChiller,224.0573267228389,11.15,14.942,4631768.580626036,4.275542462333468,0.0008842900645984422,5419945.0909468755,5.003100862333471,0.0010347674999655577
7,albuquerque,primary_school,348703.2289519561,0,66904.52619491538,919247.7199410496,6871.0,4B,AZNM,WaterCooledChiller,72.12062646369309,11.15,14.942,1665233.1870143563,4.775502630185825,0.0009876944426444312,1918935.1503454752,5.503061030185825,0.001138171878011546
8,albuquerque,quick_service_restaurant,31838.046692328386,0,6108.65989203476,85118.0106352674,232.0,4B,AZNM,WaterCooledChiller,6.58491141516616,11.15,14.942,153229.56843145497,4.812781698331285,0.0009954046945876496,176393.6067420508,5.5403400983312885,0.001145882129954765
9,albuquerque,secondary_school,3259135.764834071,0,625319.5154128303,8078955.898952463,19592.0,4B,AZNM,WaterCooledChiller,674.0715128922587,11.15,14.942,15051268.49580552,4.618177818244957,0.0009551557018086779,17422480.098250974,5.345736218244958,0.0011056331371757926
10,albuquerque,small_hotel,346770.75835346343,0,66533.74950275155,766009.5910883131,4014.0,4B,AZNM,WaterCooledChiller,71.7209427825157,11.15,14.942,1507860.898043993,4.34829310638422,0.0008993367334817414,1760156.876158427,5.0758515063842236,0.001049814168848857
11,albuquerque,small_office,20208.386839671384,0,3877.315821638274,51277.391305797086,511.0,4B,AZNM,WaterCooledChiller,4.179604310169883,11.15,14.942,94509.46271706384,4.676744535171452,0.0009672687766642094,109212.24431271618,5.404302935171451,0.001117746212031324
12,albuquerque,stand_alone_retail,98566.42002864565,0,18911.61045616281,262796.42705164506,2294.0,4B,AZNM,WaterCooledChiller,20.38602275670024,11.15,14.942,473660.8836378604,4.805499514948435,0.000993898555315085,545373.7104876298,5.533057914948435,0.0011443759906821995
13,albuquerque,strip_mall,91738.00433999556,0,17601.46509936714,245313.62216435358,2090.0,4B,AZNM,WaterCooledChiller,18.973734093070437,11.15,14.942,441569.9580222972,4.813380901395774,0.000995528624900884,508314.71367909736,5.540939301395772,0.0011460060602679985
14,albuquerque,supermarket,96451.65469490988,0,18505.85748079668,263960.36298573884,4181.0,4B,AZNM,WaterCooledChiller,19.94863592449015,11.15,14.942,470300.6738966218,4.87602494103651,0.0010084849929754933,540474.8854638028,5.603583341036509,0.0011589624283426078
15,albuquerque,warehouse,25741.81669509118,0,4938.996563231489,73154.29639867213,4835.0,4B,AZNM,WaterCooledChiller,5.324057227526614,11.15,14.942,128224.10807870323,4.981160016695902,0.0010302295794614067,146952.78304647704,5.708718416695901,0.0011807070148285215
16,atlanta,full_service_restaurant,138201.1475863159,0,26516.19351689439,270172.96959657624,569.52,3A,SRSO,WaterCooledChiller,28.583484505959856,11.15,14.942,565828.5273099487,4.094238992889338,0.0008467919323452612,666377.9331260122,4.821797392889335,0.0009972693677123754
