,city,building,CoolingDemand_kWh,Cooling_HeatDemand_kWh,Cooling_ElecDemand_kWh,MakeupWater_kg,floor_area_m^2,climate_zone,eGRID_subregion,grid_loss_factor,chiller_type,CoolingDemand_intensity_kWh/sqm,w4e_int_factor_(L/kWhe),PoG_annual_water_consumption_L,percent_evaporation,PoG_WaterConsumption_intensity_L/kWh,PoG_WaterConsumption_intensity_L/kWh_sqm
59,houston,small_office,53903.80669190545,0,10921.165481119595,102150.34898568528,511.0,2A,SPSO,0.053,WaterCooledChiller,105.48690154971712,4.27,148783.72559006594,0.6865693716202097,2.760171029115988,0.005401508863240681
60,houston,stand_alone_retail,347604.700222829,0,70426.35179453055,674551.7072146306,2294.0,2A,SPSO,0.053,WaterCooledChiller,151.52776818780688,4.27,975272.229377276,0.691654788166521,2.8056934464697574,0.0012230573001175925
61,houston,strip_mall,283609.45215008274,0,57460.612691864706,557084.148798749,2090.0,2A,SPSO,0.053,WaterCooledChiller,135.6983024641544,4.27,802440.9649930112,0.6942369259570401,2.82938723977496,0.0013537737989353876
62,houston,supermarket,343831.0932244791,0,69661.8012178843,672039.7544439874,4181.0,2A,SPSO,0.053,WaterCooledChiller,82.23656857796678,4.27,969495.6456443534,0.6931849126535595,2.819685783947971,0.0006744046361989885
63,houston,warehouse,83300.38506025884,0,16877.050911891907,175686.2925346329,4835.0,2A,SPSO,0.053,WaterCooledChiller,17.228621522287245,4.27,247751.29992841132,0.7091235952562029,2.9741915328385335,0.0006151378558094174
64,houston,full_service_restaurant,234795.52030166617,0,47570.67986118942,439912.5564633682,569.52,2A,SRMV,0.053,WaterCooledChiller,412.26913945369114,6.414,745030.8970930371,0.5904621649649965,3.173105245516689,0.005571543133720833
65,houston,hospital,18556071.28920018,0,3759547.565668302,29302961.80988734,22422.0,2A,SRMV,0.053,WaterCooledChiller,827.5832347337516,6.414,53416699.89608383,0.5485730467605252,2.8786642960987594,0.0001283857058290411
66,houston,large_hotel,3829362.368251737,0,775846.8775662422,6305615.856243538,11345.0,2A,SRMV,0.053,WaterCooledChiller,337.537449823864,6.414,11281897.728953416,0.5589144670281007,2.9461556896492067,0.00025968758833399793
67,houston,large_office,8672765.267591411,0,1757143.1496042253,15158879.582233837,46320.0,2A,SRMV,0.053,WaterCooledChiller,187.23586501708573,6.414,26429195.743795335,0.5735656782440162,3.0473781923461667,6.578968463614349e-05
68,houston,medium_office,729910.741203094,0,147883.35890056324,1356596.18999264,4982.0,2A,SRMV,0.053,WaterCooledChiller,146.50958273847732,6.414,2305120.0539808525,0.588514332539796,3.158084850459084,0.0006338990065152718
69,houston,midrise_apartment,286310.58942129154,0,58007.875843328125,524612.1927521543,3135.0,2A,SRMV,0.053,WaterCooledChiller,91.32714176117753,6.414,896674.708411261,0.5850641128059344,3.1318251630988385,0.000998987292854494
70,houston,outpatient_healthcare,1850098.4989864696,0,374838.68216001947,3159993.507817786,3804.0,2A,SRMV,0.053,WaterCooledChiller,486.356072288767,6.414,5564208.815192151,0.5679142556961463,3.0075203121565495,0.0007906204816394715
71,houston,primary_school,978606.1960831732,0,198270.2310684527,1884287.3678230823,6871.0,2A,SRMV,0.053,WaterCooledChiller,142.4255852253199,6.414,3155992.629896138,0.5970506236210993,3.224987377484278,0.000469362156525146
72,houston,quick_service_restaurant,96539.23317992153,0,19559.303983936145,183253.45657550596,232.0,2A,SRMV,0.053,WaterCooledChiller,416.1173843962135,6.414,308706.8323284724,0.5936164586746798,3.1977344563440973,0.01378333817389697
73,houston,secondary_school,9826665.830957823,0,1990928.8462862747,18132713.46954566,19592.0,2A,SRMV,0.053,WaterCooledChiller,501.56522207828823,6.414,30902531.089625824,0.5867711423687533,3.144762589999837,0.00016051258625968953
74,houston,small_hotel,672384.7755477133,0,136228.32692899165,1180924.0370304862,4014.0,2A,SRMV,0.053,WaterCooledChiller,167.50990920471182,6.414,2054692.5259530386,0.5747448935128296,3.055828449237746,0.0007612925882505596
75,houston,small_office,53903.80669190545,0,10921.165481119595,102150.34898568528,511.0,2A,SRMV,0.053,WaterCooledChiller,105.48690154971712,6.414,172198.70438158634,0.593212064820904,3.194555541611588,0.006251576402371013
76,houston,stand_alone_retail,347604.700222829,0,70426.35179453055,674551.7072146306,2294.0,2A,SRMV,0.053,WaterCooledChiller,151.52776818780688,6.414,1126266.3276247494,0.5989273501918797,3.2400779589653594,0.0014124141059134085
77,houston,strip_mall,283609.45215008274,0,57460.612691864706,557084.148798749,2090.0,2A,SRMV,0.053,WaterCooledChiller,135.6983024641544,6.414,925636.5186043691,0.6018389914420122,3.2637717522705603,0.0015616132785983541
78,houston,supermarket,343831.0932244791,0,69661.8012178843,672039.7544439874,4181.0,2A,SRMV,0.053,WaterCooledChiller,82.23656857796678,6.414,1118850.5474554973,0.6006519422744601,3.2540702964435693,0.0007782995207949221
79,houston,warehouse,83300.38506025884,0,16877.050911891907,175686.2925346329,4835.0,2A,SRMV,0.053,WaterCooledChiller,17.228621522287245,6.414,283935.6970835076,0.6187538035520848,3.408576045334134,0.0007049795336782076
80,houston,full_service_restaurant,234795.52030166617,0,47570.67986118942,439912.5564633682,569.52,2A,SRSO,0.053,WaterCooledChiller,412.26913945369114,7.12,778615.7970750369,0.5649931045786024,3.3161441754709307,0.0058227001254932765
81,houston,hospital,18556071.28920018,0,3759547.565668302,29302961.80988734,22422.0,2A,SRSO,0.053,WaterCooledChiller,827.5832347337516,7.12,56070940.47744565,0.522605141992836,3.021703226053001,0.00013476510686169838
82,houston,large_hotel,3829362.368251737,0,775846.8775662422,6305615.856243538,11345.0,2A,SRSO,0.053,WaterCooledChiller,337.537449823864,7.12,11829645.624515183,0.5330350592393136,3.0891946196034477,0.0002722956914590963
83,houston,large_office,8672765.267591411,0,1757143.1496042253,15158879.582233837,46320.0,2A,SRSO,0.053,WaterCooledChiller,187.23586501708573,7.12,27669738.80741592,0.5478504762094473,3.1904171223004085,6.887774443653731e-05
84,houston,medium_office,729910.741203094,0,147883.35890056324,1356596.18999264,4982.0,2A,SRSO,0.053,WaterCooledChiller,146.50958273847732,7.12,2409525.70536465,0.5630137860626545,3.3011237804133255,0.0006626101526321409
85,houston,midrise_apartment,286310.58942129154,0,58007.875843328125,524612.1927521543,3135.0,2A,SRSO,0.053,WaterCooledChiller,91.32714176117753,7.12,937628.2687566506,0.5595097868026317,3.27486409305308,0.001044613745790456
86,houston,outpatient_healthcare,1850098.4989864696,0,374838.68216001947,3159993.507817786,3804.0,2A,SRSO,0.053,WaterCooledChiller,486.356072288767,7.12,5828844.924797125,0.5421303103080531,3.1505592421107917,0.0008282227240038885
87,houston,primary_school,978606.1960831732,0,198270.2310684527,1884287.3678230823,6871.0,2A,SRSO,0.053,WaterCooledChiller,142.4255852253199,7.12,3295971.4130304656,0.5716940870220057,3.3680263074385195,0.0004901799312237694
88,houston,quick_service_restaurant,96539.23317992153,0,19559.303983936145,183253.45657550596,232.0,2A,SRSO,0.053,WaterCooledChiller,416.1173843962135,7.12,322515.70094113133,0.568200109454377,3.340773386298338,0.0143998852857687
89,houston,secondary_school,9826665.830957823,0,1990928.8462862747,18132713.46954566,19592.0,2A,SRSO,0.053,WaterCooledChiller,501.56522207828823,7.12,32308126.855103932,0.5612431061344899,3.287801519954078,0.00016781347080206603
90,houston,small_hotel,672384.7755477133,0,136228.32692899165,1180924.0370304862,4014.0,2A,SRSO,0.053,WaterCooledChiller,167.50990920471182,7.12,2150869.724764907,0.549044892600161,3.1988673791919884,0.0007969275982042821
91,houston,small_office,53903.80669190545,0,10921.165481119595,102150.34898568528,511.0,2A,SRSO,0.053,WaterCooledChiller,105.48690154971712,7.12,179909.0472112568,0.5677888386887849,3.33759447156583,0.006531496030461507
92,houston,stand_alone_retail,347604.700222829,0,70426.35179453055,674551.7072146306,2294.0,2A,SRSO,0.053,WaterCooledChiller,151.52776818780688,7.12,1175987.331991688,0.5736045694235407,3.3831168889196017,0.0014747676063293818
93,houston,strip_mall,283609.45215008274,0,57460.612691864706,557084.148798749,2090.0,2A,SRSO,0.053,WaterCooledChiller,135.6983024641544,7.12,966203.7111648256,0.5765700776776622,3.4068106822248017,0.0016300529580022974
94,houston,supermarket,343831.0932244791,0,69661.8012178843,672039.7544439874,4181.0,2A,SRSO,0.053,WaterCooledChiller,82.23656857796678,7.12,1168031.7791153237,0.5753608475901191,3.39710922639781,0.0008125111758904114
95,houston,warehouse,83300.38506025884,0,16877.050911891907,175686.2925346329,4835.0,2A,SRSO,0.053,WaterCooledChiller,17.228621522287245,7.12,295850.89502730325,0.5938339058207659,3.5516149752883743,0.0007345635936480609
96,houston,full_service_restaurant,234795.52030166617,0,47570.67986118942,439912.5564633682,569.52,2A,SRVC,0.053,WaterCooledChiller,412.26913945369114,6.67,757208.9911375016,0.5809658385098131,3.22497205297885,0.005662614224221888
97,houston,hospital,18556071.28920018,0,3759547.565668302,29302961.80988734,22422.0,2A,SRVC,0.053,WaterCooledChiller,827.5832347337516,6.67,54379144.072894916,0.5388639764282956,2.9305311035609205,0.00013069891640178933
98,houston,large_hotel,3829362.368251737,0,775846.8775662422,6305615.856243538,11345.0,2A,SRVC,0.053,WaterCooledChiller,337.537449823864,6.67,11480514.529610373,0.5492450569162373,2.9980224971113674,0.0002642593651045718
99,houston,large_office,8672765.267591411,0,1757143.1496042253,15158879.582233837,46320.0,2A,SRVC,0.053,WaterCooledChiller,187.23586501708573,6.67,26879024.39009402,0.5639668822139423,3.0992449998083282,6.690943436546477e-05
100,houston,medium_office,729910.741203094,0,147883.35890056324,1356596.18999264,4982.0,2A,SRVC,0.053,WaterCooledChiller,146.50958273847732,6.67,2342978.1938593965,0.5790050430465296,3.2099516579212453,0.0006443098470335699
101,houston,midrise_apartment,286310.58942129154,0,58007.875843328125,524612.1927521543,3135.0,2A,SRVC,0.053,WaterCooledChiller,91.32714176117753,6.67,911524.7246271529,0.5755325978313314,3.183691970560999,0.0010155317290465708
102,houston,outpatient_healthcare,1850098.4989864696,0,374838.68216001947,3159993.507817786,3804.0,2A,SRVC,0.053,WaterCooledChiller,486.356072288767,6.67,5660167.5178251155,0.558286216417848,3.0593871196187106,0.0008042552890690617
103,houston,primary_school,978606.1960831732,0,198270.2310684527,1884287.3678230823,6871.0,2A,SRVC,0.053,WaterCooledChiller,142.4255852253199,6.67,3206749.8090496617,0.5876003679817795,3.276854184946439,0.000476910811373372
104,houston,quick_service_restaurant,96539.23317992153,0,19559.303983936145,183253.45657550596,232.0,2A,SRVC,0.053,WaterCooledChiller,416.1173843962135,6.67,313714.01414836006,0.5841417606828448,3.2496012638062584,0.014006901999164907
105,houston,secondary_school,9826665.830957823,0,1990928.8462862747,18132713.46954566,19592.0,2A,SRVC,0.053,WaterCooledChiller,501.56522207828823,6.67,31412208.87427511,0.5772505060729863,3.196629397461998,0.00016315993249601868
106,houston,small_hotel,672384.7755477133,0,136228.32692899165,1180924.0370304862,4014.0,2A,SRVC,0.053,WaterCooledChiller,167.50990920471182,6.67,2089566.9776468603,0.5651525170829265,3.107695256699907,0.0007742140649476599
107,houston,small_office,53903.80669190545,0,10921.165481119595,102150.34898568528,511.0,2A,SRVC,0.053,WaterCooledChiller,105.48690154971712,6.67,174994.522744753,0.583734549993212,3.24642234907375,0.0063530770040582185
108,houston,stand_alone_retail,347604.700222829,0,70426.35179453055,674551.7072146306,2294.0,2A,SRVC,0.053,WaterCooledChiller,151.52776818780688,6.67,1144295.4736841493,0.5894908463133725,3.291944766427521,0.0014350238737696256
109,houston,strip_mall,283609.45215008274,0,57460.612691864706,557084.148798749,2090.0,2A,SRVC,0.053,WaterCooledChiller,135.6983024641544,6.67,940346.4354534866,0.5924243744594964,3.315638559732722,0.0015864299328864698
110,houston,supermarket,343831.0932244791,0,69661.8012178843,672039.7544439874,4181.0,2A,SRVC,0.053,WaterCooledChiller,82.23656857796678,6.67,1136683.9685672757,0.5912283211762497,3.3059371039057304,0.0007907048801496604
111,houston,warehouse,83300.38506025884,0,16877.050911891907,175686.2925346329,4835.0,2A,SRVC,0.053,WaterCooledChiller,17.228621522287245,6.67,288256.22211695195,0.6094796193622252,3.460442852796295,0.0007157068981998542
112,phoenix,full_service_restaurant,266638.07857127185,0,54022.13235678422,772869.1885694755,569.52,2B,AZNM,0.053,WaterCooledChiller,468.1803599017978,11.68,1403847.6944967152,0.5505363520553076,5.26499328985177,0.009244615272249911
113,phoenix,hospital,16674461.267935596,0,3378324.5004659244,37323541.461184464,22422.0,2B,AZNM,0.053,WaterCooledChiller,743.6652068475424,11.68,76782371.62662646,0.48609518917544703,4.6047887480644585,0.00020536922433611891
114,phoenix,large_hotel,3981322.8122200817,0,806634.7802583079,9386394.89483183,11345.0,2B,AZNM,0.053,WaterCooledChiller,350.93193585016144,11.68,18807889.128248867,0.4990668985140792,4.7240301817578905,0.00041639754797337066
115,phoenix,large_office,8387812.171068958,0,1699410.3082250205,21791157.812908996,46320.0,2B,AZNM,0.053,WaterCooledChiller,181.0840278728186,11.68,41640270.21297723,0.5233193180892894,4.9643780003326565,0.0001071756908534684
116,phoenix,medium_office,838239.4245932477,0,169831.26110379325,2365247.284254462,4982.0,2B,AZNM,0.053,WaterCooledChiller,168.2535978709851,11.68,4348876.413946767,0.5438754885443875,5.1881077009197485,0.0010413704738899535
