,city,building,CoolingDemand_kWh,Cooling_HeatDemand_kWh,Cooling_ElecDemand_kWh,MakeupWater_kg,floor_area_m^2,climate_zone,eGRID_subregion,w4e_intensity (L/kWh),chiller_type,CoolingDemand_intensity_kWh/sqm,fuel_type,annual_water_consumption_L,WaterConsumption_intensity_L/kWh,WaterConsumption_intensity L_per_kWh_sqm
15,albuquerque,warehouse,25741.81669509118,0,4938.996563231489,73154.29639867213,4835.0,4B,AZNM,0.268,WaterCooledChiller,5.324057227526614,US Overall,74477.94747761817,2.893266950029238,0.0005984006101404836
16,atlanta,full_service_restaurant,138201.1475863159,0,26516.19351689439,270172.96959657624,569.52,3A,SRSO,0.268,WaterCooledChiller,28.583484505959856,US Overall,277279.3094591039,2.0063459262226773,0.0004149629630243386
17,atlanta,hospital,16863438.28369626,0,3235531.692031891,26662973.754295304,22422.0,3A,SRSO,0.268,WaterCooledChiller,3487.7845467830944,US Overall,27530096.247759853,1.6325316216430326,0.0003376487325011443
18,atlanta,large_hotel,3565816.3839056278,0,684161.3035253574,5880603.093268307,11345.0,3A,SRSO,0.268,WaterCooledChiller,737.5008032896851,US Overall,6063958.322613102,1.7005806440238707,0.00035172298738859786
19,atlanta,large_office,6461081.304124868,0,1239666.1328847525,11508258.956400495,46320.0,3A,SRSO,0.268,WaterCooledChiller,1336.3146440796004,US Overall,11840489.480013609,1.8325863617370723,0.0003790251006695082
20,atlanta,medium_office,490971.69680856995,0,94201.10289433738,925676.085452641,4982.0,3A,SRSO,0.268,WaterCooledChiller,101.54533543093484,US Overall,950921.9810283234,1.936816291467588,0.000400582480138074
21,atlanta,midrise_apartment,190390.21539679018,0,36529.535994131016,358271.43485890375,3135.0,3A,SRSO,0.268,WaterCooledChiller,39.377500599129306,US Overall,368061.3505053309,1.9331946746226334,0.00039983343839144434
22,atlanta,outpatient_healthcare,1474836.239312145,0,282971.9131160247,2534433.8005938274,3804.0,3A,SRSO,0.268,WaterCooledChiller,305.03334835825126,US Overall,2610270.273308922,1.769871260097553,0.000366054035180466
23,atlanta,primary_school,581751.7807207332,0,111618.7749942849,1149107.8633410481,6871.0,3A,SRSO,0.268,WaterCooledChiller,120.32094740863148,US Overall,1179021.6950395165,2.0266748364376723,0.000419167494609653
24,atlanta,quick_service_restaurant,55457.844426624295,0,10640.511750654981,109599.69828761219,232.0,3A,SRSO,0.268,WaterCooledChiller,11.470081577378345,US Overall,112451.35543678772,2.02769070091736,0.0004193776010170341
25,atlanta,secondary_school,6420113.817731498,0,1231805.8378287472,12217866.155565515,19592.0,3A,SRSO,0.268,WaterCooledChiller,1327.841534174043,US Overall,12547990.12010362,1.9544809447844593,0.000404235976170519
26,atlanta,small_hotel,493999.10115928575,0,94781.9608757617,876512.4307415196,4014.0,3A,SRSO,0.268,WaterCooledChiller,102.1714790401832,US Overall,901913.9962562236,1.8257401564894937,0.0003776091326762138
